Transcript_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENST00000000233.10,46.77741079,38.33134888,55.72823951,42.97998731,34.2293016,65.82637684,26.9359933,60.96019257,55.23392996,52.39897333,51.2444099,55.2387631,57.59840775,50.54957548,74.74866249
ENST00000000412.8,21.89580931,17.18301846,11.1456479,15.70422613,14.66970069,12.82332016,14.10932982,15.24004814,18.19470634,19.27318559,14.64125997,18.07814065,0,9.361032497,14.70465492
ENST00000000442.11,6.966848416,10.57416521,5.572823951,7.438843957,7.823840367,2.564664033,6.413331739,15.24004814,8.44754223,13.85260215,5.693823323,11.04775262,8.8612935,10.29713575,4.901551639
ENST00000001008.6,39.81056238,43.61843148,29.72172774,26.44922296,50.85496238,17.95264823,38.47999043,21.3360674,20.7939501,30.71663954,17.8948733,38.16496359,8.8612935,14.977652,25.7331461
ENST00000002125.9,0.995264059,0,7.430431934,3.30615287,2.933940137,0,6.413331739,0,2.599243763,1.806861149,3.253613327,4.017364589,0,0,0
ENST00000002165.11,22.89107337,14.53947716,14.86086387,14.87768791,19.55960092,17.95264823,11.54399713,26.41608345,27.29205951,19.27318559,7.320629986,16.06945836,17.722587,17.78596174,13.47926701
ENST00000002501.11,10.94790465,2.643541302,9.288039918,2.479614652,3.911920183,4.274440054,2.565332695,6.096019257,1.299621881,6.022870498,8.94743665,12.05209377,8.8612935,3.744412999,4.901551639
ENST00000002829.8,7.962112475,2.643541302,7.430431934,12.39807326,14.66970069,9.403768119,6.413331739,12.19203851,7.147920348,3.613722299,13.82785664,6.026046883,0,5.616619498,4.901551639
ENST00000003100.13,45.78214673,59.47967929,76.16192732,58.68421344,61.61274289,47.87372861,75.67731451,43.68813801,68.23014878,61.43327908,52.87121657,42.18232818,17.722587,53.35788523,63.7201713
ENST00000003302.8,2.985792178,2.643541302,1.857607984,0,4.889900229,1.709776022,6.413331739,3.048009629,4.548676585,2.409148199,4.067016659,3.013023442,4.43064675,3.744412999,2.450775819
ENST00000003583.12,0,0,0,1.653076435,0,0,0,3.048009629,3.249054704,1.806861149,3.253613327,0,0,0,0
ENST00000003912.7,0,2.643541302,0,4.959229305,1.955960092,3.419552043,0,4.064012838,6.498109407,1.806861149,1.626806664,5.021705736,0,0,2.450775819
ENST00000004531.14,0,0,0,1.653076435,0,5.129328065,2.565332695,0,0,1.2045741,0,0,0,2.808309749,0
ENST00000004982.6,5.971584356,5.287082604,1.857607984,0.826538217,0.977980046,0.854888011,1.282666348,3.048009629,3.898865644,1.2045741,0,1.004341147,0,0,0
ENST00000005082.13,2.985792178,7.930623906,0,9.918458609,4.889900229,11.11354414,6.413331739,11.1760353,3.898865644,1.806861149,8.134033318,11.04775262,13.29194025,17.78596174,8.577715367
ENST00000005178.6,0.995264059,0,0,2.479614652,2.933940137,0,0,2.032006419,0,0,0,0,0,0,0
ENST00000005257.7,141.3274964,145.3947716,172.7575425,151.2564938,149.630947,184.6558103,173.1599569,199.1366291,196.892715,172.8563833,182.2023463,204.885594,190.5178102,258.3644969,264.6837885
ENST00000005259.9,2.985792178,9.252394557,14.86086387,23.96960831,3.911920183,42.74440054,8.978664434,19.30406098,13.64602976,10.8411669,17.08146997,21.09116409,26.5838805,20.59427149,14.70465492
ENST00000005286.8,4.976320297,0,0,6.61230574,9.779800458,1.709776022,2.565332695,9.144028886,3.898865644,6.022870498,10.57424331,3.013023442,8.8612935,8.424929247,8.577715367
ENST00000005340.10,3.981056238,2.643541302,9.288039918,7.438843957,8.801820412,3.419552043,6.413331739,2.032006419,5.848298467,5.420583448,4.067016659,1.004341147,0,0.93610325,3.676163729
ENST00000005374.10,8.957376534,10.57416521,9.288039918,14.87768791,13.69172064,11.96843215,17.95732887,8.128025676,9.747164111,7.227444598,16.26806664,14.06077606,8.8612935,4.680516249,19.60620655
ENST00000005386.8,0,6.608853255,3.715215967,3.30615287,1.955960092,4.274440054,3.847999043,3.048009629,6.498109407,1.2045741,4.067016659,5.021705736,0,8.424929247,6.126939548
ENST00000006015.4,5.971584356,0,3.715215967,2.479614652,8.801820412,0.854888011,2.565332695,5.080016048,3.249054704,6.022870498,4.880419991,2.008682294,0,2.808309749,0
ENST00000006251.11,0,3.965311953,0,0,3.911920183,0,0,0,0,0,0,0,8.8612935,0,0
ENST00000006275.8,4.976320297,2.643541302,9.288039918,2.479614652,4.889900229,5.129328065,7.695998086,7.112022467,14.94565164,7.227444598,6.507226655,11.04775262,17.722587,11.233239,11.02849119
ENST00000006658.11,3.981056238,2.643541302,5.572823951,9.918458609,3.911920183,5.129328065,3.847999043,3.048009629,7.147920348,3.011435249,3.253613327,6.026046883,0,0,2.450775819
ENST00000006777.11,2.985792178,10.57416521,7.430431934,4.132691087,0,12.82332016,2.565332695,10.1600321,5.198487526,8.432018697,7.320629986,11.04775262,4.43064675,9.361032497,11.02849119
ENST00000007264.7,12.93843277,9.252394557,3.715215967,10.74499683,4.889900229,7.693992098,8.978664434,6.096019257,5.198487526,9.636592797,6.507226655,4.017364589,0,1.872206499,7.352327458
ENST00000007390.3,20.90054525,21.14833041,16.71847185,28.10229939,41.07516192,13.67820817,21.80532791,11.1760353,25.99243763,9.034305747,19.52167996,12.05209377,0,12.16934225,9.803103277
ENST00000007414.8,0,0,0,1.653076435,0,5.984216076,0,0,1.949432822,1.2045741,0,0,0,0,0
ENST00000007516.8,57.72531544,166.543102,178.3303664,309.9518315,230.8032908,708.702161,215.4879464,704.0902242,506.2027228,534.2286132,654.7896821,481.0794095,389.896914,464.3072119,748.7120128
ENST00000007708.7,0,0,0,0,0,0.854888011,3.847999043,4.064012838,0,1.806861149,6.507226655,2.008682294,0,3.744412999,1.22538791
ENST00000007969.12,0,0,0,0,0,1.709776022,0,0,2.599243763,0,0,0,0,0,0
ENST00000008180.13,4.976320297,14.53947716,13.00325588,28.92883761,18.58162087,40.17973651,15.39199617,21.3360674,17.5448954,22.28462084,21.14848663,36.1562813,26.5838805,34.63582024,51.4662922
ENST00000008440.9,0.995264059,0,0,1.653076435,0,0.854888011,1.282666348,0,0,2.409148199,0,0,0,0,0
ENST00000008527.10,3.981056238,5.287082604,5.572823951,2.479614652,5.867880275,2.564664033,5.130665391,6.096019257,1.949432822,1.806861149,1.626806664,2.008682294,0,0,6.126939548
ENST00000009041.12,18.91001713,22.47010107,16.71847185,21.48999365,11.73576055,21.37220027,16.67466252,17.27205456,17.5448954,20.47775969,18.70827663,19.0824818,17.722587,16.84985849,19.60620655
ENST00000009180.10,109.4790465,80.62800971,109.598871,202.5018633,113.4456853,219.7062188,112.8746386,102.6163242,89.02409888,78.29731647,105.7424331,102.442797,155.0726362,106.7157705,139.6942217
ENST00000009530.13,0,0,0,0,1.955960092,1.709776022,0,4.064012838,3.898865644,0,2.440209995,4.017364589,0,0,2.450775819
ENST00000009589.8,2179.62829,3638.834602,4116.459292,7885.174594,5468.864416,12353.98664,5093.468067,10807.22614,9065.512434,9319.789809,11387.64665,13930.21171,11612.72513,12740.36523,12985.43568
ENST00000010132.6,5.971584356,11.89593586,14.86086387,30.58191405,17.60364082,50.43839264,16.67466252,44.70414122,31.8407361,38.54637119,43.92377992,48.20837507,53.167761,45.86905924,40.43780102
ENST00000011473.6,17.91475307,18.50478911,14.86086387,27.27576118,20.53758096,35.90529646,15.39199617,13.20804172,13.64602976,24.09148199,17.08146997,29.12589327,13.29194025,23.40258124,13.47926701
ENST00000011619.6,8.957376534,2.643541302,3.715215967,4.959229305,7.823840367,9.403768119,6.413331739,10.1600321,7.797731289,4.818296398,4.880419991,5.021705736,13.29194025,1.872206499,13.47926701
ENST00000011691.6,13.93369683,34.36603692,46.44019959,124.8072708,43.03112202,182.0911463,41.04532313,157.4804975,129.9621881,124.0711323,191.149783,204.885594,181.6565167,211.5593344,246.3029698
ENST00000011700.10,5.971584356,0,11.1456479,4.132691087,3.911920183,3.419552043,3.847999043,2.032006419,1.949432822,2.409148199,4.880419991,4.017364589,0,1.872206499,7.352327458
ENST00000011898.10,7.962112475,2.643541302,7.430431934,5.785767522,6.845860321,11.11354414,14.10932982,10.1600321,17.5448954,15.05717624,11.38764665,9.039070325,0,10.29713575,8.577715367
ENST00000012049.10,1.990528119,0,16.71847185,6.61230574,3.911920183,7.693992098,2.565332695,18.28805777,12.34640787,8.432018697,8.134033318,9.039070325,0,8.424929247,3.676163729
ENST00000012443.9,8.957376534,9.252394557,9.288039918,7.438843957,11.73576055,5.984216076,15.39199617,12.19203851,4.548676585,10.23887985,7.320629986,9.039070325,0,12.16934225,11.02849119
ENST00000013034.3,85.59270911,89.88040426,128.1749509,148.7768791,130.0713461,199.1889065,141.0932982,179.8325681,120.215024,145.151179,157.8002464,184.7987711,172.7952232,242.4507417,209.5413325
ENST00000013070.11,3.981056238,9.252394557,1.857607984,10.74499683,4.889900229,10.25865613,1.282666348,2.032006419,3.249054704,6.022870498,4.067016659,1.004341147,0,0.93610325,8.577715367
ENST00000013125.9,4.976320297,0,11.1456479,6.61230574,6.845860321,5.984216076,3.847999043,7.112022467,9.09735317,3.011435249,7.320629986,4.017364589,0,5.616619498,0
ENST00000013222.5,0,1.321770651,1.857607984,0.826538217,2.933940137,0,0,0,0,0,0,0,0,0.93610325,0
ENST00000013807.9,4.976320297,22.47010107,9.288039918,9.918458609,9.779800458,16.24287221,6.413331739,22.35207061,17.5448954,12.64802805,27.65571328,22.09550524,17.722587,20.59427149,12.2538791
ENST00000014914.6,5.971584356,6.608853255,7.430431934,15.70422613,10.7577805,11.96843215,3.847999043,14.22404493,11.69659693,13.85260215,14.64125997,13.05643491,8.8612935,27.14699424,7.352327458
ENST00000014930.9,27.86739366,14.53947716,18.57607984,17.35730257,13.69172064,25.64664033,10.26133078,20.32006419,22.09357199,22.28462084,31.72272994,21.09116409,13.29194025,15.91375525,20.83159446
ENST00000014935.7,4.976320297,2.643541302,3.715215967,1.653076435,1.955960092,5.984216076,1.282666348,6.096019257,5.848298467,11.44345395,4.067016659,6.026046883,0,12.16934225,7.352327458
ENST00000016171.6,4.976320297,2.643541302,3.715215967,7.438843957,3.911920183,0.854888011,8.978664434,6.096019257,1.299621881,5.420583448,4.880419991,2.008682294,8.8612935,7.488825998,3.676163729
ENST00000016946.8,2.985792178,0,1.857607984,4.959229305,3.911920183,3.419552043,3.847999043,4.064012838,3.898865644,4.216009349,5.693823323,7.030388031,0,2.808309749,2.450775819
ENST00000017003.7,5.971584356,9.252394557,13.00325588,3.30615287,2.933940137,3.419552043,6.413331739,4.064012838,5.198487526,9.034305747,10.57424331,5.021705736,0,0,11.02849119
ENST00000019019.6,4.976320297,13.21770651,3.715215967,8.265382175,5.867880275,13.67820817,5.130665391,5.080016048,2.599243763,2.409148199,3.253613327,0,8.8612935,2.808309749,6.126939548
ENST00000019317.8,17.91475307,18.50478911,24.14890379,23.14307009,14.66970069,15.3879842,21.80532791,13.20804172,24.69281575,27.70520429,13.01445331,22.09550524,4.43064675,24.33868449,13.47926701
ENST00000022615.9,24.88160148,26.43541302,50.15541556,39.67383444,42.05314197,71.81059291,34.63199139,60.96019257,48.08600962,37.34179709,40.67016659,75.32558604,93.04358174,74.88825998,77.19943831
ENST00000023939.8,12.93843277,29.07895432,22.2912958,19.83691722,11.73576055,34.19552043,12.82666348,27.43208666,24.04300481,20.47775969,32.53613327,20.08682294,13.29194025,28.08309749,41.66318893
ENST00000024061.7,0,0,0,0.826538217,0,0,0,5.080016048,1.949432822,1.2045741,0,5.021705736,0,2.808309749,2.450775819
ENST00000025008.10,4.976320297,2.643541302,3.715215967,0,1.955960092,4.274440054,6.413331739,0,2.599243763,1.806861149,4.880419991,0,0,0,15.93004283
ENST00000025301.4,2.985792178,2.643541302,0,0,0.977980046,1.709776022,1.282666348,2.032006419,0,1.2045741,2.440209995,3.013023442,0,7.488825998,1.22538791
ENST00000025399.10,4.976320297,5.287082604,1.857607984,6.61230574,4.889900229,9.403768119,1.282666348,5.080016048,5.198487526,4.818296398,2.440209995,7.030388031,8.8612935,5.616619498,6.126939548
ENST00000026218.9,0,5.287082604,0,2.479614652,1.955960092,0.854888011,2.565332695,1.01600321,2.599243763,1.2045741,0,3.013023442,13.29194025,0.93610325,1.22538791
ENST00000029410.10,12.93843277,1.321770651,1.857607984,3.30615287,2.933940137,4.274440054,6.413331739,7.112022467,3.249054704,4.216009349,4.880419991,5.021705736,0,14.04154875,3.676163729
ENST00000031146.8,3.981056238,9.252394557,3.715215967,9.918458609,3.911920183,1.709776022,11.54399713,8.128025676,6.498109407,8.432018697,5.693823323,3.013023442,0,6.552722748,3.676163729
ENST00000033079.7,0,0,0,0.826538217,0,1.709776022,1.282666348,0,0,0,3.253613327,2.008682294,0,0,4.901551639
ENST00000034275.12,2.985792178,5.287082604,13.00325588,6.61230574,6.845860321,7.693992098,2.565332695,0,7.147920348,3.613722299,12.20104998,6.026046883,0,3.744412999,4.901551639
ENST00000035307.7,20.90054525,10.57416521,11.1456479,8.265382175,20.53758096,11.96843215,16.67466252,16.25605135,16.89508446,12.045741,16.26806664,14.06077606,17.722587,11.233239,11.02849119
ENST00000037243.7,20.90054525,27.75718367,48.29780757,121.501118,66.50264312,226.5453229,43.61065582,203.2006419,176.7485759,148.7649013,192.7765896,232.002805,372.174327,261.1728067,254.8806852
ENST00000037869.8,40.80582643,58.15790864,74.30431934,79.34766888,63.56870298,115.4098815,60.28531834,85.3442696,100.7206958,93.35449272,113.8764665,135.5860549,110.7661687,126.3739387,136.018058
ENST00000038176.8,5.971584356,2.643541302,3.715215967,2.479614652,3.911920183,4.274440054,7.695998086,7.112022467,7.147920348,4.818296398,8.94743665,1.004341147,0,1.872206499,3.676163729
ENST00000039989.9,5.971584356,0,0,4.132691087,4.889900229,3.419552043,5.130665391,2.032006419,4.548676585,3.613722299,7.320629986,1.004341147,0,4.680516249,2.450775819
ENST00000040663.8,4.976320297,6.608853255,11.1456479,7.438843957,14.66970069,5.129328065,3.847999043,6.096019257,3.898865644,6.022870498,8.94743665,8.034729178,8.8612935,4.680516249,9.803103277
ENST00000040738.10,0.995264059,0,0,1.653076435,0,0.854888011,3.847999043,6.096019257,0,2.409148199,0,2.008682294,0,0.93610325,0
ENST00000040877.2,4.976320297,0,0,5.785767522,0,0.854888011,0,0,0,0,1.626806664,2.008682294,0,1.872206499,0
ENST00000042381.9,15.92422495,9.252394557,9.288039918,5.785767522,19.55960092,14.53309618,7.695998086,14.22404493,15.59546258,15.65946329,13.01445331,22.09550524,17.722587,10.29713575,13.47926701
ENST00000043402.8,1.990528119,0,0,0,1.955960092,0,0,0,0,0,2.440209995,0,0,0,0
ENST00000044462.12,27.86739366,51.54905539,26.00651177,92.57228035,62.59072293,155.589618,17.95732887,107.6963402,85.12523324,85.52476107,113.8764665,93.40372669,199.3791037,131.054455,148.2719371
ENST00000046640.9,0,5.287082604,11.1456479,4.132691087,2.933940137,2.564664033,6.413331739,5.080016048,1.299621881,2.409148199,2.440209995,5.021705736,4.43064675,0.93610325,2.450775819
ENST00000052569.10,3.981056238,0,5.572823951,8.265382175,4.889900229,5.984216076,6.413331739,4.064012838,5.848298467,3.011435249,1.626806664,3.013023442,0,2.808309749,2.450775819
ENST00000053468.4,10.94790465,9.252394557,9.288039918,45.45960196,21.51556101,59.84216076,20.52266156,64.0082022,37.03922362,44.56924169,56.1248299,69.29953916,75.32099475,70.20774373,62.49478339
ENST00000053867.8,40.80582643,37.00957823,33.4369437,37.19421979,44.98708211,42.74440054,29.501326,44.70414122,44.18714397,69.26301073,40.67016659,50.21705736,62.0290545,62.71891773,35.53624938
ENST00000054650.9,4.976320297,10.57416521,3.715215967,7.438843957,5.867880275,9.403768119,15.39199617,11.1760353,8.44754223,3.011435249,7.320629986,7.030388031,13.29194025,3.744412999,9.803103277
ENST00000054666.11,61.70637168,74.01915645,94.73800716,74.38843957,89.97416422,68.39104087,101.3306415,87.37627602,96.17201923,93.95677977,98.42180315,64.27783342,84.18228825,105.7796672,105.3833602
ENST00000054950.4,105.4979903,118.9593586,94.73800716,70.25574848,115.4016454,56.42260872,130.8319675,49.78415727,74.72825819,53.60354743,64.25886321,50.21705736,44.3064675,57.10229823,44.11396475
ENST00000055077.8,8.957376534,15.86124781,13.00325588,12.39807326,15.64768073,12.82332016,3.847999043,9.144028886,4.548676585,13.2503151,8.94743665,7.030388031,0,10.29713575,7.352327458
ENST00000056233.4,3.981056238,7.930623906,9.288039918,17.35730257,7.823840367,7.693992098,10.26133078,3.048009629,5.198487526,13.2503151,8.134033318,16.06945836,0,12.16934225,17.15543073
ENST00000060969.6,4.976320297,10.57416521,13.00325588,6.61230574,9.779800458,14.53309618,3.847999043,10.1600321,12.34640787,19.87547264,14.64125997,7.030388031,4.43064675,10.29713575,11.02849119
ENST00000064724.8,92.55955752,64.7667619,76.16192732,78.52113066,83.1283039,52.14816866,88.50397799,54.86417331,79.92674571,62.63785318,58.56503989,64.27783342,31.01452725,59.91060798,53.91706802
ENST00000064778.8,4.976320297,5.287082604,13.00325588,0,1.955960092,2.564664033,0,2.032006419,3.898865644,1.806861149,4.067016659,2.008682294,0,1.872206499,6.126939548
ENST00000064780.7,0,0,0,0.826538217,4.889900229,0,0,0,0,1.806861149,0,0,0,0,0
ENST00000066544.8,17.91475307,14.53947716,18.57607984,21.48999365,12.7137406,8.548880109,23.08799426,11.1760353,15.59546258,9.034305747,11.38764665,18.07814065,17.722587,12.16934225,18.38081864
ENST00000072516.7,0,0,0,3.30615287,0,1.709776022,0,0,0,0,0.813403332,0,0,0,0
ENST00000072644.7,5.971584356,6.608853255,7.430431934,1.653076435,1.955960092,3.419552043,3.847999043,12.19203851,11.69659693,8.432018697,9.760839982,8.034729178,0,14.04154875,8.577715367
ENST00000072869.9,1.990528119,3.965311953,0,4.132691087,2.933940137,5.984216076,6.413331739,9.144028886,5.848298467,9.034305747,5.693823323,5.021705736,4.43064675,1.872206499,8.577715367
ENST00000075120.12,3.981056238,5.287082604,7.430431934,2.479614652,0,5.129328065,0,6.096019257,2.599243763,2.409148199,3.253613327,11.04775262,0,3.744412999,6.126939548
ENST00000075430.11,10.94790465,7.930623906,0,12.39807326,4.889900229,8.548880109,8.978664434,10.1600321,5.198487526,6.625157548,12.20104998,7.030388031,8.8612935,14.04154875,3.676163729
ENST00000075503.8,1.990528119,6.608853255,3.715215967,1.653076435,4.889900229,2.564664033,0,0,1.949432822,2.409148199,1.626806664,2.008682294,0,0,0
ENST00000078429.9,20.90054525,19.82655976,13.00325588,15.70422613,7.823840367,3.419552043,10.26133078,15.24004814,11.69659693,10.23887985,5.693823323,9.039070325,4.43064675,11.233239,4.901551639
ENST00000080059.12,33.83897802,15.86124781,24.14890379,39.67383444,34.2293016,29.92108038,32.06665869,38.60812196,26.64224857,30.11435249,35.7897466,32.13891671,35.445174,29.01920074,28.18392192
ENST00000081029.8,17.91475307,11.89593586,13.00325588,20.66345544,11.73576055,22.22708828,11.54399713,19.30406098,18.19470634,15.65946329,12.20104998,20.08682294,17.722587,15.91375525,30.63469774
ENST00000082468.11,0,0,3.715215967,3.30615287,0,3.419552043,0,0,0,2.409148199,1.626806664,0,0,2.808309749,0
ENST00000083182.8,9.952640594,2.643541302,7.430431934,4.132691087,6.845860321,3.419552043,5.130665391,1.01600321,7.147920348,4.216009349,4.880419991,10.04341147,8.8612935,7.488825998,3.676163729
ENST00000084795.9,323.4608193,426.9319203,427.2498362,739.7517046,549.6247858,1055.786693,491.2612112,866.6507377,799.2674571,834.769851,922.3993783,1177.087825,518.3856697,992.2694447,1144.512308
ENST00000084798.9,1.990528119,6.608853255,1.857607984,3.30615287,5.867880275,3.419552043,5.130665391,0,5.198487526,2.409148199,3.253613327,9.039070325,0,2.808309749,6.126939548
ENST00000085068.7,0,1.321770651,0,0,0,2.564664033,0,1.01600321,0,2.409148199,1.626806664,0,0,0,0
ENST00000085079.11,21.89580931,22.47010107,24.14890379,23.96960831,26.40546124,21.37220027,17.95732887,23.36807382,33.14035798,28.90977839,20.3350833,26.11286983,8.8612935,21.53037474,15.93004283
ENST00000155674.9,10.94790465,3.965311953,1.857607984,7.438843957,6.845860321,3.419552043,1.282666348,4.064012838,5.198487526,5.420583448,4.067016659,10.04341147,4.43064675,10.29713575,2.450775819
ENST00000155926.9,2.985792178,3.965311953,11.1456479,0,3.911920183,0.854888011,0,0,0,1.2045741,0,1.004341147,0,2.808309749,3.676163729
ENST00000156084.8,3.981056238,11.89593586,7.430431934,3.30615287,11.73576055,10.25865613,3.847999043,4.064012838,6.498109407,9.034305747,5.693823323,12.05209377,22.15323375,4.680516249,3.676163729
ENST00000156109.7,4.976320297,6.608853255,5.572823951,4.132691087,6.845860321,6.839104087,5.130665391,8.128025676,1.949432822,8.432018697,10.57424331,5.021705736,0,4.680516249,7.352327458
ENST00000156471.10,7.962112475,3.965311953,3.715215967,9.918458609,0,2.564664033,5.130665391,3.048009629,5.198487526,4.818296398,2.440209995,0,8.8612935,2.808309749,3.676163729
ENST00000156825.5,19.90528119,22.47010107,24.14890379,14.87768791,17.60364082,5.129328065,17.95732887,7.112022467,16.89508446,12.64802805,18.70827663,14.06077606,0,9.361032497,18.38081864
ENST00000157600.8,3.981056238,0,7.430431934,5.785767522,1.955960092,0,2.565332695,7.112022467,10.39697505,3.011435249,4.067016659,6.026046883,8.8612935,2.808309749,2.450775819
ENST00000157812.7,26.8721296,44.94020213,37.15215967,51.24536948,48.89900229,39.3248485,37.19732408,29.46409308,29.89130327,37.34179709,47.99079658,33.14325786,35.445174,34.63582024,45.33935266
ENST00000158526.9,0,2.643541302,5.572823951,1.653076435,0,0,0,0,1.299621881,3.011435249,0,0,0,0,2.450775819
ENST00000158762.8,1.990528119,1.321770651,0,1.653076435,0.977980046,0,0,1.01600321,2.599243763,1.2045741,3.253613327,3.013023442,0,0.93610325,3.676163729
ENST00000158771.9,10.94790465,9.252394557,13.00325588,15.70422613,10.7577805,42.74440054,6.413331739,24.38407703,25.34262669,18.06861149,32.53613327,19.0824818,22.15323375,42.12464624,39.21241311
ENST00000159087.7,0,0,0,0.826538217,0,0,0,3.048009629,0,0,0.813403332,0,0,2.808309749,0
ENST00000159111.9,1.990528119,0,5.572823951,0.826538217,1.955960092,0.854888011,5.130665391,8.128025676,4.548676585,4.818296398,8.94743665,5.021705736,0,0.93610325,1.22538791
ENST00000159647.9,0,3.965311953,0,3.30615287,0,0,0,4.064012838,1.299621881,1.806861149,2.440209995,0,0,0,0
ENST00000160262.10,0,0,3.715215967,4.132691087,1.955960092,5.984216076,6.413331739,21.3360674,9.09735317,18.06861149,8.94743665,19.0824818,13.29194025,16.84985849,14.70465492
ENST00000160740.7,13.93369683,13.21770651,20.43368782,15.70422613,4.889900229,18.80753624,15.39199617,5.080016048,11.69659693,10.8411669,6.507226655,14.06077606,0,11.233239,8.577715367
ENST00000160827.9,4.976320297,11.89593586,0,10.74499683,7.823840367,10.25865613,5.130665391,12.19203851,5.198487526,9.636592797,9.760839982,5.021705736,26.5838805,7.488825998,7.352327458
ENST00000161863.9,6.966848416,5.287082604,1.857607984,4.959229305,2.933940137,2.564664033,2.565332695,1.01600321,1.299621881,2.409148199,0.813403332,0,8.8612935,6.552722748,3.676163729
ENST00000162044.14,5.971584356,3.965311953,3.715215967,3.30615287,1.955960092,1.709776022,2.565332695,2.032006419,5.198487526,7.227444598,5.693823323,2.008682294,0,6.552722748,3.676163729
ENST00000162330.10,37.82003426,10.57416521,33.4369437,17.35730257,21.51556101,10.25865613,29.501326,35.56011233,14.2958407,18.67089854,20.3350833,27.11721098,22.15323375,27.14699424,25.7331461
ENST00000162391.8,1.990528119,1.321770651,0,3.30615287,2.933940137,0,5.130665391,3.048009629,1.949432822,4.216009349,2.440209995,1.004341147,0,3.744412999,2.450775819
ENST00000162749.7,16.91948901,21.14833041,5.572823951,14.87768791,12.7137406,7.693992098,17.95732887,20.32006419,11.69659693,22.88690789,8.94743665,8.034729178,8.8612935,9.361032497,6.126939548
ENST00000163416.7,3.981056238,5.287082604,0,4.959229305,4.889900229,2.564664033,5.130665391,8.128025676,5.198487526,1.806861149,5.693823323,2.008682294,0,13.1054455,9.803103277
ENST00000163678.11,5.971584356,5.287082604,0,3.30615287,0,5.984216076,3.847999043,6.096019257,1.299621881,7.829731647,2.440209995,3.013023442,0,3.744412999,2.450775819
ENST00000164133.7,0,2.643541302,1.857607984,0,2.933940137,1.709776022,2.565332695,1.01600321,1.299621881,1.806861149,2.440209995,2.008682294,0,3.744412999,4.901551639
ENST00000164227.10,2.985792178,3.965311953,5.572823951,2.479614652,2.933940137,1.709776022,5.130665391,3.048009629,2.599243763,1.806861149,0,11.04775262,0,2.808309749,8.577715367
ENST00000164247.5,0,0,0,0,0,2.564664033,0,3.048009629,1.299621881,1.806861149,1.626806664,3.013023442,0,2.808309749,0
ENST00000164305.10,7.962112475,7.930623906,5.572823951,4.132691087,13.69172064,5.129328065,17.95732887,4.064012838,5.848298467,7.829731647,4.067016659,3.013023442,4.43064675,10.29713575,0
ENST00000166139.9,3.981056238,5.287082604,0,4.132691087,7.823840367,1.709776022,0,0,1.299621881,0,1.626806664,0,0,1.872206499,1.22538791
ENST00000166345.8,15.92422495,18.50478911,11.1456479,5.785767522,8.801820412,4.274440054,10.26133078,3.048009629,11.04678599,11.44345395,4.880419991,4.017364589,4.43064675,13.1054455,9.803103277
ENST00000166534.8,6.966848416,6.608853255,0,0.826538217,1.955960092,0.854888011,1.282666348,2.032006419,7.797731289,9.636592797,3.253613327,2.008682294,0,1.872206499,0
ENST00000167106.9,17.91475307,21.14833041,22.2912958,26.44922296,25.42748119,20.51731226,15.39199617,19.30406098,31.19092516,28.30749134,28.46911661,23.09984639,31.01452725,24.33868449,53.91706802
ENST00000167218.9,1.990528119,0,0,0,0.977980046,0,0,1.01600321,0.649810941,0,1.626806664,0,0,0,0
ENST00000168216.11,16.91948901,15.86124781,9.288039918,19.010379,19.55960092,23.9368643,11.54399713,28.44808987,26.64224857,33.12578774,32.53613327,29.12589327,35.445174,25.27478774,37.9870252
ENST00000169298.8,15.92422495,18.50478911,24.14890379,7.438843957,13.69172064,12.82332016,14.10932982,10.1600321,7.797731289,19.27318559,13.01445331,18.07814065,22.15323375,8.424929247,9.803103277
ENST00000169551.11,10.94790465,14.53947716,11.1456479,8.265382175,7.823840367,19.66242425,7.695998086,11.1760353,7.797731289,6.625157548,11.38764665,11.04775262,13.29194025,15.91375525,11.02849119
ENST00000170168.9,0.995264059,0,3.715215967,1.653076435,5.867880275,5.984216076,2.565332695,3.048009629,0.649810941,0,1.626806664,2.008682294,0,1.872206499,2.450775819
ENST00000170447.12,2.985792178,3.965311953,0,3.30615287,2.933940137,0,3.847999043,6.096019257,1.949432822,2.409148199,2.440209995,8.034729178,0,1.872206499,3.676163729
ENST00000170564.7,1.990528119,0,0,1.653076435,0,0,0,0,0,1.806861149,1.626806664,0,0,0,2.450775819
ENST00000170630.6,8.957376534,6.608853255,0,5.785767522,11.73576055,12.82332016,21.80532791,12.19203851,7.147920348,7.829731647,0.813403332,6.026046883,4.43064675,8.424929247,8.577715367
ENST00000171111.10,22.89107337,26.43541302,9.288039918,8.265382175,21.51556101,12.82332016,25.65332695,7.112022467,24.69281575,16.86403739,22.77529329,18.07814065,31.01452725,12.16934225,17.15543073
ENST00000171887.8,5.971584356,9.252394557,7.430431934,6.61230574,4.889900229,0,2.565332695,0,2.599243763,13.2503151,2.440209995,5.021705736,0,1.872206499,3.676163729
