Ensayo de Compresion - Specimen_RawData_1
C10: 1.2462, C20: 0.0000, C30: 0.0000 (kPa)
Lambda Stress(kPa)
0.86206020 0.56370809
0.86192285 0.56563618
0.86183226 0.56552238
0.86169492 0.56516735
0.86160432 0.56616065
0.86146698 0.56721123
0.86137639 0.56870649
0.86128288 0.56998222
0.86114845 0.56941130
0.86105494 0.57034044
0.86091759 0.57164745
0.86078025 0.57323899
0.86064582 0.57249819
0.86050847 0.57486232
0.86037113 0.57575396
0.86028054 0.57662238
0.86014319 0.57817113
0.86000584 0.57868894
0.85991525 0.57962441
0.85977791 0.58027056
0.85964056 0.58021852
0.85954997 0.58376875
0.85941262 0.58408194
0.85927528 0.58257973
0.85918469 0.58718469
0.85904734 0.58681996
0.85890999 0.58864219
0.85877265 0.58652400
0.85868206 0.58912901
0.85854471 0.59223587
0.85840736 0.59181633
0.85827002 0.59221552
0.85813267 0.59340598
0.85799532 0.59575256
0.85785798 0.59674591
0.85772355 0.59863342
0.85758621 0.59763847
0.85749269 0.59700552
0.85735827 0.60174410
0.85722092 0.59937729
0.85708358 0.60024062
0.85699299 0.60293338
0.85685564 0.60149264
0.85671829 0.60043727
0.85662770 0.60496550
0.85649036 0.60532085
0.85639684 0.60551803
0.85626242 0.60717790
0.85616891 0.60692262
0.85603156 0.60953788
0.85594097 0.60593789
0.85580362 0.60970613
0.85566628 0.61084261
0.85553185 0.61270912
0.85539451 0.61541576
0.85530392 0.61442692
0.85516657 0.61626966
0.85507306 0.61569001
0.85493571 0.61639982
0.85484512 0.61735875
0.85470777 0.61796025
0.85457043 0.61736246
0.85447984 0.62068502
0.85434249 0.62031587
0.85425190 0.62097061
0.85411455 0.62376584
0.85397721 0.62364534
0.85384278 0.62460387
0.85374927 0.62691783
0.85361192 0.62648054
0.85352133 0.62640060
0.85343074 0.62868195
0.85334015 0.62733716
0.85324664 0.62819658
0.85310929 0.62890244
0.85301870 0.62790101
0.85288136 0.63126225
0.85274693 0.63309867
0.85260959 0.63452234
0.85247224 0.63587831
0.85233489 0.63789225
0.85219755 0.63607647
0.85206020 0.63915758
0.85192285 0.64027677
0.85183226 0.64167921
0.85169492 0.64414707
0.85155757 0.64397607
0.85142022 0.64585209
0.85132963 0.64577666
0.85119229 0.64562550
0.85105494 0.64770833
0.85096435 0.64943039
0.85082700 0.64843357
0.85068966 0.65071613
0.85059906 0.65161906
0.85046172 0.65140658
0.85032437 0.65385516
0.85023378 0.65567550
0.85009643 0.65431649
0.84995909 0.65721905
0.84986850 0.65777873
0.84973115 0.65867716
0.84959380 0.65861757
0.84945938 0.65924992
0.84932203 0.65961867
0.84918469 0.66069682
0.84904734 0.66338084
0.84895675 0.66110837
0.84881940 0.66436029
0.84868206 0.66619286
0.84859147 0.66656323
0.84845412 0.66832801
0.84836353 0.66891202
0.84822618 0.66761356
0.84813267 0.66815503
0.84799532 0.66940378
0.84786090 0.67308717
0.84776739 0.67285255
0.84763296 0.67232491
0.84749562 0.67335835
0.84740210 0.67658387
0.84726476 0.67738919
0.84713033 0.67493786
0.84703682 0.67796813
0.84689947 0.67920004
0.84676505 0.67852488
0.84667154 0.67901724
0.84653711 0.67973021
0.84644360 0.68064262
0.84630625 0.68061223
0.84617183 0.68187816
0.84607832 0.68346348
0.84594097 0.68276572
0.84585038 0.68373275
0.84571303 0.68685497
0.84557569 0.68553032
0.84548510 0.68837601
0.84534775 0.68695812
0.84521040 0.68799246
0.84511981 0.69013044
0.84502922 0.68985663
0.84489188 0.69118973
0.84480129 0.69235425
0.84470777 0.69315654
0.84457335 0.69406483
0.84447984 0.69441402
0.84434541 0.69673947
0.84425190 0.69608332
0.84411455 0.69778659
0.84402396 0.69859658
0.84388662 0.69716578
0.84374927 0.69848228
0.84361192 0.69947247
0.84352133 0.70010882
0.84338399 0.70152390
0.84324956 0.70375185
0.84311222 0.70339797
0.84301870 0.70397119
0.84288136 0.70501923
0.84274693 0.70585011
0.84260959 0.70542954
0.84251607 0.71135498
0.84238165 0.70877132
0.84224430 0.71161681
0.84210695 0.71189241
0.84201636 0.71043526
0.84187902 0.71361097
0.84174167 0.71539884
0.84160432 0.71623079
0.84146698 0.71699609
0.84137639 0.71648780
0.84123904 0.71850610
0.84110169 0.71915126
0.84096435 0.72110209
0.84082700 0.72385423
0.84068966 0.72464387
0.84055523 0.72542249
0.84041788 0.72766237
0.84028054 0.72784151
0.84018995 0.72683583
0.84005260 0.72754475
0.83996201 0.72945926
0.83986850 0.73078158
0.83973115 0.73112543
0.83964056 0.73238351
0.83950321 0.73317031
0.83936587 0.73456553
0.83922852 0.73448503
0.83909410 0.73672869
0.83895675 0.73987503
0.83881940 0.73933073
0.83872881 0.74052689
0.83859147 0.74128480
0.83849795 0.74325773
0.83836353 0.74229268
0.83827002 0.74581775
0.83813267 0.74447991
0.83799825 0.74588642
0.83790473 0.74742140
0.83777031 0.74842415
0.83767680 0.74827458
0.83753945 0.75009290
0.83744886 0.75125282
0.83731151 0.75090520
0.83717417 0.75358008
0.83703974 0.75551769
0.83694623 0.75653505
0.83680888 0.75613385
0.83671829 0.75741728
0.83662770 0.75924779
0.83653711 0.76044484
0.83644360 0.75977302
0.83630625 0.76096673
0.83621566 0.76162257
0.83607832 0.76432481
0.83594097 0.76573460
0.83580655 0.76717291
0.83566920 0.76696780
0.83553185 0.76601188
0.83539451 0.76789443
0.83525716 0.77048740
0.83516657 0.77224717
0.83502922 0.77165941
0.83489188 0.77238805
0.83480129 0.77483114
0.83466394 0.77608533
0.83457335 0.77761945
0.83443600 0.77778747
0.83434541 0.77934068
0.83420807 0.77935048
0.83411455 0.78051895
0.83398013 0.77938734
0.83388662 0.78335565
0.83375219 0.78418234
0.83361485 0.78419116
0.83347750 0.78647973
0.83338691 0.78922563
0.83324956 0.78706597
0.83311222 0.78951056
0.83297487 0.79053603
0.83283752 0.79509309
0.83270018 0.79604501
0.83251899 0.79656087
0.83238165 0.79711184
0.83224430 0.79833830
0.83215371 0.79928782
0.83201636 0.80065780
0.83192285 0.80118424
0.83183226 0.80440176
0.83169492 0.80447874
0.83160432 0.80398468
0.83146698 0.80509719
0.83132963 0.80672699
0.83119521 0.80869320
0.83110169 0.80769159
0.83096435 0.81263454
0.83082992 0.81154690
0.83069258 0.81377660
0.83059906 0.81500101
0.83046172 0.81631951
0.83037113 0.81752648
0.83023378 0.81687425
0.83014319 0.81905580
0.83000584 0.81884832
0.82986850 0.82314147
0.82977791 0.82163879
0.82964056 0.82324892
0.82954997 0.82358406
0.82941262 0.82544833
0.82932203 0.82602498
0.82918469 0.82575745
0.82909410 0.83050350
0.82900058 0.82991318
0.82886616 0.83105268
0.82877265 0.83189967
0.82863530 0.83114127
0.82854471 0.83430293
0.82840736 0.83451725
0.82831677 0.83541192
0.82817943 0.83731675
0.82808884 0.83667685
0.82795149 0.83946846
0.82781414 0.84022319
0.82767680 0.84026646
0.82754237 0.84264797
0.82740503 0.84447129
0.82726768 0.84575271
0.82717417 0.84555930
0.82703974 0.84811436
0.82694623 0.84978499
0.82680888 0.85039336
0.82667446 0.85337646
0.82653711 0.85271345
0.82644652 0.85317374
0.82630918 0.85607377
0.82617183 0.85653062
0.82608124 0.85979025
0.82594389 0.86035044
0.82580655 0.85981029
0.82571303 0.86110582
0.82557861 0.86256004
0.82544126 0.86324940
0.82534775 0.86546772
0.82521333 0.86658871
0.82507598 0.86686072
0.82493863 0.86976620
0.82484804 0.86965768
0.82471070 0.87263332
0.82457335 0.87127253
0.82443600 0.87546858
0.82429866 0.87653130
0.82416131 0.87735974
0.82402396 0.87722002
0.82393337 0.87944872
0.82379603 0.88123076
0.82365868 0.88290178
0.82352133 0.88479290
0.82343074 0.88450085
0.82329340 0.88503474
0.82315897 0.88628530
0.82306546 0.88860463
0.82292811 0.88947479
0.82279077 0.88934579
0.82270018 0.89238017
0.82256283 0.89310653
0.82242548 0.89325562
0.82233489 0.89548434
0.82219755 0.89554865
0.82206312 0.89750178
0.82196961 0.89550124
0.82183226 0.89941994
0.82174167 0.89915886
0.82160432 0.90124943
0.82146698 0.90103401
0.82137639 0.90477411
0.82123904 0.90474582
0.82110169 0.90532590
0.82101110 0.90597027
0.82087376 0.90621342
0.82073641 0.90944540
0.82060199 0.91011148
0.82050847 0.91050579
0.82037113 0.91288187
0.82028054 0.91444283
0.82018995 0.91520173
0.82009936 0.91693658
0.82000584 0.91557158
0.81991525 0.91866322
0.81977791 0.91828316
0.81964056 0.92012575
0.81954997 0.92008219
0.81941262 0.92111649
0.81927528 0.92348720
0.81913793 0.92500475
0.81900351 0.92615060
0.81886616 0.92745408
0.81877557 0.93045593
0.81863822 0.93064831
0.81850088 0.93095026
0.81840736 0.93253413
0.81827294 0.93360649
0.81817943 0.93340951
0.81804208 0.93443932
0.81795149 0.93563182
0.81781414 0.93641591
0.81767972 0.94040001
0.81754237 0.94144071
0.81740503 0.94310602
0.81731444 0.94267292
0.81717709 0.94464022
0.81703974 0.94504821
0.81694915 0.94557452
0.81681181 0.94729564
0.81671829 0.94660778
0.81658095 0.95211302
0.81644652 0.95169885
0.81630918 0.95384881
0.81617183 0.95431238
0.81608124 0.95409710
0.81594389 0.95735826
0.81580655 0.95639326
0.81566920 0.95870124
0.81557861 0.96082561
0.81544126 0.96227077
0.81530392 0.96295703
0.81521333 0.96410954
0.81507598 0.96570113
0.81493863 0.96742060
0.81480129 0.96926148
0.81471070 0.97065007
0.81457335 0.97007549
0.81443600 0.97354561
0.81425482 0.97492082
0.81416131 0.97602824
0.81402396 0.97663359
0.81388954 0.97925028
0.81375219 0.98284395
0.81365868 0.98085818
0.81352425 0.98191455
0.81343074 0.98449473
0.81334015 0.98623154
0.81320281 0.98689833
0.81306546 0.98846852
0.81297487 0.98934529
0.81283752 0.99075435
0.81270018 0.99296366
0.81260959 0.99349994
0.81247224 0.99572729
0.81238165 0.99669850
0.81224430 0.99919990
0.81215371 0.99876836
0.81201636 1.00181269
0.81192577 1.00047210
0.81183226 1.00174554
0.81174167 1.00329742
0.81160432 1.00157944
0.81151373 1.00548490
0.81137639 1.00727825
0.81123904 1.00926276
0.81110462 1.01050214
0.81096727 1.01221045
0.81082992 1.01355381
0.81073641 1.01433163
0.81060199 1.01641902
0.81046464 1.01781840
0.81032729 1.01965799
0.81023670 1.02231589
0.81009936 1.02280033
0.81000877 1.02379056
0.80987142 1.02559599
0.80973407 1.02606673
0.80964056 1.02715446
0.80950614 1.02707964
0.80936879 1.03175418
0.80927820 1.03303576
0.80914085 1.03324313
0.80900351 1.03387764
0.80886616 1.03765526
0.80872881 1.03716031
0.80859147 1.04157336
0.80845412 1.04121800
0.80831677 1.04272324
0.80818235 1.04600272
0.80804500 1.04640459
0.80795149 1.04784386
0.80781707 1.04968810
0.80772355 1.05131752
0.80758621 1.05311220
0.80749562 1.05319139
0.80735827 1.05413234
0.80722092 1.05714728
0.80708358 1.05851973
0.80699299 1.05850270
0.80685564 1.06483538
0.80672122 1.06451807
0.80658387 1.06474375
0.80649036 1.06779896
0.80635301 1.06876759
0.80621859 1.07019092
0.80612507 1.07123601
0.80598773 1.07508786
0.80589714 1.07396331
0.80575979 1.07512681
0.80562537 1.07562695
0.80553185 1.07799755
0.80539451 1.08053732
0.80525716 1.08119729
0.80516657 1.08340496
0.80502922 1.08239519
0.80489188 1.08333988
0.80475745 1.08579791
0.80466394 1.08836114
0.80452659 1.08885394
0.80439217 1.09056790
0.80429866 1.09145553
0.80420807 1.09287305
0.80407072 1.09438505
0.80398013 1.09350758
0.80384278 1.09758520
0.80370544 1.09808822
0.80361485 1.09820516
0.80347750 1.09955652
0.80338691 1.09825464
0.80329632 1.10149949
0.80320281 1.10149156
0.80311222 1.10443138
0.80297487 1.10597681
0.80283752 1.10455358
0.80274693 1.10795353
0.80260959 1.10949115
0.80247224 1.11111675
0.80233489 1.11332358
0.80220047 1.11351014
0.80206312 1.11492539
0.80192577 1.11643490
0.80178843 1.11908780
0.80169784 1.12002304
0.80156049 1.11945205
0.80146990 1.11969196
0.80133255 1.12049180
0.80123904 1.12095474
0.80110462 1.12115188
0.80096727 1.12117433
0.80087376 1.12219872
0.80073933 1.12441522
0.80060199 1.12275192
0.80051140 1.12436018
0.80037405 1.12743538
0.80028054 1.12575810
0.80014319 1.12671913
0.80000877 1.12758928
0.79987142 1.12998711
0.79973407 1.13216970
0.79959673 1.13369598
0.79945938 1.13316094
0.79932203 1.13505813
0.79918469 1.13731998
0.79904734 1.13875587
0.79891292 1.13875953
0.79881940 1.13894737
0.79868206 1.14122578
0.79854763 1.14168835
0.79845412 1.14122737
0.79831677 1.14354192
0.79822618 1.14555149
0.79808884 1.14579476
0.79795149 1.14830227
0.79781707 1.14817171
0.79767972 1.15075329
0.79754237 1.15095750
0.79740503 1.15247529
0.79731444 1.15350079
0.79717709 1.15721696
0.79708650 1.15774518
0.79699299 1.15688060
0.79685564 1.15855936
0.79676505 1.15957701
0.79662770 1.15992344
0.79653711 1.16154333
0.79639977 1.16331427
0.79630918 1.16446246
0.79617183 1.16596868
0.79603448 1.16698487
0.79594389 1.16806925
0.79580655 1.16941715
0.79571596 1.17121592
0.79562537 1.17002894
0.79548802 1.17336357
0.79539743 1.17287883
0.79530392 1.17319232
0.79521333 1.17589201
0.79507598 1.17788248
0.79498539 1.17740987
0.79484804 1.18010113
0.79471070 1.18157609
0.79457335 1.18122156
0.79443600 1.18208197
0.79430158 1.18553225
0.79416423 1.18731798
0.79402688 1.18895280
0.79393337 1.19160400
0.79379895 1.19338579
0.79366160 1.19349212
0.79356809 1.19621649
0.79343366 1.19862194
0.79334015 1.19814923
0.79320281 1.19962374
0.79306838 1.20158971
0.79297487 1.20284820
0.79283752 1.20692090
0.79270310 1.20647257
0.79260959 1.20984781
0.79247224 1.20868865
0.79233781 1.21016998
0.79220047 1.21433771
0.79206312 1.21543209
0.79192577 1.21666959
0.79183518 1.21946405
0.79169784 1.21954584
0.79156049 1.22265375
0.79142314 1.22320270
0.79128580 1.22619647
0.79119521 1.22785851
0.79105786 1.22830011
0.79092051 1.23000086
0.79078317 1.23208119
0.79064582 1.23330689
0.79055523 1.23427482
0.79041788 1.23668347
0.79028054 1.23894170
0.79018995 1.23933536
0.79005260 1.24153008
0.78991525 1.24441512
0.78982466 1.24499461
0.78968732 1.24652107
0.78954997 1.24835812
0.78941555 1.24977593
0.78932203 1.25117716
0.78923144 1.25163702
0.78909410 1.25516375
0.78895675 1.25370768
0.78886616 1.25621898
0.78872881 1.25762920
0.78859147 1.25724236
0.78850088 1.26072778
0.78836353 1.26143413
0.78822618 1.26139455
0.78809176 1.26344692
0.78799825 1.26489958
0.78786090 1.26772844
0.78777031 1.26734671
0.78763296 1.26860341
0.78754237 1.27028264
0.78740503 1.27074385
0.78731444 1.27317321
0.78717709 1.27352818
0.78703974 1.27426138
0.78694915 1.27573377
0.78681181 1.27654688
0.78667446 1.27633645
0.78662770 1.27740772
0.78653711 1.27707461
0.78639977 1.28267241
0.78630918 1.28100609
0.78617183 1.28137106
0.78603448 1.28096132
0.78589714 1.28591030
0.78576271 1.28657608
0.78562537 1.28990588
0.78548802 1.28974229
0.78535067 1.29250068
0.78526008 1.29411573
0.78512274 1.29398840
0.78498539 1.29797592
0.78484804 1.29580000
0.78471070 1.29599386
0.78462011 1.29722348
0.78448276 1.29828883
0.78434541 1.30201230
0.78425482 1.29992694
0.78411748 1.30134960
0.78402688 1.30382585
0.78388954 1.30280652
0.78379895 1.30366304
0.78366160 1.30706689
0.78352425 1.30613371
0.78343366 1.30779831
0.78329632 1.31019936
0.78320573 1.31207900
0.78306838 1.31234890
0.78293103 1.31324195
0.78279369 1.31521445
0.78265634 1.31621757
0.78256575 1.31893368
0.78242840 1.31910309
0.78229106 1.32083866
0.78215371 1.32377582
0.78206312 1.32288272
0.78192577 1.32594796
0.78178843 1.32597389
0.78165108 1.32691779
0.78156049 1.33023253
0.78142314 1.33163109
0.78128580 1.33427927
0.78114845 1.33478977
0.78101403 1.33497872
0.78087668 1.33769239
0.78078317 1.33813535
0.78064874 1.34004027
0.78051140 1.34057357
0.78041788 1.34222774
0.78032729 1.34437243
0.78018995 1.34352696
0.78009936 1.34589831
0.77996201 1.34488668
0.77987142 1.34886773
0.77973407 1.34958286
0.77964348 1.35148487
0.77950614 1.35270920
0.77941555 1.35240454
0.77927820 1.35416264
0.77918761 1.35597068
0.77905026 1.35644403
0.77895967 1.35791961
0.77886616 1.36028609
0.77872881 1.35854843
0.77863822 1.36197484
0.77850088 1.36314603
0.77836353 1.36443944
0.77822618 1.36619853
0.77809176 1.36903540
0.77795441 1.37100139
0.77786090 1.37299493
0.77772648 1.37470718
0.77758913 1.37571482
0.77749562 1.37536552
0.77736119 1.37798323
0.77722385 1.37942458
0.77708650 1.37882554
0.77699591 1.38001838
0.77685856 1.38158706
0.77676797 1.38421805
0.77663063 1.38554663
0.77649328 1.38667879
0.77640269 1.38943632
0.77626534 1.39138727
0.77612800 1.39386970
0.77603448 1.39503532
0.77590006 1.39662241
0.77576271 1.39945719
0.77562537 1.39967408
0.77548802 1.40204868
0.77539743 1.40406084
0.77526008 1.40667826
0.77512274 1.40762662
0.77498539 1.40847681
0.77484804 1.41005956
0.77471070 1.41377903
0.77457335 1.41630038
0.77443892 1.41663453
0.77430158 1.41646264
0.77416423 1.42093471
0.77407364 1.42170812
0.77398013 1.42320195
0.77384278 1.42342519
0.77375219 1.42558237
0.77361485 1.42635381
0.77352425 1.42829650
0.77338691 1.42951212
0.77324956 1.43184265
0.77311514 1.43292837
0.77297779 1.43485514
0.77288428 1.43563197
0.77274985 1.43951221
0.77265634 1.43908830
0.77251899 1.43934401
0.77238165 1.44138954
0.77229106 1.44301027
0.77215371 1.44507874
0.77206312 1.44518307
0.77192577 1.44795623
0.77178843 1.45060664
0.77165108 1.44997136
0.77156049 1.45295768
0.77142314 1.45322807
0.77128580 1.45356516
0.77119521 1.45472575
0.77110462 1.45739347
0.77101403 1.45680897
0.77092051 1.45613398
0.77078609 1.45971394
0.77069258 1.45986490
0.77060199 1.46088996
0.77046464 1.46132195
0.77032729 1.46325352
0.77019287 1.46208750
0.77009936 1.46580114
0.77000877 1.46689122
0.76991818 1.46802955
0.76978083 1.46997033
0.76964348 1.46934404
0.76950614 1.47268490
0.76936879 1.47458108
0.76923144 1.47665839
0.76909410 1.47861361
0.76900351 1.48101572
0.76886616 1.48284216
0.76872881 1.48408006
0.76859439 1.48572900
0.76845704 1.48748671
0.76836353 1.48802040
0.76822911 1.49018236
0.76813559 1.49154498
0.76800117 1.49072095
0.76790766 1.49352365
0.76777031 1.49630072
0.76763589 1.49675881
0.76754237 1.49871223
0.76740503 1.49950266
0.76726768 1.50262729
0.76713326 1.50449260
0.76703974 1.50509523
0.76690240 1.50731032
0.76676797 1.50875662
0.76667446 1.50927970
0.76653711 1.51070118
0.76640269 1.51233323
0.76626534 1.51259375
0.76617183 1.51353854
0.76603741 1.51796485
0.76590006 1.51878545
0.76576271 1.51863381
0.76567212 1.52136329
0.76553477 1.52268952
0.76539743 1.52345408
0.76530684 1.52623581
0.76516949 1.52790407
0.76503214 1.52817859
0.76489480 1.52892321
0.76480421 1.53093055
0.76466686 1.53303051
0.76452951 1.53347231
0.76439217 1.53647467
0.76425482 1.53850594
0.76411748 1.53897031
0.76398305 1.53635090
0.76384570 1.53347958
0.76375219 1.53603716
0.76366160 1.53938853
0.76352425 1.53858203
0.76343366 1.54154685
0.76329632 1.54391692
0.76320573 1.54447968
0.76306838 1.54588594
0.76297779 1.54828255
0.76288428 1.55102742
0.76274985 1.55265407
0.76265634 1.55279437
0.76251899 1.55639162
0.76242840 1.55594829
0.76229106 1.56026480
0.76220047 1.56039782
0.76206312 1.56288591
0.76197253 1.56474830
0.76183518 1.56702451
0.76169784 1.56925777
0.76156049 1.56949708
0.76142607 1.57433382
0.76128872 1.57573612
0.76115137 1.57852980
0.76101403 1.57981065
0.76092344 1.58120610
0.76078609 1.58288172
0.76064874 1.58423285
0.76055815 1.58608256
0.76042081 1.58778619
0.76028346 1.58839837
0.76019287 1.59108544
0.76005552 1.59194830
0.75991818 1.59154681
0.75978083 1.59380453
0.75969024 1.59417142
0.75955289 1.59342218
0.75941555 1.59737230
0.75932496 1.59713985
0.75918761 1.59734169
0.75909702 1.59880259
0.75895967 1.60081065
0.75886616 1.60233619
0.75873174 1.60196265
0.75859439 1.60298223
0.75850088 1.60510448
0.75836645 1.60542380
0.75822911 1.60735046
0.75809176 1.60822459
0.75795441 1.61128503
0.75781707 1.61310772
0.75767972 1.61301246
0.75758913 1.61538749
0.75745178 1.61892785
0.75731444 1.61878354
0.75717709 1.62163540
0.75708650 1.62347643
0.75694915 1.62216755
0.75681181 1.62433109
0.75667446 1.62485346
0.75654004 1.62977696
0.75644652 1.63011216
0.75630918 1.63090718
0.75617475 1.63319829
0.75608124 1.63458167
0.75594389 1.63570294
0.75585330 1.63600145
0.75571596 1.63821210
0.75557861 1.63783098
0.75548802 1.63929614
0.75535067 1.63916483
0.75521625 1.64212353
0.75507890 1.64211059
0.75498539 1.64589460
0.75485096 1.64849932
0.75471362 1.65039462
0.75462011 1.65153447
0.75448276 1.65304187
0.75439217 1.65505554
0.75425482 1.65580658
0.75411748 1.65780557
0.75402688 1.65988883
0.75388954 1.66160104
0.75375219 1.66238564
0.75366160 1.66628505
0.75357101 1.66718369
0.75348042 1.66581320
0.75338691 1.66877179
0.75325248 1.67013658
0.75315897 1.67080790
0.75302455 1.67376255
0.75288720 1.67498843
0.75274985 1.67793453
0.75265926 1.67913872
0.75252192 1.68063560
0.75238457 1.68192424
0.75224722 1.68553676
0.75215663 1.68673895
0.75201929 1.68888511
0.75188194 1.69024210
0.75174459 1.69168737
0.75160725 1.69264618
0.75151666 1.69493616
0.75137931 1.69572805
0.75124196 1.69833753
0.75110462 1.69909868
0.75096727 1.70149918
0.75082992 1.70220598
0.75073933 1.70507788
0.75060199 1.70715039
0.75046464 1.70647716
0.75037405 1.70892107
0.75023670 1.71038243
0.75009936 1.71227478
0.75000877 1.71417860
0.74987142 1.71666651
0.74973407 1.71671850
0.74959965 1.71737975
0.74950614 1.71909746
0.74936879 1.72017650
0.74923437 1.72483485
0.74914085 1.72527506
0.74900643 1.72663046
0.74886908 1.72808477
0.74873174 1.72963287
0.74864115 1.73301159
0.74850380 1.73422770
0.74841029 1.73526173
0.74827294 1.73663022
0.74818235 1.73801825
0.74804500 1.73893158
0.74790766 1.74180768
0.74777323 1.74304486
0.74763589 1.74610750
0.74749854 1.74807883
0.74736119 1.74789903
0.74727060 1.75014938
0.74713326 1.75224237
0.74704267 1.75417929
0.74694915 1.75405980
0.74685856 1.75474782
0.74672122 1.75704446
0.74663063 1.75823204
0.74654004 1.75798929
0.74640269 1.76121959
0.74631210 1.76145881
0.74617475 1.76225220
0.74608124 1.76360161
0.74594681 1.76477151
0.74585330 1.76854234
0.74571596 1.76963920
0.74558153 1.77069547
0.74548802 1.77201301
0.74539743 1.77440063
0.74526008 1.77528385
0.74512274 1.77681273
0.74503214 1.77777715
0.74489480 1.77963959
0.74475745 1.78303347
0.74462011 1.78507596
0.74448568 1.78654948
0.74434833 1.78856101
0.74425774 1.78995082
0.74412040 1.79018361
0.74398305 1.79236909
0.74388954 1.79336935
0.74375511 1.79489792
0.74366160 1.79586224
0.74352425 1.79721852
0.74338983 1.79882736
0.74329632 1.80042915
0.74315897 1.80138524
0.74302455 1.80267009
0.74288720 1.80524142
0.74274985 1.80647091
0.74265926 1.80954061
0.74252192 1.80920596
0.74238457 1.81114187
0.74224722 1.81200038
0.74215663 1.81307212
0.74201929 1.81460245
0.74188194 1.81705607
0.74179135 1.81879889
0.74165400 1.81942676
0.74151666 1.82179027
0.74137931 1.82340475
0.74124196 1.82537492
0.74106078 1.82702003
0.74092344 1.82925121
0.74083285 1.83193575
0.74069550 1.83091300
0.74055815 1.83329965
0.74046756 1.83421357
0.74033022 1.83494130
0.74019287 1.83754157
0.74010228 1.83959777
0.73996493 1.84185203
0.73982759 1.84482264
0.73969024 1.84473087
0.73959965 1.84611987
0.73946230 1.84729256
0.73937171 1.84823190
0.73927820 1.84953660
0.73914085 1.85219942
0.73905026 1.85508916
0.73891292 1.85534434
0.73877557 1.85734636
0.73868498 1.85817254
0.73854763 1.86183239
0.73841029 1.86157928
0.73827586 1.86564582
0.73818235 1.86613105
0.73804500 1.86818658
0.73795441 1.87108103
0.73781707 1.87145397
0.73772648 1.87298622
0.73758913 1.87431781
0.73745178 1.87699742
0.73731444 1.87880991
0.73722385 1.88062465
0.73713326 1.88228200
0.73704267 1.88085384
0.73694915 1.88228243
0.73685856 1.88435699
0.73672122 1.88578861
0.73658679 1.88700641
0.73644944 1.89013187
0.73635593 1.89210336
0.73617475 1.89294349
0.73603741 1.89435993
0.73590006 1.89691267
0.73576271 1.89724881
0.73562537 1.89985778
0.73553477 1.90047032
0.73539743 1.90239943
0.73526008 1.90582880
0.73512274 1.90741403
0.73498831 1.90725643
0.73489480 1.90872848
0.73480421 1.90747376
0.73466686 1.90923678
0.73457627 1.90887397
0.73448568 1.91047390
0.73439217 1.91098902
0.73425774 1.91331325
0.73416423 1.91382770
0.73402981 1.91392860
0.73393629 1.91771719
0.73379895 1.91689557
0.73366452 1.92059847
0.73352718 1.92300858
0.73338983 1.92371223
0.73329632 1.92621260
0.73316189 1.92746036
0.73302455 1.92980348
0.73288720 1.93157943
0.73274985 1.93359139
0.73261251 1.93505962
0.73247516 1.93827664
0.73233781 1.93878488
0.73220047 1.93983534
0.73206604 1.94115270
0.73197253 1.94509369
0.73183518 1.94664397
0.73170076 1.94786100
0.73160725 1.94926143
0.73147282 1.95133652
0.73133548 1.95257276
0.73124196 1.95554525
0.73110462 1.95641125
0.73097019 1.95791842
0.73087668 1.95977081
0.73073933 1.96346346
0.73064874 1.96523586
0.73051140 1.97002020
0.73042081 1.96895255
0.73028346 1.97251982
0.73014611 1.97428414
0.73005552 1.97550091
0.72991818 1.97969770
0.72978083 1.98450831
0.72969024 1.98303681
0.72955289 1.98617731
0.72946230 1.98888049
0.72932496 1.98907517
0.72923437 1.99225411
0.72909702 1.99429272
0.72900643 1.99796981
0.72891292 1.99809849
0.72877849 2.00008534
0.72868498 2.00200568
0.72854763 2.00425858
0.72845704 2.00599616
0.72831970 2.00740917
0.72818235 2.01105438
0.72804793 2.01420112
0.72791058 2.01875572
0.72781999 2.01824058
0.72768264 2.02194955
0.72754530 2.02315651
0.72740795 2.02396150
0.72731736 2.02689137
0.72718001 2.02829704
0.72704267 2.03234404
0.72695207 2.03076137
0.72681473 2.03433088
0.72667738 2.03548160
0.72658679 2.03942034
0.72644944 2.04093599
0.72631210 2.04358452
0.72617475 2.04447457
0.72608416 2.04653181
0.72594681 2.05026483
0.72580947 2.05216545
0.72567212 2.05444275
0.72553477 2.05655318
0.72544418 2.05905841
0.72530684 2.06238486
0.72516949 2.06229729
0.72503214 2.06302687
0.72489772 2.06911278
0.72476037 2.06950343
0.72462303 2.07390931
0.72452951 2.07692563
0.72439509 2.07923549
0.72425774 2.07910389
0.72416715 2.07949459
0.72402981 2.08212505
0.72393629 2.08207299
0.72379895 2.08533518
0.72370836 2.08673427
0.72357101 2.09083275
0.72343366 2.09186152
0.72329924 2.09495076
0.72316189 2.09821265
0.72302455 2.10010529
0.72288720 2.10138735
0.72274985 2.10397912
0.72265926 2.10287233
0.72256867 2.10725648
0.72247516 2.10751909
0.72238457 2.10976603
0.72229398 2.10967227
0.72215663 2.10992575
0.72206604 2.11308185
0.72192870 2.11708455
0.72183811 2.11647180
0.72170076 2.12101846
0.72161017 2.12404571
0.72147282 2.12443195
0.72133548 2.12561961
0.72124489 2.12931535
0.72110754 2.13128589
0.72097019 2.13471041
0.72087668 2.13471197
