Ensayo de Compresion - Specimen_RawData_1
C10: 1.6284, C20: 3.0468, C30: 0.0000 (kPa)
Lambda Stress(kPa)
0.96738976 0.27580001
0.96726102 0.27536833
0.96717612 0.27371696
0.96708847 0.27514544
0.96695974 0.27536153
0.96687483 0.27622966
0.96678992 0.27810831
0.96666119 0.27968971
0.96653246 0.28113649
0.96644755 0.28103287
0.96631882 0.28038775
0.96619008 0.28305700
0.96610518 0.28258237
0.96597644 0.28496671
0.96589154 0.28404237
0.96576280 0.28520341
0.96567790 0.28695287
0.96554916 0.28815267
0.96542043 0.28898157
0.96529170 0.28907706
0.96520679 0.29095930
0.96512188 0.29098888
0.96503424 0.29184519
0.96494933 0.29041672
0.96482060 0.29414451
0.96469187 0.29567314
0.96456313 0.29511375
0.96443714 0.29593376
0.96430841 0.29801280
0.96417968 0.29851636
0.96405094 0.29996459
0.96392221 0.29964113
0.96379348 0.30060078
0.96366475 0.30327590
0.96357984 0.30243860
0.96345111 0.30519155
0.96336620 0.30679331
0.96323747 0.30738166
0.96315256 0.30838504
0.96302383 0.30834382
0.96293892 0.31142308
0.96281019 0.31105905
0.96272528 0.31033970
0.96259655 0.31255449
0.96246782 0.31487086
0.96238291 0.31292527
0.96225418 0.31546897
0.96212545 0.31827914
0.96204054 0.31608249
0.96191180 0.31864054
0.96178307 0.31879427
0.96165434 0.32086431
0.96156943 0.32128361
0.96144070 0.32166462
0.96131197 0.32319178
0.96118324 0.32496972
0.96109833 0.32614196
0.96096960 0.32833506
0.96084087 0.32621939
0.96071213 0.32929848
0.96058340 0.33028992
0.96045467 0.32992405
0.96032868 0.33212390
0.96019995 0.33064428
0.96007121 0.33377555
0.95994248 0.33474215
0.95985757 0.33541024
0.95977267 0.33462023
0.95968502 0.33804616
0.95955629 0.33630023
0.95947138 0.33920901
0.95938647 0.33809770
0.95925774 0.34100589
0.95917283 0.33983199
0.95904410 0.34284893
0.95895919 0.34209021
0.95883046 0.34482424
0.95870173 0.34646136
0.95857299 0.34650878
0.95844426 0.34761292
0.95831553 0.34896720
0.95823062 0.34934323
0.95810189 0.35074391
0.95797316 0.35046989
0.95788825 0.35266843
0.95780334 0.35338031
0.95767461 0.35531945
0.95758970 0.35488127
0.95746097 0.35663209
0.95737332 0.35654471
0.95728841 0.35731055
0.95715968 0.35910737
0.95707477 0.35702758
0.95694604 0.36168447
0.95681731 0.36229223
0.95673240 0.36309615
0.95660367 0.36418794
0.95647494 0.36495915
0.95634621 0.36403525
0.95622021 0.36911816
0.95609148 0.36742088
0.95596275 0.36924519
0.95587784 0.37192134
0.95574911 0.37104385
0.95566146 0.37166544
0.95553547 0.37324746
0.95540674 0.37549123
0.95527801 0.37551086
0.95519310 0.37674907
0.95506437 0.38042674
0.95497672 0.38020465
0.95485073 0.38062239
0.95472199 0.38301163
0.95463435 0.38090257
0.95450835 0.38374446
0.95437962 0.38596090
0.95425089 0.38598678
0.95416598 0.38570306
0.95403725 0.38777037
0.95390852 0.38992281
0.95377979 0.38952745
0.95365105 0.39315107
0.95352232 0.39235819
0.95339359 0.39462558
0.95326486 0.39471244
0.95313887 0.39650516
0.95301013 0.39731556
0.95288140 0.39859266
0.95279649 0.39823032
0.95270885 0.39834930
0.95258012 0.39784425
0.95249521 0.40151943
0.95236647 0.40180740
0.95224048 0.40176979
0.95215283 0.40167060
0.95202410 0.40648362
0.95189811 0.40746380
0.95176938 0.40592401
0.95164065 0.40786655
0.95151191 0.40979301
0.95138318 0.41197534
0.95129827 0.41113056
0.95121063 0.41294161
0.95108463 0.41468123
0.95099699 0.41407603
0.95087099 0.41513169
0.95078335 0.41600971
0.95069844 0.41777392
0.95056971 0.41708851
0.95044098 0.41860002
0.95031224 0.42046812
0.95018351 0.42178473
0.95009860 0.42304288
0.94996987 0.42404848
0.94984114 0.42470470
0.94975623 0.42621808
0.94967132 0.42726583
0.94958641 0.42663822
0.94949877 0.42956112
0.94941386 0.42929009
0.94928513 0.43075145
0.94915640 0.43294107
0.94903040 0.43313163
0.94890167 0.43382460
0.94877294 0.43370376
0.94864421 0.43628687
0.94851548 0.43712627
0.94838674 0.43966946
0.94825801 0.44087988
0.94817310 0.43970980
0.94804437 0.44139997
0.94795946 0.44220433
0.94787455 0.44292337
0.94774582 0.44428744
0.94766091 0.44540858
0.94757327 0.44405177
0.94744454 0.44657590
0.94735963 0.44729412
0.94723090 0.44939172
0.94714599 0.45071287
0.94701726 0.45171896
0.94688852 0.45349809
0.94676253 0.45388622
0.94663380 0.45518520
0.94654615 0.45531313
0.94641742 0.45814203
0.94629143 0.45918621
0.94620378 0.45936779
0.94607505 0.45989252
0.94594906 0.46349323
0.94582032 0.46178482
0.94569159 0.46235530
0.94556286 0.46591421
0.94547795 0.46366394
0.94534922 0.46550011
0.94522049 0.46820810
0.94513558 0.47060525
0.94500685 0.47040995
0.94487812 0.47012979
0.94479321 0.47106751
0.94466448 0.47304013
0.94453574 0.47458020
0.94445084 0.47430614
0.94432210 0.47566056
0.94419337 0.47927402
0.94406464 0.47772830
0.94397973 0.48158638
0.94385100 0.47984025
0.94372227 0.48292716
0.94359354 0.48472624
0.94350863 0.48562272
0.94337990 0.48517893
0.94325116 0.48730826
0.94316626 0.48899755
0.94303752 0.49014771
0.94290879 0.49273759
0.94282388 0.49201560
0.94269515 0.49284922
0.94261024 0.49381332
0.94248151 0.49544699
0.94239660 0.49462499
0.94226787 0.49531159
0.94218296 0.50060722
0.94205423 0.50012336
0.94196932 0.50011675
0.94184059 0.50104837
0.94175294 0.50283230
0.94162421 0.50384790
0.94153930 0.50526350
0.94141057 0.50735491
0.94128184 0.50869235
0.94115585 0.50860121
0.94102712 0.51140600
0.94089838 0.51086729
0.94081348 0.51184312
0.94068474 0.51377058
0.94055601 0.51426871
0.94047110 0.51501342
0.94034237 0.51730065
0.94021364 0.51712233
0.94012873 0.51886463
0.94000000 0.51996817
0.93991509 0.52203221
0.93978636 0.52329622
0.93965763 0.52422987
0.93956998 0.52576172
0.93944399 0.52826919
0.93931526 0.52881819
0.93918652 0.53050992
0.93910162 0.53168911
0.93897288 0.53080335
0.93884415 0.53229477
0.93871542 0.53255145
0.93863051 0.53560797
0.93850178 0.53614003
0.93837305 0.53663361
0.93828814 0.53769620
0.93815941 0.54090944
0.93803068 0.54077393
0.93790194 0.54120528
0.93777321 0.54541997
0.93764448 0.54379056
0.93751575 0.54824106
0.93738976 0.55035693
0.93726102 0.55037320
0.93713229 0.54971593
0.93704738 0.55296455
0.93695974 0.55232361
0.93683374 0.55407032
0.93674610 0.55469173
0.93661737 0.55599240
0.93648863 0.55613014
0.93636264 0.55776833
0.93623391 0.56203475
0.93610518 0.56081069
0.93602027 0.56212820
0.93589154 0.56325092
0.93580389 0.56542987
0.93567790 0.56594980
0.93559025 0.56514032
0.93550534 0.56537173
0.93537661 0.56983168
0.93524788 0.57034140
0.93516297 0.57088535
0.93503424 0.57317409
0.93490551 0.57402670
0.93482060 0.57593670
0.93469187 0.57606350
0.93456313 0.57673217
0.93443440 0.57809510
0.93434949 0.58096521
0.93422076 0.58076309
0.93413585 0.58048143
0.93405094 0.58241208
0.93396604 0.58340414
0.93387839 0.58517226
0.93374966 0.58572456
0.93362366 0.58529478
0.93349493 0.58973508
0.93336620 0.58813679
0.93323747 0.59204190
0.93310874 0.59258514
0.93298001 0.59379112
0.93285127 0.59533197
0.93272254 0.59873108
0.93263763 0.59719127
0.93250890 0.60120619
0.93238017 0.60083383
0.93229526 0.60227149
0.93216653 0.60447225
0.93208162 0.60358744
0.93195289 0.60295606
0.93186798 0.60555725
0.93173925 0.60790867
0.93161052 0.60946812
0.93152561 0.61043203
0.93139688 0.60907733
0.93126815 0.61233208
0.93113941 0.61299270
0.93105451 0.61507353
0.93092577 0.61710211
0.93079704 0.61735886
0.93066831 0.61913569
0.93054232 0.61997145
0.93041359 0.62215012
0.93032594 0.62459887
0.93019995 0.62413443
0.93007121 0.62486083
0.92994248 0.62867813
0.92985757 0.62822583
0.92972884 0.63056109
0.92960011 0.63043582
0.92951520 0.63358941
0.92938647 0.63145226
0.92925774 0.63156971
0.92917283 0.63685441
0.92904410 0.63593154
0.92891537 0.63832422
0.92883046 0.63876654
0.92870173 0.63998260
0.92857299 0.64131205
0.92848809 0.64267902
0.92835935 0.64299934
0.92823062 0.64561658
0.92814571 0.64619427
0.92801698 0.64721878
0.92788825 0.64908417
0.92780334 0.64931271
0.92767461 0.65228349
0.92758696 0.65002491
0.92746097 0.65339067
0.92737332 0.65563898
0.92724733 0.65386871
0.92711860 0.65572391
0.92703095 0.65751685
0.92690496 0.65698842
0.92681731 0.66226273
0.92668858 0.66049813
0.92660367 0.66058140
0.92647494 0.66407620
0.92634621 0.66284910
0.92626130 0.66703223
0.92613257 0.66768834
0.92604766 0.66729435
0.92591893 0.66674787
0.92583402 0.66678502
0.92574911 0.66995984
0.92562038 0.67183219
0.92553547 0.67271543
0.92540674 0.67417123
0.92527801 0.67373739
0.92519036 0.67318997
0.92506437 0.67479064
0.92493563 0.67997701
0.92480690 0.68040353
0.92472199 0.67879284
0.92459326 0.68114495
0.92450835 0.68207152
0.92437962 0.68213508
0.92425089 0.68652386
0.92416324 0.68811926
0.92403725 0.68672742
0.92390852 0.68903881
0.92382361 0.69055238
0.92369488 0.69133125
0.92356615 0.69267559
0.92343741 0.69242820
0.92330868 0.69364376
0.92322377 0.69517093
0.92309504 0.69770511
0.92296631 0.69812039
0.92283758 0.69997508
0.92275267 0.70240516
0.92262394 0.70284970
0.92249521 0.70187768
0.92236647 0.70619410
0.92223774 0.70855098
0.92215283 0.70940456
0.92202410 0.71054802
0.92189537 0.71178902
0.92176664 0.71258548
0.92164065 0.71542366
0.92151191 0.71788259
0.92142427 0.71706178
0.92129827 0.71998099
0.92121063 0.72032629
0.92108190 0.72037608
0.92099699 0.72134770
0.92086826 0.72371370
0.92073952 0.72525184
0.92061353 0.72547590
0.92052588 0.72956430
0.92039715 0.73071761
0.92031224 0.73046229
0.92018351 0.73095382
0.92009860 0.73280258
0.91996987 0.73279773
0.91984114 0.73277031
0.91975623 0.73373929
0.91962750 0.73797026
0.91949877 0.73738634
0.91941386 0.74062970
0.91928513 0.74200505
0.91920022 0.74086299
0.91907149 0.74578835
0.91898658 0.74541173
0.91885785 0.74839912
0.91877294 0.74894527
0.91864421 0.74797003
0.91855930 0.74818597
0.91847165 0.74980236
0.91838674 0.75101564
0.91825801 0.75059539
0.91817310 0.75339803
0.91804437 0.75385473
0.91791564 0.75760233
0.91778691 0.75934751
0.91765818 0.75986305
0.91753218 0.75993107
0.91740345 0.76440239
0.91727472 0.76349354
0.91714599 0.76562602
0.91706108 0.76607942
0.91693235 0.76833831
0.91684744 0.76912079
0.91671871 0.76996364
0.91663106 0.77291446
0.91650507 0.77239653
0.91641742 0.77331062
0.91629143 0.77586092
0.91616270 0.77554989
0.91603396 0.77681000
0.91590523 0.78090476
0.91582032 0.78202162
0.91569159 0.78232302
0.91556286 0.78229529
0.91547795 0.78332183
0.91534922 0.78736820
0.91526431 0.78674948
0.91513558 0.79060752
0.91500685 0.78977890
0.91487812 0.78939133
0.91479321 0.79315827
0.91462065 0.79680331
0.91449192 0.79767704
0.91436319 0.79785599
0.91423720 0.80079992
0.91414955 0.80097699
0.91402082 0.80133448
0.91389208 0.80473709
0.91380718 0.80445336
0.91367844 0.80687715
0.91359354 0.80939873
0.91346480 0.80794928
0.91333607 0.80878275
0.91320734 0.81159239
0.91312243 0.81326946
0.91299370 0.81483252
0.91286497 0.81626090
0.91278006 0.81551405
0.91265133 0.81748608
0.91256642 0.82057756
0.91243769 0.82043945
0.91235278 0.82070586
0.91222405 0.82381600
0.91209532 0.82345393
0.91201041 0.82611086
0.91192550 0.82800017
0.91179677 0.82956624
0.91171186 0.82884119
0.91158313 0.82993024
0.91149548 0.83317804
0.91136949 0.83488647
0.91128184 0.83675612
0.91115311 0.83770949
0.91106820 0.83798114
0.91093947 0.84063775
0.91081074 0.84047433
0.91072583 0.84138523
0.91059710 0.84331889
0.91051219 0.84686914
0.91038346 0.84648174
0.91025472 0.84764072
0.91012873 0.84798424
0.91000000 0.84983380
0.90987127 0.85142271
0.90974254 0.85495036
0.90965763 0.85432823
0.90952890 0.85710433
0.90940016 0.85758462
0.90931526 0.85875219
0.90918652 0.85922465
0.90905779 0.86369868
0.90897288 0.86090836
0.90884415 0.86565568
0.90875924 0.86352635
0.90863051 0.86957078
0.90850178 0.87007826
0.90841413 0.86939338
0.90828814 0.87057096
0.90815941 0.87198290
0.90803068 0.87529289
0.90794577 0.87664219
0.90781704 0.87846784
0.90768830 0.88027070
0.90760340 0.88015871
0.90747466 0.88348018
0.90734593 0.88342896
0.90721720 0.88465212
0.90713229 0.88740683
0.90700356 0.88948836
0.90687483 0.88869553
0.90670227 0.89277697
0.90657628 0.89357102
0.90644755 0.89643497
0.90631882 0.89643349
0.90623391 0.89932484
0.90610518 0.89975950
0.90597644 0.90248776
0.90589154 0.90299506
0.90576280 0.90561860
0.90567516 0.90739494
0.90554916 0.90745360
0.90542043 0.90938032
0.90533279 0.91155483
0.90520679 0.91203419
0.90507806 0.91580000
0.90494933 0.91549975
0.90486442 0.91587204
0.90473569 0.91796585
0.90464804 0.91996044
0.90452205 0.92025339
0.90443440 0.92200349
0.90430567 0.92303178
0.90417968 0.92279242
0.90409203 0.92677883
0.90396604 0.92910075
0.90383730 0.92860674
0.90374966 0.93087123
0.90362093 0.93240651
0.90349493 0.93463038
0.90340729 0.93498241
0.90327855 0.93657543
0.90315256 0.93999272
0.90306491 0.93852967
0.90298001 0.94098571
0.90289510 0.94029255
0.90281019 0.94151658
0.90272254 0.94289970
0.90259381 0.94512414
0.90246782 0.94567030
0.90238017 0.94725141
0.90225144 0.94929744
0.90212545 0.95311399
0.90199671 0.95245494
0.90186798 0.95439612
0.90178307 0.95481445
0.90165434 0.95774153
0.90152561 0.96001981
0.90144070 0.96159324
0.90131197 0.96284716
0.90122706 0.96206458
0.90109833 0.96245703
0.90096960 0.96574115
0.90088195 0.96705250
0.90075596 0.96700553
0.90062723 0.96958887
0.90054232 0.97057862
0.90041359 0.97260924
0.90028485 0.97752885
0.90015612 0.97666861
0.90002739 0.97836659
0.89994248 0.97834779
0.89981375 0.97737742
0.89972884 0.98245096
0.89960011 0.98294225
0.89947138 0.98653339
0.89934265 0.98531983
0.89921391 0.98724979
0.89908518 0.98972253
0.89895645 0.99373632
0.89882772 0.99509154
0.89870173 0.99533372
0.89857299 0.99780374
0.89848809 1.00143718
0.89835935 1.00179261
0.89823062 1.00391586
0.89814297 1.00397194
0.89801698 1.00575266
0.89792933 1.00533916
0.89780060 1.00609692
0.89771569 1.00908843
0.89758696 1.01108429
0.89746097 1.01253290
0.89733224 1.01501863
0.89720351 1.01581826
0.89707477 1.01902805
0.89698987 1.02008908
0.89686113 1.02174457
0.89673240 1.02343616
0.89660367 1.02422654
0.89651876 1.02699975
0.89639003 1.02754045
0.89630512 1.02872415
0.89621747 1.02998499
0.89608874 1.03036397
0.89600383 1.03361787
0.89587510 1.03341815
0.89579019 1.03319583
0.89566146 1.03311319
0.89553273 1.03426657
0.89544782 1.03437328
0.89531909 1.03761742
0.89523418 1.03828672
0.89514927 1.03834177
0.89506163 1.03870064
0.89493563 1.04182156
0.89484799 1.04257460
0.89471925 1.04553020
0.89459326 1.04668348
0.89446453 1.04811078
0.89433580 1.04961067
0.89420707 1.05026293
0.89412216 1.05188656
0.89399343 1.05337792
0.89386469 1.05664277
0.89377979 1.05841839
0.89365105 1.06190062
0.89356615 1.06145672
0.89343741 1.06273398
0.89334977 1.06347607
0.89322377 1.06574804
0.89309504 1.06835157
0.89301013 1.06890640
0.89288140 1.06912421
0.89275267 1.07263754
0.89266502 1.07307173
0.89253903 1.07518001
0.89241030 1.07461678
0.89228157 1.07928599
0.89219666 1.08165347
0.89206793 1.08197097
0.89193919 1.08525314
0.89181046 1.08738353
0.89168173 1.08827524
0.89155300 1.09047002
0.89146809 1.09495301
0.89133936 1.09867495
0.89121063 1.09891660
0.89108190 1.10086836
0.89095590 1.10563891
0.89086826 1.10657058
0.89073952 1.11031723
0.89061079 1.11253526
0.89052588 1.11374561
0.89039715 1.11689335
0.89031224 1.11931725
0.89018351 1.12154731
0.89005478 1.12091989
0.88992605 1.12352692
0.88980005 1.12521369
0.88971241 1.12954261
0.88958368 1.13241608
0.88949877 1.13378271
0.88937004 1.13764991
0.88928513 1.14023583
0.88915640 1.14096397
0.88902766 1.14149582
0.88894276 1.14423275
0.88881402 1.14581648
0.88868529 1.15095610
0.88860038 1.15329910
0.88847165 1.15614336
0.88834292 1.15636037
0.88825801 1.15954338
0.88812928 1.16048511
0.88804437 1.16402230
0.88791564 1.16528214
0.88783073 1.16657741
0.88770200 1.16867749
0.88761709 1.17200186
0.88748836 1.17544873
0.88740345 1.17735108
0.88727472 1.17851364
0.88718981 1.18123396
0.88710216 1.18327628
0.88701726 1.18522767
0.88688852 1.18566410
0.88675979 1.18830199
0.88663106 1.19382831
0.88650233 1.19663068
0.88637634 1.19826315
0.88624760 1.20078893
0.88611887 1.20375537
0.88599014 1.20614203
0.88590523 1.20968025
0.88577650 1.21189177
0.88564777 1.21507183
0.88556286 1.21674900
0.88543413 1.21826428
0.88534922 1.22019375
0.88522049 1.22427461
0.88509176 1.22569410
0.88496302 1.22972228
0.88487812 1.23121589
0.88474938 1.23384040
0.88466448 1.23707446
0.88453574 1.23807197
0.88440701 1.23939418
0.88432210 1.24223635
0.88419337 1.24294374
0.88406464 1.24511657
0.88393591 1.24938951
0.88380718 1.25333633
0.88367844 1.25662520
0.88359354 1.25987451
0.88346480 1.26084541
0.88333607 1.26491813
0.88320734 1.26971092
0.88308135 1.27007792
0.88295262 1.27499828
0.88282388 1.27632651
0.88273898 1.28024103
0.88261024 1.28509297
0.88252260 1.28566450
0.88239386 1.28552020
0.88230896 1.28809872
0.88218022 1.29026677
0.88205423 1.29478659
0.88192550 1.29741390
0.88179677 1.29878730
0.88166804 1.30380378
0.88158313 1.30684620
0.88145440 1.30749045
0.88136675 1.31065002
0.88124076 1.31265780
0.88115311 1.31563612
0.88102712 1.31667842
0.88093947 1.31919509
0.88081074 1.31991591
0.88072583 1.32521218
0.88059710 1.32721921
0.88046836 1.32804629
0.88038346 1.33283630
0.88025472 1.33476220
0.88016982 1.33666778
0.88004108 1.33716946
0.87995618 1.34228673
0.87982744 1.34453348
0.87974254 1.34537369
0.87965489 1.34965077
0.87956998 1.34826338
0.87948507 1.35045328
0.87935634 1.35479450
0.87922761 1.35769107
0.87909888 1.35996210
0.87897015 1.36323023
0.87884415 1.36618579
0.87871542 1.36653109
0.87858669 1.37143986
0.87845796 1.37616776
0.87837305 1.37791427
0.87824432 1.38022277
0.87811558 1.38204287
0.87803068 1.38383823
0.87790194 1.38767200
0.87781704 1.38961686
0.87772939 1.39013761
0.87760066 1.39533799
0.87747466 1.39634162
0.87734593 1.40096623
0.87725829 1.40261027
0.87713229 1.40316817
0.87700356 1.40823389
0.87691591 1.41109397
0.87678992 1.41304664
0.87666119 1.41560285
0.87653246 1.41702001
0.87640373 1.42079157
0.87627499 1.42475518
0.87619008 1.42788739
0.87606135 1.42913004
0.87593262 1.43380610
0.87580389 1.43483997
0.87567516 1.43448603
0.87554916 1.42326041
0.87542043 1.41911884
0.87533279 1.41698936
0.87520679 1.41254670
0.87511915 1.40864582
0.87499041 1.40779545
0.87486168 1.40761691
0.87473569 1.40731418
0.87464804 1.40715888
0.87452205 1.40892031
0.87439332 1.41057679
0.87426459 1.40974078
0.87417968 1.41096037
0.87405094 1.41317253
0.87396330 1.41395873
0.87387839 1.41745412
0.87374966 1.41714541
0.87366475 1.41757852
0.87353602 1.42081549
0.87340729 1.42273893
0.87332238 1.42523965
0.87319365 1.42965788
0.87306491 1.43107997
0.87293618 1.43379200
0.87280745 1.43509889
0.87272254 1.43919308
0.87259381 1.44177440
0.87250890 1.44504740
0.87238017 1.44657977
0.87229526 1.45022189
0.87216653 1.45106208
0.87208162 1.45291508
0.87199671 1.45661933
0.87186798 1.45912437
0.87178033 1.45990328
0.87165434 1.46314495
0.87156669 1.46519022
0.87148179 1.46855640
0.87135305 1.47004030
0.87126815 1.47080075
0.87113941 1.47434710
0.87101068 1.47760068
0.87088195 1.47999261
0.87075322 1.48420433
0.87062723 1.48465085
0.87049849 1.48804292
0.87036976 1.49062358
0.87024103 1.49085798
0.87015612 1.49447904
0.87002739 1.49425795
0.86989866 1.49299959
0.86981375 1.49435277
0.86968502 1.49423105
0.86960011 1.49322581
0.86947138 1.49279883
0.86934265 1.49012831
0.86925774 1.47438557
0.86912901 1.42699927
0.86904136 1.43631639
0.86891537 1.43689587
0.86878663 1.44044359
0.86869899 1.44146890
0.86857299 1.44446620
0.86844426 1.44723104
0.86831553 1.44901635
