gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC
ENSG00000011304	ENST00000627714.2	3.248313797	1	0.071496975	0.259757585	0.117577683	0.091025989	-0.369263828
ENSG00000122566	ENST00000679021.1	3.243308915	1	0.071715662	0.2604849	0.031732279	0.024387003	-0.379838638
ENSG00000055950	ENST00000318364.13	3.24190367	1	0.071777193	0.260641163	0.198583539	0.255928685	0.365995815
ENSG00000084623	ENST00000676957.1	3.238841004	1	0.071911492	0.260859773	0.055689666	0.037513398	-0.570003692
ENSG00000129351	ENST00000250241.12	3.239253348	1	0.071893395	0.260859773	0.128261893	0.085845142	-0.579284207
ENSG00000140365	ENST00000569245.5	3.239079446	1	0.071901027	0.260859773	0.126064526	0.080989781	-0.638350583
ENSG00000232421	ENST00000420618.1	3.239865668	1	0.07186653	0.260859773	0.207708563	0.165079078	-0.331403403
ENSG00000112759	ENST00000371713.6	3.235493404	1	0.072058595	0.26132607	0.09588825	0.129861623	0.4375492
ENSG00000134057	ENST00000256442.10	3.233777706	1	0.072134112	0.261532586	0.533514493	0.667450164	0.323132657
ENSG00000166012	ENST00000546088.5	3.227548873	1	0.072408991	0.262461624	0.020297533	0.033843842	0.737589001
ENSG00000182718	ENST00000678870.1	3.225765476	1	0.072487899	0.26268003	0.047674557	0.041676717	-0.193977881
ENSG00000067057	ENST00000415005.6	3.221118647	1	0.072693936	0.263358891	0.150624504	0.118636105	-0.344413351
ENSG00000152795	ENST00000507721.5	3.214207711	1	0.073001525	0.264405215	0.099061166	0.074516894	-0.410752051
ENSG00000164733	ENST00000679128.1	3.200692076	1	0.073607116	0.26653006	0.06710552	0.056931516	-0.237203927
ENSG00000006327	ENST00000326577.9	3.1923248	1	0.073984726	0.267759679	0.24084182	0.298801339	0.311100689
ENSG00000130255	ENST00000579649.5	3.192540873	1	0.073974949	0.267759679	0.104960931	0.096707943	-0.11814613
ENSG00000094916	ENST00000618078.1	3.190573496	1	0.074064024	0.267977798	0.25725798	0.34950604	0.442101558
ENSG00000105258	ENST00000585842.5	3.18883705	1	0.07414274	0.268193697	0.02173622	0.016478872	-0.399483579
ENSG00000205981	ENST00000486355.1	3.186851749	1	0.074232846	0.268450678	0.074667545	0.057657606	-0.372970359
ENSG00000105220	ENST00000647446.1	3.185320499	1	0.074302425	0.268633312	0.107928533	0.137250785	0.346738079
ENSG00000175063	ENST00000352551.9	3.177718544	1	0.074648891	0.269816654	0.139132437	0.098558545	-0.497405938
ENSG00000070756	ENST00000519004.5	3.171063721	1	0.074953615	0.270583583	0.013896257	0.019127166	0.460926795
ENSG00000105185	ENST00000419343.7	3.172442739	1	0.07489036	0.270583583	0.216199987	0.238396715	0.140997917
ENSG00000142534	ENST00000600027.5	3.172181114	1	0.074902356	0.270583583	0.198791977	0.213535723	0.103217912
ENSG00000230128	ENST00000436988.1	3.170986731	1	0.074957148	0.270583583	0.532438561	0.433135327	-0.297797216
ENSG00000230128	ENST00000450236.2	3.170986731	1	0.074957148	0.270583583	0.467561439	0.566864673	0.277848412
ENSG00000156976	ENST00000468362.5	3.169799816	1	0.07501164	0.270710895	0.08662845	0.05570041	-0.637152945
ENSG00000198668	ENST00000553630.1	3.168350502	1	0.075078236	0.270881814	0.118765598	0.102403584	-0.213850794
ENSG00000130731	ENST00000448973.6	3.167274871	1	0.075127703	0.27096637	0.085901027	0.142470468	0.729915617
ENSG00000186184	ENST00000489647.4	3.167004201	1	0.075140156	0.27096637	0.045239323	0.028211159	-0.681311378
ENSG00000136450	ENST00000581497.1	3.165206443	1	0.075222925	0.271195399	0.23626411	0.189458477	-0.318518799
ENSG00000092841	ENST00000552297.5	3.163749653	1	0.075290068	0.271299477	0.001251009	0.000351771	-1.830382022
ENSG00000172922	ENST00000644198.1	3.163744071	1	0.075290325	0.271299477	0.09979205	0.129230428	0.37294901
ENSG00000292208	ENST00000710035.1	3.161230182	1	0.075406341	0.271648014	0.261190476	0.360353803	0.464311778
ENSG00000137509	ENST00000534264.2	3.159275233	1	0.075496694	0.27190395	0.066806183	0.046644531	-0.518273695
ENSG00000138613	ENST00000380340.8	3.157884709	1	0.075561032	0.272066083	0.179360452	0.223480509	0.317287194
ENSG00000105993	ENST00000443280.5	3.157391421	1	0.07558387	0.272078745	0.264292883	0.203729206	-0.375484762
ENSG00000144029	ENST00000695439.2	3.144651864	1	0.076176255	0.274141075	0.11233419	0.075010994	-0.582623131
ENSG00000285132	ENST00000646105.3	3.141177672	1	0.076338669	0.274655374	0.084453572	0.102428563	0.278387726
ENSG00000011422	ENST00000339082.7	3.139557177	1	0.076414552	0.274717825	0.362637363	0.503617216	0.473800028
ENSG00000011422	ENST00000340093.8	3.139557177	1	0.076414552	0.274717825	0.637362637	0.496382784	-0.360661371
ENSG00000171204	ENST00000534341.1	3.139742577	1	0.076405866	0.274717825	0.234934152	0.159419366	-0.559429553
ENSG00000137876	ENST00000677730.1	3.137795064	1	0.076497159	0.274944612	0.143578644	0.202853312	0.498595685
ENSG00000109685	ENST00000508803.6	3.136222202	1	0.076570975	0.275139695	0.006907073	0.012437746	0.848578726
ENSG00000182481	ENST00000676902.1	3.134404866	1	0.076656359	0.275376238	0.096354824	0.070627784	-0.448121081
ENSG00000119650	ENST00000554026.5	3.133642524	1	0.076692207	0.275434752	0.315018315	0.227591998	-0.468985874
ENSG00000010438	ENST00000429677.8	3.123370218	1	0.077177009	0.277080611	0.20361666	0.132532137	-0.619513371
ENSG00000125611	ENST00000469030.1	3.122427548	1	0.077221663	0.277080611	0.129566498	0.094306977	-0.458256315
ENSG00000221983	ENST00000442744.7	3.122866737	1	0.077200855	0.277080611	0.179810411	0.190664931	0.084562963
ENSG00000251562	ENST00000544868.3	3.12226879	1	0.077229186	0.277080611	0.032935373	0.022956813	-0.520715482
ENSG00000156467	ENST00000519322.1	3.116470114	1	0.07750451	0.277997581	0.010538071	0.007654509	-0.461229187
ENSG00000226492	ENST00000435267.6	3.112935257	1	0.077672864	0.278530499	0.245533723	0.289561156	0.237946892
ENSG00000288401	ENST00000671849.1	3.110883485	1	0.077770764	0.278810565	0.23909465	0.190472842	-0.327996537
ENSG00000185825	ENST00000458587.8	3.107646218	1	0.0779255	0.279242181	0.150095513	0.123264327	-0.284125506
ENSG00000206380	ENST00000414536.6	3.107120767	1	0.077950647	0.279242181	0.214620631	0.331231355	0.626050484
ENSG00000285132	ENST00000710767.1	3.10723394	1	0.07794523	0.279242181	0.072073894	0.056728822	-0.345394887
ENSG00000289720	ENST00000696979.1	3.102782518	1	0.0781586	0.279915923	0.190904815	0.168925582	-0.176465668
ENSG00000147274	ENST00000563370.1	3.101599531	1	0.07821541	0.280048158	0.09370421	0.112999486	0.270130451
ENSG00000100138	ENST00000648350.1	3.100667356	1	0.078260207	0.280066133	0.180904765	0.196683335	0.120644312
ENSG00000105254	ENST00000468156.1	3.101023852	1	0.078243072	0.280066133	0.193995561	0.138873614	-0.482251123
ENSG00000135070	ENST00000311534.6	3.09804599	1	0.078386327	0.280374971	0.249358974	0.137705513	-0.856637812
ENSG00000135070	ENST00000375991.9	3.09804599	1	0.078386327	0.280374971	0.750641026	0.862294487	0.200057515
ENSG00000213719	ENST00000375780.6	3.097524896	1	0.078411424	0.280393519	0.243274854	0.193460834	-0.330545677
ENSG00000197111	ENST00000550585.5	3.096479825	1	0.078461784	0.28050237	0.070187581	0.092009918	0.390573598
ENSG00000054148	ENST00000247665.12	3.095820866	1	0.078493555	0.280544732	0.234890924	0.251874704	0.100715267
ENSG00000133316	ENST00000529106.5	3.091243816	1	0.078714618	0.28126345	0.138530735	0.226097578	0.706739448
ENSG00000171206	ENST00000643100.1	3.089722759	1	0.078788231	0.281455066	0.167149758	0.113596711	-0.557220204
ENSG00000058262	ENST00000483956.2	3.089169896	1	0.078815006	0.28145546	0.218253968	0.155081258	-0.492983546
ENSG00000167553	ENST00000301072.11	3.088780856	1	0.078833852	0.28145546	0.254363632	0.280341888	0.140294906
ENSG00000184470	ENST00000400518.5	3.088482644	1	0.078848302	0.28145546	0.224044089	0.158227686	-0.501780607
ENSG00000172115	ENST00000409409.5	3.086853337	1	0.078927301	0.281666053	0.270395474	0.301219523	0.155744273
ENSG00000106105	ENST00000674851.1	3.085010977	1	0.079016732	0.281913762	0.071123956	0.048705569	-0.546248824
ENSG00000104529	ENST00000530191.6	3.083469303	1	0.079091651	0.282109583	0.006418547	0.009285015	0.532657514
ENSG00000118640	ENST00000432071.1	3.081412086	1	0.079191743	0.28239507	0.132001752	0.095275985	-0.470372565
ENSG00000164294	ENST00000515370.1	3.07703931	1	0.07940495	0.283083673	0.126632841	0.181568127	0.519859373
ENSG00000138382	ENST00000409965.5	3.074829883	1	0.079512912	0.283396818	0.295800106	0.359679417	0.282089032
ENSG00000164032	ENST00000511319.5	3.069320756	1	0.079782801	0.284286792	0.057351886	0.044903877	-0.353000917
ENSG00000153187	ENST00000638475.1	3.067352544	1	0.079879461	0.284559215	0.027050236	0.018509614	-0.547366413
ENSG00000103363	ENST00000494946.6	3.065030679	1	0.079993653	0.284893934	0.107358346	0.094276685	-0.187461415
ENSG00000291420	ENST00000707479.1	3.061511114	1	0.080167083	0.285439409	0.017842674	0.022220924	0.316586952
ENSG00000115524	ENST00000652738.1	3.058776705	1	0.080302104	0.285775645	0.224470695	0.168601993	-0.412905523
ENSG00000122705	ENST00000493185.2	3.05878379	1	0.080301754	0.285775645	0.150433956	0.121582065	-0.307199825
ENSG00000156508	ENST00000679031.1	3.058068822	1	0.080337098	0.285827947	0.012242335	0.010279036	-0.25217379
ENSG00000165678	ENST00000686583.1	3.052973455	1	0.080589472	0.286615556	0.115146659	0.138361951	0.264974716
ENSG00000215021	ENST00000678983.1	3.052777877	1	0.080599176	0.286615556	0.082887449	0.063594197	-0.382258528
ENSG00000181163	ENST00000521672.6	3.049506697	1	0.08076167	0.286997541	0.037765815	0.031468557	-0.263169885
ENSG00000185883	ENST00000330398.9	3.049384725	1	0.080767736	0.286997541	0.579922125	0.664529209	0.196473432
ENSG00000185883	ENST00000564973.1	3.049384725	1	0.080767736	0.286997541	0.420077875	0.335470791	-0.324469642
ENSG00000100764	ENST00000557357.5	3.046550753	1	0.080908808	0.287426296	0.129166272	0.102740919	-0.330218524
ENSG00000087245	ENST00000566564.1	3.044483821	1	0.081011866	0.287583517	0.239002338	0.188899873	-0.339402998
ENSG00000166352	ENST00000676979.1	3.044455017	1	0.081013303	0.287583517	0.061439071	0.109792934	0.837556905
ENSG00000172270	ENST00000679472.1	3.04443441	1	0.081014331	0.287583517	0.048729803	0.070677478	0.536446166
ENSG00000182718	ENST00000560495.1	3.038912468	1	0.08129036	0.288490639	0.001616624	0.003029466	0.906079851
ENSG00000162191	ENST00000529640.5	3.037056187	1	0.081383379	0.288690732	0.174767396	0.212220456	0.280127659
ENSG00000169139	ENST00000521346.5	3.036969149	1	0.081387744	0.288690732	0.232149368	0.276306185	0.251214505
ENSG00000054148	ENST00000371661.5	3.034694179	1	0.081501906	0.288950112	0.237272002	0.254171214	0.099258774
ENSG00000166441	ENST00000526562.5	3.03490681	1	0.081491229	0.288950112	0.10875574	0.098927855	-0.136642844
ENSG00000078618	ENST00000539524.5	3.033773852	1	0.081548139	0.289041253	0.175147178	0.136312929	-0.361645329
ENSG00000167985	ENST00000301761.7	3.029480581	1	0.081764188	0.289661206	0.119655034	0.174047486	0.540599887
ENSG00000173171	ENST00000609421.1	3.029698675	1	0.081753198	0.289661206	0.220585503	0.288252447	0.385994877
ENSG00000100591	ENST00000555133.5	3.02842411	1	0.081817447	0.289701605	0.125141143	0.165882179	0.406602714
ENSG00000124570	ENST00000380529.5	3.028030306	1	0.081837309	0.289701605	0.124622226	0.083352746	-0.580259755
ENSG00000128581	ENST00000498704.6	3.028097503	1	0.081833919	0.289701605	0.098006645	0.088286484	-0.150686968
ENSG00000161939	ENST00000547863.5	3.026716454	1	0.081903613	0.289863451	0.163174016	0.141799968	-0.202554126
ENSG00000213145	ENST00000496700.5	3.024040777	1	0.08203882	0.290198513	0.108201776	0.080212219	-0.431830259
ENSG00000229300	ENST00000421039.2	3.024027282	1	0.082039503	0.290198513	0.257002801	0.159251471	-0.690477386
ENSG00000136942	ENST00000495728.1	3.022696824	1	0.082106824	0.29036371	0.000952389	0.000299618	-1.668428275
ENSG00000116459	ENST00000369721.8	3.022278449	1	0.082128006	0.290365699	0.226043937	0.19071024	-0.24522091
ENSG00000164828	ENST00000452783.6	3.0187405	1	0.082307366	0.290853785	0.443802574	0.303282972	-0.549253539
ENSG00000164828	ENST00000483996.1	3.0187405	1	0.082307366	0.290853785	0.556197426	0.696717028	0.324975757
ENSG00000123415	ENST00000513838.5	3.014658618	1	0.082514827	0.291513748	0.692431562	0.46021036	-0.589378025
ENSG00000101294	ENST00000487281.1	3.012938802	1	0.082602406	0.2916768	0.108551641	0.070433634	-0.624045107
ENSG00000138613	ENST00000560716.1	3.013206657	1	0.082588759	0.2916768	0.087350598	0.063721313	-0.455041595
ENSG00000164104	ENST00000446922.6	3.010947069	1	0.082703956	0.291962175	0.25781504	0.304118487	0.238297091
ENSG00000112335	ENST00000426155.6	3.006609764	1	0.082925565	0.292597798	0.329161318	0.261519428	-0.331876677
ENSG00000167460	ENST00000658224.1	3.007013383	1	0.082904916	0.292597798	0.02745824	0.03605034	0.392773717
ENSG00000108946	ENST00000592800.6	3.005766377	1	0.082968732	0.292676773	0.090539519	0.057096151	-0.665154158
ENSG00000122705	ENST00000242285.11	3.005137047	1	0.083000958	0.292717126	0.124350329	0.156843153	0.334912225
ENSG00000151465	ENST00000281141.9	3.004249227	1	0.083046443	0.292730917	0.641723356	0.755813135	0.236078098
ENSG00000151465	ENST00000440613.1	3.004249227	1	0.083046443	0.292730917	0.358276644	0.244186865	-0.553088397
ENSG00000161203	ENST00000292807.9	2.99729717	1	0.08340355	0.293916113	0.045966991	0.051566065	0.165823715
ENSG00000292158	ENST00000709897.1	2.995180972	1	0.083512581	0.294226713	0.003558425	0.001158227	-1.619320133
ENSG00000122566	ENST00000677574.1	2.992042948	1	0.083674544	0.294723593	0.033327504	0.041717276	0.323931718
