transcript_id,q_value
ENST00000598987.5,0.009659304
ENST00000354171.13,0.009659903
ENST00000680816.1,0.009794968
ENST00000537087.5,0.009813724
ENST00000409116.5,0.009870552
ENST00000626345.1,0.009892853
ENST00000509431.1,0.009893761
ENST00000523532.5,0.009920758
ENST00000533540.5,0.009956687
ENST00000525765.5,0.009963483
ENST00000659811.1,0.0100399
ENST00000567958.5,0.01005277
ENST00000491103.5,0.010059733
ENST00000696000.1,0.010089885
ENST00000447927.6,0.010143031
ENST00000686722.1,0.010145729
ENST00000396394.7,0.010170273
ENST00000422447.8,0.010170273
ENST00000474648.5,0.010170273
ENST00000223029.8,0.010223531
ENST00000676319.1,0.010401151
ENST00000470701.1,0.01042517
ENST00000678016.1,0.010444382
ENST00000688895.1,0.010444382
ENST00000677968.1,0.01046026
ENST00000677906.1,0.010488584
ENST00000367380.9,0.01065033
ENST00000677572.1,0.010653026
ENST00000528920.5,0.010710155
ENST00000550811.2,0.010770246
ENST00000675417.1,0.010792804
ENST00000677210.1,0.010792804
ENST00000247020.9,0.010799848
ENST00000563060.6,0.010801003
ENST00000522006.5,0.010804023
ENST00000495492.1,0.01085767
ENST00000525503.5,0.010874078
ENST00000319788.11,0.010874078
ENST00000710758.1,0.010874078
ENST00000628741.1,0.011062529
ENST00000308418.10,0.011178551
ENST00000315580.10,0.011178551
ENST00000559956.6,0.01126904
ENST00000546760.5,0.011335278
ENST00000465744.5,0.011348792
ENST00000244520.10,0.011402328
ENST00000374017.3,0.011402328
ENST00000396779.7,0.011437447
ENST00000484365.1,0.011437447
ENST00000574382.1,0.01155127
ENST00000677375.1,0.011568455
ENST00000549068.5,0.011590268
ENST00000354429.7,0.011594856
ENST00000677357.1,0.01160289
ENST00000678066.1,0.011604803
ENST00000511566.5,0.011658479
ENST00000487304.6,0.01166784
ENST00000502534.5,0.011784025
ENST00000524932.6,0.011796955
ENST00000425653.2,0.01181186
ENST00000450023.6,0.011917077
ENST00000525353.5,0.011994163
ENST00000706660.1,0.012126825
ENST00000380171.9,0.01218879
ENST00000495313.5,0.012202091
ENST00000544381.4,0.012203222
ENST00000675906.1,0.012263962
ENST00000621421.4,0.012305966
ENST00000451605.1,0.012460894
ENST00000273550.12,0.012494758
ENST00000646407.1,0.012509698
ENST00000300853.8,0.012588673
ENST00000506736.2,0.01259321
ENST00000643519.1,0.012593857
ENST00000479992.5,0.012593857
ENST00000651860.1,0.012630484
ENST00000674547.1,0.012631183
ENST00000265304.11,0.01271955
ENST00000372550.6,0.012781428
ENST00000453057.5,0.012781428
ENST00000523541.1,0.012820954
ENST00000636836.1,0.012826698
ENST00000440628.5,0.012916747
ENST00000392210.6,0.012956853
ENST00000462980.2,0.012966834
ENST00000498466.1,0.01297662
ENST00000531743.5,0.013007202
ENST00000699938.1,0.013008932
ENST00000530199.5,0.013068426
ENST00000576917.5,0.013081332
ENST00000677326.1,0.013085242
ENST00000459860.1,0.013085242
ENST00000433916.5,0.013123666
ENST00000539770.6,0.013139621
ENST00000549178.5,0.013263062
ENST00000709242.1,0.0132971
ENST00000597607.5,0.013333577
ENST00000412097.5,0.01335963
ENST00000391751.7,0.013413592
ENST00000471855.1,0.013559183
ENST00000392595.6,0.013583482
ENST00000221784.8,0.013621169
ENST00000517311.5,0.013722513
ENST00000431066.5,0.013734172
ENST00000527366.1,0.013746186
ENST00000616316.3,0.013935414
ENST00000496459.2,0.013955686
ENST00000507756.5,0.014007602
ENST00000617872.4,0.014251137
ENST00000590247.7,0.014251714
ENST00000393196.8,0.014322382
ENST00000457143.6,0.014509936
ENST00000642337.1,0.014615215
ENST00000471859.6,0.014619444
ENST00000391839.6,0.014619444
ENST00000590954.5,0.014653655
ENST00000609375.1,0.014719057
ENST00000713549.1,0.014719057
ENST00000394667.8,0.014746773
ENST00000588699.5,0.01475078
ENST00000464794.5,0.014887405
ENST00000400093.3,0.014988293
ENST00000394975.3,0.015103921
ENST00000491610.2,0.015130729
ENST00000487465.5,0.01516204
ENST00000368575.5,0.015175499
ENST00000399817.9,0.015238478
ENST00000506397.5,0.015245787
ENST00000547869.1,0.01525241
ENST00000368301.6,0.015281385
ENST00000629845.1,0.015394006
ENST00000601891.5,0.015547603
ENST00000477151.2,0.015640011
ENST00000225831.4,0.015686198
ENST00000409406.1,0.015828432
ENST00000615264.4,0.015930902
ENST00000531366.5,0.015954161
ENST00000443006.5,0.016039498
ENST00000479303.1,0.016081773
ENST00000219066.5,0.016148854
ENST00000562951.5,0.016148854
ENST00000322310.10,0.016191093
ENST00000710715.1,0.016414882
ENST00000266544.10,0.016499664
ENST00000540688.1,0.016499664
ENST00000489515.1,0.016515254
ENST00000580907.6,0.016742111
ENST00000540530.5,0.016754081
ENST00000559421.1,0.016754081
ENST00000615544.5,0.016767133
ENST00000526415.5,0.016777511
ENST00000353107.8,0.01679548
ENST00000519765.1,0.01679548
ENST00000393193.6,0.016914697
ENST00000621131.4,0.016932687
ENST00000541455.1,0.016932687
ENST00000530726.5,0.017005777
ENST00000481057.1,0.017079251
ENST00000680004.1,0.017079251
ENST00000216802.10,0.017118935
ENST00000216714.8,0.017208199
ENST00000509970.5,0.017300843
ENST00000496055.5,0.01734937
ENST00000223273.7,0.017365902
ENST00000474392.1,0.017365902
ENST00000375784.8,0.017437142
ENST00000601028.1,0.017441899
ENST00000423894.5,0.017465097
ENST00000492719.5,0.017518074
ENST00000680344.1,0.017640017
ENST00000417030.2,0.017657873
ENST00000404735.1,0.017680146
ENST00000582898.1,0.017695525
ENST00000470944.1,0.018136421
ENST00000461211.5,0.018226168
ENST00000477168.6,0.018226168
ENST00000466193.1,0.018226168
ENST00000479035.7,0.018317623
ENST00000520148.1,0.018375159
ENST00000560014.5,0.018434048
ENST00000283882.4,0.018448872
ENST00000570103.5,0.018448872
ENST00000546368.2,0.018449115
ENST00000206451.11,0.018559092
ENST00000351500.7,0.018584179
ENST00000450303.6,0.018833
ENST00000383384.6,0.018889189
ENST00000709919.1,0.019064923
ENST00000393891.8,0.019078287
ENST00000464920.2,0.019097808
ENST00000576930.5,0.019106812
ENST00000644404.1,0.019213561
ENST00000613100.1,0.019261863
ENST00000698323.1,0.019378127
ENST00000473459.5,0.019446802
ENST00000512493.5,0.019463014
ENST00000397496.7,0.019642523
ENST00000536371.5,0.01984097
ENST00000619229.4,0.020015173
ENST00000565758.1,0.020018991
ENST00000642961.1,0.020043116
ENST00000401811.3,0.020043116
ENST00000236051.3,0.020102665
ENST00000431635.6,0.020102665
ENST00000413447.1,0.020121602
ENST00000678038.1,0.020227541
ENST00000506395.5,0.020277264
ENST00000646643.1,0.020321003
ENST00000403710.5,0.020558136
ENST00000707483.1,0.02056167
ENST00000611932.4,0.020687734
ENST00000380258.6,0.020763834
ENST00000371649.5,0.020785122
ENST00000400100.5,0.020828688
ENST00000284811.12,0.020830492
ENST00000643169.1,0.020944706
ENST00000357186.10,0.021003665
ENST00000355346.9,0.021026541
ENST00000373506.8,0.021082347
ENST00000486823.5,0.021098797
ENST00000267973.7,0.021443122
ENST00000714034.1,0.021495108
ENST00000466801.5,0.021593349
ENST00000591909.5,0.021594252
ENST00000513867.1,0.021615094
ENST00000577910.1,0.021615094
ENST00000584895.5,0.021615094
ENST00000357519.9,0.021646915
ENST00000678186.1,0.021655175
ENST00000553753.5,0.02167422
ENST00000423846.5,0.021882057
ENST00000528020.2,0.021887287
ENST00000352301.8,0.022114207
ENST00000545127.1,0.022274968
ENST00000532636.5,0.022372174
ENST00000547939.6,0.022404422
ENST00000621749.4,0.022404422
ENST00000300851.10,0.022520233
ENST00000438708.5,0.022780439
ENST00000256441.5,0.023093764
ENST00000409292.5,0.023115949
ENST00000549471.1,0.023230181
ENST00000514013.1,0.023282421
ENST00000645377.1,0.023282421
ENST00000528630.1,0.023692855
ENST00000394986.5,0.023692855
ENST00000700497.1,0.023929697
ENST00000678120.1,0.024016179
ENST00000632954.1,0.024031113
ENST00000581841.1,0.024176884
ENST00000672405.1,0.024185218
ENST00000557054.1,0.024187287
ENST00000688802.1,0.024187287
ENST00000429728.1,0.024277984
ENST00000566753.5,0.02429107
ENST00000414963.2,0.02429107
ENST00000504687.7,0.024322447
ENST00000373809.2,0.024322447
ENST00000529745.5,0.024405062
ENST00000394989.6,0.024405062
ENST00000432122.2,0.024857018
ENST00000482931.5,0.024857018
ENST00000659595.1,0.024877121
ENST00000380818.7,0.024976272
ENST00000380822.9,0.024976272
ENST00000557021.5,0.024976272
ENST00000393868.7,0.025129455
ENST00000379254.5,0.025207764
ENST00000611971.4,0.02529386
ENST00000590325.1,0.025559965
ENST00000532004.5,0.025714587
ENST00000341541.8,0.026034633
ENST00000514264.6,0.026034633
ENST00000526149.1,0.026129486
ENST00000586760.2,0.026140331
ENST00000681047.1,0.026194191
ENST00000645537.2,0.026273696
ENST00000460403.1,0.026290287
ENST00000409207.5,0.02629285
ENST00000228140.6,0.026296818
ENST00000679092.1,0.026296818
ENST00000530769.5,0.02645595
ENST00000334982.9,0.026467317
ENST00000567671.1,0.026657568
ENST00000679269.1,0.0267069
ENST00000429633.5,0.026769766
ENST00000411926.1,0.026836767
ENST00000392204.6,0.026929574
ENST00000612333.4,0.026947159
ENST00000510210.5,0.027010868
ENST00000589591.5,0.027131159
ENST00000549164.5,0.027189365
ENST00000697717.1,0.027217406
ENST00000520242.6,0.027380275
ENST00000685575.1,0.027451242
ENST00000375298.4,0.027535672
ENST00000497413.1,0.027563834
ENST00000671170.1,0.027563834
ENST00000643386.2,0.027649352
ENST00000678506.1,0.027693511
ENST00000685159.2,0.027837524
ENST00000551840.5,0.028120196
ENST00000710950.1,0.028146704
ENST00000489308.6,0.028250038
ENST00000710775.1,0.028365477
ENST00000462205.5,0.028385064
ENST00000709243.1,0.028385064
ENST00000478698.1,0.028388102
ENST00000521216.5,0.028892069
ENST00000488288.2,0.028939925
ENST00000412304.6,0.028968258
ENST00000468559.5,0.028987231
ENST00000650573.1,0.029154251
ENST00000234831.10,0.029173756
ENST00000642746.1,0.029179333
ENST00000636293.1,0.029355752
ENST00000630045.1,0.029378137
ENST00000629062.1,0.029424874
ENST00000474210.1,0.029501186
ENST00000708924.1,0.029534602
ENST00000611010.4,0.029600577
ENST00000558194.5,0.029914459
ENST00000216479.8,0.029923199
ENST00000633831.1,0.029924152
ENST00000709247.1,0.030047428
ENST00000709522.1,0.030054432
ENST00000707478.1,0.030173778
ENST00000678449.1,0.03038884
ENST00000631987.1,0.030491268
ENST00000470481.2,0.030549991
ENST00000570382.2,0.030705123
ENST00000225504.8,0.03070904
ENST00000542235.1,0.030862431
ENST00000710033.1,0.030866796
ENST00000421999.8,0.03088502
ENST00000455131.5,0.03088502
ENST00000524864.1,0.030929505
ENST00000637096.1,0.030953035
ENST00000368328.5,0.030992292
ENST00000558412.5,0.031206868
ENST00000524463.6,0.031290916
ENST00000576544.6,0.031428924
ENST00000475836.5,0.031564458
ENST00000710774.1,0.031635766
ENST00000266659.8,0.031694553
ENST00000536703.5,0.031694553
ENST00000708928.1,0.031774126
ENST00000314397.9,0.03186667
ENST00000645332.1,0.031915072
ENST00000616298.4,0.031955644
ENST00000465678.1,0.032168916
ENST00000677756.1,0.032217316
ENST00000250101.10,0.032281544
ENST00000540712.1,0.032440907
ENST00000476587.1,0.032540355
ENST00000218224.9,0.03267767
ENST00000677989.1,0.032833747
ENST00000427779.5,0.032833747
ENST00000462880.1,0.03284466
ENST00000484480.5,0.032908717
ENST00000551003.5,0.033127802
ENST00000254941.6,0.033259378
ENST00000706297.1,0.033366134
ENST00000681432.1,0.033395684
ENST00000260443.9,0.033552407
ENST00000324787.10,0.033606336
ENST00000331821.8,0.033637641
ENST00000463181.5,0.033812605
ENST00000691612.1,0.033902686
ENST00000696001.1,0.034032849
ENST00000700294.1,0.034128628
ENST00000533897.2,0.034284571
ENST00000397967.5,0.034284571
ENST00000563220.1,0.034284571
ENST00000484280.6,0.034337393
ENST00000690920.1,0.034567607
ENST00000544379.1,0.034747762
ENST00000259043.11,0.034773626
ENST00000217893.10,0.034773626
ENST00000427803.6,0.034829808
ENST00000667897.1,0.034829808
ENST00000680083.1,0.034829808
ENST00000565201.1,0.035266261
ENST00000448962.5,0.035266261
ENST00000285735.6,0.035350085
ENST00000677307.1,0.035350085
ENST00000492798.1,0.035361723
ENST00000619730.4,0.035497731
ENST00000335877.11,0.035526245
ENST00000532383.5,0.035563872
ENST00000708930.1,0.035581555
ENST00000480304.5,0.035828591
ENST00000552147.5,0.03593255
ENST00000453615.1,0.036047339
ENST00000353047.11,0.036064498
ENST00000469657.5,0.036064498
ENST00000413119.2,0.036070616
ENST00000497557.2,0.036141363
ENST00000529550.5,0.036142146
ENST00000675988.1,0.036142146
ENST00000431921.5,0.036378737
ENST00000545236.5,0.036577941
ENST00000357500.5,0.036671087
ENST00000420894.6,0.036714317
ENST00000578968.6,0.036887952
ENST00000608621.5,0.036933016
ENST00000409534.1,0.037077094
ENST00000369633.6,0.037077094
ENST00000710742.1,0.037178514
ENST00000481189.1,0.03736785
ENST00000409248.10,0.037550611
ENST00000409860.1,0.037550611
ENST00000595985.1,0.0376005
ENST00000261811.6,0.037741581
ENST00000543004.5,0.037741581
ENST00000560258.6,0.037814289
ENST00000517301.5,0.037937552
ENST00000575669.1,0.038048411
ENST00000646514.1,0.038048411
ENST00000327892.13,0.038059932
ENST00000278483.8,0.038069792
ENST00000690283.1,0.038103899
ENST00000646850.1,0.038211797
ENST00000409094.5,0.038462835
ENST00000377773.9,0.038462835
ENST00000591715.5,0.038469824
ENST00000233545.6,0.038644058
ENST00000621899.4,0.038778118
ENST00000380953.6,0.03881596
ENST00000607003.5,0.038931331
ENST00000344700.8,0.038974663
ENST00000505818.1,0.039114012
ENST00000677202.1,0.039198919
ENST00000464344.6,0.039198919
ENST00000554383.5,0.039289676
ENST00000612207.4,0.039330571
ENST00000620269.4,0.039330571
ENST00000253788.12,0.039335453
ENST00000467076.5,0.039338048
ENST00000687549.1,0.039370377
ENST00000486241.1,0.039379137
ENST00000318158.11,0.039406859
ENST00000222284.10,0.03940995
ENST00000667556.1,0.040001659
ENST00000504475.6,0.040087747
ENST00000409321.5,0.040411782
ENST00000555463.1,0.040424511
ENST00000630606.2,0.040424511
ENST00000647435.1,0.04075239
ENST00000673000.1,0.040884357
ENST00000520850.5,0.040941143
ENST00000612683.1,0.041009362
ENST00000493471.2,0.041041855
ENST00000335183.11,0.041172723
ENST00000574429.1,0.041543692
ENST00000681397.1,0.041604608
ENST00000553449.1,0.041894259
ENST00000606722.1,0.041894259
ENST00000462917.1,0.042213801
ENST00000628734.1,0.042571858
ENST00000633691.1,0.043105852
ENST00000422650.6,0.043105852
ENST00000514803.1,0.043105852
ENST00000479737.1,0.043153253
ENST00000495401.5,0.043199272
ENST00000482604.5,0.043205976
ENST00000546495.5,0.043205976
ENST00000567195.5,0.043211233
ENST00000511995.1,0.043319131
ENST00000558311.5,0.043343971
ENST00000374922.9,0.043495232
ENST00000480392.1,0.043628234
ENST00000554455.5,0.043852588
ENST00000444869.5,0.043906497
ENST00000504293.5,0.043928675
ENST00000625938.2,0.044021713
ENST00000586523.1,0.044075118
ENST00000574838.1,0.044226966
ENST00000555175.1,0.044490539
ENST00000463947.5,0.044567984
ENST00000423055.5,0.044602387
ENST00000534599.5,0.044792119
ENST00000538393.5,0.044857756
ENST00000549385.5,0.045225996
ENST00000642513.1,0.045654141
ENST00000480567.5,0.045856593
ENST00000530585.5,0.046057725
ENST00000549502.5,0.046111159
ENST00000541412.5,0.046166673
ENST00000409598.8,0.046221083
ENST00000308604.5,0.046221083
ENST00000512913.5,0.046252556
ENST00000533986.5,0.046252556
ENST00000523432.5,0.046289666
ENST00000456318.6,0.046389048
ENST00000262030.8,0.046622186
ENST00000548474.2,0.046622186
ENST00000552568.5,0.046622186
ENST00000358666.7,0.046622186
ENST00000653960.1,0.046671762
ENST00000534079.5,0.046860729
ENST00000639169.1,0.046866164
ENST00000586077.1,0.047104369
ENST00000367048.5,0.047104369
ENST00000472052.1,0.047104369
ENST00000267115.10,0.047104369
ENST00000552314.1,0.047104369
ENST00000686016.1,0.047468169
ENST00000677084.1,0.047835125
ENST00000259253.11,0.048052639
ENST00000662869.1,0.048111577
ENST00000524496.5,0.048240392
ENST00000369842.9,0.048249757
ENST00000273986.10,0.048249757
ENST00000646632.1,0.048249757
ENST00000397581.7,0.048249757
ENST00000678452.1,0.048249757
ENST00000560639.1,0.048249757
ENST00000463284.2,0.048382041
ENST00000372656.5,0.048746827
ENST00000328392.10,0.049055008
ENST00000643214.1,0.049759387
ENST00000645300.1,0.049957408
ENST00000293422.9,0.049981089
ENST00000333775.9,0.050256416
ENST00000380421.3,0.050360756
ENST00000472411.1,0.050620275
ENST00000522314.5,0.050631963
ENST00000502897.5,0.050632605
ENST00000484320.6,0.050637549
ENST00000525291.5,0.050873511
ENST00000539417.6,0.050921173
ENST00000480842.1,0.050959203
ENST00000288937.7,0.051113605
ENST00000529958.1,0.051113605
ENST00000314138.11,0.05145111
ENST00000225525.4,0.05145111
ENST00000611779.4,0.05145111
ENST00000448394.3,0.051730962
ENST00000436685.6,0.051730962
ENST00000579408.5,0.051744525
ENST00000582746.5,0.051951093
ENST00000582392.2,0.051951093
ENST00000515017.5,0.052147205
ENST00000469172.5,0.052363005
ENST00000472311.6,0.052496261
ENST00000436335.5,0.052509277
ENST00000415179.5,0.052529245
ENST00000559332.1,0.052821234
ENST00000270257.9,0.052871128
ENST00000667384.2,0.053264321
ENST00000498411.1,0.053571098
ENST00000265339.7,0.053582132
ENST00000011473.6,0.053606641
ENST00000409105.5,0.053658455
ENST00000309324.9,0.053822354
ENST00000587950.5,0.053822354
ENST00000084795.9,0.053959372
ENST00000358572.10,0.053959372
ENST00000397109.7,0.054096944
ENST00000589599.5,0.054136292
ENST00000552819.5,0.05417255
ENST00000446327.6,0.05475277
ENST00000585259.1,0.054765938
ENST00000465387.5,0.05496785
ENST00000470543.1,0.05496785
ENST00000577286.5,0.055240899
ENST00000376566.8,0.055420367
ENST00000584164.6,0.055420367
ENST00000471204.5,0.055647097
ENST00000466424.5,0.055757764
ENST00000396209.5,0.055871369
ENST00000480120.5,0.055930747
ENST00000413382.6,0.056213838
ENST00000548049.1,0.056296687
ENST00000709311.1,0.056296687
ENST00000664481.1,0.056429168
ENST00000549041.1,0.056514963
ENST00000436628.6,0.056634546
ENST00000222969.10,0.056651213
ENST00000620176.4,0.056845705
ENST00000393263.7,0.057229718
ENST00000412128.1,0.057248001
ENST00000403564.5,0.057256513
ENST00000489081.5,0.057314906
ENST00000380554.5,0.057341185
ENST00000245857.9,0.057491425
ENST00000296597.10,0.057567195
ENST00000548746.5,0.057674995
ENST00000480374.1,0.058035579
ENST00000677470.1,0.058086398
ENST00000675881.1,0.058119499
ENST00000553711.5,0.058347321
ENST00000614462.4,0.058347321
ENST00000524699.5,0.058391182
ENST00000674965.1,0.058932574
ENST00000677895.1,0.05898596
ENST00000679032.1,0.059016173
ENST00000555729.3,0.059133124
ENST00000619913.4,0.059251722
ENST00000371466.4,0.059300951
ENST00000371470.8,0.059300951
ENST00000367055.8,0.059476858
ENST00000530022.5,0.059552807
ENST00000546313.1,0.059552807
ENST00000651785.1,0.059645932
ENST00000535757.5,0.060076533
ENST00000489283.5,0.0601159
ENST00000689975.1,0.0601159
ENST00000306704.10,0.060412237
ENST00000575977.1,0.06060367
ENST00000582050.1,0.060781397
ENST00000260379.11,0.060919819
ENST00000373501.6,0.060925702
ENST00000616536.4,0.061219881
ENST00000684420.1,0.061330639
ENST00000380962.9,0.061330639
ENST00000399069.8,0.061330639
ENST00000423804.5,0.061402348
ENST00000561142.5,0.061446868
ENST00000615507.4,0.061446868
ENST00000402752.5,0.061664557
ENST00000377392.9,0.061817691
ENST00000372013.8,0.061839008
ENST00000416348.1,0.061839008
ENST00000468695.6,0.061852053
ENST00000558978.5,0.062466208
ENST00000583011.6,0.063396563
ENST00000693348.2,0.063517665
ENST00000531435.6,0.063534193
ENST00000585749.5,0.063747019
ENST00000374443.7,0.063845736
ENST00000456845.6,0.063846968
ENST00000375499.8,0.063981233
ENST00000664852.1,0.064229764
ENST00000710756.1,0.064324367
ENST00000626046.2,0.064917474
ENST00000472328.2,0.065080029
ENST00000467853.5,0.065108239
ENST00000592444.5,0.065138532
ENST00000453766.7,0.065209866
ENST00000455217.6,0.065281261
ENST00000652622.1,0.065281261
ENST00000507415.1,0.065788784
ENST00000696981.1,0.065911925
ENST00000696422.1,0.066259601
ENST00000530257.5,0.066307274
ENST00000614648.1,0.066722633
ENST00000689469.2,0.066722633
ENST00000343986.9,0.066969197
ENST00000418115.6,0.066973259
ENST00000695602.1,0.067252884
ENST00000261817.6,0.067252884
ENST00000697719.1,0.0673645
ENST00000505423.1,0.067371443
ENST00000361531.6,0.067570898
ENST00000321301.7,0.067788782
ENST00000375144.6,0.068162547
ENST00000414013.5,0.068162547
ENST00000362052.7,0.068229137
ENST00000437291.6,0.068229137
ENST00000677264.1,0.068340435
ENST00000648839.1,0.068384414
ENST00000676434.1,0.068433429
ENST00000552692.5,0.06900797
ENST00000621663.4,0.069149536
ENST00000677877.1,0.069400468
ENST00000304414.12,0.069413088
ENST00000432462.6,0.069750466
ENST00000497035.5,0.069792922
ENST00000673718.1,0.070130663
ENST00000681410.1,0.070652734
ENST00000465432.1,0.070762011
ENST00000515818.5,0.071096992
ENST00000478193.5,0.07132849
ENST00000555135.1,0.071628817
ENST00000368881.8,0.072029081
ENST00000653305.1,0.072987811
ENST00000489313.1,0.073064374
ENST00000491937.6,0.073272113
ENST00000521628.1,0.073564835
ENST00000643233.1,0.073595608
ENST00000350697.8,0.073595608
ENST00000708926.1,0.073873672
ENST00000710773.1,0.074243383
ENST00000574151.5,0.074313963
ENST00000575978.1,0.074418245
ENST00000520147.5,0.074467935
ENST00000563985.1,0.074937055
ENST00000677982.1,0.075011747
ENST00000618916.4,0.075212046
ENST00000576436.5,0.075305674
ENST00000380959.7,0.075452536
ENST00000708935.1,0.075772537
ENST00000439424.6,0.075877214
ENST00000543693.5,0.076331777
ENST00000710772.1,0.076367889
ENST00000534976.5,0.076400813
ENST00000448323.5,0.076400813
ENST00000296511.10,0.076752525
ENST00000303204.9,0.076752525
ENST00000445425.6,0.076930594
ENST00000409935.5,0.077068339
ENST00000394990.8,0.077367777
ENST00000449653.5,0.077434339
ENST00000540506.2,0.077836953
ENST00000478447.1,0.077836953
ENST00000677053.1,0.077870607
ENST00000409498.6,0.078012781
ENST00000377615.7,0.078012781
ENST00000245185.6,0.078822992
ENST00000383775.4,0.079508754
ENST00000409915.8,0.079559565
ENST00000311351.9,0.079559565
ENST00000582963.1,0.079804557
ENST00000295830.13,0.080552909
ENST00000621621.4,0.080642914
ENST00000350771.7,0.081067415
ENST00000431779.6,0.081262701
ENST00000466479.1,0.08132204
ENST00000359635.9,0.081347484
ENST00000526638.1,0.081355726
ENST00000374308.1,0.081397929
ENST00000436473.5,0.082211359
ENST00000443660.5,0.082293221
ENST00000374500.10,0.082745346
ENST00000672765.1,0.082987218
ENST00000380842.5,0.083077845
ENST00000552699.5,0.083140574
ENST00000704206.1,0.083146969
ENST00000555592.1,0.083516448
ENST00000584667.6,0.083516448
ENST00000411784.6,0.0838415
ENST00000312547.7,0.083846601
ENST00000677389.1,0.083926325
ENST00000343289.9,0.084028289
ENST00000291295.14,0.08419297
ENST00000580541.1,0.084251288
ENST00000546766.5,0.084295122
ENST00000483992.5,0.084295122
ENST00000466396.6,0.085308154
ENST00000540698.6,0.08545408
ENST00000590334.5,0.085708363
ENST00000299299.4,0.085904489
ENST00000493961.5,0.085904489
ENST00000448741.5,0.086170421
ENST00000529384.5,0.086468824
ENST00000496121.5,0.086822018
ENST00000519644.6,0.086822018
ENST00000632262.1,0.08698126
ENST00000613953.4,0.087038102
ENST00000676612.1,0.087567521
ENST00000714091.1,0.087599844
ENST00000393190.4,0.087982434
ENST00000676874.1,0.087998485
ENST00000511767.3,0.088203195
ENST00000611659.5,0.088595606
ENST00000310999.11,0.088609918
ENST00000309955.8,0.088716095
ENST00000700299.1,0.088722184
ENST00000396705.10,0.0888969
ENST00000508848.5,0.089160755
ENST00000393118.7,0.089407332
ENST00000375353.5,0.089407332
ENST00000488362.5,0.089407332
ENST00000238823.13,0.089436745
ENST00000466832.5,0.089471727
ENST00000632419.1,0.090080793
ENST00000341369.11,0.090179963
ENST00000373242.6,0.090247598
ENST00000233114.13,0.090290337
ENST00000555474.5,0.090290337
ENST00000520382.5,0.090710097
ENST00000549857.1,0.090983396
ENST00000664983.1,0.091041395
ENST00000549273.5,0.091707205
ENST00000528265.1,0.091707205
ENST00000535297.1,0.091707205
ENST00000599167.5,0.091731216
ENST00000677047.1,0.092135247
ENST00000409368.5,0.09240824
ENST00000297205.7,0.09240824
ENST00000412573.1,0.09240824
ENST00000422826.3,0.092485389
ENST00000463340.1,0.092740635
ENST00000714197.1,0.093126214
ENST00000610796.4,0.093400157
ENST00000627093.2,0.093403324
ENST00000482698.1,0.093403324
ENST00000229270.8,0.093674791
ENST00000530890.5,0.093909205
ENST00000409727.5,0.093909205
ENST00000546260.5,0.093981574
ENST00000485387.1,0.093982714
ENST00000438750.5,0.094080514
ENST00000633937.1,0.094500433
ENST00000646909.1,0.09456884
ENST00000326004.4,0.094919986
ENST00000370147.5,0.095063542
ENST00000370151.9,0.095063542
ENST00000278856.9,0.095719606
ENST00000507355.5,0.095780201
ENST00000492540.5,0.095813544
ENST00000396593.6,0.095813544
ENST00000635877.1,0.095835145
ENST00000258169.9,0.095920506
ENST00000569021.1,0.095920506
ENST00000560615.6,0.095920506
ENST00000629488.1,0.0962079
ENST00000478266.6,0.096391169
ENST00000305105.3,0.096426433
ENST00000504124.6,0.096563274
ENST00000471250.5,0.096704495
ENST00000515202.5,0.096988103
ENST00000660856.1,0.097037106
ENST00000533097.6,0.09711954
ENST00000676468.1,0.097183229
ENST00000549581.5,0.097250577
ENST00000555309.5,0.097596434
ENST00000380546.7,0.097704875
ENST00000310786.10,0.09772611
ENST00000313334.13,0.098067434
ENST00000606230.2,0.098067434
ENST00000446385.1,0.098283485
ENST00000570195.5,0.098460235
ENST00000394349.9,0.098460235
ENST00000503216.5,0.098819813
ENST00000559323.5,0.098819813
ENST00000572954.1,0.098836001
ENST00000555573.5,0.098836001
ENST00000460231.5,0.099178583
ENST00000352433.10,0.099178583
ENST00000679778.1,0.099178583
ENST00000688055.1,0.099178583
ENST00000490555.1,0.099178583
ENST00000366728.6,0.099235745
ENST00000369817.7,0.099556029
ENST00000219313.9,0.099905655
ENST00000569386.2,0.100035092
ENST00000677585.1,0.100048135
ENST00000559940.1,0.100062126
ENST00000577922.6,0.100250298
ENST00000477573.1,0.100404873
ENST00000676788.1,0.100740692
ENST00000677664.1,0.100740692
ENST00000531978.5,0.100740692
ENST00000452582.5,0.100808355
ENST00000646132.1,0.101197942
ENST00000513523.1,0.10129046
ENST00000667119.2,0.10159286
ENST00000709233.1,0.101704804
ENST00000592410.5,0.101808521
ENST00000529460.1,0.102069332
ENST00000677249.1,0.10211447
ENST00000222547.8,0.102127301
ENST00000447146.7,0.102664575
ENST00000583927.1,0.102664575
ENST00000379666.7,0.103131593
ENST00000552402.5,0.103131593
ENST00000402131.5,0.103732401
ENST00000232496.5,0.103748809
ENST00000276585.9,0.103898467
ENST00000519386.5,0.103898467
ENST00000528643.5,0.103898824
ENST00000414584.1,0.10432975
ENST00000371674.8,0.104383525
ENST00000676712.2,0.104504329
ENST00000348547.7,0.104580106
ENST00000383404.6,0.104741888
ENST00000533193.5,0.104763578
ENST00000709917.1,0.106046646
ENST00000679184.1,0.10639243
ENST00000710778.1,0.106851702
ENST00000528763.2,0.10711273
