Gene name	fold change	p-value
WWTR1	1.24921170340547	0.00000434100217143488
MICA	2.99922752674082	0.00000482420645271209
IL18BP	6.90884485827305	0.00000497275519288794
CCL7	5.64733712622261	0.0000052961039333857
TXNDC17	0.842119829036445	0.00000628707623010135
HLA-C	-7.12622850360377	0.00000661919421380826
LRRK1	-2.76229722943925	0.00000840499711407532
COL1A2	-6.73199916055357	0.00000840499711407532
COX6A1P2	1.16194426499757	0.00000840499711407532
KRT8	0.835824957947255	0.00000921815691956243
CCNJL	-5.40576962512067	0.0000100009372016082
0	-6.85536918480211	0.0000100009372016082
RFLNA	-6.62208812868383	0.0000101364878553307
COL4A1	1.62651782745376	0.0000116942213543833
SAAL1	-4.45312988398531	0.0000154419302512684
HLA-DPB1	-7.07275734588119	0.0000161484771975407
ZFYVE16	-6.704862462294	0.0000190625644994653
ADGRG6	1.54095497702861	0.0000207412183722433
0	2.68999193448051	0.0000216415623411162
TOX2	1.20040541454205	0.0000234466081505042
LITAF	-6.92835743212065	0.0000246119873487895
0	1.63502413859686	0.0000276964713429582
HOPX	1.6976614712599	0.0000330463085713721
HLA-C	1.51550533784046	0.0000379296684936499
TSPAN14	-1.13124662009998	0.0000380298596484987
ZMYM2	-6.16182595348268	0.0000420933323621718
BCHE	6.76937758926574	0.0000431885606848753
KGD4	1.12632434618956	0.000048330174381525
TAC4	6.25621859601774	0.0000558263416247243
IER3	1.42231840705007	0.0000655620742011677
TUBA1A	-0.865912348338158	0.0000750520331571016
RWDD3	1.94467050831117	0.0000765210346329213
DNAJA4	-5.085734701332	0.0000790292580331969
COL1A1	-2.48111801658278	0.0000812650581493614
GIMAP4	1.34512002246132	0.000088589421984175
IER3	1.35631200257295	0.000109339413771434
CLDN5	1.045529090094	0.000118110109984592
MT-CYB	-0.778694055372181	0.000118110109984592
KGD4	1.078659391755	0.000118110109984592
SCGB1A1	6.0668423623667	0.000122758676222094
0	-5.23088064587848	0.000122758676222094
LINC01551	-1.89051771693498	0.00012388148190624
IER3	1.39741620191774	0.00013480214760118
EIF1AY	-6.28166280122927	0.000151260266642179
IFITM3	1.47554540874757	0.000171928901805172
POMP	1.28249890976341	0.000203732177816772
NPEPPS	1.70724335300356	0.000210971988547306
GASK1A	-2.3641667472083	0.000255672064427526
DENND10	0.919093487078316	0.000261709472638546
ZNF471	-4.08520266087121	0.000280487954471677
VAMP5	1.23901178903381	0.000287135727678203
CST3	-1.27273116607835	0.000337464794650665
H2BC6	-2.28504244819835	0.000362903093585931
0	-2.35879472669688	0.000362903093585931
HMGA1	-1.11691577414263	0.000434665949603559
MT-ATP6	-0.783375656484576	0.000447610632223816
HLA-C	1.49571517382116	0.000459558761732772
LETM2	1.83845707490958	0.0004765315162294
RPL18AP3	1.13454972689807	0.0004765315162294
XACT	-1.93083329758782	0.000480999802325057
CAV1	0.498003446310634	0.000488562916977436
EIF4G2	-0.781726769086806	0.000494666393835782
PHGDH	-1.4967628668184	0.000514888369650907
BACE2	1.77875965577823	0.000553812228453136
ESRG	-4.15849885948129	0.000559676475406765
CLCA4-AS1	-2.34981166344573	0.000623881850560668
CLU	-1.081314525203	0.000645516209204271
NRN1	1.72535813565302	0.000705798055797885
STARD4	-1.08636656144595	0.000775673457887212
MYEOV	-2.66945540815259	0.000778648063976414
MMP2	-1.04680844797725	0.000841787516357088
ICAM3	1.46832948519703	0.000884405887111684
NDUFA3	0.671058728688433	0.00093429823368128
IL1RL1	1.0750870235533	0.000957429557977086
0	-2.26633009671558	0.000957429557977086
TXNDC5	0.672520669146154	0.000969135550692572
PPP1R13L	-6.3283010410451	0.00107425099509115
SAE1	-1.12886033141286	0.00107425099509115
SMIM26	0.978250343608156	0.00107425099509115
TFF3	-6.58246778319356	0.00115301134248993
CYSTM1	1.24475705566227	0.00115479704488863
SELENOW	1.23967347854272	0.00119889335590184
DHRS3	-3.13440333924753	0.00127717122727291
TOMM7	0.843461433489244	0.00127717122727291
CDKN2A	5.93311657205828	0.00128077498882844
HLA-DPB1	-5.99164445424702	0.00128077498882844
RTN4	-0.788546962437531	0.00136710690657585
CAPG	-2.35124136117195	0.00137247884610378
ETS2	-1.33118752290028	0.00139037499287595
NNMT	1.00147640649804	0.00139037499287595
SNRPN	1.12836364973331	0.00143763103076345
SLC26A4-AS1	-2.49937840424634	0.00147865675161875
IL6	2.69757194613565	0.00151437980970515
LY96	1.12617871231191	0.00162638253651825
TMEM88	1.27704774855187	0.00164728094055142
MT-ND4L	-0.492205553049963	0.00167321544140299
MRPL33	0.827676543718137	0.0016815926178573
VSTM1	5.51323610941527	0.00175445024655564
TTC31	-5.24343185224797	0.00179338802637614
CLASP2	-3.54591826287963	0.00181319325689085
AEBP1	-3.91666349298141	0.00181571678191028
0	-1.99248218750555	0.00181571678191028
IFI44	1.53647811089236	0.00184285207567122
ATAD2	-3.89891591073453	0.00206623802592738
SH3GL1	-1.33908041099714	0.00206714718594305
BGN	-1.05539609940776	0.00210092004790762
NDUFA3	0.679048066972285	0.00213279816799575
H2AC19	1.34175643262188	0.00216691251103766
SMARCE1	-1.06462824116766	0.00239040973546728
CCL2	1.49947517202145	0.00244466696182566
NDUFA3	0.696111975419479	0.00275968555016084
TMEM241	-5.89246701393167	0.00277250111575254
RPS27L	0.806178169371226	0.00281443488237237
FAT4	-6.05044676588196	0.00288483344972755
H2AC18	1.33132401797438	0.00288483344972755
UHRF2	-3.48938394979574	0.00296853825138237
MIR4458HG	-0.64190757681377	0.00296853825138237
SDHAF3	1.84010252726804	0.0030078853134201
ZCRB1	1.14854345637185	0.00305610904279201
PSMB9	2.28033629599922	0.00310810882978856
KRT7	-1.17069322842176	0.00318601314107997
IGFBP2	-1.50216463170418	0.00319890723746063
LINC02949	-2.23206392752117	0.00319890723746063
NARF	-1.41860842599991	0.00322827982917266
RPS18	0.935611691026063	0.00339166083913948
GALNT14	6.79070750612002	0.00354860243418743
DAGLB	-4.99440092006511	0.00357427042466217
0	-2.53334244417684	0.00367200039975522
TMOD1	5.53886477781876	0.0036770054927343
RPS18	0.946679290604459	0.00368019433693379
SPOCD1	-3.26368146359633	0.00374407789451825
ZNF66	-2.73494468226467	0.00374407789451825
RPS18	0.937428763601819	0.00374407789451825
RPS18	0.942228294959451	0.00374407789451825
NDUFA3	0.679593940748129	0.00374407789451825
HELLPAR	-2.05576573542649	0.00374407789451825
NDUFA3	0.656562784681038	0.00377958722894129
KIAA1191	-1.60476869029006	0.00386064187274529
DCK	-4.53143528033226	0.00386064187274529
MTATP6P1	-0.909739581340068	0.00415165001826232
KMT2C	-5.06753199502972	0.00416916704467746
CBS	-3.04541024903894	0.00421006611428114
HIVEP1	-3.71726493427589	0.00424730945565304
DGKZ	-4.20494943417196	0.00424730945565304
FBXO32	-2.86818422139792	0.00424730945565304
MT-ND4	-0.476578901356094	0.00424730945565304
NDUFA3	0.659881808345398	0.00424730945565304
MRPS33	1.03252937368256	0.00425566476787855
TIMM8B	0.662644887917466	0.00425566476787855
PTS	1.19533238071588	0.00425566476787855
RPS18	0.93330837275195	0.00429997528688754
RASGRF2	5.60970302038435	0.00429997528688754
TINAGL1	0.748391978275802	0.00429997528688754
OLMALINC	-1.53750657100081	0.00429997528688754
HLA-DPB1	-5.87155798468523	0.00429997528688754
RNU1-4	-1.9220822815604	0.00430661678731768
PSMB9	2.50628646957969	0.00440305918189522
FLYWCH1	-3.24724438662592	0.0044399112898754
CSTB	1.17150808513059	0.0044399112898754
RNU1-4	-1.76671167902131	0.0045917787628833
GAS5	1.19324995250252	0.0045997917534606
NUF2	-3.04115655267056	0.0046233207491891
ASAH1	2.36894500031418	0.0046245992781791
MICA	-3.96782777175072	0.0046245992781791
NDUFA3	0.665510752112276	0.00464644809679164
PSMB9	2.28832785324923	0.00473166336862081
SLC33A1	-3.07198992205349	0.00475508494997577
HYI	-1.06093493568023	0.00475508494997577
MT1M	-1.70939016548577	0.00475508494997577
XPO1	-1.10469975049242	0.00485778141634318
CCBE1	6.07757944617348	0.00492508218597413
IGF2	3.05116412888237	0.00497137591073926
COL3A1	-5.26188399055931	0.00497137591073926
ARHGAP28	3.459338785043	0.005021831620883
DDR2	-3.36526758844527	0.00502745976278342
0	4.45420105552012	0.0051003126191902
LTBP4	-5.53523006604924	0.0051402300638947
B2M	1.62739190318027	0.0051402300638947
INSYN2B	-1.01649472636614	0.0051402300638947
MGP	1.33985996943348	0.00515491300045282
COX17	0.901314545061329	0.00515491300045282
AFAP1L2	4.22269108083861	0.00515491300045282
TOM1L1	5.09205465790527	0.00520439717294149
MIR217HG	3.35413799007924	0.00534044347985738
NDUFA3	0.668249200267322	0.00549785792694042
POLR3G	1.09691623670164	0.0058418206994003
IGF2BP3	-1.83363983558597	0.00586583992066825
SNURF	1.0551511888634	0.00593726641540989
VRK1	-1.63859508799967	0.00604663106467248
BLTP1	-2.5579759265121	0.00604663106467248
BOLA3	0.80918354327069	0.00604663106467248
RNU1-3	-1.91394020079905	0.00604663106467248
GSPT1	-1.84386914358088	0.00611824553434294
TMEM45A	-2.20155070657012	0.00611824553434294
LINC02895	-2.4106394079553	0.00611824553434294
LINC02050	5.32969331943632	0.00617840841864876
PVT1	0.802273534085951	0.00617840841864876
DLGAP5	-2.71954888082654	0.00628181238584107
PSMB9	2.83079962499039	0.00646348287681758
JADE2	-5.61567034227191	0.00663136017215565
GBP4	2.3322924470609	0.00663136017215565
IFITM2	1.21833533906068	0.00663136017215565
COL5A2	-2.47978041255407	0.00663136017215565
0	-2.41740717929407	0.00663136017215565
BLOC1S5-TXNDC5	0.661637747391372	0.00665409332061015
CPT1A	1.07111227157988	0.00667835228256574
C12orf57	0.823931009959548	0.00667835228256574
CYTL1	3.34164089666438	0.00667835228256574
MICA	-4.88119007037834	0.00668153040052782
AK6	1.43375225213264	0.00681179904784603
NDUFA3	0.661369458513732	0.00681179904784603
0	-2.36867586519423	0.00681873294396924
ZFAS1	0.982908792126194	0.00697862927326928
ADIRF	-1.10936017807818	0.00701040556338537
MMP1	-0.710655742446932	0.00703877648330127
CHD7	-5.75936527617506	0.0071041011766676
HSBP1	0.985160995283827	0.0073703704076733
PSMB9	2.39286804628076	0.0073703704076733
FAM107A	2.31549049053939	0.0074602341771641
RNU1-2	-1.66224716257305	0.00746056597012034
EFCAB13-DT	3.20329281685438	0.0077523290982915
CSNK2B	1.97779638354655	0.00784478496378766
NRP2	-2.76274682384517	0.00792158913163889
AK6	1.45695661690935	0.00792158913163889
SBNO1	-5.37663697207795	0.007954654620214
YAP1	-3.97615450124784	0.00799078282970232
MICA	-4.20650315097254	0.00799078282970232
ESM1	-1.30257618097144	0.00810602474464778
0	0.833906168588953	0.00813133037885297
DIPK2B	1.26017770748288	0.00813519709497417
SEMA3E	-2.13650990551565	0.00813519709497417
PSORS1C1	2.06635584078824	0.00813519709497417
PTGS2	-5.73545067809177	0.00831904703679661
NDUFA3	0.631655739954256	0.00831904703679661
ALKBH3	-2.36236510118687	0.00834165482722675
IDH2	-2.58564000773949	0.00859657866876697
CADPS2	-4.17942906396219	0.00860464366694455
ATP6V1G3	5.85526823117675	0.00860464366694455
ATP6V1G3	5.85928459185888	0.00907285887094921
SRP14	1.1233683263499	0.00953622085726805
NDRG4	-6.90696115777056	0.00953761973879285
PSPHP1	1.76841840361235	0.00953761973879285
TSPAN8	4.41663253368015	0.00957704257250591
VSTM1	5.21804053540394	0.00959283626717087
BMPR2	-2.30173859013186	0.00961191986510691
FANCE	-4.82963052678108	0.0100585725899728
LYPD1	-5.63838494160209	0.0101300954694966
EIF2AK3	-3.83429054566375	0.0101300954694966
SWI5	1.30074098334924	0.0101300954694966
MRPL21	1.33592189368527	0.010206957795963
RNVU1-29	-1.52506258742018	0.0103342537522786
YLPM1	-1.69736164743541	0.0103629121154288
GGCX	0.925270787802418	0.0104014366796305
SFXN5	1.82981236426177	0.0104014366796305
HDAC11	-6.00798222267885	0.0104701862479593
MRPL32	1.31450194979246	0.0109123521371871
CCDC125	-4.19469666379491	0.0110266716227859
EXD2	-5.81195316300381	0.0110735163352221
IL33	5.83867163185658	0.0110735163352221
APP	-1.01066550184993	0.0111201285436628
UQCRB	0.752446246353189	0.0111201285436628
ITPRID2	-1.3579363948624	0.0111652013398969
CCN2	-1.01372774525121	0.0111696006960292
KIF15	-4.51460157150959	0.011263135175979
COX6C	0.735978902853102	0.0112749190890671
SYNM	-4.24850035685852	0.0113139182336217
ACOT13	1.45367237431087	0.0114222878588935
UQCRQ	0.638197496637702	0.0114222878588935
OAZ2	0.825036795596982	0.0114222878588935
LINC00621	-5.24067174781157	0.0114222878588935
FAM162A	1.40011378556458	0.0114369809863529
FRY	1.22250351410411	0.0114709933392365
ZFYVE27	-6.81542922628814	0.0114709933392365
TRNP1	1.41998482080252	0.0117988330404642
0	-2.28185221388198	0.0118496675847886
UHRF1	-2.12232911533361	0.011866701414662
CSNK2B	1.9729169983448	0.011875256064861
PDE8A	-4.66642918014472	0.011895068678892
SPHK1	-2.19535995669919	0.011895068678892
PIR	0.732484942468951	0.0119621239597823
DBI	0.99828422438801	0.0119621239597823
HLA-A	-1.64879703075512	0.0119621239597823
RTN2	-5.89985413656775	0.0120697190110166
PIK3CB	-4.51813381320071	0.0121089290751781
0	-5.85846114939476	0.0121743824098273
LUC7L	-1.22640405338734	0.0122733795622509
ZNF302	3.72483295169815	0.0122733795622509
RO60	-1.86024626607593	0.0122733795622509
LINC02289	3.66330041662249	0.0122733795622509
ZYX	-0.740571563663869	0.0123341585145862
0	0.829627121655534	0.0126507731953634
TACC2	-3.6426265525014	0.0129601370821044
UBXN11	-5.85748441809331	0.0129792323078387
KIF15	-4.46430560702461	0.0130732796167554
MICA	-4.30070065540327	0.0130732796167554
RAB28	-6.46915819550816	0.0131132079706272
0	-1.19908887912073	0.0131132079706272
PLK1	-1.16835588996327	0.0131498775435361
FAM241A	-1.86961990213265	0.0131498775435361
GMFG	1.22089822131981	0.0131498775435361
MTCH1	-0.749355401823953	0.0132700305423129
KLRG1	2.55921983839682	0.0132840544512304
NDEL1	-1.88248153929299	0.0132840544512304
SHISA3	3.36271146344299	0.0133416579225933
WASH6P	-1.73904743194769	0.0133416579225933
EPHB4	-1.96149877000711	0.0133442214095486
CEBPZOS	1.00614913001909	0.0136338375037759
RNVU1-7	-1.6977743942813	0.0136408909495502
DTX3	-5.92172590639602	0.0136708226962453
LINC02949	-2.15784095321074	0.0136708226962453
VAMP8	1.28221892891761	0.0137590608539344
RNVU1-18	-1.60283961327498	0.0137590608539344
ETFB	1.43873572200333	0.0139409788773181
CCDC125	-4.7794433815315	0.0141274531024498
TACO1	-2.21854361011715	0.0141318867184165
NKAIN3	-3.07552858692415	0.0141318867184165
ACTB	-0.445473164631816	0.0144559071949247
AFAP1	-2.20214048467357	0.0144559071949247
ZYX	-0.73885132688797	0.014464158963747
ZSWIM7	1.31124503479283	0.014464158963747
TUBB3	-1.52856658244325	0.0144742347256394
RPL36A	0.649901198793524	0.0150422291446346
PECAM1	0.745397296028845	0.0151935593007974
DLL4	2.85881927102072	0.0152573567753441
RNU1-1	-1.47865857312454	0.0152638111589189
TCF3	-1.1736933923425	0.0153213753561937
GMFG	1.19062588147692	0.0153907374919091
RPS26	0.733628968202622	0.0154473123152468
TMCO4	5.3409519963153	0.0156729470262798
VSTM1	5.02858161876954	0.0156729470262798
PRC1	-1.96073844460907	0.0157704858198997
AKR1C3	2.24644091664169	0.0159930752070991
COMMD6	0.728755211824794	0.016000434579426
0	2.07278070482286	0.0160625495549759
FTL	1.62834467114185	0.0160688549259041
CCT2	-0.888181969467944	0.016158269150211
RNU1-3	-1.63094446218641	0.016158269150211
SNHG3	1.2580205733554	0.016158269150211
FAM8A1	-3.15278297242797	0.0162344928425321
EMBP1	-5.32251944011502	0.016276659809941
LGALS3	-1.88569578221856	0.0163149707366273
ADAMTSL3	-2.75888277077233	0.0163203367603634
CHN1	-3.42134792418165	0.016537214029688
SMIM7	0.951042403148654	0.016537214029688
RNU1-27P	-1.50997075519429	0.016702575146407
HIPK3	-3.02953370857326	0.0168527093661295
FKBP2	0.714276900403144	0.0168527093661295
XXYLT1-AS2	1.99512121042362	0.0168527093661295
RSPO3	3.20429392076354	0.016896758248704
CXCR4	1.28001399049067	0.0168995795420843
EHD4	-1.54893400899879	0.0173093614902761
SULT1A1	4.22085878448395	0.0173344734437027
SERPINB1	1.65718470889992	0.0173978231103653
FAM89B	-1.70658902735567	0.0175781899783909
ITGA3	1.33196567972067	0.0181191147991456
MCM7	-0.888717857517477	0.0181840535733016
KCNQ1OT1	-1.57213808377509	0.0182183827282392
CHCHD7	0.694313607098342	0.0182204292579011
TSIX	-3.11454487409074	0.0182204292579011
ADAD1P1	-1.72872110246116	0.018257985852023
ZP3	-3.05361968229392	0.0184829082468274
MT1JP	-3.07280353854769	0.0185910245203746
RASEF	-3.3378125658757	0.0186608970373615
AKAP12	-1.3480300606581	0.0187916674502616
CUBN	2.28305332514305	0.0188842329947974
CSNK2B	1.9788837431501	0.019126020647016
CSNK2B	1.83570859855606	0.0191671013510694
ATP23	-3.42308028987748	0.0195785690192856
MLLT11	-1.87284478914109	0.0196240305945742
RPS19	0.8493337270928	0.0200023441745196
GNPAT	-1.84832321881688	0.0200023441745196
SF1	-0.657955505758903	0.0200023441745196
FAM229B	1.35427259621333	0.0200023441745196
RPL41	0.664328131532621	0.0200876196147697
WDR41	-2.53025154518079	0.0202367796777152
RNY4	-2.30104272348492	0.0203873485239279
RPL26	0.78310995052369	0.0205083933923664
RPP21	0.842806325858249	0.0205083933923664
AXL	-1.87887541745591	0.0205259700454014
MYO19	-2.25450180937561	0.0209740024971545
UBQLN1	-1.48923518014302	0.0213483062949274
EFNA1	1.49856584931803	0.0214488224286152
RPL36	0.567992741288194	0.0218399188126903
RCN1	-1.18718983136781	0.0218654827190358
AGMO	5.16409359794896	0.0221719639498032
RAB3B	-1.58541487797917	0.0222237372194375
MYO19	-2.16694955538163	0.0224596890032992
ROBO4	-0.806830029145279	0.0227250629910272
SEM1	0.652670173775894	0.0228870745640855
ING1	-2.09402290913763	0.0229291837726048
DENND6B	4.55272625154274	0.0231452005392371
GPRC5B	1.98840158911094	0.0232793804495531
YWHAH	-1.1111260914238	0.0235910473050287
BCYRN1	1.06011683326454	0.0235910473050287
RPS28	0.540641646495162	0.0236149993935134
ENG	-0.911279021338984	0.0236555078387683
CAMK2N1	-5.15883704337353	0.0239504396546262
TMEM141	0.865935739327376	0.0241293658589681
PRSS2	4.26081292156221	0.0241293658589681
HGS	-0.94190807631006	0.0242155319270303
NDUFB1	0.527252785061753	0.0242635093487805
0	-0.723267972975573	0.0243814645512003
MRPL24	0.733977639665431	0.0248481074725625
NAP1L4	-0.759144958657549	0.0248804157127703
SULF2	-2.61997410219978	0.0249669056582525
NUP85	-1.66768068210734	0.0250013755856951
POLR2I	0.581050600200323	0.0250812679681952
TRMT2A	-3.19743580895116	0.0256326124948249
SERPINE1	-0.605867535954607	0.0258912760661955
HSPH1	-1.82531568093757	0.0258912760661955
FAM91A1	-3.60327445363277	0.0259709434628002
PTPN2	-2.19684188782336	0.026158736185298
PRKG1-AS1	-3.43915626883022	0.0262977079821469
CEP170	-3.28785444646663	0.0270912975189496
EIF3C	-1.05668402205185	0.0271461753529032
COA5	1.06699026569845	0.0271861381651761
SNHG9	0.451457590821965	0.0271861381651761
IKBKG	-2.79656322592568	0.0274263502943115
NDUFB3	0.790712192224907	0.0274277427773508
ELOB	0.60443146923191	0.0274445269538317
MICOS10	0.713389742129653	0.0278266036626105
RPS23	0.729561715111261	0.0278266036626105
LNCEGFL7OS	0.929277147060483	0.0278266036626105
MYRIP	-6.00381411215868	0.0282388451250023
CARD16	0.923642051532804	0.0283684481426415
NDUFB10	0.881980830195911	0.0284524049898865
0	-4.06809423274376	0.0284524049898865
U1	-1.31226864133172	0.0284789577563684
PLOD2	-1.18130332739165	0.0286403937764683
HYPK	0.599609852138066	0.0286403937764683
CNTRL	-6.22855878163844	0.0289407014703815
0	-3.12127989996242	0.0296198002128351
NAXE	1.02177996083228	0.0297795860139245
NDUFB10	0.883915565870069	0.0299906576327904
FABP5	1.07714681677584	0.0300970815293818
NUDT2	1.07992445737806	0.030565931491935
MCFD2	0.989371246253413	0.0309352457243531
TRBC2	-1.2577740987676	0.0311481866565568
LINC01873	-2.83794580516746	0.0311588349438027
HEBP2	-1.46328098089156	0.0314407344642004
ASAH2B	-1.84776304655527	0.0316050761885966
SNORA19	-4.85702078591725	0.0316050761885966
0	-2.93436887738255	0.0317200729173387
VSTM1	3.56469108318296	0.0317524720209306
NDUFS4	1.1631422328419	0.031780112239919
NCBP2	0.408276623290552	0.0318689874968509
RPL27	0.63981658233355	0.0318689874968509
ARFGAP2	-1.04491792412764	0.0318689874968509
GPR146	1.85923009210866	0.0318689874968509
PSMB9	2.40998978669933	0.0318689874968509
RSAD2	6.01509866176179	0.0319120093023497
CHMP2A	1.02221032368097	0.0327125050133259
MRPS14	1.08003209623242	0.0328245570632313
TBX1	-5.39785951637967	0.0328634398034394
RPL7P1	0.789653309066647	0.0331118723750138
DPM3	0.674047830641017	0.0331179943257904
GSN	-0.963248726778414	0.0332885316186073
LETR1	-2.00324310794579	0.0333667107692152
PIM3	-1.2055185212616	0.0335280898482605
SCAMP5	1.85654147242639	0.0335280898482605
PNP	-0.773707959179738	0.0335280898482605
NDUFA7	0.881207936581678	0.0335530268619341
RPL31	0.599755882663741	0.0335594480419357
CFDP1	1.06375398894736	0.0335594480419357
MCC	4.94032394984734	0.0335594480419357
0	3.59426353618142	0.0339811920091
PRX	-6.310168847068	0.0339946218584511
0	0.903357339212743	0.0339946218584511
IFI27L2	0.765437854788139	0.0342187024112608
MRPL4	-1.7439301182659	0.0342912427394725
SVIP	0.689707709648683	0.0345582716218343
PHF6	-1.85317011231047	0.0350505642363555
THAP7	-2.08889606333645	0.0350505642363555
AP1S2	1.30117617012579	0.0355634121449268
IFI27L2	0.762176872787858	0.0359264937167517
TMEM267	3.93490029696045	0.0360953445558665
ZNF271P	0.702852594556891	0.0361063265593106
RPS25	0.714191541678401	0.0361218120413521
PAXX	-1.96037519872928	0.0361218120413521
RPS25	0.714292069262113	0.0361255673335977
TMEM50B	1.35985397522835	0.0361943135879808
MAP3K4	-4.92469826516321	0.036276136336458
S1PR3	-4.82126771075885	0.0365084066727078
SRPK1	0.688499721616889	0.0366776361638516
RPS28P7	0.510784262787361	0.0366776361638516
LINC00467	2.02719875911283	0.0367384956367466
APEH	-1.39873125260098	0.0367384956367466
DGKD	-4.59585644474928	0.0367471470257616
ATP5PD	0.867086131952988	0.0377307565639882
LINC00323	4.1005161888528	0.0377307565639882
CHUK	-4.98046277300378	0.0377923405935226
FKBP1A	-0.579458510280864	0.0380242537034078
DARS1-AS1	-5.70971247911792	0.0381218420794402
MPPE1	0.682826185544833	0.0383131655198089
C1QTNF6	2.56930907186837	0.0385444075207877
VRK2	-2.18001639534923	0.0389584681367508
TFEC	-5.27372342608369	0.0389584681367508
FGF13	-3.36198383977338	0.0389584681367508
NDUFB9	0.902624216651569	0.0389584681367508
LINC00506	-3.37894466609315	0.0389584681367508
VTRNA1-2	0.70264770032907	0.0390045951752517
KIF18B	-4.37874672893847	0.0393134318279907
SACS	-2.99945198344227	0.0397998640710241
RRP1	-2.42769664289381	0.0397998640710241
RPL8	0.891095262676995	0.0399549003508281
OAS2	3.45370133870302	0.0400232229075945
AP2A2	-1.550577151261	0.0400232229075945
MTHFSD	-3.4966209562431	0.0400365704669434
TMA7	0.612499982419562	0.0400401186754931
TNFRSF1A	-1.11812024359918	0.0401303601686994
VPS35	-1.21387103053112	0.0401303601686994
NHP2	1.24061854159409	0.0401303601686994
ZNF621	-5.18438432157914	0.0401303601686994
MRPL20	0.767809300884453	0.0401674708385746
0	-2.88577697856954	0.0401674708385746
GTF3A	-1.08919893007494	0.0405398679959813
CLPP	0.609473917628046	0.0405398679959813
COMMD7	-1.6512328984076	0.0405398679959813
XKR6	3.47281190134244	0.0405398679959813
HLA-C	1.20558592990936	0.0405398679959813
CHURC1	0.656960257615971	0.0405398679959813
ZNF528-AS1	-3.59301440224809	0.0405398679959813
VSTM1	4.09752888358452	0.0405398679959813
SLC45A4	5.19273755272849	0.0405991707428253
