gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC
ENSG00000011052	ENST00000376392.10	2.422808533	1	0.119580367	1	0.094478204	0.068505104	-0.463770052
ENSG00000011052	ENST00000393193.6	0.034444604	1	0.852764277	1	0.472674007	0.479189973	0.019752191
ENSG00000011052	ENST00000555572.1	0.415486528	1	0.519197815	1	0.43284779	0.452304922	0.063435905
ENSG00000011304	ENST00000349038.8	0.568793166	1	0.450738879	1	0.128646479	0.124182943	-0.050944945
ENSG00000011304	ENST00000350092.8	0.344094449	1	0.557475309	1	0.100708112	0.103090281	0.033728428
ENSG00000011304	ENST00000356948.11	0.002573088	1	0.959544168	1	0.098439725	0.098791024	0.005139337
ENSG00000011304	ENST00000394601.8	0.043230562	1	0.835291741	1	0.113174913	0.120019529	0.084714977
ENSG00000011304	ENST00000627714.2	0.008290209	1	0.927452396	1	0.107234175	0.099020195	-0.114970073
ENSG00000011304	ENST00000635647.1	0.011191834	1	0.915747807	1	0.11532871	0.116546911	0.015159059
ENSG00000011304	ENST00000676227.1	0.001576509	1	0.968328091	1	0.120456022	0.121193573	0.008806665
ENSG00000011304	ENST00000677277.1	0.580138784	1	0.446257927	1	0.110645114	0.100487032	-0.138930412
ENSG00000011304	ENST00000679114.1	0.571669554	1	0.449596242	1	0.105366749	0.116668513	0.146995589
ENSG00000012061	ENST00000013807.9	0.003908847	1	0.950148118	1	0.409223971	0.37097726	-0.141559899
ENSG00000012061	ENST00000300853.8	0.003908847	1	0.950148118	1	0.590776029	0.62902274	0.090500884
ENSG00000012660	ENST00000304434.11	1.837313032	1	0.175266203	1	0.230426494	0.142620386	-0.692126391
ENSG00000012660	ENST00000370913.5	8.065685638	1	0.00451114	1	0.311208079	0.553861694	0.831646248
ENSG00000012660	ENST00000370918.8	1.602967845	1	0.20548313	1	0.227938932	0.144207688	-0.660499282
ENSG00000012660	ENST00000542638.5	1.610202564	1	0.20446333	1	0.230426494	0.159310232	-0.532467675
ENSG00000013275	ENST00000157812.7	0.094334624	1	0.758737253	1	0.370563831	0.390415494	0.075288237
ENSG00000013275	ENST00000455878.2	0.618827535	1	0.431483315	1	0.272112464	0.234140109	-0.21683095
ENSG00000013275	ENST00000601697.5	0.163101518	1	0.68631693	1	0.357323705	0.375444397	0.071367637
ENSG00000013297	ENST00000064724.8	-7.00E-08	1	1	1	0.346366679	0.34558731	-0.003249907
