sample_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	group_id	group
HUAEC_high1	-6.17704730901775	8.78877931711926	-2.83972851134891	-4.49852986206283	-2.55216229149634	-3.12493633673041	-4.04076367321686	7.10716208107698e-15	Group2	Group2
HUAEC_high2	53.2781953250036	0.0986084004995061	2.26483447356096	-0.439472901353846	0.244421608288625	-0.0170513960997261	0.0219195128084907	-2.44491926704171e-14	Group2	Group2
HUAEC_high3	-6.78398526960441	9.86727185948827	-2.72853279204781	-3.90689353376338	0.120931921087594	2.77954598851001	4.95517031201231	7.59526989912995e-15	Group2	Group2
HUAEC_high4	-1.74331182517259	9.19954167256427	-5.57580308983662	6.6807240179713	2.80934120361086	0.15258544508014	-1.04755417280631	4.65122731996281e-15	Group2	Group2
HUVEC_high1	-13.7140731477027	-2.99519631536387	5.36692134619172	-1.67633883093165	3.64811275300149	4.17824113891613	-3.14199806588174	-2.73132211292548e-15	Group1	Group1
HUVEC_high2	-10.6452855056525	-8.98692173711843	1.94829270218164	-0.605904350980286	3.74175038025435	-5.42590129973809	2.29483259148623	1.1146465694889e-14	Group1	Group1
HUVEC_high3	-12.0259020099603	4.03452803117024	6.98083464258367	3.95830784629055	-5.0072037247736	-0.351552704063387	1.10814259212228	-1.21517379492175e-15	Group1	Group1
HUVEC_high4	-2.18859025789324	-20.0066112283592	-5.41681877128466	0.488107614830161	-3.00519184997297	1.80906916412533	-0.149749096524417	8.32320323773672e-15	Group2	Group2
