Gene name	fold change	p-value
RPS9	2.19556816679263	8.47471663215305E-9
0	2.68818278833485	8.47471663215305E-9
0	7.37069697997052	8.85420656707801E-9
NDUFB4	1.39657264623954	9.05470337658673E-9
0	-2.78411708889422	9.70145829425548E-9
THYN1	1.56658897408763	9.83803094894735E-9
LSM8	1.56018882574912	1.03006347294102E-8
ELOB	1.21519159453922	1.066095517493E-8
CISD1	1.40918139073924	1.08195679104852E-8
CYTOR	1.17368737426726	1.0943646610226E-8
PSPHP1	2.79250352847832	1.09680543238649E-8
NDUFS5	1.45041249043439	1.13318265161137E-8
PSMA5	1.38411229030678	1.14527134636975E-8
RPL41P2	1.2427731103188	1.1544391215216E-8
SNAPC5	2.22434525668121	1.16172851407991E-8
TIMM8B	1.37737663111931	1.22876060193899E-8
PSENEN	1.49169354040238	1.26269930034198E-8
DYNLT2B	1.72011914171589	1.26269930034198E-8
CHMP4A	1.98301675044273	1.28862157948835E-8
SS18L2	2.13479075539993	1.40683596268595E-8
CASP8	2.33878409478705	1.41630138090131E-8
COMMD6	1.57776258427716	1.45472996875695E-8
PDLIM2	1.6316143215874	1.47550338095081E-8
MRPL54	1.60234650478002	1.60169750374843E-8
MRPL51	0.963439230214499	1.6049496358156E-8
TRAPPC4	2.1548824870674	1.6049496358156E-8
NDUFA3	1.23983827737378	1.64410525770471E-8
SCARNA22	-1.20035310543767	1.77383700147293E-8
0	1.38273596828113	1.77383700147293E-8
HMGN2	1.0172810702198	1.78655249734188E-8
RPL41	1.35732467294705	2.08245078291521E-8
RPL36A	1.31912198835119	2.14062874202693E-8
MRPL20	1.50452309798141	2.15955333684806E-8
DMAC1	1.31117739223923	2.20199738056068E-8
SEC11C	1.54372866739199	2.2333272385369E-8
UBXN1	1.10894880710971	2.28181221762966E-8
HMGN3	1.49553780940384	2.43752309340469E-8
GLRX	2.38623781605172	2.45202873691895E-8
NDUFS7	2.51052424031862	2.58890035906261E-8
TMEM14B	0.980373564183105	2.6798467642556E-8
GOSR2	1.41933695182055	2.69359740866864E-8
NSD2	-1.14493750093517	2.69777289258998E-8
SFTA1P	3.78498163240313	2.69777289258998E-8
NDUFA3	1.2475854487294	2.7581416070298E-8
CHMP4A	1.93942385566326	2.76661929775785E-8
0	-2.73261254532468	2.79646490535467E-8
PRDX5	1.31809854918524	2.8738543192409E-8
DHX30	1.4059482592179	2.87733135930368E-8
0	-3.17289375807536	2.97142106562603E-8
NDUFB2	1.2216727723344	2.99343002825688E-8
CHCHD7	1.36354387798416	3.05676899322768E-8
MRPS22	1.7069633793281	3.43298429666557E-8
UQCR10	1.46960356670196	3.43504657910094E-8
CDC42	1.02904769070682	3.45866308974731E-8
LY96	1.81004903951308	3.45866308974731E-8
CCDC28B	1.94178682262762	3.61503914903803E-8
RPL23	1.32626636357926	3.64065058192424E-8
C11orf98	1.75814138266096	3.91142396845141E-8
FABP4	1.41185686120162	3.93937317265594E-8
FKBP7	2.8224242881669	4.01573029927262E-8
EXOSC8	1.95617806402344	4.17347188953789E-8
LSM6	2.10406019529135	4.17868605749811E-8
COX16	1.41732882958462	4.39955962476597E-8
ARLN	1.77064149483574	4.41388995588245E-8
SRP19	1.60167170997794	4.62439133724011E-8
TMEM167A	1.88907756690074	4.65972072486317E-8
NDUFA3	1.28643212101588	4.89809930008582E-8
RPL35	1.26797919804211	5.09416965674743E-8
RPS9	2.21823842910352	5.29566991192565E-8
DYRK4	1.67214487098115	5.31612177548497E-8
HLA-A	-1.86606591814522	5.52358445494641E-8
B9D1	2.41585015883794	5.6812910185799E-8
ICAM3	3.29668964166839	5.74420249049574E-8
SNHG32	1.41446926045142	6.08025331349297E-8
IFT20	2.48999698743158	6.08791782171594E-8
CFDP1	1.38725614114939	6.11511517864321E-8
ZNF66	-3.02550077434139	6.19060860576087E-8
NDUFAF2	1.58671089394487	6.23858980936442E-8
SUB1	1.6594471324212	6.31259411868011E-8
PTGR1	-1.43910292562475	6.91900523274228E-8
SNRPF	1.29235601974894	7.01605620323501E-8
NDUFA12	1.64151986498531	7.0501011671047E-8
MTHFD2L	1.71700656602337	7.86592636040553E-8
NDUFA3	1.24121564375071	7.97297973294657E-8
LSM1	2.2405150532472	8.24944255297644E-8
CLIC1	1.2688251044838	9.42640021782651E-8
SMDT1	1.42241720443042	9.43285368212757E-8
RNY4	-2.17643084661495	9.49857096069912E-8
RTL8A	1.27608841640168	9.54504287911062E-8
DDT	1.6834304991745	9.81811625257692E-8
RPS28P7	1.10440475025135	9.85855213980511E-8
NDUFA3	1.2318099664392	1.03796952835875E-7
ZNG1A	1.83914017583506	1.08130308526306E-7
0	-2.68794009402664	1.08207072803073E-7
0	1.80603596609767	1.101471041004E-7
NDUFA3	1.19498009365189	1.14080895635644E-7
C18orf21	2.03379092648992	1.16117686279849E-7
MYCBP	1.39216695547965	1.17496989097606E-7
RPL36AL	1.53594786622082	1.20530127918324E-7
RPL17-C18orf32	1.61553164852554	1.27912300955285E-7
SEM1	1.29947748736648	1.29626574878901E-7
NDUFA6	1.42642430643315	1.29865348007118E-7
NDUFA3	1.22345278788856	1.33941875809629E-7
TOMM5	1.32901092729053	1.40104437514054E-7
RPL37	0.888069454458373	1.47216533579182E-7
SNHG9	0.927666642049022	1.49293723078194E-7
MPC2	1.89158908856437	1.49431874466366E-7
ATP5MJ	1.29865825631473	1.49431874466366E-7
RPL36	1.21166378369327	1.50731984286796E-7
CKLF	1.15486585838875	1.53413574771286E-7
RPS27AP16	1.68831154080536	1.59234340771356E-7
0	1.83608761458217	1.59542755469521E-7
COL3A1	-7.28623512145315	1.6163084398237E-7
SPINT2	-7.8782171928891	1.64807550919599E-7
TMA7	1.32405904480754	1.67534347985192E-7
PFDN2	1.17797819558606	1.73953432901865E-7
CFAP221	7.23142195125083	1.76959645563859E-7
0	1.66736709818638	1.87451713955412E-7
VKORC1	1.65020604234263	2.00058202477055E-7
AK6	1.88083409123908	2.10213237453906E-7
NDUFA3	1.21107488290042	2.10960258601521E-7
MTATP6P1	-0.960266110733182	2.13582077969341E-7
BNIP3	1.5297195622072	2.19827551389709E-7
RPLP1	1.289822182407	2.20168859636176E-7
MIX23	1.64892092776643	2.35513450462804E-7
SNHG32	1.37430683093938	2.36643940469782E-7
NDUFB11	1.98227584556402	2.38731775720202E-7
CTSC	1.12447871953113	2.40108069029268E-7
OST4	1.32985840072141	2.40108069029268E-7
TAF12	1.64740492602429	2.48899263666674E-7
BORCS8	2.46805017009631	2.53207349584412E-7
HSCB	1.93547029229439	2.54354246609278E-7
RPL39	1.09991019697807	2.62549293133719E-7
NDUFA6	1.42127962370345	2.62549293133719E-7
AK6	1.83914441076611	2.62549293133719E-7
SERF1A	1.53630182490372	2.65959325664229E-7
TXNDC5	0.729505473935271	2.68078581845044E-7
UBL5	1.25142036354825	2.7237339654267E-7
RPS28	1.12287145676876	2.91818017342609E-7
POLR3K	2.100910596144	2.95647827625916E-7
UFM1	1.19441252591486	3.09059759887915E-7
TUBA1A	-0.666069996493786	3.2830203732811E-7
TRPT1	2.2936126623892	3.39134664145901E-7
PTRHD1	1.21785348491533	3.41270480661088E-7
TGFBI	-7.42462270404045	3.46187174676308E-7
TMEM11	1.39501022262544	3.46346796444307E-7
NDUFB1	1.0457017240723	3.48713542754402E-7
MRPS11	1.17332317630707	3.50634909158046E-7
C19orf33	2.19591987945149	3.55760573180616E-7
NUDT1	1.45614648901077	3.64006534832547E-7
RPL37A	0.887435682897742	3.90497468460011E-7
PSMA1	1.17628342426991	3.92232323358692E-7
GSTK1	1.42892602199133	3.94995448482051E-7
MT-CO2	0.948955710643343	4.08462821284512E-7
NDUFA6	1.40126455531732	4.08703485777031E-7
ERCC6L2-AS1	2.51062424158091	4.21806232716938E-7
IGFBP2	-1.67806261318712	4.26951612952935E-7
0	-0.94856766423014	4.54589335064625E-7
EMC3	0.876062514487768	4.75174604003718E-7
ATP5F1E	1.13599852530473	4.79562962990772E-7
EEF1G	0.73757714130244	4.86545407045982E-7
ZNG1C	1.82910420306643	4.90661884859643E-7
0	1.10489557875889	5.30826574003319E-7
ATOX1	0.980337492432497	5.3408887060243E-7
RPL28	1.45898393123143	5.7800428597357E-7
ZNF271P	1.33511298169875	5.7800428597357E-7
IFI27L2	1.38535602763019	5.78390475719061E-7
RWDD3-DT	-2.93663360512541	6.0765792251981E-7
PSMA3-AS1	1.69182794046337	6.1232320036705E-7
SVIP	1.37768770137297	6.26472618536556E-7
NDUFA3	1.20426265231723	6.26472618536556E-7
SMDT1	1.35917823600139	6.49499335132426E-7
CENPW	1.36379250967268	6.56009373787188E-7
DPM3	1.34447148716709	6.69830238548556E-7
NDUFA3	1.20749934641722	6.69830238548556E-7
TMEM219	1.5008230572613	6.73320611254413E-7
TECR	0.991220580204327	7.07486728976444E-7
RPL37P6	-1.16467649296994	7.1529148587352E-7
CEP170	-2.32021679811242	7.21090265653736E-7
THOC7	1.512845520862	7.3155566385091E-7
TAX1BP3	1.21825921124201	7.54287532475016E-7
SNORA11F	-1.10628373885251	7.64126773160911E-7
COX5B	1.56809079217181	7.72121343256119E-7
COX5B	1.56809079217181	7.72121343256119E-7
DDT	1.74497963505266	7.72930901968768E-7
HLA-B	3.41755317117076	7.97364622602167E-7
CNIH4	1.31242843803996	8.64426501678976E-7
CIB1	0.998274334864907	8.77119342978039E-7
MPC1	1.97186340801079	9.10008531811255E-7
RAD51C	1.531976523529	9.2902063444598E-7
VCF2	2.50966574157315	9.30727175868475E-7
STX8	0.967973244984067	9.57997936362486E-7
GET3	1.99041968636246	9.69091465028048E-7
HMGA1	-0.918441008029831	9.695741091734E-7
MORN2	1.55598553233258	9.79288279734504E-7
IFI27L2	1.3367317229925	0.00000105698184727786
DEF8	1.41345624978583	0.00000109567287361504
0	-3.04365669707197	0.00000119617660593494
SMDT1	1.36831029121528	0.000001219120026325
UQCC5	0.940434136977405	0.00000122376816274159
ZNF721	2.20573017783778	0.00000123152543945456
LLPH	1.52714817675462	0.00000124299910145472
NDUFA6	1.38788695708701	0.00000124751114744457
SERF1A	1.392171014129	0.00000125892001511978
TSNAX-DT	1.54597422326196	0.00000127336135256667
SNRPC	1.17738932507863	0.00000132298331546988
DPP4	3.22940858621609	0.00000139785646866624
PRDX2	1.0633316137952	0.00000141010612113255
NDUFA6	1.51704109930182	0.00000141141110504953
ISG15	1.78275374870273	0.00000145281633742522
SDHB	1.60333511130952	0.00000146837790445367
COX7C	0.972846025030412	0.00000152125648942761
PIN4	1.36467083106389	0.00000162993148556021
TSPO	0.87590185896638	0.00000169738431758818
COX20	1.18862152861533	0.00000169837912713172
BLOC1S1	1.22738273698707	0.00000179367849818295
CCL7	6.38065008396565	0.0000018384098393185
GBP4	3.44284072454323	0.00000185526319977639
0	1.76592380266061	0.00000193778938071977
MED28	1.8746911187774	0.00000196853869506483
SNCA	1.4479482302069	0.00000196853869506483
APOC1	0.961460619434226	0.00000197485785584387
RPS21	0.875673154108064	0.00000197485785584387
LITAF	-6.03083711401553	0.00000197485785584387
LSM2	1.8559844383884	0.00000197485785584387
TRAPPC4	1.98646809143029	0.00000198035322960295
ITGAE	1.78039739043242	0.00000205600783988053
LNCEGFL7OS	2.22933698351859	0.00000214338212191857
IL32	1.4107596507342	0.00000217166843520932
SENCR	2.47940378111298	0.00000217166843520932
SNORD13	-1.06898640676094	0.00000222191749253582
SMDT1	1.36192873252189	0.00000225312573426962
CCDC86	1.48676829122143	0.00000229563672065578
BLVRB	1.83831928892438	0.00000230092138861167
PAM16	1.78986675070677	0.00000232009782349471
RPL38	0.936120505636044	0.0000024407704603348
ERH	1.20213596059146	0.00000255681921443271
RPL15P3	-1.12112630460074	0.0000026137260189934
MMP1	-0.705351713703751	0.00000267614493444979
ZBTB8OS	1.15209141781389	0.00000267912231893553
SLIRP	1.15934496022163	0.00000292795360116946
LSM10	1.76095730871217	0.00000294900927323393
HADHA	1.10077726948965	0.00000305362589481117
ASNSD1	1.64777383017062	0.00000308755166430414
MED21	1.59611737681642	0.00000309874259549254
DENND10	1.49476930594718	0.00000339537976994797
PTS	1.45148979752311	0.00000343539318935686
POLR2I	1.00164950773569	0.000003530526493102
MPV17	1.52885534059906	0.00000353722414595268
CWC15	1.21679602478686	0.0000036092718682922
POLR2L	1.19593704449857	0.00000373185603718765
RHOBTB2	-4.45029470619196	0.00000376066710060442
CRYBB2P1	2.21934359132497	0.0000039844294851704
PKIG	1.0660381283598	0.00000399892474848147
PXMP4	3.6165285018403	0.00000404518676086438
ACOT8	3.06481548907914	0.00000404518676086438
COL4A1	1.60477866789694	0.00000404518676086438
RPA3	1.22851255979171	0.00000404660334293957
TMEM35B	3.17903737964645	0.00000406808828090318
NAXE	1.28804336796348	0.0000040731446298866
MRPL11	1.14584661374175	0.00000413532700208421
OGFOD2	2.49636939723012	0.0000042611454744584
TIMM10	1.3560926490316	0.00000430873460462385
SERF1B	1.46312773892477	0.00000433694966095254
KRT8	1.23156556024324	0.00000434878725821742
ABRACL	1.54817298529422	0.00000455088987965868
SDHAF3	3.1534342283918	0.00000457193839683208
SNORA19	-3.61756961993383	0.0000046505864561769
NPEPPS	2.06466632009006	0.00000467286715107132
CEP170	-2.54949145129654	0.00000467286715107132
ATP5ME	0.816361577926145	0.00000479410960027483
IER3IP1	1.20562278509089	0.00000518148780055599
CENPX	1.56343353563387	0.00000535684683810573
SNHG25	0.666310632875488	0.00000535684683810573
GABARAPL2	1.50328115706458	0.00000544195339447751
NMNAT3	-2.47639512941444	0.0000058530124745152
ROMO1	0.977731350654492	0.00000589978608577296
MRPS10	2.38115128470457	0.00000608808668518753
MKKS	1.65773653306964	0.00000616747882259391
SOD2	1.38038643922866	0.00000623826972524605
MRPS18A	1.98600412053932	0.00000630696219749442
TMEM141	1.49405503234503	0.00000635559482255825
GNPNAT1	1.49544426034931	0.00000637160168106865
ALG13	2.26848949556488	0.00000637160168106865
H3-3B	1.10183367697348	0.00000637160168106865
EEF1AKMT1	2.03666195374695	0.00000648176487413969
ERG	0.955636641810572	0.00000658828802049869
TINAGL1	0.97981296996574	0.00000695570321341365
PCLAF	1.34035115937641	0.00000709458315219656
TYMS	-1.03959888013866	0.00000711605892819516
ACYP1	1.55461235470268	0.00000718079714022266
ATP6V1G1	0.807044304386075	0.00000755793611381651
GIMAP4	1.10501641158756	0.00000786972374033318
LSM2	1.79346539078038	0.000007965599976695
PAM16	1.87532293673852	0.00000804000376880923
MIF	1.8886298617499	0.00000804512894958241
MIF	1.8978210938954	0.0000080609598281264
GEMIN6	1.91804344227073	0.00000809344115373513
TOX2	1.66013894121439	0.00000818334494233665
NUDT2	1.45075835355336	0.00000818334494233665
PIGF	1.88405460047212	0.00000825774358489074
TROAP	1.82190220815123	0.00000845210800303157
EIF4G2	-0.571066249817816	0.00000860416823669879
NTMT1	1.48536215336717	0.0000091048731250817
GRPEL1	1.05760728783974	0.00000957276572601811
EMC4	0.988328226980141	0.00000979638641555054
0	-1.07567220468218	0.0000100356075594782
HNRNPC	0.767293239351337	0.000010097020009855
RANGRF	1.63477585258953	0.000010125767427605
TIMM13	1.03898786659518	0.0000102176268514629
TEKT4P2	6.21083777645952	0.0000102426654284016
ELAPOR1	6.18153077026477	0.0000106059495107305
LSM2	1.85925359374386	0.0000106703551814988
NSUN5	6.51411090697842	0.0000108860178495173
0	2.76054334714452	0.0000111316691069459
0	-2.35083691064708	0.0000112075239356722
ANPEP	-1.62622811221278	0.0000123075575714264
COX5A	0.91601130757405	0.0000125859880489009
BLOC1S5-TXNDC5	0.742052009082202	0.0000126882313709254
ADGRG1	-1.40185718487971	0.0000127381113947706
MED29	1.59056504828035	0.0000127824695058599
ID1	-1.68380904630715	0.0000127981619184162
TMEM50B	1.60829117618426	0.0000128356209593831
TMEM258	1.13644124683805	0.0000135372762164481
0	1.56186735159636	0.0000138236509994504
SNRNP27	1.27974637011687	0.0000141444950272552
MRPL18	1.46424556184304	0.0000144400825080556
0	2.340252277738	0.0000145187577543376
KBTBD3	2.34246415682028	0.0000154474761940891
UGDH-AS1	-3.26403389088995	0.0000158610736872109
TIMP1	1.13360243751942	0.0000159881917245528
WASHC3	2.57028157790029	0.0000160066363427242
ABCC3	6.10903440934052	0.0000162827150441368
FSIP2	-4.69603088691282	0.0000163307094070949
PRKACB	1.44816249008198	0.0000164624481608953
NCBP2	0.857305213138464	0.0000165122568568661
HLA-C	1.8414354330428	0.0000165924363370339
KLRG1	2.9213087174744	0.0000172284369760235
ST3GAL6	6.29186167398119	0.0000174873626308774
EMP3	1.49783555900943	0.0000175316214027628
RPS10-NUDT3	1.17767438191241	0.0000175348155300304
NPEPPSP2	5.89758218460164	0.0000178010149863103
SULF1	1.17210634757481	0.0000179109598350374
AK1	1.12067798034804	0.000018567474742758
RBX1	1.36629585548421	0.000018860102970285
MIR99AHG	1.21911479072277	0.0000191935593493147
HLA-C	1.78822714767397	0.000019591159011303
SARNP	1.0219612412935	0.0000204082015247219
LINC02687	6.25026899092006	0.0000205948196535018
ETFA	0.88879727381989	0.0000206329399530596
LINC02949	-2.82657496635537	0.0000206329399530596
VCF1	2.10962823866289	0.0000212226357234317
MBOAT7	-2.12396362519192	0.0000212914937143418
IMMP1L	1.2403818409867	0.0000218990298462229
SUMO1	1.02278387287043	0.0000221442568500958
CAMTA1	1.143900817142	0.0000221442568500958
FANCB	2.09957022165563	0.0000222851093684842
PSMD9	1.1979889692055	0.0000230299343410166
RPP21	1.76781499612938	0.0000233961397469884
BOLA2-SMG1P6	1.02483457274823	0.0000242218545935299
MORF4L1	-0.914834916552021	0.0000251877164356496
MIEN1	1.40676323442004	0.000025248302735224
H2AC18	1.72518289275078	0.0000252904974515676
H2AC19	1.72518289275078	0.0000252904974515676
DIPK2B	1.696027281294	0.0000257829147161502
CCT4	-0.984406686286468	0.0000260091314157006
SERF1B	1.31472757922486	0.0000271240515352193
GASK1A	-2.52667606316888	0.000027378990239373
FBXO32	-5.69912974564879	0.0000273936842649662
FTH1	0.728952936184351	0.0000276140732432538
KCNQ1OT1	-2.44053052945785	0.0000276159593768981
PFDN4	1.19577303996272	0.000027707504206422
VTRNA1-2	1.4725926422467	0.0000280487507278767
MRPS6	1.93659498394874	0.0000283191467357041
LSM2	2.02196764374344	0.0000284287583743743
SNRPN	1.2916397771037	0.0000292640090501855
HLA-C	-6.66080297889401	0.0000292640090501855
CDK2AP2	1.28460723249373	0.0000298575962535051
HLA-C	-6.85254866112837	0.0000306217725508104
PRR13	1.29457572852655	0.0000311381747962079
KIAA1328	-2.70334421334936	0.0000325254984529218
0	1.31052023414805	0.0000331948986953605
IFI27L1	1.60797965252656	0.0000333244761261542
TLK1	-2.87562517940269	0.0000340346792854642
IER3	1.31495432594082	0.0000358638890321578
CSTF3	2.17383199039214	0.0000359967817175454
TMEM126B	1.26632230479399	0.0000360320261989077
SELENOH	0.849610587542818	0.0000361075234176064
EEF1D	0.84411373790606	0.0000365472008428721
MRPL57	1.90945571824119	0.0000367910015157818
EIF6	0.773473875995188	0.0000374001790392817
ZNHIT3	1.24744874032608	0.0000387710477175336
0	3.86346142144062	0.0000393744492849908
ARL2	0.885885552781791	0.0000396293545157535
COA8	0.941213926806348	0.0000411980111908149
LPP	-2.61215652356209	0.0000457592380236183
TMEM208	1.73962343486795	0.0000460736903494413
HSPB1	0.671203762859626	0.000046093601963581
COL3A1	-6.33301342546368	0.0000464675624191542
RBIS	1.03767564517887	0.0000465437231578816
RPLP0	0.726819943057345	0.000048391443658234
LAP3	1.19870712596251	0.0000485596882337798
RECQL4	-6.74882069105896	0.0000485596882337798
LYRM4	1.28820146315306	0.0000485668257668508
RPP21	1.6878269684741	0.0000487274431225056
0	1.47764686351905	0.0000492351892940526
STEEP1	2.21410624990236	0.000049397959280409
GSTM3	1.32039828100925	0.0000498286384028563
RFLNA	-5.56489794679445	0.0000504858931649657
UBE2V1	0.924575014776339	0.0000511708014700258
TM2D1	2.63711356561359	0.000051825160649456
COMMD7	-1.6195824371396	0.0000547234284259794
CLDN5	1.28700446558333	0.0000547996756061719
ATP5MF	1.03302052932479	0.0000548234635632197
0	-4.64681849853835	0.0000550445379990746
NDUFA2	1.10803101666145	0.0000554972175529849
RAMAC	2.0251060009358	0.0000556165081225344
PRANCR	5.60101192123328	0.0000556165081225344
RPP21	1.36034264501522	0.000056855976046257
TM2D2	1.57344382505854	0.0000571711789120101
IL33	6.18188332974535	0.0000582687130370729
TP53TG1	2.25502919624196	0.0000588913583967071
UQCR11	1.74598941179636	0.00005899367625392
LINC03060	2.8796354043406	0.0000630235341867754
ARF4	0.755266930771891	0.0000634514382860268
PBX3	-2.59948364915674	0.0000640222598494194
ATP5F1C	0.716540550534781	0.0000659608066760672
LAGE3	1.7348393121012	0.0000659608066760672
ENTPD1	-4.4004819888721	0.0000660160067216854
SYNGR2	1.14105066430494	0.0000661282647408438
LYRM2	0.972526787795746	0.0000664960729024328
FKBP11	0.992449062230417	0.0000666127105489699
CEP15	1.91781825966587	0.0000683856283416196
LINC01873	-4.23203384178732	0.0000687470623802558
CST3	-1.16248176684561	0.0000709900509217769
FMC1	1.23104258527017	0.0000718157709041404
CAV1	0.799142034468929	0.0000739173979087743
SNORA25	-1.70058114836471	0.0000745354639273623
MT1E	-0.759414016166316	0.0000763097452980971
CLN3	-1.44304392380347	0.0000778394408753526
ABLIM3	-2.06938922597041	0.0000798940501237754
EIF3C	-0.812075896734131	0.0000801486550483337
INO80C	1.21928044794791	0.0000808331474357298
IRAK1	-1.18106278331773	0.000081415472822111
Y_RNA	-1.92809240173181	0.0000860588632059868
TPM2	0.916733119778272	0.0000869682865336548
PDZD11	1.21865214363054	0.0000874215116487663
RPS27	0.890050725779787	0.0000889379782983788
SLC27A5	2.7465981655415	0.0000893405944198561
MRPL34	2.77763308160671	0.0000904538881359242
GBP3	-1.48268698468072	0.0000919474253786615
ASAH1	3.39979626973494	0.0000927352847008185
LSM2	1.77509677516121	0.0000927352847008185
TMEM14A	2.03393165676621	0.0000937128843421761
CNPY2	0.824805334856763	0.0000937128843421761
HTRA1	-1.91096096345281	0.0000947364622465345
KCNAB2	3.09247100658056	0.0000955305818493085
0	1.18458395744211	0.0000955305818493085
GPX1	0.680599095388668	0.0000957193541334885
SNORA12	-0.717107675583284	0.0000971942985252252
PTPMT1	1.52102351984178	0.0000982615402343192
RDX	-1.41237300064977	0.000102360930094417
VMA21	1.41034744529473	0.000103582464187115
OXLD1	4.82748024813966	0.000103980844801818
PTPRN2	1.52722212514202	0.000109980536957781
YIPF6	1.76302784057126	0.000110298826993729
ZDHHC6	1.52616789015157	0.000113500895851692
COL1A1	-2.87330912373396	0.000114749885985946
TMEM50B	1.45887812330689	0.000117714332574577
FIS1	0.735232745257079	0.000118282275165409
CZIB	1.28445086242088	0.000119745474287983
FRY	1.63081210415736	0.000120228462468717
0	5.51798153171788	0.000120228462468717
BOLA2B	0.919618180644333	0.000128807570644656
MRPL52	1.33959211655794	0.000128807570644656
MGST1	0.962038401444154	0.000130118191841655
PRR4	5.56186020230923	0.000132408269284514
SHLD1	2.66849139482897	0.000132805826069691
UGGT1	1.90046626754399	0.000135280663019817
JPX	1.12237309252162	0.000135280663019817
PRXL2A	-0.792325821866024	0.000136425483180184
EIF3H	0.921109752361426	0.000137857317440117
MCTS1	1.02080355111234	0.000138176071065125
S100A13	0.966227187974889	0.00013829005387676
Y_RNA	-1.8587377135143	0.000141350164860087
MAB21L3	-2.5029632976025	0.000142137262990402
SORBS2	2.33540424991677	0.000155175394155313
RPP21	1.66651642884094	0.000155515212774487
RWDD1	1.19766540598727	0.000155817927187681
PARAIL	-4.67311687968258	0.000160129485733188
H19	6.99544150920863	0.000162393934835763
BOLA2	0.900090685599338	0.000162393934835763
SAMSN1	-7.26554840901658	0.000164352538441375
TUT1	1.96922462808468	0.000166717673236149
CCL14	1.30401036915497	0.000168952008666508
POP5	1.2020259081203	0.000170380993472492
NSF	2.14007330221223	0.000172616964405391
FKBP3	1.1987847704045	0.000172616964405391
SKA2	0.99936541431561	0.000172616964405391
ZNHIT3	1.12638039417348	0.000172616964405391
GCDH	4.9997043599151	0.000179262431580227
NSG1	6.33849260694039	0.00018270600423759
COPS8	1.29112330354783	0.00018270600423759
IFTAP	1.35903294984264	0.00018353143406856
ADAMTSL3	-3.21230100029183	0.000183860760202608
TAF9	1.50352342108067	0.000188029811957486
SFXN5	2.51218828904996	0.000189426418249078
TMEM256	0.91359130310501	0.000192693301163626
MRPL48	1.25032894182444	0.00019371419457535
SMIM27	0.775786342405635	0.000196379586237695
SSR2	0.792123734839082	0.000197343079410736
RIDA	3.21232295593124	0.000197685591618626
SERF1B	1.23130656297673	0.000197811543736573
CYTL1	5.21556278452044	0.000199730457250323
TMEM256	0.911838429663543	0.000201691349934434
0	5.44230055850395	0.000203961316538829
TMSB4XP2	-2.90438737739863	0.000204917895917885
CAMK2D	5.05732132444976	0.000212937756041758
SLC25A5	1.02275617959817	0.000213994592955037
IFI27L1	1.51263867588242	0.000213994592955037
CARD8	1.14833819559757	0.00021627199782024
MRPL3	-1.19132621901928	0.000220404036609143
GIHCG	1.54991598321961	0.000220404036609143
EFCAB13-DT	5.45226515810775	0.000220404036609143
MRPL50	2.26043948322771	0.000224848876959136
PLAC8	-5.94959998462177	0.000224848876959136
BGN	-0.953263822762422	0.000224848876959136
STAG3L4	5.38807469446417	0.00022568340554547
CRIPT	1.39659496310111	0.000234575104544506
PTPRF	-1.53155599888714	0.000236024914104793
RPL36AP37	0.925163345670661	0.000237503430088738
CCL14	1.31090700370205	0.000238575286849119
SHISA3	5.19492546576871	0.000238957955166943
ENTPD3-AS1	-3.5378735725716	0.000241409507684745
AR	-6.15690827018349	0.000244819556473751
0	-3.35295158046697	0.000245909022946301
RPL7P9	1.29374197267937	0.000250584072202277
CSNK2B	1.18058198720507	0.000250584072202277
0	1.62015140569336	0.000253034147696545
TGFB2	5.36507133081516	0.000256280753287109
TIMM8A	1.19084842469998	0.000256299951465812
COPZ1	1.31113259495803	0.000263361509877702
POLA2	-5.16635763665009	0.000267589858778914
ZNF593	1.43582792695274	0.000267843196701944
RCN1	-0.885842669864805	0.000274060970618051
ZCCHC10	1.05244524495798	0.000274404002661311
NDUFB7	0.997170517049047	0.000282586952535259
FAM200B	1.30612489842252	0.000282586952535259
RPAP2	-2.10162856333709	0.00028284122008033
LINC02762	3.63512971067139	0.000294473325223724
MICA	-4.33095417216121	0.00030000767821963
POLR2H	1.35414384038086	0.000330341585677417
LEPROT	1.04966559486836	0.000333866684255182
TMBIM4	1.16300175618749	0.000334389909544842
COQ4	1.37721964342162	0.000336714768973764
MYC	1.33231318655243	0.000350364047852745
ARL3	1.29755329768357	0.000351521313049268
MTCH1	-0.718205866902586	0.000358560588991661
HLA-DPB1	-6.14017132741918	0.000358560588991661
CLTC	-0.886533274659739	0.000362740116613877
YAE1	2.17285191436194	0.000369505497700003
0	1.19797351786669	0.000375674406900386
LINC01278	4.35802339378583	0.000380145104801721
LINC02482	2.33585666044845	0.000381884741141791
COX19	1.18776918653881	0.000384385382244903
ATP5IF1	1.50325728659635	0.00038476702314165
GSDME	5.40141786573437	0.000387264182884029
SNAPC4	1.40725682220105	0.000389035225252544
AXL	-1.73798067416543	0.000399459665855044
ATP5IF1	1.49996499883389	0.000410554763757598
CTNNB1	-0.885200780696256	0.000411129155988551
PLAAT3	1.11948284315866	0.000411129155988551
MRPS28	1.68138809441296	0.000418515210821532
TIMM10B	1.55475365084937	0.000419537663360172
PDCL3	1.87423090877874	0.000422189092752068
ATRAID	1.19561060819965	0.000426747507484179
ZNF585A	2.30444264450074	0.000434010510276561
PSMB8	2.27071280783791	0.00043738034856977
FAM177A1	1.19112488465479	0.000439702697461396
IDNK	5.01765253539653	0.000445076643125025
