CargaalMaximum Comp. load;"231,80367";N
Deformación por compresión (Extensión)alMaximum Comp. load;"0,07371";mm/mm
EnergíaalMaximum Comp. load;"0,14096";J
Esfuerzo de compresiónalMaximum Comp. load;"23,18037";MPa
ExtensiónalMaximum Comp. load;"3,68563";mm
Extensión por compresiónalMaximum Comp. load;"3,68562";mm
Número de estadoalMaximum Comp. load;1
Punto de datosalMaximum Comp. load;8032
TiempoalMaximum Comp. load;"401,55000";s
Delta;;s
Valor de inicio de detención;"10,00000";mm
Velocidad 1;"0,50000";mm/min
Deformación por compresión (Extensión) distancia inicial;"50,00000";mm

Extensión;Carga;Esfuerzo de compresión;Tiempo;PIP count;Extensión por compresión;Deformación por compresión (Extensión)
(mm);(N);(MPa);(s);;(mm);(mm/mm)
"0,38375";"0,54997";"0,05500";"5,35000";"0,00000";"0,38375";"0,00768"
"0,38422";"0,55090";"0,05509";"5,40000";"0,00000";"0,38422";"0,00768"
"0,38469";"0,55419";"0,05542";"5,45000";"0,00000";"0,38469";"0,00769"
"0,38516";"0,55387";"0,05539";"5,50000";"0,00000";"0,38516";"0,00770"
"0,38563";"0,55323";"0,05532";"5,55000";"0,00000";"0,38563";"0,00771"
"0,38609";"0,55167";"0,05517";"5,60000";"0,00000";"0,38609";"0,00772"
"0,38641";"0,55310";"0,05531";"5,65000";"0,00000";"0,38641";"0,00773"
"0,38688";"0,55606";"0,05561";"5,70000";"0,00000";"0,38688";"0,00774"
"0,38719";"0,55608";"0,05561";"5,75000";"0,00000";"0,38719";"0,00774"
"0,38766";"0,55630";"0,05563";"5,80000";"0,00000";"0,38766";"0,00775"
"0,38797";"0,55720";"0,05572";"5,85000";"0,00000";"0,38797";"0,00776"
"0,38844";"0,55512";"0,05551";"5,90000";"0,00000";"0,38844";"0,00777"
"0,38891";"0,55712";"0,05571";"5,95000";"0,00000";"0,38891";"0,00778"
"0,38938";"0,55865";"0,05586";"6,00000";"0,00000";"0,38938";"0,00779"
"0,38984";"0,55943";"0,05594";"6,05000";"0,00000";"0,38984";"0,00780"
"0,39016";"0,56026";"0,05603";"6,10000";"0,00000";"0,39016";"0,00780"
"0,39062";"0,56050";"0,05605";"6,15000";"0,00000";"0,39062";"0,00781"
"0,39109";"0,55819";"0,05582";"6,20000";"0,00000";"0,39109";"0,00782"
"0,39141";"0,55950";"0,05595";"6,25000";"0,00000";"0,39141";"0,00783"
"0,39188";"0,56176";"0,05618";"6,30000";"0,00000";"0,39188";"0,00784"
"0,39234";"0,56141";"0,05614";"6,35000";"0,00000";"0,39234";"0,00785"
"0,39266";"0,56216";"0,05622";"6,40000";"0,00000";"0,39266";"0,00785"
"0,39312";"0,56113";"0,05611";"6,45000";"0,00000";"0,39312";"0,00786"
"0,39359";"0,56365";"0,05636";"6,50000";"0,00000";"0,39359";"0,00787"
"0,39391";"0,56359";"0,05636";"6,55000";"0,00000";"0,39391";"0,00788"
"0,39437";"0,56470";"0,05647";"6,60000";"0,00000";"0,39438";"0,00789"
"0,39484";"0,56700";"0,05670";"6,65000";"0,00000";"0,39484";"0,00790"
"0,39531";"0,56591";"0,05659";"6,70000";"0,00000";"0,39531";"0,00791"
"0,39563";"0,56593";"0,05659";"6,75000";"0,00000";"0,39563";"0,00791"
"0,39609";"0,56469";"0,05647";"6,80000";"0,00000";"0,39609";"0,00792"
"0,39656";"0,56756";"0,05676";"6,85000";"0,00000";"0,39656";"0,00793"
"0,39703";"0,56791";"0,05679";"6,90000";"0,00000";"0,39703";"0,00794"
"0,39750";"0,56832";"0,05683";"6,95000";"0,00000";"0,39750";"0,00795"
"0,39797";"0,56570";"0,05657";"7,00000";"0,00000";"0,39797";"0,00796"
"0,39844";"0,57143";"0,05714";"7,05000";"0,00000";"0,39844";"0,00797"
"0,39891";"0,57231";"0,05723";"7,10000";"0,00000";"0,39891";"0,00798"
"0,39938";"0,57186";"0,05719";"7,15000";"0,00000";"0,39938";"0,00799"
"0,39969";"0,57202";"0,05720";"7,20000";"0,00000";"0,39969";"0,00799"
"0,40016";"0,57200";"0,05720";"7,25000";"0,00000";"0,40016";"0,00800"
"0,40062";"0,57271";"0,05727";"7,30000";"0,00000";"0,40062";"0,00801"
"0,40109";"0,57329";"0,05733";"7,35000";"0,00000";"0,40109";"0,00802"
"0,40156";"0,57477";"0,05748";"7,40000";"0,00000";"0,40156";"0,00803"
"0,40203";"0,57531";"0,05753";"7,45000";"0,00000";"0,40203";"0,00804"
"0,40234";"0,57502";"0,05750";"7,50000";"0,00000";"0,40234";"0,00805"
"0,40281";"0,57830";"0,05783";"7,55000";"0,00000";"0,40281";"0,00806"
"0,40313";"0,57461";"0,05746";"7,60000";"0,00000";"0,40313";"0,00806"
"0,40359";"0,57468";"0,05747";"7,65000";"0,00000";"0,40359";"0,00807"
"0,40391";"0,57490";"0,05749";"7,70000";"0,00000";"0,40391";"0,00808"
"0,40422";"0,57667";"0,05767";"7,75000";"0,00000";"0,40422";"0,00808"
"0,40469";"0,57535";"0,05753";"7,80000";"0,00000";"0,40469";"0,00809"
"0,40500";"0,57836";"0,05784";"7,85000";"0,00000";"0,40500";"0,00810"
"0,40547";"0,57870";"0,05787";"7,90000";"0,00000";"0,40547";"0,00811"
"0,40578";"0,57909";"0,05791";"7,95000";"0,00000";"0,40578";"0,00812"
"0,40625";"0,58080";"0,05808";"8,00000";"0,00000";"0,40625";"0,00812"
"0,40672";"0,58083";"0,05808";"8,05000";"0,00000";"0,40672";"0,00813"
"0,40703";"0,57924";"0,05792";"8,10000";"0,00000";"0,40703";"0,00814"
"0,40750";"0,58114";"0,05811";"8,15000";"0,00000";"0,40750";"0,00815"
"0,40781";"0,58197";"0,05820";"8,20000";"0,00000";"0,40781";"0,00816"
"0,40828";"0,58208";"0,05821";"8,25000";"0,00000";"0,40828";"0,00817"
"0,40859";"0,58376";"0,05838";"8,30000";"0,00000";"0,40859";"0,00817"
"0,40906";"0,58281";"0,05828";"8,35000";"0,00000";"0,40906";"0,00818"
"0,40953";"0,58266";"0,05827";"8,40000";"0,00000";"0,40953";"0,00819"
"0,40984";"0,58352";"0,05835";"8,45000";"0,00000";"0,40984";"0,00820"
"0,41031";"0,58301";"0,05830";"8,50000";"0,00000";"0,41031";"0,00821"
"0,41063";"0,58418";"0,05842";"8,55000";"0,00000";"0,41063";"0,00821"
"0,41094";"0,58465";"0,05846";"8,60000";"0,00000";"0,41094";"0,00822"
"0,41125";"0,58690";"0,05869";"8,65000";"0,00000";"0,41125";"0,00823"
"0,41156";"0,58499";"0,05850";"8,70000";"0,00000";"0,41156";"0,00823"
"0,41203";"0,58701";"0,05870";"8,75000";"0,00000";"0,41203";"0,00824"
"0,41234";"0,58856";"0,05886";"8,80000";"0,00000";"0,41234";"0,00825"
"0,41297";"0,59125";"0,05913";"8,85000";"0,00000";"0,41297";"0,00826"
"0,41344";"0,59100";"0,05910";"8,90000";"0,00000";"0,41344";"0,00827"
"0,41391";"0,59056";"0,05906";"8,95000";"0,00000";"0,41391";"0,00828"
"0,41438";"0,59113";"0,05911";"9,00000";"0,00000";"0,41438";"0,00829"
"0,41484";"0,59286";"0,05929";"9,05000";"0,00000";"0,41484";"0,00830"
"0,41531";"0,59098";"0,05910";"9,10000";"0,00000";"0,41531";"0,00831"
"0,41578";"0,59339";"0,05934";"9,15000";"0,00000";"0,41578";"0,00832"
"0,41609";"0,59670";"0,05967";"9,20000";"0,00000";"0,41609";"0,00832"
"0,41656";"0,59472";"0,05947";"9,25000";"0,00000";"0,41656";"0,00833"
"0,41688";"0,59424";"0,05942";"9,30000";"0,00000";"0,41688";"0,00834"
"0,41734";"0,59470";"0,05947";"9,35000";"0,00000";"0,41734";"0,00835"
"0,41766";"0,59592";"0,05959";"9,40000";"0,00000";"0,41766";"0,00835"
"0,41813";"0,59689";"0,05969";"9,45000";"0,00000";"0,41813";"0,00836"
"0,41844";"0,59644";"0,05964";"9,50000";"0,00000";"0,41844";"0,00837"
"0,41891";"0,59476";"0,05948";"9,55000";"0,00000";"0,41891";"0,00838"
"0,41938";"0,59858";"0,05986";"9,60000";"0,00000";"0,41938";"0,00839"
"0,41984";"0,59720";"0,05972";"9,65000";"0,00000";"0,41984";"0,00840"
"0,42016";"0,59726";"0,05973";"9,70000";"0,00000";"0,42016";"0,00840"
"0,42063";"0,59875";"0,05987";"9,75000";"0,00000";"0,42063";"0,00841"
"0,42109";"0,59854";"0,05985";"9,80000";"0,00000";"0,42109";"0,00842"
"0,42156";"0,60058";"0,06006";"9,85000";"0,00000";"0,42156";"0,00843"
"0,42203";"0,60144";"0,06014";"9,90000";"0,00000";"0,42203";"0,00844"
"0,42234";"0,60190";"0,06019";"9,95000";"0,00000";"0,42234";"0,00845"
"0,42281";"0,60014";"0,06001";"10,00000";"0,00000";"0,42281";"0,00846"
"0,42328";"0,60120";"0,06012";"10,05000";"0,00000";"0,42328";"0,00847"
"0,42375";"0,60598";"0,06060";"10,10000";"0,00000";"0,42375";"0,00848"
"0,42406";"0,60260";"0,06026";"10,15000";"0,00000";"0,42406";"0,00848"
"0,42453";"0,60561";"0,06056";"10,20000";"0,00000";"0,42453";"0,00849"
"0,42500";"0,60604";"0,06060";"10,25000";"0,00000";"0,42500";"0,00850"
"0,42547";"0,60581";"0,06058";"10,30000";"0,00000";"0,42547";"0,00851"
"0,42594";"0,60851";"0,06085";"10,35000";"0,00000";"0,42594";"0,00852"
"0,42641";"0,60739";"0,06074";"10,40000";"0,00000";"0,42641";"0,00853"
"0,42687";"0,60697";"0,06070";"10,45000";"0,00000";"0,42687";"0,00854"
