Ensayo de Compresion - Specimen_RawData_1
C10: 3.7811, C20: 0.0000, C30: 0.0000 (kPa)
Lambda Stress(kPa)
0.98629912 0.05872700
0.98618615 0.05760368
0.98607073 0.06018101
0.98595530 0.06048906
0.98583988 0.06085105
0.98572446 0.05848577
0.98560904 0.06363565
0.98549361 0.06442006
0.98537819 0.06400763
0.98530206 0.06414664
0.98518664 0.06412113
0.98507367 0.06475240
0.98495825 0.06526644
0.98484283 0.06658968
0.98472741 0.06706742
0.98465128 0.06680150
0.98453585 0.06974230
0.98445727 0.06641979
0.98434430 0.06647509
0.98426572 0.06666750
0.98418959 0.06825296
0.98407417 0.06705887
0.98399804 0.06975811
0.98388261 0.07005538
0.98380648 0.07040030
0.98369106 0.07192796
0.98357564 0.07194647
0.98349951 0.07051303
0.98338409 0.07221081
0.98330796 0.07295044
0.98319253 0.07304063
0.98311640 0.07454307
0.98300098 0.07368162
0.98288556 0.07353835
0.98280943 0.07430442
0.98269401 0.07383807
0.98261542 0.07488191
0.98253929 0.07529777
0.98246316 0.07731037
0.98238703 0.07559109
0.98227161 0.07739395
0.98219548 0.07877805
0.98204077 0.08117775
0.98192534 0.08094406
0.98180992 0.08054009
0.98169450 0.08104156
0.98158153 0.08258279
0.98146611 0.08088828
0.98135069 0.08303828
0.98127456 0.08599758
0.98115914 0.08421361
0.98108055 0.08377687
0.98096758 0.08417925
0.98088900 0.08526519
0.98077358 0.08612383
0.98069745 0.08571419
0.98058202 0.08419989
0.98046660 0.08760986
0.98035363 0.08636445
0.98027505 0.08641124
0.98015963 0.08773458
0.98004666 0.08753654
0.97993124 0.08935156
0.97981582 0.09011044
0.97973969 0.09051496
0.97962426 0.08892999
0.97950884 0.08986756
0.97939342 0.09413162
0.97931729 0.09110188
0.97920187 0.09378239
0.97908644 0.09415575
0.97897102 0.09393906
0.97885560 0.09634120
0.97874018 0.09532892
0.97862721 0.09494262
0.97851179 0.09666475
0.97839637 0.09899397
0.97832024 0.09953118
0.97820481 0.09936760
0.97812623 0.09865405
0.97805010 0.09971803
0.97793468 0.10087602
0.97785855 0.10136818
0.97774312 0.10257038
0.97762770 0.10202267
0.97751228 0.10284963
0.97739931 0.10174895
0.97728389 0.10401243
0.97716847 0.10612369
0.97708988 0.10469660
0.97697692 0.10356941
0.97689833 0.10347188
0.97678536 0.10745560
0.97670678 0.10747371
0.97659136 0.10721133
0.97651523 0.10755963
0.97639980 0.10793028
0.97632367 0.10768117
0.97620825 0.10756148
0.97613212 0.10779374
0.97601670 0.10881478
0.97594057 0.11078459
0.97582515 0.10997848
0.97570972 0.11225512
0.97563360 0.11311939
0.97551817 0.11308819
0.97544204 0.11254496
0.97536346 0.11349774
0.97524804 0.11363569
0.97517191 0.11625357
0.97505648 0.11502898
0.97494106 0.11500646
0.97482809 0.11620368
0.97471267 0.11813013
0.97459725 0.11891705
0.97448183 0.11544167
0.97440570 0.11740784
0.97429028 0.12065883
0.97417485 0.12131167
0.97405943 0.12170642
0.97394401 0.12138074
0.97386788 0.12030418
0.97379175 0.12204642
0.97367633 0.12157854
0.97360020 0.12439601
0.97348477 0.12306572
0.97340619 0.12234474
0.97329322 0.12258826
0.97321464 0.12437341
0.97309921 0.12506060
0.97298625 0.12830660
0.97287083 0.12643479
0.97279224 0.12773919
0.97267927 0.12863026
0.97256385 0.12808218
0.97248527 0.12762784
0.97237230 0.13078270
0.97225688 0.12989717
0.97217829 0.12994881
0.97206532 0.13063490
0.97194990 0.13110750
0.97183448 0.13003596
0.97171906 0.13395999
0.97164293 0.13411806
0.97152750 0.13488278
0.97141208 0.13342096
0.97129666 0.13471769
0.97122053 0.13575358
0.97110511 0.13654435
0.97098969 0.13596069
0.97087426 0.13933095
0.97075884 0.13681476
0.97064587 0.14123915
0.97053045 0.14053113
0.97041503 0.13883973
0.97033644 0.13951071
0.97026031 0.14148427
0.97014489 0.13974006
0.97006876 0.14047314
0.96995334 0.14332596
0.96987721 0.14251768
0.96976179 0.14484725
0.96964637 0.14316550
0.96953094 0.14540590
0.96945481 0.14275658
0.96933939 0.14335915
0.96926326 0.14502944
0.96914784 0.14448122
0.96903242 0.14562312
0.96895629 0.14451459
0.96884086 0.14537317
0.96872544 0.14592196
0.96861002 0.14930079
0.96857318 0.15086049
0.96849460 0.14938027
0.96841847 0.15067723
0.96834234 0.14822503
0.96826621 0.15103371
0.96815079 0.15112179
0.96803536 0.15219097
0.96791994 0.15322455
0.96780452 0.15200445
0.96768910 0.15408927
0.96753684 0.15441840
0.96746071 0.15227730
0.96734528 0.15612789
0.96722986 0.15394549
0.96715373 0.15541698
0.96703831 0.15903638
0.96695972 0.15656010
0.96684676 0.15735400
0.96673134 0.15809435
0.96665275 0.15776375
0.96653978 0.15883966
0.96646120 0.15724713
0.96634578 0.16099604
0.96623281 0.16110074
0.96615422 0.16304609
0.96603880 0.15977173
0.96592583 0.16157874
0.96581041 0.16504284
0.96573183 0.16217237
0.96561886 0.16222393
0.96550344 0.16392365
0.96538802 0.16371013
0.96531189 0.16294801
0.96519646 0.16321936
0.96508104 0.16471552
0.96496562 0.16477512
0.96488949 0.16700876
0.96477407 0.16677736
0.96465864 0.16716258
0.96454322 0.17094728
0.96442780 0.16873410
0.96431238 0.17090637
0.96419941 0.16888783
0.96408399 0.17081307
0.96396857 0.16972759
0.96389244 0.17040068
0.96381385 0.17255172
0.96369843 0.17275104
0.96362230 0.17311574
0.96354617 0.17610220
0.96343075 0.17656494
0.96335462 0.17465978
0.96323919 0.17558875
0.96316306 0.17521429
0.96304764 0.17623972
0.96296906 0.17661222
0.96285609 0.17758498
0.96274067 0.17828453
0.96266454 0.18076679
0.96254912 0.17885549
0.96243369 0.18068830
0.96235756 0.17867052
0.96224214 0.18296309
0.96216356 0.17996989
0.96204813 0.18223224
0.96193517 0.18394995
0.96185658 0.18236282
0.96174116 0.18228825
0.96166503 0.18527689
0.96154961 0.18504393
0.96143418 0.18521486
0.96135806 0.18481395
0.96124263 0.18740732
0.96116650 0.18608480
0.96105108 0.18672938
0.96097495 0.18643380
0.96085953 0.18735018
0.96074411 0.19143320
0.96062868 0.19272591
0.96051326 0.19053647
0.96040029 0.19046145
0.96032171 0.19425145
0.96020874 0.19399187
0.96009332 0.19152269
0.96001473 0.19368970
0.95989931 0.19360506
0.95978635 0.19296881
0.95970776 0.19471438
0.95959234 0.19471725
0.95947937 0.19833888
0.95936395 0.19641412
0.95928536 0.19779074
0.95917240 0.19676026
0.95905697 0.19787501
0.95898084 0.20099409
0.95886542 0.20109247
0.95875000 0.19910730
0.95867141 0.20081544
0.95855845 0.20227970
0.95844303 0.20136269
0.95832760 0.20036715
0.95821218 0.20025552
0.95809676 0.20446558
0.95798134 0.20507950
0.95786591 0.20391779
0.95775049 0.20312364
0.95763752 0.20659733
0.95752210 0.20641505
0.95744352 0.20771821
0.95736739 0.20677508
0.95725196 0.20682007
0.95717583 0.20897986
0.95709971 0.21061495
0.95698428 0.20935747
0.95686886 0.21246884
0.95675344 0.21429525
0.95663802 0.21049588
0.95652259 0.21361470
0.95640963 0.21649753
0.95629420 0.21221899
0.95617878 0.21559839
0.95610265 0.21417568
0.95598723 0.21814773
0.95590864 0.21846147
0.95583251 0.21618362
0.95571709 0.21827807
0.95564096 0.21936014
0.95556483 0.21943865
0.95544941 0.21907190
0.95537328 0.22110445
0.95525786 0.22395613
0.95514244 0.22267320
0.95502701 0.22423338
0.95491159 0.22319485
0.95479617 0.22342070
0.95472004 0.22617504
0.95464391 0.22927762
0.95456778 0.22406454
0.95448919 0.22726207
0.95437623 0.22764475
0.95429764 0.22876749
0.95418222 0.22975048
0.95406680 0.23210964
0.95395383 0.23052298
0.95383841 0.23340404
0.95372299 0.23294908
0.95360756 0.23343462
0.95349214 0.23535657
0.95337672 0.23518009
0.95330059 0.23659756
0.95318517 0.23523728
0.95310904 0.23716792
0.95299361 0.24100276
0.95287819 0.23948575
0.95280206 0.23992772
0.95268664 0.24065546
0.95261051 0.23968812
0.95253193 0.24392143
0.95241896 0.24155315
0.95234037 0.24283758
0.95226424 0.24280078
0.95214882 0.24628373
0.95203340 0.24529765
0.95191798 0.24686722
0.95180501 0.25031427
0.95168959 0.24944969
0.95161100 0.24576229
0.95149804 0.24936473
0.95138261 0.24909993
0.95126719 0.25045946
0.95119106 0.24983145
0.95107564 0.25081719
0.95096022 0.25218473
0.95084479 0.25442883
0.95072937 0.25334754
0.95061395 0.25563434
0.95049853 0.25508257
0.95038310 0.25889589
0.95030697 0.25828511
0.95019155 0.25961589
0.95011542 0.26010694
0.95000000 0.26074327
0.94988458 0.26324420
0.94980845 0.26023972
0.94969303 0.26470864
0.94957760 0.26315046
0.94950147 0.26684872
0.94938605 0.26672959
0.94930992 0.26768769
0.94919450 0.26723913
0.94907908 0.26673001
0.94896365 0.26697484
0.94888752 0.26902418
0.94877210 0.27052483
0.94865668 0.26901936
0.94858055 0.27211589
0.94846513 0.27461160
0.94838900 0.27331659
0.94827358 0.27549127
0.94819745 0.27403194
0.94808202 0.27612817
0.94800589 0.27591556
0.94789047 0.27517225
0.94781434 0.27773782
0.94769892 0.27946929
0.94762279 0.27919591
0.94750737 0.28061538
0.94742878 0.27968376
0.94731582 0.28248757
0.94723723 0.28130515
0.94712181 0.28497226
0.94700639 0.28708200
0.94689342 0.28573356
0.94677800 0.28599266
0.94666257 0.28720251
0.94658644 0.28749922
0.94647102 0.28800862
0.94635560 0.28856973
0.94627947 0.29030916
0.94616405 0.29017872
0.94604862 0.29210421
0.94597250 0.29227073
0.94585707 0.29374647
0.94577849 0.29271167
0.94566552 0.29421370
0.94555010 0.29662115
0.94543468 0.29757770
0.94531925 0.29710979
0.94524312 0.29726711
0.94512770 0.29967307
0.94501228 0.29907560
0.94489686 0.30004852
0.94478143 0.30013264
0.94466601 0.30182974
0.94455059 0.30601030
0.94447446 0.30653757
0.94435904 0.30412019
0.94424361 0.30772143
0.94416749 0.30604136
0.94405206 0.30771935
0.94393664 0.31038809
0.94386051 0.30897551
0.94374509 0.30886879
0.94363212 0.30892660
0.94351670 0.31167151
0.94340128 0.31342513
0.94332269 0.31261520
0.94320972 0.31270695
0.94313114 0.31335260
0.94305501 0.31585893
0.94293959 0.31649185
0.94282417 0.31560083
0.94270874 0.31424520
0.94259578 0.31781378
0.94248035 0.31693150
0.94240177 0.32225739
0.94228880 0.32030868
0.94221022 0.31936142
0.94209479 0.32056101
0.94201866 0.32487027
0.94190324 0.32354039
0.94182711 0.32410763
0.94171169 0.32222778
0.94163556 0.32569252
0.94152014 0.32537750
0.94140472 0.32754676
0.94132859 0.32649744
0.94121316 0.32645741
0.94109774 0.32854846
0.94098232 0.33219415
0.94090619 0.33032014
0.94083006 0.33178818
0.94075393 0.33288662
0.94067534 0.33337417
0.94055992 0.33433808
0.94048379 0.33348662
0.94036837 0.33393512
0.94029224 0.33612320
0.94013998 0.33625763
0.94002456 0.33778709
0.93990914 0.33888706
0.93979371 0.33972072
0.93967829 0.34109472
0.93956287 0.34212521
0.93948674 0.34150558
0.93937132 0.34294750
0.93925589 0.34564977
0.93917976 0.34465271
0.93906434 0.34609375
0.93894892 0.34649703
0.93887279 0.34754911
0.93879666 0.35097548
0.93868124 0.35026379
0.93860511 0.35017539
0.93848969 0.35206041
0.93841356 0.35058376
0.93829813 0.35215134
0.93818271 0.35459230
0.93806729 0.35217605
0.93799116 0.35487105
0.93787574 0.35784180
0.93776031 0.35504916
0.93768418 0.35784577
0.93756876 0.36013884
0.93745334 0.36177223
0.93733792 0.36272050
0.93726179 0.36201496
0.93714637 0.36219286
0.93703094 0.36567331
0.93691552 0.36473000
0.93680010 0.36406063
0.93668468 0.36798428
0.93657171 0.36840169
0.93645629 0.36985267
0.93634086 0.36889227
0.93626228 0.36886986
0.93614931 0.36991948
0.93603389 0.37302766
0.93595776 0.37348446
0.93584234 0.37583957
0.93576375 0.37588491
0.93564833 0.37499276
0.93557220 0.37649138
0.93545678 0.37416433
0.93534136 0.37855070
0.93526523 0.37868214
0.93514980 0.37977961
0.93503438 0.38161957
0.93495825 0.38283491
0.93484283 0.38355589
0.93476670 0.38244067
0.93465128 0.38265801
0.93457515 0.38658640
0.93445972 0.38550623
0.93434430 0.38612406
0.93426817 0.38955608
0.93415275 0.39012209
0.93403733 0.39064530
0.93396120 0.38949631
0.93384578 0.39188686
0.93373035 0.39044871
0.93365422 0.39122676
0.93357809 0.39387154
0.93346267 0.39303017
0.93338654 0.39394413
0.93330796 0.39571762
0.93319253 0.39702351
0.93311640 0.39697408
0.93300098 0.39761503
0.93288556 0.39742955
0.93280943 0.39920281
0.93269401 0.39996246
0.93258104 0.40143827
0.93250246 0.40582352
0.93238703 0.40350017
0.93227161 0.40334807
0.93215864 0.40203950
0.93208006 0.40540139
0.93196709 0.40739459
0.93185167 0.40958192
0.93173625 0.40731921
0.93165766 0.41033883
0.93154470 0.40970217
0.93142927 0.41067198
0.93135069 0.41372432
0.93123772 0.41243269
0.93112230 0.41443906
0.93100688 0.41433668
0.93089145 0.41507580
0.93081532 0.41636774
0.93069990 0.41893354
0.93058448 0.41842274
0.93046906 0.42187971
0.93035363 0.42091841
0.93023821 0.42445063
0.93012525 0.42265804
0.93000982 0.42312360
0.92989440 0.42487113
0.92981582 0.42613421
0.92970285 0.42918943
0.92958743 0.42755738
0.92950884 0.42859063
0.92939587 0.42887799
0.92931729 0.43212563
0.92920187 0.43213983
0.92912574 0.43060280
0.92901031 0.43305171
0.92889735 0.43634932
0.92878193 0.43502301
0.92866650 0.43476543
0.92858792 0.43755211
0.92847495 0.43626959
0.92835953 0.43911442
0.92828094 0.44058599
0.92816798 0.44064254
0.92808939 0.44324075
0.92801326 0.44317050
0.92789784 0.44314927
0.92778242 0.44443264
0.92770629 0.44420982
0.92759086 0.44788125
0.92747544 0.44617412
0.92739931 0.44751778
0.92728389 0.44941795
0.92716847 0.45043718
0.92709234 0.45078960
0.92697692 0.45080965
0.92686149 0.45451960
0.92678536 0.45229897
0.92670923 0.45562111
0.92663310 0.45336690
0.92655452 0.45444521
0.92643910 0.45780613
0.92636297 0.45638131
0.92628684 0.45895728
0.92617141 0.45829120
0.92605599 0.46052560
0.92594057 0.46063729
0.92582515 0.46291308
0.92571218 0.46398925
0.92559676 0.46512306
0.92548134 0.46624813
0.92540521 0.46560139
0.92528978 0.46568695
0.92521365 0.46782823
0.92509823 0.46624941
0.92501965 0.46841428
0.92490668 0.47107645
0.92482809 0.47199066
0.92471267 0.47213440
0.92459725 0.47388215
0.92448428 0.47536058
0.92436886 0.47556288
0.92429273 0.47582754
0.92417731 0.47754023
0.92406189 0.48011310
0.92398330 0.47683253
0.92387033 0.48134643
0.92375491 0.48106699
0.92363949 0.48259242
0.92352407 0.48366208
0.92340864 0.48397263
0.92329322 0.48643286
0.92317780 0.48503176
0.92302554 0.48951136
0.92291012 0.48999790
0.92283399 0.48925810
0.92271857 0.49150543
0.92264244 0.49248425
0.92256385 0.48989830
0.92248772 0.49182047
0.92237230 0.49267694
0.92229617 0.49445531
0.92218075 0.49417450
0.92206532 0.49460939
0.92194990 0.49623954
0.92183448 0.49522627
0.92172151 0.50010588
0.92164293 0.49835490
0.92152750 0.50103558
0.92145138 0.50044730
0.92133595 0.49990509
0.92125982 0.50266497
0.92114440 0.50219827
0.92106827 0.50413316
0.92095285 0.50610500
0.92083743 0.50520076
0.92076130 0.50677322
0.92068517 0.50847991
0.92056974 0.50744111
0.92049361 0.50797909
0.92037819 0.51056262
0.92029961 0.51262823
0.92022348 0.51112379
0.92010806 0.50983307
0.91999263 0.51158360
0.91991650 0.51336400
0.91980108 0.51262769
0.91972495 0.51633075
0.91960953 0.51689572
0.91953340 0.51592934
0.91941798 0.51935696
0.91930255 0.51868739
0.91918713 0.52138357
0.91907171 0.52134328
0.91899558 0.52265948
0.91888016 0.52173803
0.91876473 0.52454160
0.91865177 0.52511460
0.91857318 0.52574067
0.91845776 0.52807311
0.91834479 0.52584475
0.91826621 0.52935483
0.91815079 0.52808106
0.91803782 0.52938244
0.91795923 0.53118112
0.91784627 0.53250696
0.91773084 0.53067187
0.91765226 0.53316528
0.91753929 0.53344314
0.91742387 0.53262211
0.91730845 0.53365234
0.91723232 0.53469682
0.91711690 0.53349903
0.91700147 0.53554190
0.91692289 0.53522809
0.91680992 0.53705407
0.91669450 0.53462604
0.91661837 0.53618023
0.91650295 0.53826343
0.91638752 0.53709950
0.91627210 0.53648803
0.91615668 0.53526603
0.91604126 0.53729804
0.91592583 0.53899498
0.91581041 0.53946224
0.91569499 0.54017184
0.91558202 0.54059845
0.91550344 0.53816962
0.91539047 0.53764350
0.91531189 0.53902650
0.91519646 0.53921758
0.91512033 0.53881343
0.91500491 0.54121850
0.91488949 0.54165981
0.91477407 0.54266898
0.91469794 0.54548857
0.91458251 0.54293114
0.91446709 0.54619424
0.91439096 0.54857005
0.91427554 0.54593791
0.91419941 0.54580063
0.91408399 0.54843597
0.91396857 0.54939320
0.91389244 0.54986481
0.91377701 0.55134728
0.91366159 0.55332156
0.91358546 0.55176558
0.91347004 0.55326394
0.91339391 0.55426035
0.91327849 0.55760100
0.91316306 0.55490405
0.91304764 0.55780187
0.91297151 0.55999782
0.91285609 0.55740145
0.91277996 0.55686323
0.91270383 0.55866689
0.91262525 0.55911044
0.91254912 0.55793893
0.91247299 0.56061686
0.91235756 0.56296184
0.91224214 0.56374857
0.91216601 0.56388476
0.91205059 0.56808560
0.91193517 0.56728095
0.91181974 0.57053113
0.91170678 0.57032725
0.91162819 0.57032803
0.91151277 0.57187048
0.91139735 0.57199779
0.91132122 0.57249089
0.91120580 0.57590452
0.91109037 0.57578998
0.91101424 0.57750537
0.91089882 0.57709951
0.91078585 0.57755186
0.91070727 0.57979714
0.91059185 0.58388924
0.91047642 0.58319172
0.91036346 0.58592897
0.91028487 0.58639372
0.91017191 0.58532367
0.91009332 0.58634512
0.90997790 0.58744232
0.90990177 0.59001858
0.90978635 0.59395611
0.90967092 0.59107328
0.90955796 0.59178886
0.90944253 0.59604018
0.90932711 0.59642950
0.90924853 0.59607907
0.90913556 0.59840407
0.90902014 0.60007114
0.90890472 0.60011114
0.90882859 0.60180355
0.90871316 0.60259005
0.90859774 0.60355055
0.90852161 0.60578958
0.90840619 0.60976867
0.90829077 0.60896136
0.90817534 0.60854399
0.90809921 0.61367534
0.90798379 0.61679757
0.90786837 0.62078110
0.90775295 0.62395961
0.90763752 0.63251592
0.90752210 0.63874982
0.90740668 0.64513124
0.90733055 0.65211917
0.90721513 0.65546567
0.90713900 0.66020654
0.90702358 0.66556379
0.90690815 0.67129230
0.90683202 0.67582319
0.90671660 0.67804705
0.90664047 0.68401685
0.90652505 0.68960808
0.90644892 0.69512040
0.90633350 0.70022900
0.90625737 0.70640951
0.90617878 0.70555393
0.90606582 0.71269677
0.90598723 0.71785491
0.90591110 0.72126047
0.90583497 0.72262249
0.90571955 0.72939457
0.90560413 0.73305574
0.90552800 0.73843467
0.90541257 0.74434257
0.90529715 0.74976124
0.90518173 0.75714561
0.90506631 0.76295789
0.90495088 0.76856209
0.90483792 0.77277892
0.90472250 0.77695126
0.90464637 0.78054518
0.90453094 0.78637570
0.90441552 0.79175051
0.90433694 0.79356441
0.90422397 0.80168041
0.90410855 0.80273382
0.90402996 0.80880550
0.90391699 0.81267441
0.90380157 0.81755518
0.90372299 0.81902718
0.90361002 0.82790992
0.90349460 0.82996560
0.90337917 0.83536970
0.90326375 0.83733313
0.90314833 0.84304822
0.90303291 0.84926479
0.90291749 0.85288275
0.90280452 0.85745832
0.90268910 0.85905487
0.90261051 0.86588660
0.90249754 0.86858829
0.90241896 0.87398397
0.90230354 0.87453953
0.90218811 0.87981519
0.90211198 0.88223680
0.90199656 0.88498183
0.90192043 0.88977424
0.90180501 0.89355521
0.90168959 0.89836433
0.90161346 0.90108756
0.90149804 0.90503857
0.90138261 0.90936714
0.90130648 0.91106797
0.90119106 0.91607778
0.90107564 0.91914456
0.90096267 0.92371028
0.90088409 0.92741362
0.90076866 0.93148125
0.90069253 0.93410005
0.90057711 0.93719558
0.90050098 0.94184424
0.90038556 0.94442835
0.90027014 0.94738167
0.90015472 0.95201916
0.90007859 0.95463433
0.89996316 0.95894936
0.89984774 0.96306606
0.89973232 0.96777318
0.89965619 0.97061572
0.89954077 0.97364523
0.89946464 0.97671660
0.89934921 0.97791338
0.89927308 0.98085232
0.89915766 0.98722066
0.89904224 0.98923650
0.89896611 0.99452103
0.89885069 0.99738901
0.89873527 1.00049422
0.89865914 1.00411019
0.89858301 1.00472254
0.89850442 1.00736667
0.89842829 1.00870872
0.89835216 1.01332344
0.89823674 1.01654776
0.89812132 1.02130474
0.89800589 1.02416635
0.89789047 1.02930640
0.89777750 1.03603824
0.89766208 1.04010164
0.89758350 1.04149402
0.89747053 1.04428847
0.89735511 1.04985697
0.89727652 1.05365669
0.89716356 1.05515423
0.89704813 1.05919583
0.89697200 1.06107977
0.89685658 1.06455464
0.89674116 1.06774200
0.89666257 1.07231522
0.89654961 1.07584760
0.89643418 1.08010459
0.89635560 1.08298908
0.89624263 1.08613419
0.89616405 1.09043313
0.89604862 1.08975269
0.89593566 1.09555450
0.89585707 1.09953205
0.89574165 1.10081353
0.89562868 1.10646467
0.89551326 1.11000984
0.89539784 1.04304584
0.89528242 0.78481786
0.89516699 0.73551096
0.89505157 0.73307058
0.89493615 0.74718645
0.89482318 0.75799984
0.89474460 0.76542503
0.89462917 0.77267003
0.89455305 0.77940831
0.89443762 0.78958189
0.89432220 0.79329352
0.89424607 0.80090953
0.89413065 0.80539446
0.89401523 0.81412306
0.89389980 0.81991102
0.89378684 0.82631180
0.89367141 0.83311666
0.89355599 0.84104567
0.89347986 0.84509395
0.89336444 0.85293810
0.89328831 0.85728626
0.89320972 0.86017957
0.89309430 0.86741587
0.89301817 0.87446045
0.89290275 0.87723360
0.89278733 0.88376406
0.89271120 0.88956578
0.89259578 0.89390894
0.89251965 0.89973296
0.89240422 0.90471755
0.89228880 0.91209617
0.89221267 0.91442978
0.89209725 0.92013564
0.89202112 0.92652423
0.89194499 0.92806587
0.89186640 0.93397777
0.89179028 0.93561619
0.89167485 0.94208997
0.89159872 0.94502176
0.89148330 0.95258364
0.89140717 0.95637664
0.89129175 0.96030569
0.89117633 0.96903468
0.89106090 0.97541001
0.89094548 0.98093759
0.89083006 0.98612208
0.89071709 0.99131606
0.89063851 0.99679113
0.89052308 1.00028852
0.89041012 1.00620242
0.89033153 1.00925975
0.89021611 1.01759881
0.89013998 1.02142939
0.89002456 1.02434447
0.88990914 1.02853450
0.88983301 1.03639276
0.88971758 1.04019032
0.88960216 1.04553833
0.88952603 1.05159736
0.88941061 1.05407592
0.88929764 1.06051121
0.88918222 1.06322336
0.88906680 1.07285942
0.88895138 1.07430294
0.88887525 1.08117469
0.88875982 1.08411807
0.88864440 1.08900805
0.88852898 1.09625763
0.88841356 1.10107980
0.88829813 1.10605478
0.88822200 1.10882292
0.88810658 1.11536084
0.88799116 1.11978079
0.88787574 1.12385095
0.88776031 1.12891706
0.88768418 1.13372400
0.88756876 1.13882009
0.88749263 1.14203679
0.88737721 1.14666879
0.88726179 1.15083775
0.88714882 1.15219792
0.88707024 1.15947475
0.88695481 1.16389156
0.88687868 1.16630205
0.88676326 1.17031211
0.88668713 1.17477793
0.88657171 1.17753929
0.88649558 1.18239203
0.88638016 1.18679470
0.88626473 1.19017655
0.88618861 1.19050318
0.88607318 1.19673975
0.88595776 1.20306364
0.88584234 1.20636881
0.88572692 1.20955986
0.88565079 1.21437267
0.88553536 1.21857264
0.88541994 1.22203575
0.88534381 1.22210853
0.88522839 1.22660499
0.88515226 1.08145522
0.88503684 0.95465741
0.88496071 0.92378854
0.88484528 0.92516275
0.88472986 0.93549553
0.88465373 0.94480133
0.88457760 0.95264358
0.88449902 0.95909267
0.88438360 0.96400646
0.88430747 0.96865517
0.88419204 0.97607745
0.88407908 0.98382340
0.88400049 0.99089558
0.88388507 0.99804597
0.88376965 1.00588844
0.88365668 1.01353800
0.88354126 1.01959343
0.88342583 1.02589730
0.88331041 1.03247371
0.88319499 1.03991126
0.88307957 1.04682271
0.88300344 1.05102986
0.88288802 1.05825270
0.88277259 1.06356327
0.88265717 1.07134668
0.88258104 1.07714525
0.88246562 1.07851923
0.88238949 1.08531496
0.88227407 1.09034493
0.88219794 1.09489069
0.88208251 1.09838795
0.88200639 1.10445411
