transcript_id,q_value
ENST00000704376.1,0.397165131
ENST00000567391.5,0.398252911
ENST00000679243.1,0.398841748
ENST00000549098.5,0.400124735
ENST00000504789.5,0.400124735
ENST00000677669.1,0.400333093
ENST00000514354.5,0.400333093
ENST00000346916.9,0.400333093
ENST00000618112.4,0.400333093
ENST00000460947.1,0.400333093
ENST00000545681.2,0.400333093
ENST00000573553.5,0.400333093
ENST00000676549.1,0.401315973
ENST00000485390.5,0.401315973
ENST00000299166.9,0.405486941
ENST00000312175.7,0.405486941
ENST00000678034.1,0.406550597
ENST00000474648.5,0.406636491
ENST00000422218.5,0.406636491
ENST00000530245.5,0.407611123
ENST00000578379.5,0.408646071
ENST00000405021.7,0.408646071
ENST00000677765.1,0.408860329
ENST00000497035.5,0.409606442
ENST00000646888.1,0.409898784
ENST00000336300.9,0.412219903
ENST00000422447.8,0.41235106
ENST00000476587.1,0.41235106
ENST00000447866.5,0.41235106
ENST00000478193.5,0.41235106
ENST00000697753.1,0.41235106
ENST00000678165.1,0.41235106
ENST00000484481.1,0.41235106
ENST00000545507.6,0.412553169
ENST00000689510.1,0.413474793
ENST00000548898.5,0.416611157
ENST00000356978.9,0.416611157
ENST00000535624.1,0.416628167
ENST00000547798.1,0.416628167
ENST00000508595.6,0.416628167
ENST00000522145.5,0.416628167
ENST00000357385.7,0.424355543
ENST00000478447.1,0.424355543
ENST00000492375.1,0.424355543
ENST00000685575.1,0.426031735
ENST00000558924.1,0.426031735
ENST00000677796.1,0.426415124
ENST00000427641.2,0.426415124
ENST00000396386.7,0.426415124
ENST00000511203.1,0.426415124
ENST00000398602.2,0.426415124
ENST00000451270.7,0.426415124
ENST00000492695.1,0.426415124
ENST00000471291.5,0.426415124
ENST00000477403.1,0.426855072
ENST00000523667.5,0.427041561
ENST00000571941.5,0.431274274
ENST00000532872.5,0.432053931
ENST00000609948.1,0.432053931
ENST00000586277.5,0.432882802
ENST00000527914.5,0.436606388
ENST00000528265.1,0.441433254
ENST00000679267.1,0.446328622
ENST00000679109.1,0.446328622
ENST00000559519.5,0.448618119
ENST00000281141.9,0.450274811
ENST00000569148.1,0.450928248
ENST00000683225.1,0.451290193
ENST00000534355.6,0.453864507
ENST00000369710.8,0.456803655
ENST00000464920.2,0.45769078
ENST00000452404.6,0.45769078
ENST00000395314.8,0.45769078
ENST00000545127.1,0.45769078
ENST00000553066.5,0.45769078
ENST00000549581.5,0.45769078
ENST00000396394.7,0.459135658
ENST00000524606.1,0.459135658
ENST00000673821.1,0.459135658
ENST00000334482.9,0.460702678
ENST00000366721.5,0.462400988
ENST00000482347.1,0.462400988
ENST00000422465.6,0.462400988
ENST00000532359.5,0.462400988
ENST00000648006.3,0.462400988
ENST00000549502.5,0.467124618
ENST00000476826.5,0.467124618
ENST00000447325.5,0.467124618
ENST00000480603.1,0.467269977
ENST00000568319.5,0.467269977
ENST00000509583.1,0.468213138
ENST00000594523.5,0.468213138
ENST00000262746.5,0.472179824
ENST00000599898.5,0.472645527
ENST00000680614.1,0.472645527
ENST00000558243.1,0.472645527
ENST00000529163.5,0.472645527
ENST00000216714.8,0.473488672
ENST00000523707.1,0.473488672
ENST00000554366.5,0.473488672
ENST00000695792.1,0.473488672
ENST00000614288.1,0.479405868
ENST00000367034.5,0.484061316
ENST00000513013.5,0.484061316
ENST00000676613.1,0.484061316
ENST00000677672.1,0.484061316
