gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC	neg_log10_pval	neg_log10_fdr	significance	transcript_label
ENSG00000000419	ENST00000371582.8	0.415005039423704	1	0.519440014332739	1	0.355770538487873	0.334579432501156	-0.0885982835990839	0.284464598151954	0	Not significant	ENSG00000000419:ENST00000371582.8
ENSG00000000419	ENST00000371588.10	0.133754024282098	1	0.714571055875623	1	0.319286676457421	0.330292128987517	0.0488902381381682	0.145954579132852	0	Not significant	ENSG00000000419:ENST00000371588.10
ENSG00000000419	ENST00000466152.5	0.0825732629746199	1	0.773840024742367	1	0.324942785054706	0.335128438511327	0.0445284016255582	0.1113488113488	0	Not significant	ENSG00000000419:ENST00000466152.5
ENSG00000002549	ENST00000226299.9	0.863974151201546	1	0.352628938175842	1	0.20211887127635	0.21767561896608	0.106975797260172	0.452682050589186	0	Not significant	ENSG00000002549:ENST00000226299.9
ENSG00000002549	ENST00000503467.1	9.58170526335016	1	0.00196525788172561	0.125436363643217	0.0659077733053398	0.100821618084653	0.613284478482456	2.70658045329772	0.90157654452392	Not significant	ENSG00000002549:ENST00000503467.1
ENSG00000002549	ENST00000508497.5	5.32706240471452	1	0.0209967460009391	0.488183537492938	0.113131970795951	0.0853543851782215	-0.406469508390357	1.67784800542496	0.311416869934239	Not significant	ENSG00000002549:ENST00000508497.5
ENSG00000002549	ENST00000509583.1	5.45061586680822	1	0.0195614296017703	0.468213137904982	0.101691462727399	0.0750466842283609	-0.438338330059473	1.70859940898235	0.32955640430965	Not significant	ENSG00000002549:ENST00000509583.1
ENSG00000002549	ENST00000512397.1	3.67939403746277	1	0.0550888678015341	0.790593670018791	0.123730796863549	0.0974344818821048	-0.344700300053426	1.25893615325019	0.102046667208979	Not significant	ENSG00000002549:ENST00000512397.1
ENSG00000002549	ENST00000606142.5	0.823561085388064	1	0.364141041294132	1	0.191300253755062	0.205991592694499	0.106746669317703	0.438730370219894	0	Not significant	ENSG00000002549:ENST00000606142.5
ENSG00000002549	ENST00000618908.4	0.86397413816303	1	0.352628941808949	1	0.20211887127635	0.21767561896608	0.106975797260172	0.452682046114685	0	Not significant	ENSG00000002549:ENST00000618908.4
ENSG00000002586	ENST00000381184.6	0.831701750066713	1	0.361780911398406	1	0.0255282674609309	0.0226866438559144	-0.170252429001795	0.441554351497874	0	Not significant	ENSG00000002586:ENST00000381184.6
ENSG00000002586	ENST00000381192.10	0.251166061148979	1	0.616255212166036	1	0.329785655702725	0.334884009185102	0.0221328396181054	0.210239394521406	0	Not significant	ENSG00000002586:ENST00000381192.10
ENSG00000002586	ENST00000482405.7	1.26602995091525	1	0.260512781744784	1	0.0180862785625933	0.0137117389730306	-0.399484038588698	0.584170963707838	0	Not significant	ENSG00000002586:ENST00000482405.7
ENSG00000002586	ENST00000611428.5	0.4324207965401	1	0.510803484782082	1	0.331631491246198	0.340688056865689	0.0388703637437709	0.29174614857294	0	Not significant	ENSG00000002586:ENST00000611428.5
ENSG00000002586	ENST00000624481.4	0.203854209452402	1	0.651627661466307	1	0.265262490299682	0.259846082722072	-0.0297633742976559	0.186000488256721	0	Not significant	ENSG00000002586:ENST00000624481.4
ENSG00000002586	ENST00000645950.1	2.71492812692304	1	0.0994134483033578	1	0.0106372103109673	0.00658625235584342	-0.691590146983545	1.00255486179103	0	Not significant	ENSG00000002586:ENST00000645950.1
ENSG00000002586	ENST00000647297.1	0.480114340025466	1	0.488370529857743	1	0.0190686064169034	0.0215972160423487	0.179645944255793	0.311250550923546	0	Not significant	ENSG00000002586:ENST00000647297.1
ENSG00000002834	ENST00000318008.11	0.00682222044179071	1	0.934172198416967	1	0.515870696795667	0.512923451448428	-0.00826596435411804	0.0295730617471911	0	Not significant	ENSG00000002834:ENST00000318008.11
ENSG00000002834	ENST00000433206.6	0.00682222044179071	1	0.934172198416967	1	0.484129303204333	0.487076548551572	0.00875610312933116	0.0295730617471911	0	Not significant	ENSG00000002834:ENST00000433206.6
ENSG00000003056	ENST00000000412.8	0.0556017961353064	1	0.813587611239603	1	0.394992801151816	0.292905623787977	-0.431390466802979	0.0895956731768092	0	Not significant	ENSG00000003056:ENST00000000412.8
ENSG00000003056	ENST00000536844.5	0.0137131158262491	1	0.906778421553391	1	0.35099884018557	0.514248006895066	0.550998033809023	0.0424988232519543	0	Not significant	ENSG00000003056:ENST00000536844.5
ENSG00000003056	ENST00000539143.5	0.018136446364224	1	0.892871509379406	1	0.254008358662614	0.192846369316958	-0.39742398772978	0.0492110347088974	0	Not significant	ENSG00000003056:ENST00000539143.5
ENSG00000003402	ENST00000309955.8	2.81209380685232	1	0.0935561952990556	0.997632167703022	0.18415665477431	0.126225490196078	-0.544930252009177	1.0289274481949	0.00102955589009239	Not significant	ENSG00000003402:ENST00000309955.8
ENSG00000003402	ENST00000341222.10	0.471906584228236	1	0.492111355834138	1	0.117620125456315	0.122222222222222	0.0553716827701717	0.307936613183353	0	Not significant	ENSG00000003402:ENST00000341222.10
ENSG00000003402	ENST00000440180.5	0.0450572882682536	1	0.831898722479206	1	0.104382345025567	0.113398692810458	0.119526291253378	0.0799295426343877	0	Not significant	ENSG00000003402:ENST00000440180.5
ENSG00000003402	ENST00000470178.6	2.12345330089101	1	0.145059148547163	1	0.13444597028521	0.119580610021786	-0.169043038615427	0.838454876042575	0	Not significant	ENSG00000003402:ENST00000470178.6
