Gene name	fold change	p-value
LINC00702	4.69504273828488	0.00000444679912748267
MT1E	1.43351813751017	0.000145988698197719
CLU	-1.19103764021042	0.000959731322455637
MMRN1	-1.39450232769638	0.000959731322455637
MX1	6.4572783355797	0.00157496131321798
IFI27	1.90571503470192	0.0018443139637597
IFI27	1.94064285511094	0.001873832512262
NDRG1	-2.33097845797402	0.00225158790923731
CCL2	2.19954715716948	0.00225158790923731
RPL34	2.47115011259416	0.00225158790923731
RPS27A	2.81624906028734	0.00225158790923731
NCBP2	0.725206769407167	0.00277736685151774
MT1X	1.73260530953632	0.00277736685151774
PALS2	-5.77531489698442	0.00615063749454036
MT2A	1.10795571361608	0.00615063749454036
ATP8A2	5.75077312346028	0.00615063749454036
DHRS3	1.9986338959996	0.00615063749454036
MAOA	-5.85326425723573	0.00615063749454036
FTLP3	-1.62845730377866	0.00615063749454036
FKBP2	1.43538875372922	0.0131269850792402
ING3	3.38496412830728	0.0157545430735078
EPS8L1	1.57290140992541	0.0157545430735078
ANXA3	1.84711154005891	0.0157545430735078
IFITM1	2.04755810077614	0.0157545430735078
LNCEGFL7OS	1.99241442699219	0.0199194238815394
NDUFV3	1.91983163896563	0.0227844137631231
0	1.51555107390886	0.0232754851781972
PLAC8	2.25828966394304	0.027521544406692
MSMP	1.73399861693895	0.0288954073371671
RBM8A	1.60903432703898	0.031737396767799
KRT7	1.44402169513911	0.0324271010172496
SCRN3	-3.7821048951366	0.0324271010172496
BBIP1	2.58560189637518	0.0324271010172496
0	1.92646430578137	0.0324271010172496
NUBPL	-3.57789472105049	0.0326234206694526
TULP3	-1.69189927636681	0.034297970708746
PACS2	-2.72721996406635	0.0359939125998434
KMT2A	-1.85650139868303	0.0409288268831264
IMMP1L	1.24139733345918	0.0409522682307726
IP6K2	2.20627467440733	0.0417391287286923
SLC12A9	3.27038743726041	0.0417391287286923
LYPLAL1	2.35641200779682	0.0430058932556715
FRYL	-1.62885084718122	0.0442113272817707
0	3.19593104846746	0.0442113272817707
LSM5	1.49881825481827	0.0447567236793708
HSPE1	1.27306557893509	0.0447567236793708
ENY2	1.58031256149671	0.0447567236793708
NAA80	-5.97356469433903	0.0447567236793708
SNU13	1.45162662413719	0.0478018365261383
TXNDC17	1.11105078100161	0.0478018365261383
EIF4E3	-5.87114303256383	0.0479769852964919
MRPL14	1.71106003745629	0.0479769852964919
MRPL22	1.70936955286104	0.0482960821185668
COA4	1.61276645628867	0.0555003398259469
VPS29	1.73965262254225	0.0570487078423506
NDUFA5	1.02155264300121	0.0575427227941061
KPNA5	-2.53215794561298	0.0575427227941061
FN1	-0.688797866728041	0.0582301516421467
NDUFAF4	2.32087761979798	0.0582301516421467
GPR108	-2.17735992595814	0.0582301516421467
RPAIN	1.60715036617983	0.0582301516421467
SMAD6	-4.45636730648982	0.0582301516421467
PTTG1	1.98598340576705	0.0582301516421467
HOPX	1.93949819428871	0.0582301516421467
