Reference	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENST00000633731.1	RPS17	197.0	305.0	367.0	875.0	606.0	1283.0	447.0	1037.0	949.0	814.0	991.0	1087.0	1137.0	1082.0	1261.0
ENST00000448864.6	RPL35A	187.0	296.0	352.0	864.0	581.0	1196.0	434.0	992.0	897.0	768.0	950.0	1040.0	1075.0	1061.0	1193.0
MSTRG.22510.2	MSTRG.22510	220.0	184.0	286.0	410.0	499.0	355.0	428.0	320.0	362.0	267.0	319.0	294.0	334.0	375.0	416.0
ENST00000326092.8	RPL21	159.0	256.0	364.0	1241.0	600.0	1797.0	427.0	1495.0	1337.0	1074.0	1488.0	1521.0	1830.0	1756.0	1980.0
ENST00000584164.6	RPL26	184.0	255.0	347.0	845.0	573.0	1297.0	421.0	1102.0	959.0	810.0	1046.0	1144.0	1277.0	1210.0	1370.0
ENST00000425542.5	LGALS1	255.0	335.0	374.0	794.0	610.0	1208.0	419.0	897.0	764.0	694.0	843.0	765.0	759.0	805.0	986.0
ENST00000362400.1	RNA5S12	721.0	520.0	486.0	164.0	295.0	190.0	418.0	643.0	693.0	814.0	718.0	408.0	319.0	496.0	352.0
ENST00000363040.1	RNA5S10	668.0	572.0	502.0	237.0	317.0	285.0	418.0	574.0	700.0	767.0	739.0	476.0	319.0	464.0	387.0
ENST00000339471.8	RPS16	185.0	283.0	352.0	915.0	619.0	1386.0	417.0	1109.0	980.0	866.0	1028.0	1120.0	1205.0	1156.0	1338.0
MSTRG.21872.10	MSTRG.21872	280.0	236.0	312.0	598.0	457.0	520.0	416.0	370.0	390.0	323.0	452.0	499.0	353.0	471.0	579.0
ENST00000427805.6	RPL36A	211.0	323.0	374.0	760.0	574.0	1005.0	416.0	904.0	840.0	738.0	875.0	987.0	973.0	960.0	1068.0
ENST00000408175.1	SNORA11B	271.0	250.0	392.0	185.0	344.0	184.0	416.0	119.0	90.0	222.0	234.0	216.0	126.0	153.0	86.0
ENST00000429985.1	OST4	210.0	351.0	374.0	780.0	549.0	1076.0	416.0	941.0	836.0	743.0	907.0	956.0	966.0	934.0	1009.0
ENST00000496817.5	S100A6	244.0	366.0	391.0	828.0	583.0	1152.0	412.0	992.0	923.0	789.0	964.0	896.0	943.0	946.0	1066.0
ENST00000540641.1	ENSG00000256148	524.0	541.0	440.0	156.0	217.0	149.0	408.0	40.0	98.0	167.0	110.0	93.0	62.0	118.0	64.0
ENST00000416931.1	MTND1P23	507.0	411.0	377.0	556.0	477.0	442.0	405.0	434.0	407.0	339.0	397.0	422.0	309.0	357.0	349.0
ENST00000358435.9	TOMM7	231.0	306.0	380.0	797.0	546.0	992.0	398.0	1093.0	1004.0	846.0	1018.0	1133.0	1098.0	1089.0	1232.0
ENST00000362464.1	RNA5S11	819.0	572.0	565.0	173.0	328.0	228.0	397.0	633.0	680.0	751.0	718.0	499.0	274.0	512.0	340.0
ENST00000365055.1	RNA5S15	783.0	582.0	376.0	264.0	415.0	171.0	397.0	742.0	621.0	741.0	675.0	438.0	319.0	527.0	411.0
ENST00000584577.5	RPL38	234.0	311.0	335.0	704.0	511.0	789.0	392.0	650.0	626.0	542.0	637.0	705.0	679.0	703.0	795.0
ENST00000577222.5	RPL36	192.0	293.0	327.0	677.0	534.0	883.0	391.0	777.0	706.0	623.0	736.0	837.0	821.0	820.0	920.0
ENST00000619253.1	NDUFA3	207.0	309.0	320.0	669.0	516.0	775.0	391.0	775.0	716.0	611.0	777.0	884.0	846.0	851.0	905.0
ENST00000612327.1	NDUFA3	214.0	310.0	345.0	691.0	520.0	762.0	391.0	759.0	741.0	634.0	761.0	885.0	817.0	838.0	918.0
ENST00000617282.1	NDUFA3	210.0	317.0	309.0	664.0	541.0	774.0	390.0	757.0	725.0	632.0	776.0	879.0	858.0	816.0	946.0
ENST00000613276.1	NDUFA3	196.0	305.0	314.0	690.0	531.0	784.0	390.0	764.0	731.0	631.0	773.0	876.0	782.0	854.0	919.0
ENST00000630092.1	SNORD3D	345.0	270.0	318.0	419.0	463.0	365.0	387.0	563.0	421.0	434.0	495.0	365.0	308.0	395.0	351.0
ENST00000365387.1	RNA5S16	730.0	478.0	486.0	301.0	404.0	180.0	387.0	633.0	641.0	736.0	711.0	476.0	411.0	417.0	329.0
ENST00000618338.1	NDUFA3	204.0	307.0	340.0	661.0	532.0	756.0	387.0	737.0	721.0	621.0	777.0	881.0	782.0	837.0	908.0
ENST00000533498.1	RPL38	228.0	305.0	338.0	691.0	505.0	776.0	385.0	638.0	617.0	537.0	623.0	694.0	669.0	689.0	776.0
ENST00000586895.6	UBL5	196.0	287.0	357.0	709.0	507.0	913.0	384.0	840.0	764.0	604.0	792.0	844.0	807.0	808.0	901.0
ENST00000558397.1	RPS17	189.0	261.0	308.0	739.0	492.0	1034.0	381.0	817.0	769.0	672.0	800.0	844.0	886.0	855.0	999.0
ENST00000621307.1	NDUFA3	206.0	312.0	328.0	706.0	529.0	750.0	380.0	770.0	719.0	630.0	761.0	903.0	810.0	824.0	939.0
ENST00000384333.1	Y_RNA	433.0	423.0	248.0	144.0	185.0	75.0	379.0	167.0	140.0	171.0	119.0	68.0	103.0	124.0	79.0
ENST00000619966.1	NDUFA3	203.0	328.0	318.0	666.0	508.0	765.0	376.0	736.0	725.0	630.0	770.0	889.0	824.0	838.0	916.0
MSTRG.28405.3	MSTRG.28405	181.0	291.0	332.0	689.0	519.0	918.0	374.0	823.0	763.0	669.0	797.0	896.0	889.0	880.0	972.0
ENST00000371437.5	NDUFA1	209.0	289.0	333.0	694.0	494.0	865.0	371.0	821.0	735.0	634.0	780.0	779.0	850.0	790.0	885.0
ENST00000450116.6	RPS21	273.0	283.0	348.0	608.0	480.0	704.0	368.0	598.0	548.0	478.0	546.0	601.0	552.0	621.0	685.0
ENST00000642806.1	RNA5S16	712.0	488.0	408.0	273.0	306.0	218.0	366.0	673.0	693.0	793.0	802.0	461.0	456.0	512.0	340.0
ENST00000365651.1	RNA5S7	757.0	488.0	565.0	292.0	404.0	161.0	366.0	633.0	661.0	819.0	711.0	469.0	365.0	520.0	305.0
ENST00000610406.1	NDUFA3	209.0	310.0	304.0	695.0	531.0	757.0	364.0	745.0	734.0	602.0	755.0	877.0	826.0	837.0	934.0
ENST00000690366.2	ENSG00000289474	355.0	180.0	224.0	289.0	145.0	48.0	364.0	70.0	40.0	117.0	129.0	170.0	93.0	209.0	84.0
ENST00000361227.2	MT-ND3	333.0	357.0	320.0	474.0	441.0	363.0	359.0	319.0	296.0	242.0	258.0	276.0	345.0	281.0	331.0
ENST00000364718.1	RNA5S2	730.0	634.0	455.0	283.0	317.0	104.0	356.0	781.0	700.0	725.0	647.0	499.0	274.0	622.0	470.0
ENST00000644406.1	RNA5S3	828.0	520.0	455.0	255.0	328.0	237.0	356.0	742.0	700.0	730.0	598.0	484.0	319.0	567.0	399.0
ENST00000372360.9	RPS24	203.0	257.0	328.0	717.0	526.0	1048.0	355.0	885.0	793.0	687.0	824.0	864.0	940.0	905.0	1025.0
ENST00000360830.9	RPS24	200.0	254.0	324.0	707.0	520.0	1036.0	352.0	876.0	785.0	681.0	815.0	854.0	926.0	895.0	1014.0
ENST00000221975.6	RPS19	143.0	232.0	298.0	766.0	509.0	1147.0	347.0	1005.0	903.0	762.0	980.0	1041.0	1181.0	1069.0	1230.0
ENST00000532004.5	RPLP2	313.0	273.0	262.0	512.0	460.0	576.0	347.0	464.0	449.0	399.0	417.0	476.0	487.0	419.0	521.0
ENST00000270625.7	RPS11	180.0	247.0	302.0	785.0	520.0	1248.0	345.0	895.0	746.0	662.0	792.0	891.0	1028.0	946.0	1020.0
ENST00000363511.1	RNA5S4	739.0	447.0	502.0	228.0	426.0	247.0	345.0	564.0	628.0	767.0	788.0	544.0	502.0	583.0	399.0
ENST00000362467.1	RNA5S3	685.0	592.0	471.0	255.0	415.0	152.0	345.0	712.0	667.0	720.0	788.0	537.0	182.0	567.0	423.0
ENST00000362526.1	RNA5S5	766.0	644.0	502.0	273.0	339.0	218.0	345.0	623.0	700.0	704.0	830.0	491.0	502.0	496.0	411.0
MSTRG.14542.1	MSTRG.14542	950.0	804.0	726.0	359.0	476.0	341.0	343.0	738.0	754.0	812.0	707.0	363.0	394.0	359.0	316.0
ENST00000322028.5	POLR2L	159.0	265.0	295.0	655.0	454.0	785.0	339.0	651.0	631.0	521.0	626.0	658.0	624.0	628.0	724.0
ENST00000365487.1	Y_RNA	326.0	89.0	270.0	127.0	164.0	92.0	338.0	53.0	56.0	39.0	83.0	16.0	98.0	101.0	50.0
ENST00000567300.1	MT2A	309.0	226.0	228.0	577.0	406.0	426.0	334.0	97.0	120.0	92.0	95.0	125.0	153.0	151.0	179.0
ENST00000647248.2	RPL35A	145.0	229.0	272.0	660.0	443.0	909.0	333.0	758.0	686.0	587.0	725.0	793.0	818.0	808.0	906.0
ENST00000602140.1	RPS28	181.0	275.0	297.0	525.0	447.0	690.0	331.0	668.0	632.0	546.0	627.0	701.0	646.0	626.0	721.0
MSTRG.13532.9	MSTRG.13532	161.0	246.0	274.0	570.0	448.0	746.0	329.0	655.0	596.0	525.0	622.0	707.0	695.0	693.0	778.0
ENST00000363473.1	RNA5S8	757.0	478.0	471.0	283.0	251.0	209.0	324.0	791.0	700.0	715.0	675.0	423.0	365.0	457.0	364.0
ENST00000363500.1	RNA5S17	801.0	478.0	518.0	210.0	339.0	209.0	324.0	613.0	680.0	814.0	704.0	461.0	274.0	527.0	329.0
ENST00000507980.1	RPS23	137.0	214.0	274.0	647.0	458.0	956.0	323.0	823.0	732.0	640.0	771.0	821.0	956.0	854.0	998.0
ENST00000319826.8	RPL21	120.0	194.0	275.0	939.0	455.0	1361.0	323.0	1132.0	1012.0	813.0	1127.0	1152.0	1386.0	1330.0	1499.0
ENST00000392994.7	RPL36A	153.0	247.0	280.0	589.0	444.0	784.0	321.0	704.0	655.0	573.0	682.0	767.0	766.0	752.0	832.0
ENST00000477624.1	TMA7	161.0	258.0	282.0	620.0	425.0	764.0	320.0	672.0	638.0	526.0	668.0	715.0	729.0	699.0	816.0
ENST00000394077.8	RPL24	136.0	190.0	283.0	782.0	493.0	1264.0	319.0	1027.0	895.0	762.0	944.0	1003.0	1232.0	1109.0	1259.0
ENST00000594493.1	RPS11	163.0	226.0	280.0	730.0	480.0	1161.0	316.0	833.0	694.0	614.0	737.0	829.0	950.0	880.0	944.0
ENST00000593863.5	RPS19	130.0	206.0	269.0	681.0	457.0	1022.0	313.0	899.0	808.0	681.0	877.0	931.0	1058.0	950.0	1101.0
ENST00000215754.8	MIF	40.0	133.0	268.0	174.0	401.0	614.0	312.0	724.0	751.0	620.0	617.0	310.0	143.0	208.0	705.0
MSTRG.5190.1	MSTRG.5190	249.0	256.0	292.0	442.0	401.0	495.0	310.0	500.0	485.0	431.0	480.0	519.0	450.0	503.0	551.0
MSTRG.28405.4	MSTRG.28405	147.0	237.0	268.0	553.0	425.0	744.0	310.0	675.0	622.0	543.0	646.0	730.0	706.0	720.0	791.0
ENST00000337003.4	ATP5MK	167.0	218.0	265.0	586.0	398.0	678.0	307.0	617.0	561.0	472.0	603.0	609.0	592.0	621.0	719.0
ENST00000644915.1	RNA5S1	632.0	676.0	518.0	219.0	372.0	209.0	303.0	593.0	648.0	809.0	760.0	438.0	274.0	472.0	364.0
ENST00000397416.1	ROMO1	200.0	241.0	283.0	520.0	397.0	553.0	302.0	547.0	497.0	430.0	509.0	514.0	539.0	561.0	565.0
ENST00000517242.1	SNORA31B	218.0	184.0	194.0	226.0	232.0	132.0	299.0	16.0	25.0	33.0	22.0	17.0	14.0	26.0	21.0
ENST00000493224.5	RPS27	178.0	214.0	274.0	429.0	372.0	565.0	294.0	493.0	422.0	374.0	476.0	487.0	472.0	517.0	565.0
ENST00000600467.6	RPS19	121.0	196.0	252.0	648.0	430.0	971.0	294.0	851.0	765.0	646.0	830.0	882.0	1001.0	906.0	1042.0
MSTRG.27742.1	MSTRG.27742	227.0	375.0	225.0	342.0	444.0	273.0	293.0	305.0	367.0	287.0	259.0	286.0	304.0	212.0	197.0
ENST00000449223.3	RPS28	167.0	245.0	268.0	463.0	389.0	604.0	293.0	587.0	551.0	480.0	550.0	612.0	565.0	553.0	633.0
ENST00000552361.1	RPS26	126.0	212.0	254.0	586.0	423.0	798.0	288.0	746.0	666.0	584.0	716.0	750.0	792.0	766.0	872.0
ENST00000362482.1	RNA5S1	801.0	561.0	549.0	228.0	393.0	180.0	282.0	663.0	746.0	798.0	746.0	461.0	228.0	520.0	364.0
MSTRG.124.6	MSTRG.124	252.0	211.0	357.0	291.0	340.0	793.0	280.0	300.0	331.0	293.0	258.0	428.0	455.0	298.0	234.0
ENST00000435275.5	RPS24	156.0	198.0	254.0	569.0	413.0	829.0	279.0	702.0	627.0	545.0	654.0	690.0	756.0	725.0	824.0
ENST00000264258.8	RPL31	143.0	211.0	246.0	491.0	376.0	692.0	278.0	607.0	556.0	484.0	582.0	617.0	627.0	622.0	710.0
ENST00000439590.6	RPL38	182.0	228.0	255.0	507.0	360.0	548.0	275.0	453.0	447.0	394.0	448.0	492.0	479.0	500.0	565.0
ENST00000646449.2	RPS26	120.0	202.0	243.0	561.0	404.0	764.0	274.0	713.0	636.0	558.0	684.0	717.0	757.0	733.0	834.0
ENST00000248566.4	SEM1	131.0	218.0	243.0	533.0	370.0	702.0	272.0	629.0	566.0	482.0	612.0	656.0	727.0	660.0	713.0
MSTRG.6406.2	MSTRG.6406	119.0	198.0	238.0	549.0	396.0	744.0	271.0	705.0	625.0	547.0	669.0	704.0	745.0	720.0	819.0
ENST00000454893.1	SNRPG	122.0	178.0	206.0	588.0	367.0	711.0	270.0	561.0	494.0	424.0	532.0	599.0	594.0	620.0	706.0
ENST00000517682.6	COX6C	133.0	194.0	239.0	532.0	357.0	693.0	270.0	697.0	611.0	500.0	653.0	678.0	701.0	704.0	750.0
MSTRG.1350.1	MSTRG.1350	361.0	273.0	289.0	258.0	309.0	132.0	270.0	113.0	241.0	162.0	167.0	148.0	168.0	142.0	154.0
ENST00000590864.2	RPL27	156.0	200.0	228.0	481.0	359.0	658.0	270.0	573.0	538.0	453.0	530.0	596.0	585.0	612.0	691.0
ENST00000297564.6	COX6C	131.0	193.0	239.0	531.0	355.0	691.0	268.0	694.0	609.0	496.0	648.0	672.0	697.0	702.0	748.0
ENST00000698398.1	PET100	154.0	199.0	240.0	444.0	321.0	507.0	267.0	392.0	359.0	304.0	369.0	441.0	401.0	389.0	419.0
MSTRG.124.4	MSTRG.124	284.0	244.0	355.0	280.0	345.0	792.0	262.0	324.0	333.0	293.0	227.0	428.0	480.0	293.0	237.0
ENST00000394332.5	RPL23	127.0	185.0	242.0	527.0	345.0	765.0	261.0	577.0	508.0	449.0	533.0	560.0	588.0	566.0	647.0
ENST00000272348.7	SNRPG	121.0	175.0	201.0	564.0	360.0	692.0	260.0	545.0	482.0	411.0	521.0	578.0	590.0	601.0	690.0
ENST00000504293.5	RPS23	122.0	183.0	226.0	514.0	365.0	744.0	259.0	629.0	568.0	493.0	593.0	642.0	738.0	653.0	761.0
ENST00000684430.2	COX7A2	115.0	174.0	196.0	493.0	373.0	693.0	259.0	597.0	516.0	460.0	573.0	587.0	607.0	610.0	682.0
ENST00000384360.1	SNORA7B	258.0	159.0	307.0	264.0	233.0	178.0	258.0	345.0	278.0	342.0	329.0	290.0	350.0	342.0	280.0
ENST00000247655.4	COX7C	134.0	211.0	232.0	478.0	326.0	636.0	258.0	550.0	529.0	444.0	506.0	591.0	601.0	570.0	634.0
ENST00000312037.6	RPS14	122.0	175.0	211.0	547.0	367.0	820.0	257.0	668.0	581.0	502.0	625.0	678.0	721.0	709.0	816.0
ENST00000464716.6	RPS24	123.0	182.0	238.0	536.0	394.0	833.0	257.0	701.0	627.0	543.0	652.0	686.0	739.0	717.0	810.0
ENST00000617122.1	NDUFB1	150.0	199.0	224.0	439.0	337.0	480.0	255.0	488.0	454.0	372.0	487.0	533.0	487.0	523.0	560.0
ENST00000645440.1	RPS24	120.0	176.0	231.0	531.0	389.0	819.0	254.0	698.0	625.0	535.0	648.0	681.0	747.0	718.0	814.0
ENST00000361436.10	RPL12	136.0	191.0	234.0	668.0	395.0	1143.0	254.0	957.0	824.0	703.0	883.0	920.0	1098.0	995.0	1134.0
ENST00000579649.5	RPL36	152.0	207.0	242.0	429.0	345.0	552.0	254.0	511.0	467.0	418.0	483.0	530.0	524.0	530.0	581.0
ENST00000468844.1	RPL39	141.0	197.0	225.0	452.0	350.0	559.0	254.0	492.0	449.0	375.0	460.0	504.0	506.0	513.0	575.0
ENST00000613119.1	U2	184.0	209.0	292.0	198.0	171.0	167.0	253.0	89.0	132.0	136.0	92.0	68.0	115.0	111.0	112.0
ENST00000605997.6	NDUFB1	148.0	197.0	221.0	434.0	333.0	475.0	252.0	483.0	449.0	368.0	482.0	527.0	482.0	517.0	554.0
ENST00000562017.1	MT2A	152.0	163.0	168.0	491.0	325.0	504.0	252.0	123.0	121.0	99.0	116.0	145.0	158.0	170.0	196.0
ENST00000709293.1	SNHG9	160.0	169.0	220.0	407.0	309.0	435.0	245.0	418.0	422.0	334.0	402.0	414.0	497.0	459.0	471.0
ENST00000589880.1	UQCR11	47.0	140.0	209.0	247.0	317.0	494.0	245.0	535.0	537.0	433.0	484.0	410.0	208.0	317.0	544.0
ENST00000531523.3	SNHG9	160.0	169.0	220.0	407.0	309.0	435.0	245.0	419.0	422.0	334.0	403.0	414.0	497.0	459.0	471.0
ENST00000625101.1	ENSG00000279337	84.0	98.0	106.0	176.0	226.0	295.0	245.0	490.0	636.0	425.0	450.0	606.0	452.0	926.0	847.0
ENST00000520998.1	RPL30	163.0	227.0	202.0	149.0	197.0	72.0	244.0	106.0	126.0	156.0	126.0	118.0	111.0	115.0	91.0
ENST00000369815.6	ATP5MK	131.0	172.0	210.0	467.0	316.0	544.0	243.0	491.0	446.0	375.0	481.0	485.0	474.0	496.0	575.0
ENST00000358666.7	UBL5	120.0	182.0	223.0	450.0	329.0	593.0	243.0	542.0	495.0	391.0	511.0	538.0	520.0	519.0	593.0
ENST00000580261.6	RPL17	98.0	146.0	214.0	634.0	357.0	1092.0	242.0	905.0	743.0	634.0	840.0	823.0	1054.0	958.0	1099.0
ENST00000591804.6	RPS15	30.0	108.0	224.0	163.0	314.0	417.0	242.0	443.0	496.0	407.0	384.0	263.0	170.0	209.0	450.0
ENST00000509698.6	COX7A2	106.0	160.0	180.0	455.0	343.0	639.0	239.0	551.0	476.0	424.0	528.0	541.0	560.0	563.0	630.0
ENST00000704284.1	RPL24	101.0	141.0	210.0	582.0	367.0	942.0	237.0	765.0	667.0	567.0	704.0	747.0	918.0	827.0	938.0
ENST00000245857.9	RPL23	134.0	180.0	228.0	450.0	317.0	641.0	237.0	488.0	442.0	390.0	453.0	468.0	504.0	483.0	548.0
ENST00000632799.1	RPS17	135.0	172.0	206.0	420.0	299.0	566.0	236.0	485.0	437.0	383.0	453.0	465.0	456.0	477.0	566.0
ENST00000464595.1	RPL24	100.0	139.0	207.0	576.0	363.0	931.0	235.0	758.0	660.0	563.0	698.0	741.0	912.0	822.0	932.0
ENST00000613865.5	RPS24	120.0	156.0	200.0	467.0	334.0	675.0	235.0	545.0	488.0	428.0	513.0	557.0	607.0	578.0	674.0
ENST00000356464.10	RPS26	103.0	172.0	207.0	478.0	345.0	652.0	234.0	609.0	543.0	476.0	584.0	612.0	646.0	626.0	712.0
ENST00000562741.1	MVD	120.0	140.0	145.0	220.0	218.0	260.0	234.0	158.0	183.0	148.0	237.0	226.0	162.0	176.0	229.0
ENST00000620268.1	U2	170.0	173.0	261.0	188.0	165.0	143.0	232.0	149.0	122.0	128.0	106.0	57.0	138.0	75.0	100.0
ENST00000505852.1	ATP5ME	257.0	193.0	237.0	342.0	264.0	380.0	230.0	292.0	306.0	277.0	314.0	323.0	260.0	320.0	333.0
MSTRG.21872.13	MSTRG.21872	155.0	134.0	161.0	342.0	258.0	298.0	230.0	195.0	235.0	185.0	262.0	288.0	190.0	272.0	335.0
ENST00000429437.5	RPL35A	110.0	155.0	189.0	453.0	300.0	599.0	229.0	497.0	452.0	392.0	478.0	522.0	524.0	536.0	604.0
ENST00000515924.1	SCARNA8	194.0	189.0	42.0	66.0	229.0	51.0	228.0	108.0	119.0	194.0	160.0	61.0	249.0	114.0	53.0
ENST00000372879.8	TOMM7	131.0	175.0	217.0	455.0	312.0	566.0	228.0	624.0	574.0	483.0	581.0	646.0	628.0	622.0	704.0
MSTRG.23276.9	MSTRG.23276	366.0	226.0	208.0	229.0	301.0	126.0	227.0	97.0	113.0	69.0	67.0	64.0	108.0	75.0	87.0
ENST00000593029.1	UQCR11	44.0	130.0	194.0	229.0	294.0	459.0	226.0	497.0	498.0	402.0	448.0	381.0	193.0	294.0	504.0
ENST00000394667.8	RPL34	130.0	165.0	197.0	1636.0	1262.0	2272.0	225.0	1971.0	1706.0	1501.0	1922.0	1979.0	2010.0	2026.0	2237.0
ENST00000550697.6	MYL6	99.0	182.0	212.0	723.0	357.0	1123.0	224.0	862.0	729.0	594.0	792.0	754.0	1018.0	873.0	975.0
ENST00000521262.5	RPS20	113.0	152.0	192.0	465.0	320.0	718.0	221.0	550.0	480.0	424.0	508.0	546.0	606.0	557.0	650.0
ENST00000618602.1	U2	215.0	204.0	245.0	230.0	154.0	177.0	221.0	164.0	132.0	134.0	56.0	99.0	184.0	91.0	100.0
ENST00000459637.2	COX7A2	97.0	147.0	165.0	417.0	315.0	587.0	219.0	505.0	437.0	389.0	484.0	497.0	513.0	516.0	577.0
ENST00000379666.7	MRPL33	102.0	156.0	176.0	407.0	282.0	511.0	218.0	524.0	468.0	419.0	507.0	538.0	611.0	536.0	586.0
ENST00000619465.1	U2	161.0	183.0	205.0	184.0	165.0	148.0	216.0	184.0	151.0	134.0	88.0	106.0	161.0	111.0	82.0
ENST00000611544.1	U2	238.0	178.0	158.0	188.0	143.0	143.0	216.0	144.0	148.0	115.0	81.0	83.0	184.0	127.0	88.0
ENST00000616535.1	U2	202.0	204.0	269.0	202.0	148.0	167.0	216.0	164.0	141.0	123.0	92.0	61.0	184.0	91.0	130.0
ENST00000502534.5	RPL34	123.0	157.0	187.0	1561.0	1205.0	2169.0	215.0	1881.0	1628.0	1432.0	1835.0	1889.0	1918.0	1933.0	2135.0
ENST00000395535.7	SEC61G	118.0	153.0	168.0	426.0	299.0	536.0	215.0	483.0	429.0	359.0	466.0	464.0	463.0	474.0	546.0
ENST00000352861.9	SEC61G	118.0	153.0	167.0	425.0	298.0	534.0	214.0	482.0	427.0	357.0	465.0	463.0	462.0	473.0	544.0
ENST00000409320.7	RPL31	110.0	163.0	188.0	380.0	291.0	534.0	214.0	468.0	430.0	373.0	451.0	477.0	485.0	482.0	549.0
MSTRG.25073.7	MSTRG.25073	340.0	196.0	239.0	230.0	316.0	181.0	214.0	152.0	117.0	116.0	119.0	68.0	141.0	83.0	88.0
ENST00000602252.5	RPS11	111.0	152.0	186.0	481.0	320.0	766.0	213.0	550.0	458.0	407.0	485.0	546.0	630.0	579.0	622.0
ENST00000628590.1	ENSG00000281311	67.0	79.0	145.0	108.0	166.0	40.0	212.0	125.0	71.0	101.0	95.0	115.0	77.0	93.0	89.0
ENST00000361739.1	MT-CO2	169.0	194.0	208.0	467.0	286.0	620.0	212.0	488.0	374.0	333.0	409.0	379.0	453.0	438.0	581.0
ENST00000648437.1	RPS10	112.0	146.0	198.0	514.0	324.0	853.0	211.0	649.0	601.0	496.0	596.0	612.0	788.0	704.0	823.0
ENST00000394580.2	RPL36	123.0	169.0	198.0	355.0	282.0	462.0	210.0	424.0	388.0	348.0	404.0	444.0	438.0	444.0	489.0
ENST00000505219.1	SNORA58	185.0	45.0	285.0	110.0	237.0	98.0	208.0	137.0	107.0	158.0	152.0	131.0	79.0	143.0	101.0
ENST00000408535.2	SNORA50C	53.0	80.0	148.0	109.0	169.0	24.0	207.0	127.0	73.0	89.0	96.0	110.0	78.0	94.0	90.0
MSTRG.25073.4	MSTRG.25073	355.0	204.0	239.0	240.0	284.0	174.0	206.0	147.0	128.0	125.0	122.0	73.0	127.0	78.0	93.0
ENST00000606623.1	RNU6-6P	350.0	329.0	171.0	79.0	346.0	124.0	205.0	162.0	171.0	182.0	146.0	123.0	199.0	172.0	89.0
ENST00000364234.1	RNU6-11P	311.0	283.0	205.0	99.0	298.0	145.0	205.0	216.0	142.0	136.0	161.0	99.0	49.0	146.0	76.0
ENST00000553981.1	SLIRP	151.0	178.0	229.0	266.0	219.0	256.0	203.0	239.0	222.0	191.0	235.0	206.0	230.0	211.0	250.0
ENST00000613956.1	U2	146.0	202.0	203.0	218.0	147.0	180.0	203.0	157.0	133.0	143.0	98.0	101.0	159.0	109.0	81.0
ENST00000409733.5	RPL31	104.0	153.0	179.0	359.0	275.0	506.0	203.0	443.0	406.0	353.0	426.0	452.0	459.0	455.0	520.0
ENST00000487304.6	RPLP1	90.0	145.0	179.0	391.0	298.0	608.0	202.0	450.0	392.0	338.0	408.0	427.0	461.0	425.0	504.0
MSTRG.2069.4	MSTRG.2069	495.0	233.0	281.0	435.0	370.0	262.0	202.0	170.0	210.0	241.0	189.0	177.0	110.0	141.0	142.0
ENST00000361899.2	MT-ATP6	222.0	198.0	159.0	309.0	250.0	263.0	201.0	165.0	151.0	131.0	140.0	146.0	130.0	138.0	145.0
ENST00000615427.1	U2	206.0	157.0	229.0	207.0	209.0	177.0	200.0	124.0	115.0	136.0	106.0	91.0	138.0	91.0	106.0
ENST00000649813.2	COX6B1	93.0	141.0	166.0	389.0	280.0	542.0	200.0	464.0	433.0	355.0	435.0	474.0	481.0	460.0	540.0
ENST00000422514.7	RPL23A	99.0	145.0	185.0	518.0	320.0	816.0	200.0	701.0	603.0	507.0	673.0	675.0	805.0	737.0	872.0
MSTRG.23276.14	MSTRG.23276	335.0	193.0	196.0	185.0	250.0	108.0	199.0	96.0	106.0	90.0	79.0	60.0	87.0	63.0	109.0
ENST00000348108.8	MYL6	84.0	162.0	185.0	671.0	322.0	1045.0	198.0	813.0	681.0	550.0	740.0	705.0	967.0	824.0	925.0
ENST00000547649.5	MYL6	90.0	145.0	167.0	562.0	296.0	836.0	198.0	643.0	558.0	459.0	591.0	576.0	783.0	654.0	746.0
ENST00000557040.5	ATP5MJ	92.0	147.0	160.0	363.0	241.0	444.0	196.0	379.0	351.0	293.0	373.0	395.0	415.0	378.0	419.0
ENST00000339624.9	SERF2	97.0	152.0	181.0	426.0	280.0	637.0	196.0	574.0	543.0	445.0	561.0	575.0	584.0	580.0	626.0
ENST00000618664.1	RNU2-1	188.0	188.0	237.0	202.0	160.0	134.0	195.0	159.0	155.0	136.0	95.0	118.0	115.0	107.0	82.0
ENST00000247866.9	NDUFB2	91.0	148.0	171.0	383.0	259.0	492.0	195.0	445.0	385.0	341.0	423.0	412.0	443.0	411.0	471.0
ENST00000635699.1	RPS27L	97.0	148.0	175.0	386.0	283.0	585.0	195.0	554.0	495.0	426.0	522.0	546.0	657.0	582.0	648.0
MSTRG.28581.7	MSTRG.28581	133.0	80.0	149.0	214.0	188.0	198.0	195.0	148.0	127.0	128.0	134.0	141.0	184.0	141.0	103.0
ENST00000644549.1	RPL5	294.0	170.0	250.0	257.0	229.0	160.0	195.0	154.0	158.0	160.0	139.0	126.0	134.0	157.0	153.0
ENST00000384416.1	SNORA18	129.0	84.0	120.0	118.0	128.0	53.0	194.0	56.0	74.0	69.0	88.0	33.0	36.0	70.0	57.0
ENST00000529639.6	FAU	79.0	131.0	160.0	384.0	281.0	551.0	193.0	495.0	449.0	375.0	461.0	489.0	486.0	501.0	568.0
