gene_id	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.28476	ENST00000489247.1	8	2	7	10	8	9	8	5	3	5	12	5	2	6	3
MSTRG.22850	ENST00000489262.5	3	0	0	2	2	0	4	3	0	7	5	3	0	3	5
MSTRG.3535	ENST00000489264.2	16	3	8	7	9	8	4	11	16	6	9	7	1	5	6
MSTRG.4015	ENST00000489266.5	5	6	0	0	2	3	5	2	8	1	4	2	2	3	6
MSTRG.18739	ENST00000489271.5	2	4	2	1	0	1	4	3	0	5	1	2	0	3	0
MSTRG.27116	ENST00000489273.1	2	0	0	2	0	3	0	3	7	3	3	3	1	1	1
MSTRG.27272	ENST00000489274.1	3	10	3	26	9	22	9	9	3	17	5	12	2	12	6
MSTRG.712	ENST00000489277.6	25	21	25	57	38	90	18	46	90	50	49	51	11	67	31
MSTRG.1216	ENST00000489282.1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
MSTRG.28507	ENST00000489283.5	21	18	9	17	7	12	7	9	19	15	9	13	0	10	11
ENSG00000108953.17	ENST00000489287.1	13	6	3	33	20	15	9	18	27	21	24	9	4	11	12
MSTRG.5708	ENST00000489288.7	8	7	8	13	7	20	5	10	20	19	4	10	3	10	8
ENSG00000233813.8	ENST00000489289.1	2	3	2	0	4	4	0	1	6	5	3	3	0	1	5
MSTRG.23371	ENST00000489290.1	9	5	4	8	0	6	4	4	7	5	2	3	0	1	0
MSTRG.27226	ENST00000489291.5	0	0	2	0	1	0	0	6	0	3	3	2	0	1	4
MSTRG.2122	ENST00000489294.2	9	0	2	9	3	0	6	8	8	5	10	13	0	4	6
MSTRG.28219	ENST00000489298.1	0	1	0	0	2	5	0	2	6	6	2	1	0	3	3
MSTRG.1430	ENST00000489303.1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
MSTRG.17339	ENST00000489304.6	5	6	3	7	10	7	3	6	13	8	9	13	3	4	9
MSTRG.1119	ENST00000489308.6	27	16	17	55	29	82	28	72	62	89	56	75	21	88	57
MSTRG.15555	ENST00000489309.5	5	1	2	8	6	7	4	1	8	13	6	3	1	10	5
MSTRG.771	ENST00000489313.1	18	10	12	23	24	10	11	7	10	11	6	15	0	19	6
MSTRG.18287	ENST00000489315.5	1242	845	513	1412	1092	1505	790	1143	1629	1973	1568	1217	189	1302	966
MSTRG.3245	ENST00000489321.5	2	1	0	3	3	0	0	0	5	0	2	6	0	1	2
MSTRG.1987	ENST00000489324.1	45	48	27	43	44	34	33	32	37	49	33	23	6	22	29
MSTRG.28294	ENST00000489332.1	3	2	0	3	2	0	0	0	10	3	4	0	0	3	2
MSTRG.13718	ENST00000489336.5	3	5	2	20	8	27	3	7	17	33	19	9	4	13	15
MSTRG.18182	ENST00000489337.5	11	9	8	14	13	17	7	16	23	18	20	7	1	9	16
MSTRG.28157	ENST00000489344.5	2	0	1	1	0	2	0	2	0	7	2	3	1	0	0
MSTRG.15751	ENST00000489348.1	4	4	0	5	3	2	2	10	5	8	3	4	0	5	6
MSTRG.3402	ENST00000489372.4	0	3	0	0	0	0	0	0	4	1	1	0	1	0	0
MSTRG.23063	ENST00000489374.5	0	2	2	1	2	0	0	3	0	0	0	3	0	0	0
MSTRG.14795	ENST00000489376.1	3	0	0	0	0	0	0	0	4	5	0	2	0	0	0
MSTRG.27398	ENST00000489377.1	13	9	4	14	12	6	9	4	21	14	10	9	0	4	8
MSTRG.25449	ENST00000489378.5	1	1	0	5	14	3	0	4	13	8	5	4	2	6	6
MSTRG.3245	ENST00000489388.5	3	0	0	1	2	2	0	3	7	0	2	5	1	3	2
MSTRG.16064	ENST00000489389.1	1	0	0	3	1	5	1	1	1	0	0	0	0	0	1
ENSG00000148303.17	ENST00000489392.1	5	1	1	17	9	17	8	13	25	24	24	18	3	20	14
MSTRG.27985	ENST00000489394.5	31	12	12	24	16	46	14	103	141	135	86	132	35	154	107
MSTRG.2170	ENST00000489398.1	8	5	3	12	9	7	6	6	5	17	7	1	1	5	6
MSTRG.19513	ENST00000489400.2	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0
MSTRG.14904	ENST00000489403.1	12	7	4	0	3	3	5	2	16	9	5	7	4	6	5
MSTRG.17959	ENST00000489406.1	0	0	0	0	2	0	1	0	5	6	4	0	2	11	1
MSTRG.28405	ENST00000489407.1	108	40	49	57	71	45	70	35	73	101	47	51	3	25	35
MSTRG.1923	ENST00000489410.1	1	7	2	9	2	9	2	6	5	7	7	6	2	4	5
ENSG00000178917.19	ENST00000489411.2	0	0	0	0	0	3	0	0	3	2	0	0	1	0	0
MSTRG.25293	ENST00000489417.5	38	27	26	47	27	18	30	35	87	63	49	31	8	28	32
MSTRG.20334	ENST00000489418.6	19	6	8	19	8	6	8	8	22	8	8	6	0	4	5
MSTRG.25516	ENST00000489432.7	8	13	6	12	13	8	2	8	12	12	10	5	0	6	4
MSTRG.1444	ENST00000489444.6	5	2	0	6	0	0	0	2	3	0	2	2	0	0	0
MSTRG.15269	ENST00000489448.1	1	3	0	0	2	1	1	1	1	0	2	1	0	0	0
MSTRG.24668	ENST00000489459.5	757	1785	1241	10296	3722	18908	1861	12212	14990	15843	14805	14310	3491	16594	12598
ENSG00000205670.12	ENST00000489469.5	0	0	1	0	0	2	2	1	0	0	0	3	0	0	1
MSTRG.15269	ENST00000489471.5	1	3	0	0	2	1	1	1	1	0	2	1	0	0	0
MSTRG.77	ENST00000489474.1	27	6	6	8	7	4	5	10	14	21	6	9	1	6	3
MSTRG.12084	ENST00000489475.5	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0
MSTRG.23693	ENST00000489477.1	0	1	0	0	0	2	0	1	2	2	1	0	0	0	4
MSTRG.1484	ENST00000489480.1	3	0	4	0	1	4	2	6	3	4	0	1	0	1	2
MSTRG.18978	ENST00000489483.5	1	0	0	0	0	0	0	2	3	2	0	2	0	0	0
MSTRG.24803	ENST00000489484.5	2	3	1	1	0	4	4	1	4	2	6	7	0	0	3
MSTRG.19982	ENST00000489485.5	93	49	41	95	87	59	69	56	124	104	72	65	8	62	44
MSTRG.1374	ENST00000489495.5	2	3	0	3	3	0	2	2	0	4	0	2	0	3	0
MSTRG.335	ENST00000489498.5	12	0	7	4	4	4	6	7	9	8	9	7	0	5	9
MSTRG.1673	ENST00000489499.6	1	2	0	0	2	1	0	0	4	0	3	0	0	0	0
MSTRG.18352	ENST00000489500.1	0	2	0	4	0	0	0	2	0	0	0	0	0	0	0
MSTRG.1290	ENST00000489510.1	5	0	0	2	0	2	1	0	0	0	3	0	0	1	0
MSTRG.25345	ENST00000489512.5	2	0	0	2	2	1	0	2	12	2	2	1	1	1	4
MSTRG.18282	ENST00000489515.1	32	13	12	19	13	8	13	10	8	33	9	9	5	9	5
MSTRG.4587	ENST00000489525.5	27	26	20	46	35	41	22	30	27	47	35	37	5	37	18
MSTRG.7925	ENST00000489532.6	68	98	39	57	138	39	98	24	56	88	41	35	6	47	29
MSTRG.23891	ENST00000489534.5	3	3	0	3	5	4	3	2	2	6	2	2	0	3	3
MSTRG.13410	ENST00000489554.1	0	1	0	0	0	0	0	0	0	4	2	0	0	2	0
MSTRG.22989	ENST00000489567.5	9	10	9	7	23	9	12	21	15	34	12	26	5	19	11
MSTRG.27528	ENST00000489572.5	0	0	4	3	10	7	12	4	11	5	5	4	0	5	6
MSTRG.2822	ENST00000489586.6	5	2	4	3	1	3	4	6	15	4	8	3	1	3	2
MSTRG.18853	ENST00000489587.2	2	2	1	6	3	1	4	0	0	0	1	0	0	4	1
MSTRG.11893	ENST00000489591.5	0	5	0	0	7	3	3	0	5	13	3	1	0	0	0
MSTRG.16726	ENST00000489597.2	0	4	3	7	2	4	2	0	7	3	0	4	0	3	3
MSTRG.16631	ENST00000489598.5	0	4	2	3	4	3	0	4	4	5	5	3	0	6	2
MSTRG.19904	ENST00000489602.1	1	0	0	4	2	4	0	0	1	4	0	0	0	2	1
MSTRG.19077	ENST00000489606.5	0	1	2	2	4	9	3	0	4	8	2	3	0	2	0
ENSG00000291223.1	ENST00000489609.6	0	0	0	0	0	0	0	5	2	1	1	2	1	3	1
MSTRG.24529	ENST00000489614.5	5	0	0	3	6	2	0	2	3	7	4	2	0	4	2
ENSG00000227129.6	ENST00000489619.1	3	0	2	2	0	3	4	2	2	2	5	2	0	0	2
MSTRG.23389	ENST00000489623.1	4	16	12	35	20	44	19	42	50	64	54	52	13	42	42
MSTRG.17010	ENST00000489634.2	1	0	0	0	3	0	0	1	3	0	3	0	0	0	1
MSTRG.7319	ENST00000489647.4	9	7	2	10	10	13	6	21	14	30	24	29	5	21	16
MSTRG.3380	ENST00000489649.6	3	2	3	9	6	6	5	6	9	6	10	3	3	5	8
MSTRG.17991	ENST00000489651.5	8	6	2	8	3	0	3	0	7	8	7	0	0	0	2
MSTRG.14926	ENST00000489662.1	2	1	0	1	1	1	3	1	2	1	3	0	1	1	0
MSTRG.2021	ENST00000489664.1	0	3	0	1	0	0	2	0	0	0	2	2	0	4	1
MSTRG.19764	ENST00000489671.6	3	3	0	6	4	11	0	2	3	0	4	0	1	4	2
MSTRG.25288	ENST00000489673.1	2	0	0	1	0	4	0	1	4	2	0	0	0	2	0
MSTRG.1168	ENST00000489675.1	4	9	0	9	9	15	0	2	4	0	13	6	0	8	4
MSTRG.15671	ENST00000489682.1	15	2	6	3	10	6	2	2	16	3	3	1	0	0	2
ENSG00000235439.10	ENST00000489688.5	1	3	0	3	1	1	2	1	1	4	2	0	0	0	0
MSTRG.16828	ENST00000489698.1	85	46	30	84	76	68	59	70	104	148	86	56	8	60	76
MSTRG.17213	ENST00000489701.5	6	1	1	7	7	2	3	2	4	9	7	2	0	4	3
MSTRG.23392	ENST00000489707.5	2	4	0	0	0	0	1	4	0	1	5	1	0	1	0
MSTRG.7763	ENST00000489713.5	0	0	5	1	0	0	0	0	1	0	2	0	0	4	0
MSTRG.18594	ENST00000489724.2	14	17	4	17	28	32	8	20	26	45	37	26	5	31	26
MSTRG.25158	ENST00000489732.2	2	2	2	4	4	2	2	3	6	8	5	3	1	7	1
MSTRG.25187	ENST00000489738.1	1	1	0	0	5	2	1	3	2	2	1	1	1	3	3
MSTRG.27790	ENST00000489739.1	8	6	4	8	16	5	7	7	13	26	17	10	3	14	8
MSTRG.16075	ENST00000489741.1	3	4	2	7	2	10	7	5	12	27	17	12	0	7	7
MSTRG.15280	ENST00000489742.1	5	2	3	3	3	9	4	6	7	16	14	6	0	7	3
MSTRG.19540	ENST00000489746.5	2	2	0	4	2	3	2	0	3	0	2	0	0	0	2
MSTRG.4017	ENST00000489754.1	2	0	6	1	0	0	5	2	0	0	0	0	0	0	0
MSTRG.619	ENST00000489758.1	0	0	0	2	0	1	0	6	3	3	3	2	0	0	0
MSTRG.16633	ENST00000489767.5	2	5	3	1	7	0	0	4	6	10	2	6	1	3	1
MSTRG.18545	ENST00000489771.2	0	3	0	3	0	4	2	5	10	4	0	2	0	0	0
MSTRG.3381	ENST00000489785.5	25	19	11	35	31	21	11	29	23	31	24	22	4	34	20
MSTRG.27075	ENST00000489789.3	0	0	0	0	0	0	0	0	4	0	0	3	0	0	2
MSTRG.886	ENST00000489803.5	12	6	9	15	11	31	13	19	25	40	40	32	1	41	26
MSTRG.3687	ENST00000489806.5	0	0	1	4	0	1	2	3	0	7	0	1	0	3	3
MSTRG.25063	ENST00000489808.1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
MSTRG.21491	ENST00000489816.5	5	2	0	9	3	4	6	0	5	0	2	0	0	2	6
MSTRG.3987	ENST00000489822.5	18	10	7	3	17	23	7	16	22	36	19	13	1	16	9
MSTRG.12288	ENST00000489824.1	0	0	0	1	0	0	1	3	5	0	0	1	0	0	0
MSTRG.25130	ENST00000489828.5	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0
ENSG00000231129.8	ENST00000489832.1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
MSTRG.25034	ENST00000489841.6	28	25	9	42	23	31	26	8	28	24	26	16	5	16	20
MSTRG.27744	ENST00000489842.1	9	6	6	18	13	10	10	4	19	7	20	17	0	8	1
MSTRG.19153	ENST00000489843.1	26	23	15	37	34	29	19	74	110	130	82	64	10	69	52
MSTRG.19414	ENST00000489848.5	0	0	0	0	0	3	1	0	0	2	0	0	0	2	0
MSTRG.754	ENST00000489853.1	21	12	2	20	11	15	7	11	13	25	21	4	2	14	9
MSTRG.25228	ENST00000489856.1	7	1	0	3	3	4	4	4	12	18	1	12	0	4	5
MSTRG.24651	ENST00000489883.1	4	4	1	4	1	2	1	0	3	4	0	0	2	1	1
MSTRG.25534	ENST00000489884.5	2	5	7	13	9	3	9	6	15	6	8	8	0	3	2
MSTRG.11335	ENST00000489885.1	0	3	3	3	1	0	2	0	0	0	0	2	0	2	0
MSTRG.23921	ENST00000489888.1	0	0	0	1	0	3	0	1	1	0	2	0	0	0	1
MSTRG.19087	ENST00000489895.5	10	12	5	1	5	9	6	9	16	15	15	7	0	19	3
ENSG00000159200.18	ENST00000489903.1	5	0	0	4	1	5	3	3	7	7	4	5	0	4	2
MSTRG.861	ENST00000489912.1	3	0	0	1	4	0	0	1	2	6	2	2	0	2	2
MSTRG.15614	ENST00000489914.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
MSTRG.12821	ENST00000489915.1	16	14	10	35	28	33	9	21	37	43	38	36	4	28	26
MSTRG.7616	ENST00000489922.5	2	0	2	0	0	0	0	2	0	0	0	0	0	3	2
MSTRG.19533	ENST00000489923.5	13	8	3	13	12	12	9	10	20	15	18	5	2	14	8
MSTRG.7927	ENST00000489928.1	5	4	3	4	8	0	8	6	11	14	9	10	3	3	4
MSTRG.1617	ENST00000489935.1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0
MSTRG.3976	ENST00000489936.1	3	4	0	7	4	11	3	13	9	5	0	3	0	7	0
MSTRG.16140	ENST00000489955.1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0
MSTRG.1026	ENST00000489976.1	0	0	0	3	5	0	2	0	1	3	0	1	0	0	0
ENSG00000151418.12	ENST00000489986.1	0	0	0	0	0	0	0	0	4	1	1	1	0	1	0
MSTRG.19603	ENST00000489987.1	1	3	1	1	1	0	1	0	0	0	2	1	0	1	0
MSTRG.3976	ENST00000489988.5	3	4	1	7	4	14	3	15	9	5	0	3	0	8	0
MSTRG.1112	ENST00000489990.5	1	2	0	1	0	3	0	2	1	1	0	2	1	0	0
MSTRG.1975	ENST00000489992.5	2	3	0	3	7	0	0	0	1	1	3	2	0	3	1
MSTRG.66	ENST00000489993.5	3	1	1	2	5	2	0	2	4	11	4	5	2	4	6
MSTRG.25207	ENST00000489994.5	3	3	2	4	1	2	3	0	4	2	1	0	0	1	2
MSTRG.19822	ENST00000490008.1	0	2	2	0	2	2	0	0	3	2	3	1	0	1	0
MSTRG.7783	ENST00000490010.1	1	0	0	0	1	1	1	0	0	2	2	4	0	3	4
MSTRG.21872	ENST00000490016.6	5	5	4	14	6	3	2	14	10	20	12	10	2	19	8
MSTRG.23169	ENST00000490025.5	0	0	0	0	1	0	3	2	1	0	0	2	0	0	0
MSTRG.869	ENST00000490029.1	11	5	6	13	12	10	13	8	23	20	12	7	0	11	4
MSTRG.28295	ENST00000490044.5	7	8	3	18	12	15	12	13	18	16	15	10	3	14	14
MSTRG.2310	ENST00000490047.2	0	2	1	2	0	0	0	0	4	2	0	1	0	0	0
MSTRG.15765	ENST00000490052.1	3	0	1	6	2	5	0	0	1	3	4	0	0	0	1
MSTRG.66	ENST00000490054.5	1	0	1	3	4	5	2	12	11	16	11	11	3	16	11
MSTRG.15941	ENST00000490062.1	0	0	0	4	1	3	0	1	2	4	1	2	1	1	2
ENSG00000054282.16	ENST00000490065.5	2	0	1	5	6	3	3	0	6	8	4	2	1	6	4
MSTRG.16378	ENST00000490069.1	3	8	7	4	4	3	9	3	5	5	6	2	2	2	6
ENSG00000117122.14	ENST00000490075.5	26	41	28	37	37	59	41	42	120	106	56	29	2	26	21
MSTRG.17853	ENST00000490091.1	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0
MSTRG.19608	ENST00000490093.6	0	1	3	3	0	2	3	3	4	6	4	2	0	2	1
MSTRG.4042	ENST00000490096.5	2	1	3	1	4	0	0	0	0	1	1	2	1	0	1
MSTRG.2776	ENST00000490098.1	0	3	0	4	3	6	0	8	18	4	4	5	0	1	3
MSTRG.18145	ENST00000490103.6	2	8	2	13	8	14	6	6	10	13	9	11	0	6	9
MSTRG.15933	ENST00000490104.5	17	17	0	26	19	11	12	15	30	41	17	13	4	27	13
MSTRG.24840	ENST00000490105.1	0	0	0	0	0	0	0	0	9	2	2	1	0	0	0
MSTRG.11523	ENST00000490106.1	20	13	11	32	13	18	15	13	33	33	15	9	1	19	19
MSTRG.2874	ENST00000490107.6	0	2	0	4	3	4	2	3	11	4	7	2	3	4	2
MSTRG.27171	ENST00000490113.1	8	5	6	5	7	13	11	8	23	5	9	8	2	8	3
MSTRG.19034	ENST00000490122.5	30	32	19	36	14	25	17	23	35	27	29	16	3	18	21
MSTRG.14765	ENST00000490123.5	5	3	5	8	7	9	7	11	12	12	17	13	0	11	0
MSTRG.28157	ENST00000490127.5	6	14	5	4	4	5	9	3	8	14	18	11	6	4	4
MSTRG.1987	ENST00000490140.1	39	37	26	65	56	45	49	25	61	60	58	28	3	27	34
ENSG00000206284.8	ENST00000490155.5	5	4	3	6	8	8	1	4	5	5	2	2	0	0	2
ENSG00000243009.6	ENST00000490158.5	1	2	1	1	5	0	3	0	0	4	0	0	0	3	2
MSTRG.25155	ENST00000490162.3	0	0	0	0	2	0	0	0	2	2	4	4	0	0	0
MSTRG.16024	ENST00000490163.5	13	9	4	20	17	15	4	9	14	13	9	17	1	12	8
MSTRG.3690	ENST00000490164.1	3	6	3	3	2	8	2	2	7	7	5	4	1	4	3
MSTRG.28686	ENST00000490165.5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MSTRG.17011	ENST00000490175.5	2	4	6	11	8	18	6	4	23	19	15	8	1	3	11
MSTRG.24101	ENST00000490177.1	2	2	0	5	4	1	1	1	0	2	2	0	0	0	0
MSTRG.19439	ENST00000490183.5	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
MSTRG.17071	ENST00000490187.1	12	7	5	3	5	4	6	0	0	13	15	4	0	8	1
MSTRG.18893	ENST00000490189.1	0	2	2	13	2	3	3	6	1	2	0	4	1	0	1
ENSG00000231500.7	ENST00000490191.5	239	140	97	237	202	222	172	167	328	324	248	237	36	245	169
MSTRG.15669	ENST00000490193.5	3	1	1	3	10	5	8	2	8	6	11	5	0	10	3
MSTRG.16048	ENST00000490200.5	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0
MSTRG.28151	ENST00000490202.5	8	2	1	7	4	1	0	4	15	5	3	4	0	4	7
MSTRG.17461	ENST00000490205.1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MSTRG.3283	ENST00000490208.1	0	0	0	1	2	5	0	0	1	1	2	3	0	3	0
MSTRG.13317	ENST00000490210.6	1	0	3	12	4	4	2	34	55	81	62	36	6	40	39
MSTRG.2444	ENST00000490213.5	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0
MSTRG.18735	ENST00000490223.1	176	179	139	305	264	456	157	375	516	481	439	449	90	407	350
MSTRG.1970	ENST00000490230.1	0	0	0	2	3	1	0	0	0	1	0	4	0	0	0
MSTRG.7305	ENST00000490231.7	0	0	0	0	0	0	0	0	1	0	2	1	0	3	0
MSTRG.8166	ENST00000490232.3	29	48	33	36	27	27	42	30	29	63	52	17	5	25	25
ENSG00000233348.10	ENST00000490233.5	3	3	0	3	3	2	0	1	2	3	1	0	0	0	0
MSTRG.19904	ENST00000490235.5	6	2	2	2	6	6	3	5	6	10	4	4	0	2	1
MSTRG.27477	ENST00000490241.1	14	17	6	30	28	30	19	19	19	33	16	21	2	25	16
MSTRG.8967	ENST00000490247.1	1	2	0	1	0	0	0	0	1	0	3	0	0	0	0
MSTRG.2005	ENST00000490249.5	4	4	8	8	5	5	6	3	8	7	6	9	0	12	4
MSTRG.24635	ENST00000490251.1	7	3	1	7	3	11	3	1	6	9	4	0	0	4	0
MSTRG.23174	ENST00000490254.5	0	0	0	0	3	3	0	0	3	0	0	0	0	0	1
MSTRG.14641	ENST00000490272.1	5	1	1	4	2	0	0	2	9	1	8	0	1	6	1
MSTRG.1982	ENST00000490276.5	0	0	0	0	0	4	0	2	2	3	3	0	0	5	0
MSTRG.7470	ENST00000490277.1	683	420	259	439	465	254	417	257	590	549	388	240	63	279	237
MSTRG.2549	ENST00000490278.2	2	4	2	7	4	2	2	4	10	3	2	0	0	2	3
ENSG00000224979.6	ENST00000490288.5	5	4	2	9	3	6	6	0	11	7	4	4	1	7	8
MSTRG.17387	ENST00000490289.5	3	0	5	1	6	1	0	3	4	3	4	5	0	3	4
MSTRG.10395	ENST00000490298.5	1	5	5	18	7	12	6	13	12	26	5	3	4	11	7
MSTRG.18	ENST00000490307.5	2	0	0	2	3	3	0	5	7	7	6	7	4	10	7
MSTRG.3121	ENST00000490311.1	4	0	4	5	2	3	0	5	3	2	0	0	0	2	2
ENSG00000063601.17	ENST00000490316.7	5	0	0	7	2	0	2	2	0	2	0	0	0	4	0
MSTRG.7787	ENST00000490317.1	2	0	0	1	0	0	1	1	2	6	0	0	2	0	0
MSTRG.27167	ENST00000490321.1	2	7	5	12	12	13	1	14	37	27	29	26	6	26	10
MSTRG.15879	ENST00000490323.5	21	15	27	62	45	82	34	122	132	140	136	106	19	112	82
MSTRG.678	ENST00000490329.1	4	0	3	5	3	2	2	4	17	6	3	0	0	0	0
MSTRG.25976	ENST00000490331.2	5	0	0	2	1	3	4	2	4	4	2	0	0	5	0
MSTRG.23299	ENST00000490335.4	698	732	590	3173	1370	5359	871	4182	5255	5620	5377	4901	1161	5490	4311
MSTRG.16611	ENST00000490362.1	58	49	42	85	61	57	50	31	23	33	19	29	5	36	8
MSTRG.20070	ENST00000490364.1	0	1	0	0	0	2	1	1	0	0	0	3	0	0	0
MSTRG.16670	ENST00000490371.5	1	0	0	0	1	1	2	2	0	5	10	1	0	0	1
MSTRG.1989	ENST00000490373.5	7	2	0	2	2	4	3	5	4	6	4	1	3	3	2
ENSG00000223367.6	ENST00000490380.5	207	133	128	325	226	433	168	422	548	600	534	529	111	468	381
MSTRG.11508	ENST00000490392.5	3	1	6	6	3	6	5	4	2	7	4	4	0	3	4
MSTRG.11464	ENST00000490395.5	0	0	0	3	7	4	0	5	14	6	0	8	1	4	5
ENSG00000231094.8	ENST00000490397.1	2	0	0	0	2	0	0	7	15	7	15	6	1	7	7
MSTRG.27472	ENST00000490408.5	1	0	0	1	1	3	0	2	2	1	2	1	0	3	2
MSTRG.1665	ENST00000490413.1	2	3	1	3	0	3	2	0	2	2	0	2	0	4	1
MSTRG.3977	ENST00000490417.6	2	3	0	4	2	4	4	11	6	19	3	4	0	9	3
MSTRG.7238	ENST00000490422.1	2	2	4	9	4	2	6	1	0	7	5	1	0	0	1
MSTRG.14903	ENST00000490426.5	16	8	6	14	24	19	31	10	22	12	16	10	8	9	11
ENSG00000196305.19	ENST00000490438.2	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0
MSTRG.25394	ENST00000490439.1	8	4	2	15	6	7	7	2	7	11	7	6	0	3	4
MSTRG.3430	ENST00000490442.5	12	8	7	25	8	18	14	10	14	19	12	8	5	15	11
MSTRG.23402	ENST00000490447.6	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1
ENSG00000224320.9	ENST00000490454.5	1	0	0	2	2	1	0	0	3	0	0	1	0	0	0
MSTRG.24503	ENST00000490455.1	0	0	1	0	1	1	0	3	3	2	1	0	0	3	1
MSTRG.15128	ENST00000490459.5	9	3	0	15	8	8	4	6	9	12	17	3	0	8	5
MSTRG.3245	ENST00000490460.5	4	1	0	1	0	2	0	2	6	3	1	2	1	2	0
MSTRG.860	ENST00000490466.2	6	0	3	6	10	3	0	9	8	0	6	5	2	3	2
MSTRG.19698	ENST00000490467.5	3	1	1	6	2	0	1	1	4	1	4	2	0	0	3
MSTRG.17892	ENST00000490468.5	0	0	0	0	0	2	0	2	4	3	0	3	0	0	0
MSTRG.14154	ENST00000490483.5	4	0	0	0	2	2	4	2	2	0	2	0	0	0	0
MSTRG.27273	ENST00000490488.5	3	3	4	8	5	29	5	16	24	17	16	3	4	17	8
MSTRG.2026	ENST00000490491.5	0	2	0	6	7	2	3	1	5	14	6	9	0	2	3
MSTRG.16279	ENST00000490501.5	3	3	0	5	4	0	0	4	0	9	6	4	0	4	2
MSTRG.19707	ENST00000490504.5	5	5	3	5	5	4	5	0	4	4	2	5	0	1	2
MSTRG.19840	ENST00000490505.5	0	0	0	3	0	0	0	0	4	2	0	3	0	0	3
MSTRG.7942	ENST00000490506.5	11	6	8	19	10	3	6	5	15	11	10	12	3	7	11
MSTRG.3332	ENST00000490507.1	1	6	1	10	2	7	2	4	3	0	0	2	0	1	1
MSTRG.15652	ENST00000490508.5	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0
MSTRG.2934	ENST00000490510.6	9	8	12	15	7	10	6	11	12	21	8	14	3	7	5
MSTRG.3245	ENST00000490511.1	0	1	0	2	0	1	0	0	0	0	3	0	0	0	0
ENSG00000096155.15	ENST00000490515.5	1	0	0	4	3	2	1	1	4	2	2	0	0	0	0
MSTRG.3561	ENST00000490521.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
MSTRG.24327	ENST00000490523.1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
MSTRG.7394	ENST00000490537.6	5	3	1	4	3	10	7	5	2	7	8	1	1	6	4
ENSG00000230341.8	ENST00000490538.5	1	3	3	11	2	5	2	5	3	12	3	5	3	4	7
MSTRG.2203	ENST00000490550.2	0	0	0	4	0	3	4	4	4	6	0	6	0	0	4
MSTRG.17387	ENST00000490555.1	17	13	26	32	26	26	22	35	51	52	37	32	8	56	45
MSTRG.28288	ENST00000490561.6	2	9	2	0	3	5	6	3	5	7	8	0	1	5	0
MSTRG.16628	ENST00000490566.1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1
MSTRG.23565	ENST00000490569.6	983	937	598	944	1221	948	935	860	1417	1580	1063	868	168	836	673
MSTRG.19340	ENST00000490574.6	2	6	2	2	4	7	7	5	7	8	5	6	2	3	4
MSTRG.27008	ENST00000490578.1	1	3	2	2	4	2	4	3	2	7	0	1	0	0	0
ENSG00000187243.17	ENST00000490581.6	4	5	2	3	3	5	3	2	10	1	6	4	2	3	5
MSTRG.17970	ENST00000490583.5	2	1	1	0	1	0	1	0	0	4	2	1	0	1	1
MSTRG.16172	ENST00000490590.5	2	0	2	4	3	0	3	0	2	4	4	3	0	2	0
MSTRG.28099	ENST00000490604.1	4	1	2	0	0	0	0	0	0	3	0	3	0	0	0
ENSG00000206403.11	ENST00000490606.5	0	1	3	3	0	1	0	0	0	4	2	1	0	0	0
MSTRG.16763	ENST00000490612.5	1	0	0	0	0	2	0	0	0	3	1	1	0	0	0
MSTRG.17538	ENST00000490623.3	5	0	1	0	0	2	0	0	6	5	2	0	0	4	2
MSTRG.27635	ENST00000490628.3	1	0	0	0	1	4	3	1	7	6	9	5	0	4	3
MSTRG.25039	ENST00000490633.1	0	2	0	10	0	0	1	7	3	2	7	3	0	6	2
ENSG00000231488.9	ENST00000490636.5	0	4	0	1	3	1	0	1	0	0	0	1	0	2	0
MSTRG.2000	ENST00000490642.5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
MSTRG.28431	ENST00000490644.5	0	5	4	0	5	2	3	2	6	6	3	0	2	3	1
