gene_id	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENSG00000000005.6	TNMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000000938.13	FGR	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000000971.17	CFH	41	15	43	52	42	30	3	22	86	63	80	14	0	47	18
ENSG00000002586.20	CD99	376	317	282	768	530	1332	381	1088	1589	1457	1357	1033	261	1217	920
ENSG00000002587.10	HS3ST1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1
ENSG00000003096.15	KLHL13	24	12	0	18	0	1	0	12	12	12	0	0	0	0	12
ENSG00000003137.9	CYP26B1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000004660.15	CAMKK1	0	4	0	0	8	0	0	2	0	16	0	0	0	0	0
ENSG00000004776.13	HSPB6	6	4	1	1	1	1	1	3	6	2	0	1	0	0	0
ENSG00000004777.19	ARHGAP33	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000004838.14	ZMYND10	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0
ENSG00000004948.16	CALCR	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005700.15	IBTK	21	13	20	12	26	1	16	30	34	7	13	13	4	12	1
ENSG00000005981.13	ASB4	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000006071.16	ABCC8	1	0	0	0	1	0	4	0	0	0	2	0	0	1	1
ENSG00000006210.7	CX3CL1	0	0	0	0	0	0	1	0	0	0	0	9	0	1	0
ENSG00000006459.11	KDM7A	0	0	1	1	0	6	0	0	4	0	1	0	0	0	0
ENSG00000006468.15	ETV1	2	0	0	0	0	11	1	9	5	0	1	4	0	0	6
ENSG00000006611.17	USH1C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006638.13	TBXA2R	0	4	0	0	6	6	0	0	0	0	1	4	0	1	0
ENSG00000006659.13	LGALS14	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ENSG00000006747.15	SCIN	0	0	0	0	1	0	0	1	4	0	1	2	0	1	1
ENSG00000006831.10	ADIPOR2	7	6	6	13	10	8	2	8	12	10	11	9	3	18	8
ENSG00000007062.12	PROM1	0	0	0	0	0	0	0	0	12	12	0	1	0	0	0
ENSG00000007129.18	CEACAM21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000007866.22	TEAD3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000007944.15	MYLIP	0	0	0	12	1	10	1	4	10	4	6	1	1	10	6
ENSG00000007952.18	NOX1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000007968.7	E2F2	4	0	1	1	1	0	0	0	0	3	1	0	0	0	1
ENSG00000008083.14	JARID2	2	2	4	6	4	1	7	1	10	4	2	2	0	0	8
ENSG00000008086.13	CDKL5	5	2	0	0	0	10	3	0	0	1	0	0	2	2	1
ENSG00000008118.10	CAMK1G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008130.15	NADK	37	31	21	31	37	41	33	27	91	45	32	60	10	38	17
ENSG00000008294.22	SPAG9	26	12	5	2	21	5	2	18	12	26	3	1	3	10	10
ENSG00000008323.16	PLEKHG6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010318.22	PHF7	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000010671.18	BTK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000010818.11	HIVEP2	0	0	1	0	1	0	0	11	0	0	0	1	0	0	0
ENSG00000011114.15	BTBD7	10	8	2	2	4	1	1	2	10	14	2	4	1	10	1
ENSG00000011143.19	MKS1	18	2	0	1	2	4	3	14	2	10	1	3	0	1	1
ENSG00000011201.12	ANOS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000011258.16	MBTD1	0	0	0	1	6	4	0	0	11	10	10	1	0	0	1
ENSG00000011332.22	DPF1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000011347.10	SYT7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000011465.18	DCN	1	0	0	0	8	1	0	0	0	0	0	0	0	0	0
ENSG00000011590.14	ZBTB32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000012124.17	CD22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000012817.16	KDM5D	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000012963.15	UBR7	5	7	1	13	5	12	1	3	7	16	5	1	0	1	7
ENSG00000013016.16	EHD3	0	2	0	1	1	1	0	3	1	6	3	0	0	1	4
ENSG00000013275.8	PSMC4	80	102	60	179	153	125	85	80	136	185	164	102	20	99	100
ENSG00000013619.15	MAMLD1	1	0	0	1	8	38	0	1	12	0	0	1	1	1	0
ENSG00000014164.7	ZC3H3	1	0	0	0	1	2	0	0	2	5	2	1	0	0	2
ENSG00000015568.13	RGPD5	6	0	4	11	7	9	7	7	13	17	18	16	0	9	5
ENSG00000016082.15	ISL1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
ENSG00000017483.16	SLC38A5	1	9	12	1	12	6	9	6	28	0	20	1	0	1	11
ENSG00000018280.18	SLC11A1	0	0	0	2	1	1	0	0	3	2	0	2	0	0	1
ENSG00000019485.14	PRDM11	2	3	1	2	2	1	1	1	4	5	1	0	0	0	0
ENSG00000019549.13	SNAI2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000019991.18	HGF	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000021300.14	PLEKHB1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000021574.15	SPAST	36	12	21	24	2	1	1	0	1	10	18	0	0	18	10
ENSG00000022556.16	NLRP2	0	1	1	9	3	4	2	0	3	1	8	1	1	5	2
ENSG00000023191.17	RNH1	159	87	52	163	107	173	100	178	195	276	218	113	22	139	132
ENSG00000023228.15	NDUFS1	24	27	6	35	28	47	20	21	64	28	36	27	1	17	23
ENSG00000023445.17	BIRC3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000025156.13	HSF2	4	1	1	6	4	6	6	4	1	8	6	4	0	0	0
ENSG00000026559.14	KCNG1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000027869.12	SH2D2A	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
ENSG00000030419.17	IKZF2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000033867.18	SLC4A7	12	8	8	0	12	38	8	1	1	1	1	1	0	8	1
ENSG00000034053.15	APBA2	10	6	2	2	0	0	0	18	0	6	1	2	1	0	7
ENSG00000034971.17	MYOC	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000035499.13	DEPDC1B	7	3	2	3	7	3	3	3	2	1	0	4	0	0	0
ENSG00000035664.11	DAPK2	6	0	0	2	2	1	0	15	1	1	0	0	0	0	6
ENSG00000036448.10	MYOM2	0	0	1	0	0	0	0	0	0	1	1	9	0	0	0
ENSG00000036530.9	CYP46A1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0
ENSG00000036828.17	CASR	1	0	4	2	1	0	0	1	1	0	1	0	0	0	1
ENSG00000037280.16	FLT4	0	3	0	1	3	5	0	3	0	1	0	2	0	2	0
ENSG00000037637.11	FBXO42	6	1	0	5	3	7	1	11	9	13	6	4	0	3	1
ENSG00000038295.8	TLL1	0	0	0	0	0	1	0	1	1	2	0	2	0	0	0
ENSG00000040199.18	PHLPP2	0	0	1	4	0	11	5	0	4	6	0	2	1	4	0
ENSG00000040487.13	SLC66A1	4	8	11	0	20	17	0	14	8	20	29	17	0	8	0
ENSG00000040608.14	RTN4R	6	0	0	0	6	0	0	0	0	0	9	0	0	0	0
ENSG00000040933.16	INPP4A	1	8	4	1	4	4	6	12	6	20	15	0	0	4	4
ENSG00000041982.17	TNC	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000044446.12	PHKA2	1	0	0	1	0	2	1	1	0	0	1	0	0	0	1
ENSG00000046604.15	DSG2	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000047346.13	ATOSA	20	8	1	1	9	1	1	12	8	0	1	8	0	0	8
ENSG00000047365.13	ARAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000047634.15	SCML1	1	1	10	0	15	20	0	10	15	1	10	1	1	10	0
ENSG00000048471.14	SNX29	0	1	0	1	0	0	1	1	2	1	0	2	0	0	0
ENSG00000049540.19	ELN	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000050628.21	PTGER3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051382.9	PIK3CB	10	21	0	30	27	25	20	0	1	11	1	1	0	1	1
ENSG00000052795.13	FNIP2	2	3	0	3	3	0	2	1	1	0	1	0	1	2	0
ENSG00000054282.16	SDCCAG8	7	8	5	16	15	12	12	17	14	20	17	12	1	12	15
ENSG00000054356.14	PTPRN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054392.13	HHAT	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000054938.17	CHRDL2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000054967.13	RELT	1	0	1	2	16	0	0	1	0	12	0	1	0	0	0
ENSG00000054983.17	GALC	2	0	3	2	1	1	0	1	4	4	1	1	0	0	1
ENSG00000055070.17	SZRD1	96	63	47	117	110	179	85	150	189	289	177	120	23	127	74
ENSG00000056291.19	NPFFR2	0	0	0	0	0	0	0	0	1	1	0	0	0	8	0
ENSG00000056558.11	TRAF1	0	0	0	0	0	1	0	0	0	0	0	9	1	0	0
ENSG00000056998.21	GYG2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000057149.16	SERPINB3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000057294.19	PKP2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	22
ENSG00000058063.16	ATP11B	5	3	0	2	1	7	4	2	11	0	12	1	0	9	0
ENSG00000058085.15	LAMC2	0	3	0	1	2	0	5	0	0	0	0	0	0	0	0
ENSG00000058600.16	POLR3E	11	20	10	15	33	7	19	9	0	28	1	26	1	12	18
ENSG00000060718.22	COL11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ENSG00000061918.14	GUCY1B1	0	0	4	0	1	0	0	1	0	3	0	1	0	0	0
ENSG00000061987.16	MON2	18	9	0	7	4	10	1	7	1	6	6	1	0	4	0
ENSG00000063127.16	SLC6A16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSG00000063587.15	ZNF275	1	0	0	0	10	1	0	4	0	0	0	0	0	1	1
ENSG00000063601.17	MTMR1	24	1	1	33	10	3	10	10	0	10	0	0	1	17	0
ENSG00000064309.16	CDON	0	8	1	1	7	0	0	0	0	0	0	0	0	0	0
ENSG00000064547.14	LPAR2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064651.14	SLC12A2	7	17	11	12	4	11	8	5	8	0	3	0	0	13	3
ENSG00000064687.13	ABCA7	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0
ENSG00000065320.9	NTN1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065559.15	MAP2K4	45	12	19	12	6	24	2	6	0	31	15	27	1	12	12
ENSG00000065618.21	COL17A1	1	6	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000065675.16	PRKCQ	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000066382.17	MPPED2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000066735.16	KIF26A	0	6	0	12	6	0	12	0	0	0	0	0	0	0	0
ENSG00000066739.12	ATG2B	2	2	4	3	2	0	1	4	0	1	0	0	0	3	0
ENSG00000066813.14	ACSM2B	0	2	2	4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000066827.16	ZFAT	0	1	1	0	0	0	12	0	23	1	1	1	0	1	0
ENSG00000067048.17	DDX3Y	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000067141.17	NEO1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ENSG00000067646.12	ZFY	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000068078.20	FGFR3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000068137.15	PLEKHH3	1	12	1	1	18	3	11	29	17	10	29	1	0	0	0
ENSG00000068308.15	OTUD5	36	33	30	41	56	53	24	27	73	97	40	67	25	51	22
ENSG00000068323.17	TFE3	6	4	10	10	8	34	8	18	36	22	26	8	6	16	14
ENSG00000068394.11	GPKOW	5	5	3	5	7	7	4	8	3	14	13	5	0	5	6
ENSG00000068400.14	GRIPAP1	4	6	6	27	35	14	12	10	28	19	9	22	1	11	9
ENSG00000068903.21	SIRT2	34	26	22	29	53	35	26	24	57	64	55	42	1	54	34
ENSG00000068971.14	PPP2R5B	0	2	1	0	3	2	2	4	2	3	3	2	0	4	4
ENSG00000068976.14	PYGM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069188.17	SDK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000069431.14	ABCC9	4	7	16	1	6	0	2	3	4	12	0	0	0	0	1
ENSG00000069493.15	CLEC2D	1	0	0	0	0	1	1	1	4	1	1	0	0	0	1
ENSG00000069764.10	PLA2G10	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000070018.9	LRP6	4	9	1	14	7	6	8	2	1	13	7	0	1	2	0
ENSG00000070047.13	PHRF1	13	7	14	22	13	6	1	15	1	19	14	12	2	8	0
ENSG00000070159.14	PTPN3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070182.21	SPTB	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000070269.14	TMEM260	10	0	4	1	1	6	0	6	0	1	6	12	0	0	0
ENSG00000070388.12	FGF22	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ENSG00000070444.15	MNT	3	0	1	1	6	3	1	5	4	4	2	2	0	2	2
ENSG00000070729.14	CNGB1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSG00000070882.13	OSBPL3	1	4	1	6	7	3	4	6	5	5	3	1	1	10	4
ENSG00000070886.12	EPHA8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000071205.12	ARHGAP10	12	20	6	12	28	24	28	0	8	25	12	12	0	20	12
ENSG00000071894.17	CPSF1	47	18	22	38	30	28	6	20	50	50	48	25	10	33	25
ENSG00000072041.18	SLC6A15	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000072062.16	PRKACA	78	104	34	114	85	64	75	57	72	111	76	88	1	57	21
ENSG00000072071.17	ADGRL1	4	4	0	0	0	0	4	1	2	0	1	0	0	0	0
ENSG00000072080.11	SPP2	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0
ENSG00000072121.17	ZFYVE26	19	8	2	14	8	13	10	21	20	8	28	38	0	12	8
ENSG00000072133.12	RPS6KA6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000072818.12	ACAP1	4	7	1	14	12	9	3	3	17	10	19	20	0	2	22
ENSG00000072864.16	NDE1	11	11	0	56	10	26	1	9	41	17	21	1	0	11	16
ENSG00000073067.14	CYP2W1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073169.15	SELENOO	10	6	0	10	1	14	0	10	1	10	1	1	0	12	6
ENSG00000073350.14	LLGL2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073417.15	PDE8A	1	11	1	12	22	8	8	0	1	20	1	1	0	0	1
ENSG00000073670.14	ADAM11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000073734.10	ABCB11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073969.19	NSF	9	20	6	96	32	39	66	51	136	81	98	62	6	102	31
ENSG00000074181.9	NOTCH3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000074211.14	PPP2R2C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074370.18	ATP2A3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000074410.14	CA12	0	0	1	3	2	0	0	2	0	0	0	0	0	0	0
ENSG00000074660.17	SCARF1	15	17	15	26	18	29	22	42	62	32	37	20	4	26	30
ENSG00000074706.14	IPCEF1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000074964.17	ARHGEF10L	0	0	0	0	0	1	15	0	0	0	1	10	1	0	0
ENSG00000075043.21	KCNQ2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
ENSG00000075213.11	SEMA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000075223.14	SEMA3C	1	0	0	0	0	0	0	0	8	0	0	0	0	1	0
ENSG00000075275.18	CELSR1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000075340.23	ADD2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000075429.9	CACNG5	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075568.17	TMEM131	12	10	0	1	12	13	5	3	11	5	1	0	1	6	1
ENSG00000075891.24	PAX2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000076604.16	TRAF4	0	3	1	2	8	0	0	4	4	0	5	0	1	6	0
ENSG00000076864.21	RAP1GAP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000077063.11	CTTNBP2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000077380.16	DYNC1I2	74	44	42	132	130	147	67	85	156	162	121	106	30	99	116
ENSG00000077616.11	NAALAD2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000077713.19	SLC25A43	4	0	0	1	0	1	1	1	4	4	4	0	0	1	6
ENSG00000077800.13	FKBP6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000077935.17	SMC1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078053.17	AMPH	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
ENSG00000078081.8	LAMP3	0	0	3	1	1	0	2	1	1	1	0	0	1	1	1
ENSG00000078177.15	N4BP2	6	0	0	0	0	1	1	6	0	6	1	1	0	1	0
ENSG00000078549.16	ADCYAP1R1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000078589.13	P2RY10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000078596.11	ITM2A	0	0	0	6	1	0	1	0	1	4	0	10	1	0	0
ENSG00000078699.22	CBFA2T2	0	0	18	0	1	1	0	16	0	11	3	1	0	0	0
ENSG00000078902.16	TOLLIP	35	6	0	37	25	32	25	21	30	48	21	43	0	14	16
ENSG00000079112.10	CDH17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079156.17	OSBPL6	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000079335.20	CDC14A	0	1	4	2	0	0	0	1	1	1	2	2	1	0	0
ENSG00000079841.20	RIMS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080298.16	RFX3	14	1	6	0	6	1	6	6	6	15	6	1	0	0	1
ENSG00000080345.18	RIF1	6	26	6	18	0	11	20	0	13	10	4	13	6	4	1
ENSG00000080511.5	RDH8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080546.14	SESN1	9	9	0	0	11	15	7	0	1	6	9	1	0	1	0
ENSG00000080854.16	IGSF9B	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000080947.16	CROCCP3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000081014.11	AP4E1	4	4	0	0	1	4	1	6	0	11	1	0	0	1	0
ENSG00000081026.19	MAGI3	4	4	0	9	0	0	0	1	8	12	2	0	0	0	6
ENSG00000081138.14	CDH7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081237.21	PTPRC	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
ENSG00000081248.13	CACNA1S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081320.12	STK17B	14	0	8	11	0	0	1	1	13	6	15	11	0	1	24
ENSG00000081818.4	PCDHB4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000081913.14	PHLPP1	0	0	0	1	1	0	0	0	2	0	1	0	0	0	1
ENSG00000082458.12	DLG3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000082497.12	SERTAD4	3	3	0	3	0	1	2	0	0	0	0	0	0	1	1
ENSG00000082512.15	TRAF5	0	1	0	1	6	5	4	0	1	10	10	5	0	0	0
ENSG00000082556.14	OPRK1	0	10	0	0	1	0	10	10	0	0	0	0	0	0	0
ENSG00000082684.16	SEMA5B	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000083067.27	TRPM3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
ENSG00000083223.18	TUT7	16	0	0	0	1	0	3	17	23	1	8	15	1	18	11
ENSG00000083782.8	EPYC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000083817.9	ZNF416	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1
ENSG00000083857.15	FAT1	0	2	0	0	0	0	6	0	0	1	1	0	0	1	0
ENSG00000083896.13	YTHDC1	30	19	1	15	20	18	5	1	28	27	12	19	1	12	9
ENSG00000084070.12	SMAP2	8	16	0	1	8	20	8	20	1	21	16	8	0	12	2
ENSG00000084444.14	FAM234B	0	0	0	0	2	1	0	0	1	4	0	5	1	0	0
ENSG00000084453.17	SLCO1A2	0	0	2	3	1	0	2	1	0	1	0	0	0	2	2
ENSG00000084628.10	NKAIN1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000084674.15	APOB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084676.16	NCOA1	15	10	20	10	1	1	0	10	20	11	0	10	0	1	0
ENSG00000084710.14	EFR3B	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000084734.9	GCKR	0	3	0	0	0	1	0	1	1	0	0	1	0	2	0
ENSG00000085231.14	AK6	30	20	32	80	61	145	24	152	188	197	201	185	57	198	149
ENSG00000085265.12	FCN1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000085382.12	HACE1	1	1	0	0	0	12	0	1	0	8	0	1	0	0	0
ENSG00000085491.17	SLC25A24	33	11	23	24	40	21	33	10	30	33	22	18	6	21	1
ENSG00000085563.15	ABCB1	0	0	6	0	0	0	1	0	1	0	1	1	0	0	0
ENSG00000085733.16	CTTN	59	88	19	79	64	99	59	114	161	142	134	126	17	81	79
ENSG00000085831.16	TTC39A	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000085978.22	ATG16L1	5	6	3	7	1	14	6	0	1	0	13	13	1	6	7
ENSG00000086205.18	FOLH1	0	0	1	0	0	0	0	0	1	1	1	10	1	10	0
ENSG00000086289.13	EPDR1	0	0	1	0	1	0	1	1	1	0	0	0	0	2	1
ENSG00000086570.13	FAT2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000086730.17	LAT2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000087085.16	ACHE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000087299.12	L2HGDH	5	7	14	1	9	2	2	0	1	1	5	5	0	0	3
ENSG00000087301.9	TXNDC16	2	0	0	0	1	1	0	2	1	0	0	1	0	0	0
ENSG00000087494.16	PTHLH	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000087495.17	PHACTR3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000088038.20	CNOT3	5	4	1	6	2	1	1	0	0	1	4	0	0	1	1
ENSG00000088053.11	GP6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000088280.21	ASAP3	1	10	0	0	0	19	0	0	0	0	0	1	0	0	0
ENSG00000088451.11	TGDS	0	1	0	2	5	1	1	0	1	0	4	1	0	1	2
ENSG00000088812.18	ATRN	2	1	0	6	1	2	2	8	6	9	5	0	0	2	5
ENSG00000088881.22	EBF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000088882.8	CPXM1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000088899.16	LZTS3	0	0	0	0	0	0	0	0	7	12	8	0	0	0	0
ENSG00000088992.18	TESC	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ENSG00000089177.20	KIF16B	1	0	0	10	0	0	1	1	16	3	1	1	0	1	2
ENSG00000089199.10	CHGB	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000089250.20	NOS1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089335.22	ZNF302	0	12	1	1	1	1	1	24	12	0	0	17	0	30	12
ENSG00000089692.9	LAG3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089723.10	OTUB2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000089737.19	DDX24	70	51	14	43	45	60	14	58	51	43	51	34	13	32	32
ENSG00000090376.11	IRAK3	2	4	1	2	1	4	1	0	4	1	2	1	0	2	0
ENSG00000090530.10	P3H2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000090565.17	RAB11FIP3	13	6	4	8	3	12	7	8	26	20	9	4	0	11	0
ENSG00000090661.12	CERS4	0	0	0	17	0	0	0	0	0	1	1	0	0	0	0
ENSG00000090975.14	PITPNM2	4	6	0	0	4	0	9	0	0	0	2	0	0	1	1
ENSG00000091073.20	DTX2	1	11	0	0	4	5	6	12	8	4	2	1	0	14	2
ENSG00000091181.20	IL5RA	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000091262.17	ABCC6	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1
ENSG00000091972.19	CD200	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000092010.15	PSME1	156	132	96	543	356	1177	178	748	1041	939	949	933	247	1149	976
ENSG00000092094.11	OSGEP	29	18	32	33	26	33	14	9	28	39	4	23	0	17	4
ENSG00000092096.19	SLC22A17	0	12	0	0	1	18	0	1	0	1	1	0	0	0	0
ENSG00000092098.18	RNF31	18	11	9	36	27	18	18	5	17	43	34	12	0	9	15
ENSG00000092295.12	TGM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000092330.19	TINF2	18	35	35	30	22	19	23	17	56	9	66	9	0	21	17
ENSG00000092421.17	SEMA6A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000092847.14	AGO1	0	8	0	14	16	16	16	19	12	10	9	2	6	14	18
ENSG00000094661.3	OR1I1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094755.17	GABRP	0	2	3	3	0	1	2	2	1	5	2	1	0	0	2
ENSG00000094914.14	AAAS	18	17	16	38	47	57	23	30	71	91	26	25	2	28	7
ENSG00000095015.6	MAP3K1	0	1	0	0	1	0	0	0	0	1	4	1	1	1	0
ENSG00000095303.17	PTGS1	4	4	0	10	1	1	1	0	0	1	0	0	0	1	0
