gene_id	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.6066		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.607		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MSTRG.6071		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
MSTRG.6072		1	0	0	0	1	0	0	0	2	1	10	3	0	15	1
MSTRG.6073	MSTRG.6073	19	12	0	33	6	29	8	8	10	14	5	15	7	29	12
MSTRG.6074		0	0	0	0	1	2	0	3	2	0	2	0	0	0	0
MSTRG.6075		0	0	0	4	1	0	0	1	0	0	0	0	1	0	0
MSTRG.6076		0	2	0	0	0	0	0	0	0	1	0	2	0	0	2
MSTRG.6081	MSTRG.6081	15	24	25	49	44	48	60	70	41	49	34	36	31	42	39
MSTRG.6082	MSTRG.6082	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6083		0	0	0	2	0	0	2	0	0	1	1	0	0	1	0
MSTRG.6085		3	7	0	1	2	2	2	4	0	2	1	8	1	1	4
MSTRG.6086		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6087		0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MSTRG.6088		0	2	0	0	0	0	0	1	0	4	0	0	0	0	0
MSTRG.609	MSTRG.609	58	50	16	115	55	73	37	55	80	145	57	39	20	57	56
MSTRG.6090		1	0	2	32	17	12	10	15	9	5	24	22	1	5	26
MSTRG.6093		5	1	0	1	9	8	0	5	0	0	9	0	0	1	1
MSTRG.6094		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MSTRG.6095	MSTRG.6095	95	88	14	72	46	58	48	51	136	82	80	41	0	52	59
MSTRG.6098		4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
MSTRG.61	MSTRG.61	3	2	2	1	2	10	6	8	9	35	28	9	1	16	5
MSTRG.610	MSTRG.610	90	116	70	132	170	405	83	244	348	349	322	270	83	231	275
MSTRG.6100		12	7	7	18	11	11	13	4	20	21	6	4	1	9	5
MSTRG.6102		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MSTRG.6104	MSTRG.6104	6	6	1	4	7	3	9	0	0	4	0	0	0	0	3
MSTRG.6105		0	1	1	2	4	6	0	6	1	9	0	3	0	5	9
MSTRG.6107	MSTRG.6107	1	0	0	0	0	0	0	0	1	5	0	0	0	0	0
MSTRG.611		0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
MSTRG.6110		7	1	4	2	4	3	4	2	4	6	8	2	1	10	1
MSTRG.6111	MSTRG.6111	6	2	1	5	16	25	24	14	68	1	13	20	4	10	6
MSTRG.6112	MSTRG.6112	66	55	12	40	42	86	30	102	66	74	65	35	24	58	74
MSTRG.6114		108	65	39	74	95	147	54	174	240	256	272	197	56	225	148
MSTRG.6118		1087	986	616	679	644	370	1227	262	484	722	360	344	80	397	207
MSTRG.6119		55	55	17	28	87	44	29	13	33	17	22	0	0	43	3
MSTRG.6120	MSTRG.6120	1	0	3	7	5	12	7	2	7	15	5	7	0	10	5
MSTRG.6122		0	1	1	3	1	2	0	0	0	0	0	0	0	0	1
MSTRG.6123	MSTRG.6123	0	1	1	0	0	0	2	0	0	1	0	0	0	3	0
MSTRG.6124		3	2	3	14	2	0	0	0	0	2	17	1	5	0	0
MSTRG.6126	MSTRG.6126	24	0	48	16	1	8	0	48	60	30	15	35	0	40	24
MSTRG.6127		51	15	1	39	39	36	21	21	24	81	51	31	9	9	37
MSTRG.613		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MSTRG.6130	MSTRG.6130	0	1	0	1	0	1	5	1	1	0	0	0	0	0	0
MSTRG.6133		2	0	1	1	4	1	0	3	1	1	0	1	0	2	0
MSTRG.6136		36	24	30	78	11	18	48	30	17	53	29	24	0	31	36
MSTRG.6141		2	0	1	4	1	4	3	4	2	5	3	1	0	4	3
MSTRG.6142		1	0	1	0	1	8	8	13	0	1	0	11	0	1	1
MSTRG.6146		30	32	3	25	37	13	12	4	17	47	4	42	3	9	7
MSTRG.6147		4	0	1	0	3	4	0	0	0	0	0	0	0	4	2
MSTRG.6148		15	9	14	17	13	32	15	7	21	23	15	3	1	13	5
MSTRG.6149		142	100	76	151	109	154	90	89	184	197	153	122	14	93	130
MSTRG.615	MSTRG.615	3	4	11	27	12	4	4	13	27	33	21	5	1	8	16
MSTRG.6151	MSTRG.6151	5	12	10	46	16	67	17	44	91	87	76	55	20	66	66
MSTRG.6152		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MSTRG.6155	MSTRG.6155	1	0	0	0	2	0	0	3	1	1	1	0	0	2	3
MSTRG.6159		7	1	0	21	1	1	1	0	0	8	0	1	0	1	0
MSTRG.616	MSTRG.616	2	12	1	19	8	16	1	11	31	10	13	15	1	7	5
MSTRG.6160	MSTRG.6160	1	0	0	1	1	6	1	4	4	0	2	0	0	1	1
MSTRG.6163		0	1	0	0	1	0	1	0	1	0	0	3	0	0	0
MSTRG.6167	MSTRG.6167	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
MSTRG.6168	MSTRG.6168	0	21	16	18	3	19	8	17	38	10	28	14	3	36	15
MSTRG.6169	MSTRG.6169	0	1	2	0	1	16	1	24	41	47	18	15	8	44	20
MSTRG.617		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6173		10	18	8	1	18	11	1	6	60	12	42	1	0	0	11
MSTRG.6174		5	8	24	7	1	17	4	14	21	25	18	10	6	16	8
MSTRG.6176		152	52	56	196	148	137	106	157	164	207	179	128	35	125	93
MSTRG.618	MSTRG.618	188	87	39	151	143	167	66	142	147	179	177	88	25	63	88
MSTRG.6181		0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
MSTRG.6182	MSTRG.6182	90	67	9	112	49	123	40	128	184	82	110	135	48	113	124
MSTRG.6183		1	6	1	1	1	12	6	7	15	13	1	6	1	1	1
MSTRG.6187	MSTRG.6187	54	42	1	19	19	30	1	40	85	42	35	36	28	7	35
MSTRG.6188	MSTRG.6188	18	14	14	8	28	13	4	12	16	15	9	16	1	18	12
MSTRG.619	MSTRG.619	365	198	132	338	330	284	202	237	316	370	191	177	50	258	222
MSTRG.6193		0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
MSTRG.6194		17	11	2	24	8	2	13	1	8	16	20	1	1	12	8
MSTRG.6196		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MSTRG.6197	MSTRG.6197	0	10	1	8	4	8	0	1	20	6	7	7	1	0	1
MSTRG.6199		6	15	1	21	1	1	2	20	21	12	9	17	0	23	9
MSTRG.6200		0	0	1	0	0	0	0	0	1	0	0	4	0	0	1
MSTRG.6201	MSTRG.6201	129	112	50	118	97	177	68	105	187	200	150	185	13	202	57
MSTRG.6202	MSTRG.6202	28	23	17	43	17	39	42	19	34	44	14	47	1	31	40
MSTRG.6203	MSTRG.6203	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6204		0	6	0	0	8	4	2	1	0	29	6	9	0	6	1
MSTRG.6205	MSTRG.6205	484	402	375	959	784	1478	553	974	1126	1307	1197	1041	182	1125	871
MSTRG.6206		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6207	MSTRG.6207	0	4	2	10	11	4	3	7	5	9	12	8	3	4	4
MSTRG.6210		3	0	15	45	25	54	12	9	30	14	9	6	3	27	18
MSTRG.6211	MSTRG.6211	255	234	155	250	216	168	110	196	401	236	283	185	48	239	189
MSTRG.6212		12	0	0	0	0	7	0	3	3	0	0	1	0	0	0
MSTRG.6213		0	0	0	1	0	0	0	1	0	0	1	0	1	0	1
MSTRG.6214	MSTRG.6214	1	0	0	7	5	6	3	10	4	9	6	6	0	7	7
MSTRG.6215		15	38	28	54	25	34	6	1	43	55	34	53	0	44	17
MSTRG.6216	MSTRG.6216	3812	3130	2032	3862	4173	4059	3347	2153	4157	4608	2993	2326	499	2663	2278
MSTRG.6217		1	0	1	5	3	3	0	3	1	4	0	2	0	4	4
MSTRG.6219	MSTRG.6219	2376	1676	1154	2426	2371	2447	1437	1111	1596	1998	1230	981	231	1270	962
MSTRG.6220	MSTRG.6220	937	701	510	1091	1035	707	830	741	1201	1494	964	799	147	701	656
MSTRG.6222		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
MSTRG.6223	MSTRG.6223	0	0	0	0	0	1	0	0	0	8	0	2	0	2	0
MSTRG.6225		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MSTRG.6227		0	6	0	0	0	1	0	0	0	0	0	1	0	0	0
MSTRG.6228	MSTRG.6228	55	143	88	610	283	947	205	514	613	542	565	671	113	632	597
MSTRG.6229	MSTRG.6229	2	0	1	4	0	0	1	0	0	0	0	0	0	0	0
MSTRG.623	MSTRG.623	6	4	8	28	14	70	22	38	70	64	77	81	11	83	52
MSTRG.6230	MSTRG.6230	44	75	27	58	23	65	35	122	96	80	77	66	19	48	18
MSTRG.6234		32	37	36	66	36	69	28	56	57	58	52	16	8	45	44
MSTRG.6235		0	1	1	1	0	0	7	2	8	1	0	0	0	6	0
MSTRG.6236	MSTRG.6236	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
MSTRG.624		27	26	19	45	36	84	26	62	58	77	75	62	19	86	78
MSTRG.6243		29	14	19	94	23	48	8	35	32	57	24	21	1	33	13
MSTRG.6244	MSTRG.6244	477	256	269	599	580	791	292	731	782	889	733	714	214	866	651
MSTRG.6246	MSTRG.6246	11	12	5	21	19	27	12	12	22	20	37	29	1	13	6
MSTRG.6247		0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
MSTRG.6248		2	5	1	10	5	8	3	1	4	6	3	1	0	7	4
MSTRG.625	MSTRG.625	0	0	0	0	0	1	2	3	12	4	9	0	1	0	3
MSTRG.6250	MSTRG.6250	0	0	0	0	0	2	0	1	1	5	3	1	0	0	0
MSTRG.6252		0	0	0	0	1	0	0	0	1	0	6	4	0	1	1
MSTRG.6254		39	27	12	19	19	26	9	6	45	29	38	10	0	16	11
MSTRG.6255	MSTRG.6255	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
MSTRG.6256		56	52	24	97	86	97	116	52	44	92	104	40	20	44	52
MSTRG.6257		389	463	435	1784	950	2258	623	2024	2753	2855	2624	2741	420	2782	2124
MSTRG.6258	MSTRG.6258	78	3	48	67	20	92	65	24	102	176	99	56	2	67	51
MSTRG.6259		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
MSTRG.6261	MSTRG.6261	20	36	30	33	14	25	42	40	11	54	84	29	1	38	36
MSTRG.6262	MSTRG.6262	201	273	182	287	299	228	237	377	677	525	520	467	72	348	270
MSTRG.6268		8	4	4	6	8	0	8	1	1	14	6	4	0	6	2
MSTRG.6269	MSTRG.6269	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MSTRG.627		1	11	13	16	16	38	14	23	11	12	35	14	1	19	2
MSTRG.6273	MSTRG.6273	4	7	1	7	0	5	8	5	4	3	1	5	0	0	1
MSTRG.6275	MSTRG.6275	21	32	4	26	2	2	0	21	35	27	1	9	0	9	2
MSTRG.6277		18	12	8	44	39	4	12	10	46	9	21	20	1	18	12
MSTRG.628		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MSTRG.6282	MSTRG.6282	6	6	3	1	10	6	0	14	2	22	3	10	0	3	1
MSTRG.6286	MSTRG.6286	13	9	8	28	18	12	20	27	3	0	19	4	3	21	14
MSTRG.6287		0	1	10	0	1	1	0	0	0	1	0	0	0	0	0
MSTRG.6288		3	0	0	0	1	0	0	0	0	1	0	0	0	0	0
MSTRG.6289	MSTRG.6289	224	165	132	269	258	180	158	173	259	328	293	220	64	278	112
MSTRG.6290	MSTRG.6290	28	54	16	110	69	145	45	92	158	144	104	128	6	116	51
MSTRG.6291	MSTRG.6291	21	6	12	40	4	0	13	1	6	11	4	17	0	2	9
MSTRG.6292	MSTRG.6292	0	9	0	5	0	1	0	5	3	2	0	1	0	0	0
MSTRG.6294		2	1	16	12	10	7	0	18	1	10	5	3	0	43	0
MSTRG.6295	MSTRG.6295	1	0	0	0	0	2	0	0	0	0	1	0	0	1	1
MSTRG.6298	MSTRG.6298	378	432	194	308	414	241	209	519	861	954	534	477	82	500	263
MSTRG.6299	MSTRG.6299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MSTRG.63		2	3	2	16	6	9	5	15	15	15	25	14	0	15	7
MSTRG.630		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MSTRG.6300	MSTRG.6300	1	1	0	0	0	1	2	1	0	3	2	2	0	1	0
MSTRG.6301		63	23	15	45	96	75	54	36	106	84	52	49	0	37	27
MSTRG.6302	MSTRG.6302	80	77	38	81	62	86	110	98	140	51	45	42	9	84	30
MSTRG.6306	MSTRG.6306	0	1	5	1	2	1	1	0	10	7	8	0	0	0	2
MSTRG.6308	MSTRG.6308	0	0	0	0	2	0	0	0	4	9	1	0	0	1	0
MSTRG.6309	MSTRG.6309	0	0	0	2	0	1	1	3	6	4	1	1	0	1	28
MSTRG.6310	MSTRG.6310	22	27	9	42	22	14	19	22	109	66	72	25	12	19	40
MSTRG.6311		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSTRG.6312	MSTRG.6312	157	212	153	532	438	650	285	525	782	857	805	1011	173	901	717
MSTRG.6313	MSTRG.6313	648	357	341	600	600	569	462	354	367	526	393	383	100	270	465
MSTRG.6314	MSTRG.6314	59	86	37	268	200	241	169	55	50	68	43	77	33	146	84
MSTRG.632	MSTRG.632	118	96	88	186	144	231	71	193	349	252	248	245	48	246	222
MSTRG.6321		0	0	1	0	0	0	0	0	0	3	0	0	0	0	1
MSTRG.6322		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MSTRG.6323	MSTRG.6323	210	136	118	188	216	208	223	150	275	264	222	185	32	232	145
MSTRG.6325		0	1	0	1	0	0	0	1	0	10	0	0	0	0	0
MSTRG.6326		0	9	18	21	26	60	48	12	32	54	25	42	0	1	49
MSTRG.6327	MSTRG.6327	32	36	34	51	54	21	12	24	38	28	34	20	2	19	19
MSTRG.6328	MSTRG.6328	48	15	9	70	54	126	30	18	3	64	14	24	22	54	35
MSTRG.6329		12	18	6	22	30	14	6	8	14	28	24	18	1	10	6
MSTRG.6330	MSTRG.6330	0	0	1	0	0	1	0	0	8	2	0	1	0	3	1
MSTRG.6331	MSTRG.6331	17	4	4	17	16	4	17	14	53	14	3	10	0	7	2
MSTRG.6332		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
MSTRG.6334	MSTRG.6334	13	2	1	5	4	9	4	6	4	5	4	1	0	9	1
MSTRG.6336	MSTRG.6336	1144	946	458	1631	1075	1342	747	1042	1793	1801	1382	1307	253	1306	1017
MSTRG.6337	MSTRG.6337	0	3	2	8	7	17	13	2	16	9	36	22	1	15	12
MSTRG.6338		0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
MSTRG.6339	MSTRG.6339	8	29	10	80	43	40	54	36	88	67	86	48	1	25	59
MSTRG.6340	MSTRG.6340	25	3	25	83	39	51	37	49	83	98	109	49	14	54	42
MSTRG.6344		1920	2993	2293	11134	5356	17386	3673	13359	17368	18668	17554	16525	3327	16746	13506
MSTRG.6345	MSTRG.6345	0	0	0	4	2	7	0	5	11	4	6	5	2	5	5
MSTRG.6346	MSTRG.6346	30	34	18	43	33	19	7	10	57	40	33	23	1	41	24
MSTRG.6347		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6348		11	9	1	17	8	1	7	0	0	0	0	0	0	0	0
MSTRG.635	MSTRG.635	1	0	1	3	1	2	0	0	0	2	0	1	0	1	3
MSTRG.6351		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6354		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
MSTRG.6355		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6357	MSTRG.6357	47	84	33	184	96	224	55	124	289	259	187	258	38	345	229
MSTRG.6359		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MSTRG.636		35	27	12	6	15	24	35	14	9	42	6	15	0	12	1
MSTRG.6363	MSTRG.6363	1	5	3	5	1	14	3	3	5	5	3	8	1	10	6
MSTRG.6364	MSTRG.6364	80	82	65	220	145	291	99	144	256	244	157	182	43	132	114
MSTRG.6366		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTRG.6368		0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
MSTRG.6369	MSTRG.6369	2486	2378	1539	4915	3098	4398	2301	3226	4722	4780	3944	3115	839	3641	3042
MSTRG.637		15	14	8	10	10	10	0	16	30	26	18	4	2	12	6
MSTRG.6371	MSTRG.6371	209	120	53	385	256	592	89	380	530	498	618	580	144	413	356
MSTRG.6374	MSTRG.6374	1	4	18	44	28	37	8	22	40	27	21	28	7	66	4
MSTRG.6376		0	0	4	1	0	1	0	0	0	0	0	0	0	0	0
MSTRG.6377	MSTRG.6377	24	18	0	60	12	48	1	84	54	90	42	54	1	66	78
MSTRG.6378	MSTRG.6378	251	218	190	323	278	288	207	316	458	556	305	330	59	293	223
MSTRG.638		0	0	10	1	1	1	0	0	0	0	0	0	0	0	0
MSTRG.6380		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MSTRG.6381		1	0	1	0	1	1	0	0	0	0	1	1	0	0	0
MSTRG.6383		375	404	400	1203	696	1653	537	1321	1866	1807	1666	1600	277	1596	1251
MSTRG.6384		2632	1879	1270	2244	1936	2546	1412	2636	3808	4417	3446	2531	412	2602	2053
MSTRG.6385		0	0	0	4	1	1	0	0	0	0	2	2	0	1	3
MSTRG.6386	MSTRG.6386	7	4	9	14	6	9	10	13	16	10	6	7	1	12	12
MSTRG.6387	MSTRG.6387	134	75	79	239	140	325	116	212	302	354	270	259	91	301	250
MSTRG.6389		104	108	84	329	200	436	194	422	558	622	542	439	66	506	391
MSTRG.6390	MSTRG.6390	0	0	0	4	2	3	1	5	1	3	5	6	0	8	0
MSTRG.6391	MSTRG.6391	5	0	0	1	9	8	0	4	16	18	7	6	0	11	1
MSTRG.6392		0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MSTRG.6393		0	0	3	1	0	0	1	0	0	0	0	0	0	0	0
MSTRG.6394	MSTRG.6394	2	18	14	79	16	56	26	33	70	60	40	40	12	58	67
MSTRG.6395	MSTRG.6395	32	36	0	11	1	18	24	23	36	22	32	42	1	38	16
MSTRG.6397		10	4	11	30	19	13	8	15	14	15	13	11	1	12	10
MSTRG.6398		31	27	30	45	12	48	52	12	18	21	33	27	1	6	15
MSTRG.6399		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.64		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
MSTRG.640	MSTRG.640	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
MSTRG.6400		111	133	73	88	71	74	143	62	137	163	126	54	30	92	41
MSTRG.6401		2	5	4	0	10	1	3	0	3	6	4	2	1	5	4
MSTRG.6402		10	15	0	0	1	15	15	1	19	10	21	6	0	1	11
MSTRG.6403		0	0	0	1	0	10	0	0	0	0	0	1	0	0	0
MSTRG.6404		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MSTRG.6405		0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
MSTRG.6406	MSTRG.6406	15109	21337	16998	67156	40524	87593	28812	78885	106309	116886	106153	103607	18119	101669	77563
MSTRG.6407	MSTRG.6407	234	208	126	398	264	353	187	274	534	422	403	278	55	445	233
MSTRG.641	MSTRG.641	190	114	68	145	130	158	103	104	191	220	161	118	11	155	136
MSTRG.6410	MSTRG.6410	75071	103391	72828	272688	165290	351039	130881	300334	413210	443582	401890	432760	69633	394766	301804
MSTRG.6411	MSTRG.6411	89	70	55	107	84	44	26	75	169	161	99	73	1	55	25
MSTRG.6413		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.6414	MSTRG.6414	37	58	24	48	20	67	26	69	109	113	55	91	12	60	39
MSTRG.6415		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MSTRG.6416	MSTRG.6416	7963	10818	8145	43787	19493	62586	13270	46570	60636	62149	60027	53515	11909	59139	44193
MSTRG.6417	MSTRG.6417	12	11	2	8	47	34	3	29	24	53	40	13	3	23	38
MSTRG.6418		69	24	24	19	38	52	50	54	51	73	58	36	6	44	26
MSTRG.642		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MSTRG.6420	MSTRG.6420	22	33	4	20	11	18	17	18	16	37	28	18	1	8	4
MSTRG.6421	MSTRG.6421	348	333	252	332	366	611	304	442	731	843	592	376	82	368	320
MSTRG.6422		30	37	24	77	73	103	61	87	131	126	89	111	30	149	100
MSTRG.6423		0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
MSTRG.6424		5	0	5	9	0	1	0	1	1	38	2	7	0	0	0
MSTRG.6425	MSTRG.6425	8	20	1	14	24	1	1	12	56	42	44	19	1	23	17
MSTRG.6427		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MSTRG.6428	MSTRG.6428	1	3	0	2	1	0	1	4	5	0	1	1	0	0	1
MSTRG.6429	MSTRG.6429	1	9	6	9	17	21	24	12	20	9	17	12	1	4	6
MSTRG.643		0	0	0	1	2	1	4	0	1	13	5	0	0	1	0
MSTRG.6430	MSTRG.6430	62	34	36	133	25	37	23	64	81	81	65	43	24	62	47
MSTRG.6432		4	19	19	39	18	20	13	7	13	41	22	9	0	24	11
MSTRG.6434	MSTRG.6434	10	9	7	14	15	22	0	14	29	27	15	13	12	24	18
MSTRG.6435	MSTRG.6435	496	417	236	468	472	384	384	433	744	722	466	281	110	415	441
MSTRG.6436	MSTRG.6436	499	326	181	346	289	369	261	325	548	496	332	293	63	229	209
MSTRG.6438	MSTRG.6438	4	0	0	2	10	10	3	7	14	7	9	1	1	2	1
MSTRG.6439	MSTRG.6439	2159	2626	1849	11801	4837	21464	2549	15398	19394	20095	19123	17121	4179	20608	16847
MSTRG.644		0	0	0	0	0	0	0	0	5	0	0	1	0	0	0
MSTRG.6440		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6441		4	0	4	16	8	8	1	1	14	1	6	4	0	1	4
MSTRG.6442	MSTRG.6442	75	92	52	167	96	121	126	94	119	203	94	174	17	159	99
MSTRG.6443		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6445	MSTRG.6445	24	12	6	18	13	3	45	22	20	26	55	21	12	18	1
MSTRG.6447		0	1	0	0	0	0	0	0	1	0	2	0	0	1	0
MSTRG.6448	MSTRG.6448	194	81	34	253	183	195	156	167	177	215	90	150	34	137	85
MSTRG.645		6	6	2	1	4	8	4	8	6	4	0	1	1	0	1
MSTRG.6450	MSTRG.6450	1	10	15	22	7	1	25	0	10	15	1	0	0	0	0
MSTRG.6452		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTRG.6453		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MSTRG.6455	MSTRG.6455	98	155	39	104	125	140	131	95	167	239	142	77	48	123	90
MSTRG.6456	MSTRG.6456	31	10	17	12	47	136	1	60	89	69	36	87	26	101	36
MSTRG.6458		12	1	9	28	7	6	13	12	13	9	1	2	1	7	1
MSTRG.6459	MSTRG.6459	213	133	166	270	176	225	141	154	309	420	221	185	28	214	178
MSTRG.646		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6460		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6461	MSTRG.6461	182	97	67	205	188	201	141	145	303	346	240	128	59	169	188
MSTRG.6464	MSTRG.6464	11	56	13	19	19	37	5	37	39	59	39	22	6	56	21
MSTRG.6465	MSTRG.6465	149	152	90	205	186	270	146	132	173	242	202	124	13	201	108
MSTRG.6467		6	0	1	0	1	1	1	0	1	0	1	1	0	7	0
MSTRG.6468	MSTRG.6468	80	79	42	128	74	62	58	90	102	95	52	49	12	47	52
MSTRG.647	MSTRG.647	856	420	351	1035	691	1423	486	678	909	959	951	682	212	860	823
MSTRG.6471	MSTRG.6471	48	11	26	40	62	18	14	29	23	49	50	33	1	25	33
MSTRG.6472	MSTRG.6472	66	53	16	120	98	162	61	129	243	173	159	87	17	183	125
MSTRG.6473		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MSTRG.6474		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MSTRG.6475		0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
MSTRG.6476	MSTRG.6476	1	0	1	0	2	0	1	2	0	5	10	0	0	3	0
MSTRG.6477	MSTRG.6477	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
MSTRG.6480		4	3	8	11	16	28	12	17	0	14	12	2	0	5	0
MSTRG.6481	MSTRG.6481	71	58	52	249	164	414	66	260	264	351	414	367	59	295	333
MSTRG.6482		12	0	0	14	8	0	6	12	6	16	8	10	0	2	11
MSTRG.6483	MSTRG.6483	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
MSTRG.6484		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSTRG.6485		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6486	MSTRG.6486	2	4	5	22	6	10	1	2	5	35	14	27	6	7	10
MSTRG.6490		0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
MSTRG.6492		32	17	15	49	20	40	20	27	24	23	20	16	10	12	1
MSTRG.6495		1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSTRG.6496		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MSTRG.6497		1	0	0	3	0	0	0	0	1	0	0	1	0	0	0
MSTRG.6498	MSTRG.6498	145	114	80	92	99	98	62	54	127	124	135	105	21	88	57
MSTRG.6499		1	0	0	0	0	0	1	0	0	0	1	0	0	1	1
MSTRG.650	MSTRG.650	16	32	19	7	16	18	23	29	21	16	37	12	0	4	16
MSTRG.6500		0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MSTRG.6501	MSTRG.6501	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
MSTRG.6504	MSTRG.6504	0	0	0	0	0	0	1	1	3	5	0	0	0	0	1
MSTRG.6508		22	8	17	1	13	17	10	1	48	32	42	16	0	51	1
MSTRG.6510		0	0	0	0	1	0	0	1	0	0	0	1	0	1	0
MSTRG.6511		0	0	0	0	1	1	0	0	2	4	0	1	0	0	0
MSTRG.6513	MSTRG.6513	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1
MSTRG.6519		15	10	5	9	13	7	7	5	18	19	12	7	6	5	12
MSTRG.652		26	48	36	94	70	161	67	133	251	219	152	103	23	101	118
MSTRG.6521		28	16	20	28	27	18	10	48	54	100	66	54	8	33	42
MSTRG.6522		0	0	0	2	0	0	0	0	0	0	0	1	1	0	0
MSTRG.6523		30	17	10	40	32	22	28	25	70	64	32	17	17	17	7
MSTRG.6526	MSTRG.6526	0	0	0	2	0	0	0	1	0	1	0	0	0	2	1
MSTRG.6527		0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
MSTRG.653		0	1	0	0	0	0	0	0	0	4	1	0	0	1	1
MSTRG.6533	MSTRG.6533	4	1	0	4	2	5	0	4	4	7	5	1	0	25	20
MSTRG.6538	MSTRG.6538	8	0	8	3	1	8	20	12	8	12	5	1	0	1	12
MSTRG.6540	MSTRG.6540	155	78	50	147	104	160	82	177	195	211	193	159	42	179	122
MSTRG.6541		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MSTRG.6542		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.6543		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
