"Log2MeanExon"	"Log2FC"	"pvalue"	"padj"
"MSTRG.26470:ENST00000522407.5"	4.20931641700168	-1.06629721809545	0.00048332445548078	0.0169726257146058
"MSTRG.2239:MSTRG.2239.1"	7.968528127676	0.530184315714997	0.000483302354294588	0.0169726257146058
"MSTRG.11379:ENST00000580434.5"	4.08756725089155	-0.666265177497058	0.000483048943581625	0.0169726257146058
"MSTRG.13793:ENST00000593274.1"	5.85734316088219	-0.298484712024525	0.000484370962577729	0.0169975387605487
"MSTRG.6540:ENST00000355192.8"	4.63587907947449	0.480786866303733	0.00048478582615308	0.017004353816572
"MSTRG.19034:ENST00000441156.5"	7.58978485776207	0.160271912205249	0.000485288992484968	0.0170142585709175
"ENSG00000292158.1:ENST00000709905.1"	5.57382172213876	-0.911462503519009	0.000486689896339669	0.0170556147302081
"MSTRG.28694:MSTRG.28694.8"	4.24105910452104	-0.709430127240076	0.000488352932384887	0.0171061153070201
"ENSG00000223367.6:ENST00000457341.6"	13.3579970215096	0.25488697263204	0.000489173972441561	0.0171193913497487
"MSTRG.26706:ENST00000525232.5"	4.70648751222374	-0.7492939580194	0.000489309122786233	0.0171193913497487
"MSTRG.14310:ENST00000650748.1"	3.08151167002812	1.14606139234873	0.000489398395363426	0.0171193913497487
"MSTRG.13147:ENST00000580387.5"	2.09932835191721	-1.88887894021271	0.000490379131465525	0.0171381390607693
"MSTRG.20647:ENST00000676262.1"	3.49141047919767	-1.56461274750133	0.000490162898217034	0.0171381390607693
"MSTRG.7626:MSTRG.7626.5"	3.61958734306761	-0.706194844754962	0.000492756052535652	0.0172134029558035
"MSTRG.9080:ENST00000434494.5"	2.73088456470015	-1.25260223126567	0.000493342931021772	0.0172182939086956
"MSTRG.28696:ENST00000486204.5"	5.39354384983802	-1.10534216157726	0.000493195156106247	0.0172182939086956
"MSTRG.7346:ENST00000341423.10"	8.40359271684278	0.728789677460609	0.000494013694098742	0.017233899182724
"MSTRG.17818:ENST00000427803.6"	3.16018491586623	0.867577675214965	0.000495424709690996	0.0172753027050713
"MSTRG.13180:ENST00000637941.1"	2.01178170468699	1.41920293735182	0.000498109887976636	0.0173610783298306
"MSTRG.20593:ENST00000284440.9"	7.98326520481732	0.468472406447117	0.000499007412736792	0.0173844978482471
"MSTRG.7064:ENST00000229379.3"	10.8427576755877	0.449956652963886	0.000499279886631797	0.0173861304218796
"ENSG00000231500.7:ENST00000474626.5"	8.18946611487803	-0.402958831207863	0.000500036535153578	0.0174046140343293
"MSTRG.25039:ENST00000488338.2"	3.6979832135123	-1.35109910985221	0.000500943670852351	0.0174159246907833
"MSTRG.14564:ENST00000596358.6"	5.42136094645335	0.287208756857389	0.000501039488197381	0.0174159246907833
"MSTRG.12463:ENST00000591234.5"	0.23665526907851	0.566303136743258	0.000500971690038975	0.0174159246907833
"MSTRG.4282:ENST00000314138.11"	13.2349777795009	0.0420521128290474	0.000501539098199132	0.0174175781818033
"MSTRG.25458:ENST00000443571.6"	3.94869868809643	-0.882382851200391	0.000501343890163551	0.0174175781818033
"ENSG00000114942.15:ENST00000445505.6"	10.3777519743572	0.230198265367052	0.000502171925328433	0.0174238509273569
"ENSG00000278081.3:ENST00000630852.1"	3.87157993304079	-0.848829726306097	0.000502128548381667	0.0174238509273569
"MSTRG.24631:ENST00000679247.1"	6.15424084168834	-0.41885346357755	0.000502401024435367	0.0174239548807553
"MSTRG.15523:MSTRG.15523.9"	1.00570412084492	2.7226111335177	0.00050272182024199	0.0174272374770527
"MSTRG.6369:ENST00000677385.1"	7.067388773522	-0.529446876271115	0.000503011570069907	0.0174294413726291
"ENSG00000282986.2:ENST00000634474.1"	5.40016736870912	-0.477288190351748	0.000504185546053043	0.0174622681123324
"MSTRG.23649:ENST00000652832.1"	1.86635066605309	1.76488352206315	0.000505863311088728	0.01747087510513
"MSTRG.2702:ENST00000366813.1"	5.99765446470131	-0.75912279332476	0.000506188083792457	0.01747087510513
"MSTRG.17158:ENST00000357156.7"	8.22698789263933	0.25834514697096	0.000507154597728788	0.01747087510513
"MSTRG.23322:ENST00000373715.11"	7.38713437205524	0.43492741571358	0.000505712582399603	0.01747087510513
"MSTRG.28429:ENST00000372661.6"	6.93301723513428	0.377073310664509	0.000506937421985177	0.01747087510513
"MSTRG.11099:ENST00000570189.5"	5.40516350263505	0.353446366147065	0.000506315123792508	0.01747087510513
"MSTRG.19204:ENST00000469153.5"	-1.16958452133487	-12.9443927793318	0.000506288160184299	0.01747087510513
"MSTRG.9916:ENST00000710415.1"	5.27441416043177	0.48152882462534	0.000506994501838837	0.01747087510513
"MSTRG.12029:ENST00000638892.1"	1.97085130841095	-1.29972503832981	0.000506151176093468	0.01747087510513
"MSTRG.5416:ENST00000525291.5"	3.19035482317927	-0.800651872864865	0.000506305032550764	0.01747087510513
"MSTRG.27230:ENST00000679157.1"	2.25377971858224	1.30133918253524	0.000505633010969807	0.01747087510513
"MSTRG.8337:ENST00000554353.1"	1.09009852664445	-1.86816732142139	0.000507077328053768	0.01747087510513
"MSTRG.14559:ENST00000363389.1"	2.04429733140388	-3.03387257260123	0.0005076253003168	0.0174792765384331
"MSTRG.2084:ENST00000368024.5"	6.51720379065578	0.246134461526334	0.000508232872733075	0.017492381258846
"MSTRG.23322:MSTRG.23322.2"	7.38743429666318	0.432539736223615	0.000508489935581218	0.0174934158106071
"MSTRG.18862:ENST00000697816.1"	9.6849283359984	0.524891029189048	0.000509393831292093	0.0175166922922942
"MSTRG.23649:ENST00000453754.5"	1.43383486165219	2.1343606443794	0.000510291792927139	0.017528138829904
"MSTRG.27983:ENST00000379341.9"	7.5730620366714	0.730623531501225	0.000510636522191669	0.017528138829904
"MSTRG.18531:ENST00000698408.1"	1.52015196369443	2.7761031604111	0.000510408826467176	0.017528138829904
"MSTRG.13214:ENST00000587834.6"	5.7927460278476	1.02603452591329	0.000510458590401989	0.017528138829904
"MSTRG.2133:ENST00000618415.4"	4.99189750697126	-0.528758385739184	0.000511399608027568	0.0175432684650362
"MSTRG.8063:MSTRG.8063.7"	2.23422663051776	-1.30999942126918	0.000511532587279546	0.0175432684650362
"MSTRG.14559:ENST00000678510.1"	10.4159130565653	-0.130828327333345	0.000512651941898584	0.0175539144124596
"MSTRG.147:ENST00000632449.1"	7.58869675129704	-0.272953399149085	0.000512981952932171	0.0175539144124596
"MSTRG.21832:MSTRG.21832.1"	4.64952105222361	-0.699605317497169	0.000512762813277161	0.0175539144124596
"ENSG00000241779.6:ENST00000484944.5"	1.00434484146897	-3.08058431744426	0.000512565839216446	0.0175539144124596
"MSTRG.25045:ENST00000692947.1"	1.5887866561149	2.14321940202998	0.000512112261618259	0.0175539144124596
"MSTRG.957:MSTRG.957.8"	3.20268801365639	-1.18219034376884	0.000514226881376086	0.0175887048080799
"MSTRG.27928:MSTRG.27928.3"	4.06386452270524	-0.644644209637946	0.000515167925501227	0.0176064354830679
"MSTRG.8066:ENST00000554961.5"	3.61468984788131	-0.958319733264644	0.000515202201011111	0.0176064354830679
"MSTRG.20647:ENST00000653147.1"	3.46008806047808	-1.60845932153944	0.0005169248407926	0.017657474326755
"MSTRG.21669:ENST00000506463.1"	-2.02781235036931	-14.4491906595158	0.000518462894217106	0.0177021655091531
"MSTRG.14559:ENST00000467825.2"	8.93381740999323	-0.513594965037399	0.000519648217998073	0.0177347789970627
"MSTRG.13688:MSTRG.13688.13"	2.27855580579912	-1.45265028981148	0.000522771157927471	0.0178320485478412
"MSTRG.8703:ENST00000681195.1"	1.80870755193712	1.34696548102516	0.000522961118555464	0.0178320485478412
"MSTRG.23794:MSTRG.23794.2"	2.66738802838954	-1.17662715122946	0.000523847327489005	0.017854366541777
"MSTRG.3083:MSTRG.3083.7"	9.48598800857056	0.0995371489291763	0.0005243044837564	0.0178620478016073
"MSTRG.15911:ENST00000431732.5"	1.12270525389652	2.06602541814298	0.000524655080518505	0.0178660935991679
"MSTRG.2659:ENST00000539697.5"	2.15484054374521	-1.17832729330222	0.000526003947844018	0.0179041149420299
"MSTRG.2992:ENST00000473809.5"	5.20001884733644	-0.574755576138945	0.000526539774297883	0.0179144406564872
"MSTRG.7934:ENST00000355151.9"	9.86479572672765	0.0666249780812809	0.000529097385919409	0.0179935140131163
"MSTRG.6554:ENST00000398033.8"	3.77211484573003	-1.13645036540806	0.000530016277110225	0.0180133301357442
"MSTRG.22649:ENST00000297107.11"	2.83397216705117	-1.44980355140118	0.000530147579194258	0.0180133301357442
"MSTRG.6384:ENST00000548898.5"	7.62442920368499	-0.312709533372924	0.000530535774172353	0.018018575508713
"MSTRG.13066:MSTRG.13066.21"	3.12317523591044	-1.22876820413264	0.000531213779410863	0.0180336547440352
"MSTRG.19327:ENST00000421999.8"	4.29626949389517	0.615038396540093	0.000534512092533887	0.0181376357881314
"MSTRG.16418:ENST00000604458.1"	2.63395710819272	-1.48004199935324	0.000535916587061213	0.0181765058824744
"MSTRG.9324:ENST00000396064.7"	4.09203810026468	-0.860736767629734	0.000536129322764324	0.0181765058824744
"MSTRG.7358:MSTRG.7358.15"	1.58345879758945	-2.44297019581246	0.000539113796139154	0.0182696514327509
"MSTRG.6439:ENST00000678066.1"	10.0058905879536	0.128411970232833	0.000539859558471637	0.0182788476691306
"MSTRG.22699:ENST00000519287.1"	5.17029382370098	-0.507497645779122	0.000539835599602761	0.0182788476691306
"MSTRG.9920:MSTRG.9920.2"	0.12850499712826	2.94610428003464	0.00054062787446649	0.0182968226886854
"MSTRG.15542:ENST00000413456.6"	6.55354066381361	-0.835169535157835	0.000541970321707634	0.0183261592503
"MSTRG.19009:ENST00000704377.1"	4.6707561410291	-0.811237639658851	0.000541855317811167	0.0183261592503
"MSTRG.18862:ENST00000384033.1"	2.75524728194846	-2.5131742073698	0.000543764023555277	0.0183626394317339
"MSTRG.15185:ENST00000477635.5"	4.155209471415	-0.883866827300029	0.00054372389152796	0.0183626394317339
"MSTRG.13382:ENST00000587460.6"	0.279405243959417	2.26848874008464	0.000543290629247784	0.0183626394317339
"MSTRG.20318:ENST00000505852.1"	8.45378084511841	-0.200383554791976	0.000547613270003832	0.0184656073787134
"MSTRG.22886:ENST00000502905.5"	7.21298600479549	-0.946223279553385	0.000547771644490653	0.0184656073787134
"MSTRG.4811:ENST00000347941.4"	6.61876763555091	-0.163336428186779	0.000547565037436055	0.0184656073787134
"MSTRG.11508:ENST00000582268.5"	0.971275744656433	-1.98983838642472	0.000547603524156639	0.0184656073787134
"MSTRG.6416:ENST00000550697.6"	12.6978205789603	0.168359928108929	0.000549403601427473	0.0185125231015321
"MSTRG.7126:ENST00000652466.1"	0.132758800457219	-2.80513387842536	0.000550047004143366	0.0185261023746923
"MSTRG.647:ENST00000465604.1"	7.47288657167837	0.179310188693459	0.000551808491179468	0.0185773114666982
"MSTRG.1022:ENST00000372201.5"	2.05980555087488	-1.95195465638581	0.000552631578210047	0.0185841351127512
"MSTRG.3621:MSTRG.3621.5"	5.47101649783068	0.422918521419276	0.000552975809264468	0.0185841351127512
"MSTRG.11482:ENST00000481898.6"	8.61019135317731	0.583562386304472	0.000552489940093966	0.0185841351127512
"MSTRG.4135:ENST00000528602.1"	-0.96849755179398	-12.3617728306124	0.000552953632856089	0.0185841351127512
"MSTRG.26923:ENST00000366466.5"	6.2878507844966	-0.233629572275287	0.000553655258603728	0.0185907544830155
"MSTRG.6790:ENST00000261211.8"	3.485779058456	-0.482482325544041	0.000553608441777742	0.0185907544830155
"MSTRG.5447:ENST00000545255.1"	5.31427259999422	-1.0813569842737	0.000555082649255458	0.0186305658174757
"MSTRG.22779:MSTRG.22779.6"	2.86367699929698	1.28028600238091	0.000557140994558256	0.0186915103712009
"MSTRG.11482:ENST00000658116.3"	4.40554005548351	-0.92556772791872	0.000558478934084777	0.0187282435241258
"MSTRG.11943:ENST00000586277.5"	8.59809618591271	-0.895219063179415	0.000559592353686372	0.018757418860278
"MSTRG.11826:ENST00000427966.5"	0.133990882791665	14.7337205519967	0.000560462775463519	0.018778427131639
"MSTRG.6384:ENST00000548160.5"	7.48016311207887	-0.424454196335856	0.000561521751429882	0.0188027368771646
"MSTRG.4647:MSTRG.4647.2"	1.51554273464945	-1.54866955928755	0.000561676316358683	0.0188027368771646
"MSTRG.4759:ENST00000301788.12"	6.76337342654346	0.364299236061833	0.000562603308137765	0.0188255910254939
"ENSG00000109686.20:ENST00000514013.1"	2.99375005598257	1.18981835333942	0.000564265108347322	0.0188730025084468
"MSTRG.16409:ENST00000487698.5"	3.3091887884535	0.97538343030103	0.00056578447647746	0.0189140284800708
"MSTRG.4918:ENST00000310092.12"	5.51078424277742	0.529854394050171	0.000565982581233854	0.0189140284800708
"MSTRG.11384:ENST00000584906.6"	10.7386300322142	-0.324473573674613	0.00056809565758413	0.0189764142023182
"MSTRG.18392:ENST00000359308.8"	5.14197282633445	0.398057942277021	0.000568648010740801	0.0189814657570479
"MSTRG.5937:ENST00000624056.1"	3.87985769605111	-0.98428483506438	0.000568739514066901	0.0189814657570479
"MSTRG.121:ENST00000605916.1"	10.1563395787884	0.749121262021159	0.000570440221044909	0.0190299845515856
"MSTRG.281:ENST00000487659.1"	8.6677792610965	0.099281025460904	0.0005722385904227	0.0190734646432327
"MSTRG.26075:ENST00000262646.12"	4.94156800098492	0.430948792360391	0.000572102017747514	0.0190734646432327
"MSTRG.19816:ENST00000467467.5"	5.923842548281	0.548273977381029	0.000572778154181131	0.0190831950356707
"MSTRG.14497:ENST00000598956.5"	5.8973300851532	-0.903267273980895	0.000573415959396927	0.01909618870486
"MSTRG.717:ENST00000373832.5"	3.62958378843857	-0.780977429517618	0.000573860487189779	0.019099588869928
"MSTRG.1008:ENST00000498664.1"	4.21488126670672	-0.725519711686451	0.00057426159990168	0.019099588869928
"MSTRG.9644:ENST00000485386.1"	-0.102686770481089	-3.01042993943279	0.000574130822665693	0.019099588869928
"ENSG00000278574.4:ENST00000620508.4"	5.82310951360166	0.356990626225893	0.000575375476320029	0.0191283800501182
"MSTRG.1119:ENST00000472944.6"	4.56506363868238	-0.655570272513826	0.000575708403149573	0.0191285438097001
"MSTRG.7123:MSTRG.7123.52"	3.21331255788036	-0.687869888426677	0.000575876847713586	0.0191285438097001
"MSTRG.14729:ENST00000560583.5"	12.7849030758075	-0.00955416501794559	0.000577878941685422	0.0191867759604317
"MSTRG.13931:ENST00000596272.5"	5.51325521099358	-1.26491927153768	0.000578330561409085	0.0191935011728281
"MSTRG.15542:ENST00000482975.6"	6.56873753648206	-0.798024911059144	0.000579536540002317	0.0192252453059227
"MSTRG.25424:ENST00000482181.1"	3.06941405975995	-0.211586675205298	0.000579958194965448	0.0192309545698913
"MSTRG.1973:MSTRG.1973.9"	2.11376505197418	-1.37208412165795	0.000581298842634269	0.0192671188864869
"MSTRG.6416:ENST00000552568.5"	3.61642255850459	-1.23030739811875	0.000582152525972036	0.0192786537565321
"MSTRG.13147:ENST00000618619.4"	12.472632708086	-0.00276507466196385	0.000582285277155182	0.0192786537565321
"MSTRG.1972:ENST00000471245.1"	4.13557328829847	-0.968732368506866	0.000582397367641725	0.0192786537565321
"MSTRG.4726:MSTRG.4726.6"	9.42689156213035	-0.339742272960947	0.000583689507207463	0.0193083616910638
"MSTRG.16498:MSTRG.16498.23"	6.64158098310273	0.663422435396154	0.000583795940154403	0.0193083616910638
"MSTRG.1290:ENST00000528352.1"	0.0738294601626639	-2.3787466774974	0.000584514778050903	0.019323842911265
"MSTRG.4122:ENST00000680938.1"	5.30845002046317	1.44936682274118	0.000584804263503982	0.0193251227076088
"MSTRG.26153:ENST00000520242.6"	8.43414803870965	0.117255010219344	0.000585120032722059	0.0193271590518079
"MSTRG.5502:ENST00000525082.1"	-0.63778830544305	11.5687470408701	0.000585618286392405	0.0193271590518079
"ENSG00000254505.11:ENST00000531158.1"	-0.561085881049384	-4.39819270520963	0.000585603512661653	0.0193271590518079
"MSTRG.9941:MSTRG.9941.10"	0.291713433297858	-2.58704191236266	0.000586203750053745	0.0193381992237336
"MSTRG.3751:ENST00000370902.8"	6.08755462686505	0.439245393962556	0.000586808461956554	0.0193498646535284
"MSTRG.26146:MSTRG.26146.4"	0.557123072113442	-2.14366079414259	0.000587060194233635	0.0193498856663954
"MSTRG.26706:ENST00000532702.1"	5.02281635681051	-0.2924195545118	0.000587419998423162	0.0193534672588652
"MSTRG.9080:MSTRG.9080.39"	7.44553622972853	-0.539170509027058	0.000588196138610969	0.0193626898291542
"ENSG00000290631.1:ENST00000673587.1"	0.210623134295447	11.6602960523144	0.000588202445953259	0.0193626898291542
"MSTRG.28631:ENST00000370663.9"	0.825342917210062	-1.89982983596251	0.000588604324607453	0.0193676457997009
"MSTRG.3585:ENST00000645195.1"	7.42647972843494	-1.06341316549529	0.000589974507329735	0.0194020357265702
"MSTRG.3946:ENST00000491814.1"	0.284896673235937	-3.10014060429047	0.000590153016312587	0.0194020357265702
"MSTRG.17763:MSTRG.17763.3"	2.83260004518332	-1.51803637782314	0.000591311399969684	0.0194263786896634
"MSTRG.14506:ENST00000447740.6"	2.68094689438934	-1.16867169715156	0.000591876974613327	0.0194263786896634
"MSTRG.1970:MSTRG.1970.5"	2.25873301638485	-1.12965254180865	0.000591724928549404	0.0194263786896634
"MSTRG.25523:MSTRG.25523.2"	0.982759621050021	-1.48641454571228	0.000591901808457211	0.0194263786896634
"MSTRG.8491:ENST00000238633.6"	8.33551652991978	0.208023332970628	0.000592330821590702	0.0194321829601629
"MSTRG.3265:ENST00000478556.1"	1.20238774774892	-1.8541414897989	0.000592597919872197	0.0194326727239112
"MSTRG.14521:ENST00000552588.5"	7.79782439810515	-0.877816086985092	0.000592851742654248	0.0194327269214895
"MSTRG.28430:MSTRG.28430.4"	5.58985614586653	-1.15425699776583	0.00059495511442151	0.0194919313004334
"MSTRG.27970:MSTRG.27970.6"	4.46211126469506	-0.484798434437306	0.000595163820688794	0.0194919313004334
"MSTRG.17158:ENST00000480759.1"	8.15153552703497	0.28092235616638	0.000596579228734184	0.0195299866290203
"MSTRG.4981:ENST00000535653.1"	0.64083927188143	-2.85425312348388	0.000599684584721377	0.0196233093281523
"MSTRG.23649:ENST00000682106.1"	-0.375153467535269	3.87972503352136	0.000602608230577008	0.0196276208079922
"MSTRG.12176:ENST00000393193.6"	8.92759643415772	-0.1467030164797	0.000601483006366391	0.0196276208079922
"MSTRG.1042:ENST00000676549.1"	7.98052937310719	-0.185291507591212	0.000603035948978432	0.0196276208079922
"MSTRG.5555:MSTRG.5555.3"	6.7538344100204	-0.516533485197107	0.000601409553847732	0.0196276208079922
"MSTRG.24638:ENST00000317534.6"	7.78052882552781	0.159812725070743	0.000603127430813183	0.0196276208079922
"MSTRG.6938:ENST00000481473.5"	2.86287234964486	-1.06289117278359	0.000602025359150512	0.0196276208079922
"MSTRG.9788:ENST00000558957.1"	4.13521971473171	0.628711217771145	0.000602343711151822	0.0196276208079922
"MSTRG.25382:ENST00000422748.5"	4.33743215017454	0.550786717380218	0.000600243318348307	0.0196276208079922
"MSTRG.12801:ENST00000689896.1"	1.7304798219825	-1.69371002223161	0.000601093495164075	0.0196276208079922
"MSTRG.15215:ENST00000464443.5"	3.93176622250479	0.457068906136063	0.000601525269610496	0.0196276208079922
"MSTRG.7814:MSTRG.7814.18"	0.300300246570365	13.1676897361953	0.000603055579454269	0.0196276208079922
"MSTRG.20664:MSTRG.20664.2"	0.237538760837791	-2.99258928561349	0.000601301617585965	0.0196276208079922
"MSTRG.2600:MSTRG.2600.6"	0.79267701512432	-1.72675276261428	0.00060163718941997	0.0196276208079922
"MSTRG.19326:MSTRG.19326.19"	1.45288419298071	-1.57680544081485	0.000603741534641591	0.0196393120061419
"MSTRG.11849:ENST00000678189.1"	5.79080158215205	-1.90070303694462	0.000604382663847421	0.0196518720849831
"MSTRG.21110:MSTRG.21110.50"	2.11407473429087	1.21311884869223	0.000604664938668074	0.019652758120472
"MSTRG.121:ENST00000607132.1"	3.44316936007342	-1.11739179746528	0.000605937357808517	0.0196844748401358
"MSTRG.760:MSTRG.760.17"	1.3652557295919	14.2759206241306	0.000606151654455402	0.0196844748401358
"MSTRG.9080:ENST00000630046.2"	4.65207291017355	-1.3087115932098	0.000607768624948975	0.0197208861617847
"MSTRG.6436:MSTRG.6436.4"	4.61856940268745	-0.581620217323048	0.000607784701074961	0.0197208861617847
"MSTRG.3978:ENST00000298510.4"	5.42647021943577	-0.242430692078278	0.000608698689967768	0.0197422299858149
"MSTRG.14877:ENST00000406376.1"	10.5187548618177	-0.147165391292736	0.000609703090970671	0.0197507961059039
"MSTRG.8491:ENST00000554482.1"	4.9509345777696	-1.25174633504481	0.000609456819564704	0.0197507961059039
"MSTRG.6371:ENST00000552218.5"	5.36050841106183	0.557028205865245	0.000609731695724811	0.0197507961059039
"MSTRG.27985:ENST00000474223.1"	4.41989691484035	-0.820543936459587	0.000611934190492768	0.0198138120116612
"MSTRG.15662:ENST00000306368.9"	9.77403350462338	0.0397599793647974	0.000612359394397947	0.0198192522684143
"MSTRG.23322:ENST00000620941.1"	4.26213888419063	-0.665570947174603	0.000612693546626559	0.0198217422712577
"MSTRG.6371:ENST00000551779.5"	4.47306348831973	0.597613061750342	0.000613581087540094	0.019842125794383
"ENSG00000291931.1:ENST00000709246.1"	6.31703305289436	-0.573341306899846	0.000614498846580058	0.0198634690080337
"MSTRG.14559:ENST00000474171.1"	7.4114754888904	-1.39379767542413	0.000615719568135082	0.0198862453309412
"MSTRG.18293:MSTRG.18293.3"	3.93895241647758	-0.64277382208103	0.000615564811049204	0.0198862453309412
"MSTRG.20222:ENST00000693189.2"	1.61388160435166	-0.173084524214651	0.000616214518924008	0.0198938932791462
"MSTRG.13706:ENST00000586683.5"	3.96323036264341	-0.790944674924812	0.000617019124214478	0.0199115275335913
"MSTRG.17303:MSTRG.17303.3"	2.7893158170817	-0.668906676734339	0.000618170864165276	0.0199403445518227
"MSTRG.20934:ENST00000511319.5"	7.52639397373303	-0.353428297170284	0.000619322376623288	0.0199676209022612
"MSTRG.12611:ENST00000590925.6"	4.65009724496254	0.920832476860554	0.00061953468087133	0.0199676209022612
"ENSG00000204392.11:ENST00000375661.6"	7.15179441802642	0.776325646323643	0.000619928716899504	0.019971967718106
"MSTRG.26877:MSTRG.26877.2"	-0.206127133635872	14.218026855786	0.000620359680836674	0.019977500093872
"MSTRG.22100:MSTRG.22100.50"	0.09145524432616	-16.2445793125744	0.000623936398838373	0.0200842885410537
"MSTRG.12371:ENST00000579687.5"	4.36205546928958	0.542766442584334	0.000624305193695667	0.0200877690340608
"MSTRG.23649:ENST00000678816.1"	2.32425142836947	1.79205921766461	0.000625012405513432	0.020091470757226
"MSTRG.6017:ENST00000327214.5"	1.71476166201636	-0.634335045864339	0.000625202393862447	0.020091470757226
"MSTRG.28723:MSTRG.28723.6"	4.33154985659135	-0.538225377799537	0.000625120517563437	0.020091470757226
"ENSG00000172850.11:ENST00000383391.4"	7.14693315671167	0.776908831323629	0.00062618758738167	0.0201147427506487
"MSTRG.23649:ENST00000670327.1"	-0.256195379333785	2.70013974718625	0.000626857097550519	0.0201278590214325
"MSTRG.14129:ENST00000586925.1"	4.17976132664872	-1.22938403563002	0.000627756434349878	0.0201483408345982
"MSTRG.19890:ENST00000467789.5"	8.26882029576569	0.324807193213931	0.000628022104679168	0.0201484760328002
"MSTRG.1087:ENST00000471289.2"	-0.0163403586372154	-12.9086494614088	0.000628492539728597	0.0201551777347337
"MSTRG.28550:MSTRG.28550.2"	4.00678186119793	-0.372357091898636	0.000629165267591764	0.0201683585071367
"MSTRG.13606:ENST00000601258.1"	3.82379954373327	-0.94588650694389	0.000631458929817322	0.0202334669644834
"MSTRG.20934:MSTRG.20934.4"	10.7223712189408	0.148347129374647	0.000632378555710062	0.020254512161317
"MSTRG.5:ENST00000416726.5"	2.88463002595674	0.129035598590292	0.000633356184551332	0.0202773968815516
"MSTRG.17157:ENST00000374980.3"	6.0723689190423	0.230722059032256	0.000634328830596407	0.0203001031326496
"MSTRG.12046:ENST00000322157.9"	3.91365988366327	1.13893823268849	0.000635073786045705	0.0203155068909315
"ENSG00000275903.2:ENST00000633481.1"	4.37346642747724	-0.795766119412864	0.000635430301132139	0.0203184771227572
"MSTRG.15542:ENST00000438261.5"	6.59578092079256	-0.785679550129412	0.000636583034971897	0.0203371234881648
"MSTRG.20934:ENST00000651623.1"	10.722426884042	0.148037706353389	0.000636805156587444	0.0203371234881648
"MSTRG.2133:ENST00000313961.10"	5.20572946865701	-0.34219438326281	0.000636609904412383	0.0203371234881648
"MSTRG.25449:ENST00000481508.1"	7.34724993423162	-0.21387320307764	0.000637942932393449	0.0203650199901011
"MSTRG.22847:ENST00000697323.1"	3.77290238011275	-0.631440260006902	0.000639972879142938	0.020421362324022
"MSTRG.20934:ENST00000296417.6"	10.7223264456465	0.148937887227062	0.00064209127726791	0.0204804793082863
"MSTRG.5214:ENST00000527495.5"	1.01312967847367	-1.89690207258005	0.000643291296643688	0.0205102664054431
"MSTRG.13706:MSTRG.13706.11"	3.72243308064769	-0.778808529665816	0.000643611374136829	0.0205119849932723
"MSTRG.25039:ENST00000473459.5"	5.16750118146184	-0.456263817855685	0.000644408111484546	0.020528887096826
"MSTRG.9597:MSTRG.9597.18"	2.09400001623971	-1.29846212611701	0.000644741934952664	0.0205310342939348
"ENSG00000278270.4:ENST00000614737.4"	9.5462474180102	0.882614016088411	0.000645641033118018	0.0205450745160569
"MSTRG.6650:MSTRG.6650.50"	4.08842574227849	-0.608480267517006	0.000645716053020813	0.0205450745160569
"MSTRG.18487:MSTRG.18487.10"	-0.599786135578473	14.1357757855204	0.000646387870476965	0.0205579620613685
"MSTRG.14497:ENST00000602163.1"	5.49683552893357	-1.18344295452239	0.000651745860500433	0.0207198182763549
"MSTRG.26387:ENST00000519882.5"	7.5098502008913	0.690003252893799	0.000652482840781258	0.020734693887128
"MSTRG.25834:ENST00000321250.13"	6.57927006037757	0.535540314500219	0.000653273173190729	0.0207512519671987
"MSTRG.23425:MSTRG.23425.30"	2.62497570456972	-1.07047366934176	0.000653694709301427	0.0207560863980991
"MSTRG.22641:ENST00000521264.5"	6.18936468724568	-0.599618292917299	0.000654350197710198	0.0207683422306192
"MSTRG.7470:ENST00000379056.5"	9.36405795496564	-0.35272701399864	0.000655769309082076	0.0208048145312816
"MSTRG.14826:ENST00000196551.8"	11.136404780387	0.230787224987063	0.000659114342349665	0.0208937348622583
"MSTRG.18429:ENST00000329563.8"	5.98408875086809	0.28278373474035	0.00065885670978546	0.0208937348622583
"MSTRG.26460:MSTRG.26460.12"	3.13622889800821	-1.1379542206328	0.000659527420871538	0.0208982327743431
"MSTRG.16804:ENST00000454786.5"	2.14976889623345	-1.12319432114469	0.000660093436377104	0.0209075710621013
"MSTRG.4759:ENST00000526368.1"	3.51076489452164	-1.18214515303852	0.000661800197657781	0.0209530184190238
"MSTRG.18870:ENST00000706951.1"	2.7790632898727	-1.16704466745831	0.000662382497459241	0.0209628418970037
"MSTRG.7068:ENST00000552316.1"	6.02809730196888	-1.20529535439257	0.000664055275558415	0.0210071542056989
"MSTRG.14561:ENST00000601306.1"	10.5090033099872	-0.160836637240058	0.000664606976906004	0.0210073596613333
"MSTRG.22037:MSTRG.22037.4"	1.25212429475243	-1.81450239650524	0.00066456927010644	0.0210073596613333
"MSTRG.5555:MSTRG.5555.2"	4.87903244524635	-1.08928288196073	0.000668244388430707	0.0211136732518439
"MSTRG.10598:ENST00000566315.5"	1.97311242648435	2.22172328081621	0.000668806401129324	0.0211227700343557
"MSTRG.20593:ENST00000514764.5"	5.75379253320863	-0.68029678843797	0.000669366318335032	0.0211236042316922
"MSTRG.25738:ENST00000339162.11"	4.40127435888077	0.424892934287188	0.00066938103778506	0.0211236042316922
