GeneName	FoldChange	Pvalue
CKS2	0.330075760865256	0.0919934506954876
RPS18	0.251375383870782	0.0929291784162971
MALAT1	-0.602202850449276	0.0939073610852908
SS18L2	0.435929390370397	0.0940610258084678
TBL1X	-2.94775913096997	0.0940610258084678
ATP5MG	0.254445963057563	0.0940610258084678
UQCRQ	0.263529466011745	0.095000842147084
NDUFA3	0.288494683099106	0.0956383175089953
UBTF	-1.68346223786405	0.0962410684556754
RAN	0.422946469820845	0.0965730225188822
DGKD	-4.20775863106368	0.0968436062365495
SNHG5	0.257429518877625	0.0980783607909207
RPL31	0.231566367545847	0.0984176771776395
DOP1B	-3.99683249513019	0.0988011363603773
C1orf159	-5.45131958899419	0.0996388865890369
MRPS17	0.354357827009906	0.0998478863395076
CIAPIN1	-0.835395298317282	0.100374860884895
TMEM127	-1.45877868616756	0.100374860884895
H2AJ	-1.2385673741	0.100374860884895
FRYL	-1.6708662243571	0.101129944555104
RPL37	0.227076327244751	0.102158269791567
MRPL51	0.209906105128459	0.102439739135657
BRK1	0.37478357369036	0.102439739135657
NDUFA8	0.375272892094549	0.103036466618826
RPS18	0.250839976271198	0.103036466618826
NDUFA3	0.303515784795113	0.103036466618826
MAP2K2	-1.33330482177114	0.105438025431017
GPD1L	-4.88038802878351	0.105438025431017
MRPL14	0.354976218066229	0.10586032730007
HEY2-AS1	-5.05942526168985	0.108174401977277
RSRC2	0.330440222893923	0.108249386032527
RPS9	-0.652442665554332	0.109143862848402
CHUK	-4.71035293058479	0.11232049020559
DLGAP1-AS1	0.435535741001272	0.113524373415206
MGST2	0.333142969066033	0.113793666673188
CDC42EP3	1.28391774864099	0.114199967953184
IL6ST	-0.988864646027242	0.114339332120125
IDH3A	-1.58400207932943	0.114339332120125
SNRPB2	0.479367360938334	0.114569758848395
CCN1	-0.321540538898066	0.114569758848395
MTMR2	-1.35776892285847	0.11478499494277
NDUFA4	0.269380154129429	0.115302768009413
PPP1R13B	2.26587758562309	0.116254666656794
POGZ	-3.52236357424969	0.117739636196556
ELK3	-0.970851593731663	0.118375842043712
SORBS3	-0.880983807981589	0.118375842043712
CD63	-0.228311266589248	0.118375842043712
RPS9	-0.616122692648919	0.118375842043712
SERPINB8	-1.54785297477412	0.11849029880457
DNAJC15	0.425741773432202	0.119208247624986
RPS21	0.217135299686056	0.119305848999707
MIR4435-2HG	0.26752308017987	0.119305848999707
BEX3	0.279638002354293	0.120309100043067
