"gene_id","a.value","m.value","p.value","q.value","rank","estimatedDEG"
"ENSG00000000003",4.70828054904756,0.606312312912536,0.136092478682248,0.683882142429855,2695,0
"ENSG00000000419",7.04945026161903,1.03873653921205,0.0072578796610982,0.147507971043249,667,0
"ENSG00000000457",3.75537407690813,0.225595870589578,0.517705066985992,0.949960026822322,7385,0
"ENSG00000000460",3.47305922372163,-0.192357647247853,0.943938025060398,0.998885501765805,12810,0
"ENSG00000000971",4.98563099913392,-1.25785773871629,0.0622471621953094,0.495491797251682,1703,0
"ENSG00000001036",4.53038248715426,-0.122349526339667,0.747219372239222,0.989605851754152,10233,0
"ENSG00000001084",1.54236983990748,0.737044011056719,0.614955919063519,0.969793210659034,8596,0
"ENSG00000001167",2.15602695586802,-0.947502981654449,0.480024206117418,0.939047142269729,6923,0
"ENSG00000001460",3.08342771490469,-1.8389616249869,0.013006716897825,0.205124651413212,859,0
"ENSG00000001461",2.19360221879905,-0.25916118702125,0.720549124766717,0.987705043340538,9883,0
"ENSG00000001497",5.46188708646589,-0.786511156289976,0.194860272049458,0.763385273329467,3459,0
"ENSG00000001561",1.08232846740915,0.0698441357671162,0.839675789720558,0.99481253325047,11442,0
"ENSG00000001617",4.34691155906763,-1.08155560985349,0.0881757829713093,0.569801548194325,2096,0
"ENSG00000001629",2.35354702865932,-1.17940207466229,0.307286836180591,0.854540556026093,4871,0
"ENSG00000001630",6.00252906440731,-0.466136877489988,0.223805876352293,0.791111462798354,3835,0
"ENSG00000001631",2.13263307008862,0.571797969350517,0.713468596592426,0.987006421058183,9797,0
"ENSG00000002330",5.34495573989522,-0.116506461098854,0.995529925562466,1,13490,0
"ENSG00000002549",8.15840642954965,0.376077207174635,0.0182333729401399,0.251958821178937,981,0
"ENSG00000002586",10.1629169645651,0.0876957058890682,0.475440450538864,0.939047142269729,6856,0
"ENSG00000002822",3.80372194192948,0.536695775806622,0.698846391011661,0.983658437247247,9622,0
"ENSG00000002834",6.89344253331159,-0.479484331829336,0.0731885007168143,0.528384796537925,1877,0
"ENSG00000002919",3.11336814678896,0.321514169342153,0.538512013836886,0.954050345075756,7651,0
"ENSG00000003056",5.53795820060355,-0.763244026219569,0.168139438833965,0.734309997691119,3104,0
"ENSG00000003096",2.39242401101532,-0.98290059918071,0.610468798934691,0.968782903043921,8536,0
"ENSG00000003147",3.53674689924048,-2.38493283180215,0.026190539564485,0.308594184635438,1150,0
"ENSG00000003249",5.34561714821565,0.436287538023998,0.474018123297178,0.939047142269729,6838,0
"ENSG00000003393",3.80754669397738,-0.291138933525693,0.831654356580019,0.99417164530853,11340,0
"ENSG00000003400",5.48210050892299,0.60799817803655,0.116569067899684,0.642381127532061,2459,0
"ENSG00000003402",7.38355017769035,0.189357266999338,0.151346463580346,0.70587032351294,2905,0
"ENSG00000003436",7.83621095124408,0.255179229579554,0.0980546323588912,0.598212689584667,2222,0
