Ensayo de Compresion - Specimen_RawData_1
C10: 3.1803, C20: 0.0000, C30: 0.0000 (kPa)
Lambda Stress(kPa)
0.96466820 0.41493137
0.96454824 0.41402224
0.96442828 0.41899764
0.96430832 0.42345908
0.96422920 0.42486150
0.96410924 0.42821202
0.96403012 0.43182365
0.96391016 0.43595394
0.96382848 0.43961342
0.96371108 0.44012267
0.96359112 0.44515761
0.96347116 0.45169449
0.96339204 0.45380707
0.96327208 0.45554733
0.96315212 0.45984763
0.96307300 0.46483808
0.96295304 0.46735693
0.96283308 0.47010173
0.96271312 0.47423877
0.96263400 0.47882299
0.96251404 0.48360406
0.96239408 0.48739408
0.96227412 0.48813852
0.96215416 0.49557507
0.96203420 0.49647760
0.96191424 0.50106057
0.96179684 0.50575272
0.96167688 0.51004838
0.96155692 0.51334560
0.96147779 0.51760253
0.96135784 0.52280023
0.96123788 0.52291094
0.96115875 0.52772695
0.96103880 0.53003168
0.96095712 0.53609268
0.96083971 0.53724992
0.96075804 0.54045344
0.96064063 0.54489216
0.96052067 0.54813947
0.96040071 0.55339502
0.96031904 0.55418499
0.96020163 0.55782486
0.96011996 0.56279022
0.96000000 0.56376585
0.95992088 0.56602865
0.95980092 0.56924569
0.95972180 0.57487034
0.95960184 0.57816086
0.95948188 0.58229520
0.95940276 0.58410363
0.95928280 0.58879656
0.95916284 0.59216737
0.95908372 0.59470999
0.95896376 0.60001016
0.95888464 0.60052899
0.95880551 0.60339609
0.95872639 0.60515129
0.95860643 0.60903605
0.95852476 0.61223415
0.95840480 0.61332704
0.95832568 0.61891467
0.95820572 0.62115069
0.95808576 0.62674319
0.95796835 0.63098327
0.95784839 0.63158051
0.95772843 0.63550000
0.95760847 0.64377548
0.95752935 0.64580880
0.95740939 0.64899079
0.95728943 0.64984400
0.95721031 0.65337789
0.95709035 0.66019503
0.95697039 0.65906963
0.95689127 0.66467833
0.95677131 0.66718857
0.95669219 0.67176140
0.95657223 0.67412846
0.95645227 0.67666997
0.95633231 0.67935252
0.95625319 0.68445563
0.95613323 0.68737830
0.95601327 0.69141681
0.95593415 0.69350928
0.95581419 0.69672970
0.95569423 0.69951613
0.95561511 0.70229853
0.95549515 0.70743222
0.95541603 0.70903084
0.95529607 0.71402103
0.95517611 0.71633745
0.95505615 0.71995188
0.95497703 0.72057479
0.95485707 0.72442926
0.95473711 0.72756707
0.95465799 0.73176714
0.95453803 0.73496990
0.95441807 0.73776420
0.95433895 0.74116343
0.95421899 0.74409772
0.95409903 0.74948452
0.95401991 0.75035370
0.95389995 0.75406735
0.95377999 0.75848668
0.95366003 0.76197389
0.95354007 0.76513606
0.95342011 0.76857165
0.95330271 0.77215799
0.95322103 0.77415234
0.95310107 0.77845787
0.95298111 0.78391687
0.95290199 0.78395145
0.95278203 0.78787222
0.95270291 0.78828843
0.95258295 0.79097896
0.95246299 0.79572765
0.95238387 0.79803569
0.95226391 0.80172834
0.95218479 0.80487362
0.95206483 0.80731154
0.95198571 0.81053864
0.95186575 0.81509924
0.95178663 0.81548777
0.95166667 0.81812232
0.95158754 0.82154618
0.95146759 0.82435353
0.95134763 0.82691139
0.95126850 0.83241449
0.95118683 0.83315551
0.95110771 0.83443749
0.95098775 0.83898239
0.95086779 0.84317802
0.95074783 0.84549972
0.95063042 0.84870139
0.95051046 0.85368121
0.95039051 0.85646452
0.95031138 0.86055135
0.95019142 0.86169332
0.95007147 0.86415994
0.94999234 0.86839375
0.94987238 0.87111562
0.94975242 0.87696596
0.94963247 0.87843614
0.94955334 0.88097006
0.94943338 0.88492202
0.94935426 0.88560128
0.94923430 0.88728478
0.94911434 0.89280636
0.94903522 0.89524662
0.94891526 0.89838395
0.94879530 0.90090849
0.94867534 0.90610320
0.94859622 0.90990540
0.94847626 0.91036904
0.94835630 0.91557726
0.94823635 0.91548624
0.94815722 0.92055029
0.94803726 0.92554055
0.94791730 0.92797647
0.94779735 0.92961042
0.94767739 0.93449843
0.94755998 0.93461391
0.94744002 0.93973123
0.94732006 0.94269213
0.94723839 0.94654088
0.94712098 0.94691887
0.94703931 0.94856243
0.94691935 0.95214813
0.94680194 0.95670927
0.94672027 0.95905278
0.94660031 0.96120848
0.94648290 0.96315995
0.94640123 0.96577427
0.94628127 0.96995732
0.94616386 0.97386975
0.94604390 0.97687973
0.94592394 0.97797611
0.94580398 0.98246039
0.94572486 0.98549412
0.94560490 0.98517955
0.94552578 0.98766020
0.94544410 0.99054978
0.94536498 0.98921440
0.94524502 0.99228560
0.94516590 0.99592624
0.94508678 0.99614766
0.94496682 0.99871457
0.94488770 0.99971808
0.94476774 1.00451558
0.94468606 1.00712129
0.94456866 1.01083274
0.94448698 1.01202959
0.94436702 1.01637889
0.94424962 1.01656528
0.94416794 1.02098717
0.94405054 1.02322180
0.94396886 1.02527252
0.94384890 1.02782417
0.94372894 1.03196271
0.94361154 1.03388228
0.94349158 1.03673605
0.94341246 1.03951071
0.94329250 1.04418015
0.94317254 1.04673560
0.94309086 1.04930008
0.94297346 1.05092836
0.94285350 1.05439421
0.94277182 1.05680096
0.94265442 1.05922466
0.94257274 1.06268206
0.94245278 1.06605446
0.94233538 1.06910854
0.94221542 1.07136230
0.94213629 1.07696316
0.94201633 1.07946171
0.94189638 1.08104831
0.94177642 1.08439934
0.94169729 1.08403737
0.94157734 1.08838851
0.94145738 1.08940689
0.94137825 1.09393490
0.94125830 1.09616652
0.94117662 1.09993526
0.94105921 1.10285758
0.94093925 1.10605498
0.94081930 1.10906292
0.94069934 1.11137312
0.94057938 1.11440414
0.94045942 1.11833605
0.94033946 1.12229971
0.94022205 1.12240544
0.94010209 1.12989918
0.93998213 1.13327804
0.93990046 1.13263068
0.93978305 1.13764157
0.93966309 1.13988792
0.93958142 1.14348236
0.93946401 1.14424022
0.93934405 1.14787676
0.93922409 1.15210994
0.93910413 1.15332158
0.93902501 1.15654742
0.93890505 1.16060610
0.93882593 1.16079470
0.93870597 1.16169367
0.93862430 1.16772855
0.93854518 1.16988795
0.93842522 1.17004925
0.93830781 1.17627392
0.93822614 1.17622877
0.93810618 1.17751749
0.93798622 1.18165916
0.93790710 1.18467417
0.93778714 1.18818459
0.93766718 1.18947103
0.93758806 1.19428217
0.93746810 1.19715271
0.93738897 1.19798311
0.93726901 1.19848336
0.93718989 1.20249107
0.93706993 1.20814440
0.93694997 1.20860224
0.93687085 1.21150526
0.93679173 1.21383621
0.93671006 1.21622874
0.93659265 1.21886007
0.93651097 1.21834564
0.93639357 1.22366132
0.93631189 1.22714548
0.93619193 1.22993404
0.93603369 1.23270407
0.93591373 1.23705726
0.93579377 1.24107488
0.93571465 1.24407735
0.93559469 1.24642955
0.93547473 1.25226279
0.93535477 1.25425454
0.93523481 1.25875647
0.93511485 1.26140700
0.93503573 1.26237607
0.93491577 1.26617450
0.93483665 1.26769699
0.93471669 1.26985627
0.93463757 1.27135365
0.93455845 1.27634531
0.93443849 1.27674347
0.93435937 1.27875283
0.93427769 1.28213456
0.93416029 1.28499425
0.93407861 1.28577748
0.93395865 1.28890930
0.93383869 1.29346469
0.93372129 1.29547506
0.93360133 1.30234755
0.93348137 1.30462114
0.93336141 1.30732528
0.93324145 1.31152541
0.93312149 1.31246295
0.93304237 1.31609267
0.93292241 1.32045274
0.93280245 1.32284407
0.93268249 1.32554365
0.93256253 1.33076231
0.93248341 1.33321777
0.93236345 1.33363951
0.93224604 1.33997211
0.93216437 1.34101659
0.93204441 1.34164828
0.93192445 1.34747840
0.93180704 1.35182439
0.93168709 1.35484183
0.93160541 1.35862883
0.93148800 1.35848196
0.93136804 1.36465530
0.93128637 1.36686530
0.93116896 1.36693647
0.93108729 1.37158041
0.93096733 1.37438173
0.93084992 1.37600149
0.93076825 1.37975056
0.93064829 1.38171423
0.93056917 1.38654451
0.93044921 1.38782557
0.93033180 1.38998584
0.93025013 1.39699909
0.93013017 1.39672166
0.93005105 1.40127221
0.92993109 1.40363660
0.92981113 1.40687561
0.92973201 1.41023241
0.92961205 1.41199510
0.92953292 1.41471063
0.92941297 1.41696645
0.92933384 1.41941362
0.92925472 1.42308338
0.92913476 1.42516727
0.92901480 1.42677282
0.92893568 1.43156607
0.92881572 1.43491096
0.92869576 1.44034338
0.92857580 1.44090195
0.92849668 1.44561878
0.92837672 1.44691284
0.92825676 1.45280214
0.92817764 1.45461996
0.92805768 1.45820961
0.92793772 1.45863582
0.92785860 1.46219122
0.92773864 1.46577044
0.92761868 1.46790140
0.92753956 1.47242487
0.92741960 1.47623583
0.92729964 1.47744316
0.92722052 1.48160049
0.92710056 1.48481891
0.92698060 1.48691337
0.92690148 1.48820837
0.92678152 1.49257986
0.92666156 1.49548016
0.92658244 1.50124817
0.92646248 1.50313723
0.92634252 1.50585740
0.92626340 1.50765028
0.92614344 1.51223393
0.92602348 1.51501642
0.92590352 1.52107471
0.92578356 1.52359701
0.92566360 1.52841807
0.92554364 1.52963983
0.92542624 1.53158335
0.92530628 1.53628845
0.92522460 1.54009637
0.92510720 1.54059439
0.92502552 1.54482032
0.92490556 1.54529717
0.92478816 1.54785776
0.92466820 1.55308916
0.92454824 1.55498291
0.92442828 1.55858430
0.92430832 1.56038006
0.92422920 1.56230072
0.92415008 1.56543735
0.92403012 1.56595096
0.92394844 1.56574812
0.92386932 1.56902031
0.92379020 1.56989243
0.92367024 1.57151613
0.92359112 1.57447280
0.92347116 1.57717406
0.92335120 1.58111398
0.92327208 1.58534021
0.92315212 1.58535149
0.92303216 1.58715682
0.92295304 1.58871015
0.92283308 1.58920345
0.92275396 1.59408599
0.92263400 1.59423260
0.92251404 1.59794122
0.92243492 1.59742628
0.92235579 1.60002268
0.92227412 1.60143247
0.92219500 1.59893189
0.92211588 1.60348050
0.92199592 1.60671145
0.92187596 1.60962813
0.92175600 1.61221459
0.92159775 1.61559276
0.92147779 1.61802494
0.92135784 1.62049658
0.92123788 1.62418804
0.92115875 1.62764555
0.92103880 1.62988212
0.92095967 1.63372365
0.92083971 1.63497162
0.92076059 1.63451012
0.92064063 1.63737858
0.92055896 1.63775487
0.92043900 1.64034140
0.92032159 1.64236221
0.92020163 1.64666378
0.92012251 1.64805402
0.92000255 1.65132740
0.91988259 1.65374998
0.91980092 1.65501417
0.91968351 1.65929999
0.91956355 1.65835418
0.91944359 1.66329090
0.91936447 1.66486264
0.91924451 1.66672861
0.91912455 1.66824155
0.91900459 1.67161242
0.91892547 1.67360705
0.91880551 1.67507036
0.91868555 1.67834293
0.91856559 1.67992522
0.91844564 1.68410079
0.91832568 1.68585790
0.91820827 1.68575441
0.91808831 1.68981539
0.91796835 1.69175493
0.91784839 1.69417391
0.91776927 1.69464382
0.91764931 1.69758971
0.91756764 1.69730265
0.91748851 1.69689239
0.91736856 1.69829371
0.91728943 1.69908269
0.91716947 1.70244192
0.91704952 1.70438541
0.91693211 1.70614128
0.91681215 1.70775603
0.91673047 1.70842691
0.91661052 1.71016076
0.91653139 1.71081999
0.91641143 1.71449405
0.91633231 1.71337960
0.91621235 1.71691667
0.91609239 1.71739454
0.91601327 1.71604060
0.91589331 1.72069357
0.91581419 1.72169439
0.91569423 1.72237077
0.91561511 1.72108869
0.91549515 1.72399123
0.91541603 1.72321189
0.91533435 1.72615371
0.91521695 1.72785482
0.91509699 1.72825847
0.91501787 1.73228820
0.91489791 1.73363207
0.91481623 1.73291914
0.91469627 1.73635935
0.91461715 1.73814635
0.91449719 1.74200749
0.91437723 1.74339687
0.91425983 1.74651199
0.91413987 1.74625096
0.91401991 1.75008488
0.91389995 1.75077922
0.91377999 1.75293086
0.91370087 1.75328878
0.91358091 1.75587749
0.91350179 1.75781154
0.91342011 1.75872919
0.91330271 1.75981662
0.91322103 1.75985028
0.91310362 1.76073826
0.91302195 1.76432904
0.91290199 1.76712092
0.91278458 1.76731532
0.91266462 1.76947751
0.91254467 1.77206063
0.91242471 1.77702093
0.91234558 1.77650899
0.91222563 1.77600506
0.91214650 1.77750472
0.91202654 1.78092770
0.91194487 1.78375693
0.91182491 1.78367329
0.91170750 1.78401579
0.91158754 1.78502057
0.91150587 1.78657674
0.91138846 1.78959566
0.91126850 1.79353803
0.91114855 1.79415170
0.91102859 1.79331994
0.91094946 1.79526036
0.91082950 1.79596869
0.91070955 1.79997102
0.91063042 1.79983846
0.91051046 1.80337106
0.91039051 1.80380003
0.91031138 1.80517461
0.91019142 1.80837191
0.91003063 1.80817935
0.90991067 1.80914651
0.90979326 1.81446405
0.90967330 1.81657970
0.90959163 1.81617082
0.90947422 1.81579371
0.90939255 1.81635195
0.90931343 1.81724805
0.90919347 1.81881516
0.90911434 1.81896591
0.90899438 1.81851198
0.90891526 1.82069077
0.90879530 1.82245455
0.90871618 1.82391169
0.90859622 1.82466877
0.90851710 1.82686178
0.90839714 1.82564667
0.90827718 1.82848520
0.90819806 1.82898295
0.90807810 1.83255641
0.90795814 1.83326400
0.90787902 1.83447324
0.90779735 1.83423700
0.90771822 1.83422745
0.90759826 1.83584410
0.90751914 1.83732146
0.90739918 1.83879487
0.90727922 1.84052879
0.90715926 1.84518778
0.90704186 1.84806393
0.90692190 1.84830172
0.90680194 1.85281539
0.90668198 1.85291011
0.90656202 1.85647363
0.90644206 1.85844019
0.90636294 1.85966048
0.90624298 1.86022005
0.90616386 1.86089486
0.90604390 1.86421809
0.90596478 1.86486074
0.90588310 1.86394251
0.90576314 1.86581150
0.90564574 1.86935079
0.90556406 1.87075294
0.90544410 1.87233608
0.90532670 1.87513134
0.90520674 1.87636620
0.90512762 1.87889244
0.90500766 1.88344738
0.90488770 1.88282703
0.90476774 1.88594482
0.90468862 1.88731756
0.90456866 1.89033146
0.90444870 1.89411707
0.90432874 1.89510337
0.90420878 1.89692477
0.90408882 1.89958092
0.90400970 1.90381147
0.90388974 1.90298371
0.90376978 1.90974210
0.90364982 1.90944923
0.90352986 1.91347996
0.90341246 1.91471169
0.90329250 1.91589039
0.90317254 1.91986336
0.90309342 1.92123800
0.90297346 1.92186430
0.90289433 1.92334069
0.90281266 1.92343426
0.90269270 1.92464215
0.90261358 1.92651898
0.90249362 1.92799353
0.90241450 1.93255963
0.90229454 1.93207466
0.90221542 1.93536536
0.90209546 1.93672778
0.90197550 1.93763379
0.90185554 1.94327954
0.90177642 1.94481469
0.90165646 1.94522400
0.90153650 1.94946784
0.90141654 1.95138481
0.90133742 1.95415177
0.90121746 1.95548631
0.90113834 1.95702691
0.90101838 1.95870620
0.90093925 1.96099998
0.90081930 1.96173605
0.90074017 1.96565414
0.90062021 1.96688386
0.90054109 1.96715848
0.90045942 1.97098286
0.90033946 1.97080661
0.90026034 1.97472164
0.90014038 1.97634151
0.90002042 1.98028293
0.89994130 1.98084619
0.89982134 1.98464485
0.89970138 1.98938346
0.89958397 1.99007262
0.89946401 1.99466016
0.89934405 1.99680068
0.89922409 1.99855650
0.89914497 2.00176630
0.89902501 2.00436725
0.89894589 2.00517028
0.89882593 2.00640690
0.89870597 2.01035345
0.89862685 2.01383430
0.89850689 2.01576615
0.89838693 2.01877803
0.89830781 2.02063599
0.89818785 2.02049925
0.89806789 2.02429201
0.89798877 2.02694707
0.89786881 2.02896150
0.89774885 2.03284549
0.89762889 2.03538265
0.89750893 2.04038327
0.89738897 2.04410752
0.89726901 2.04395941
0.89715161 2.04863406
0.89703165 2.05359869
0.89691169 2.05707655
0.89679173 2.06125691
0.89667177 2.06204411
0.89655181 2.06576148
0.89643185 2.06861830
0.89635273 2.07077175
0.89627361 2.07251855
0.89615365 2.07460792
0.89607453 2.07572128
0.89599285 2.07582104
0.89587289 2.07808093
0.89579377 2.07917790
0.89567381 2.08362264
0.89555641 2.08745541
0.89543645 2.09079724
0.89531649 2.09259294
0.89519653 2.09857036
0.89507657 2.10029419
0.89495661 2.10176785
0.89487749 2.10685481
0.89475753 2.10720409
0.89467841 2.10805492
0.89459673 2.11056042
0.89451761 2.10962525
0.89439765 2.11390287
0.89431853 2.11559448
0.89419857 2.11849847
0.89411945 2.12059447
0.89399949 2.12362169
0.89387953 2.12451322
0.89380041 2.12819708
0.89368045 2.13299022
0.89356049 2.13306218
0.89348137 2.13577815
0.89340225 2.13687389
0.89332057 2.13879643
0.89324145 2.13917536
0.89312149 2.14135581
0.89304237 2.14193672
0.89292241 2.14633431
0.89280245 2.15080847
0.89268249 2.15319609
0.89256508 2.15810981
0.89240429 2.15909002
0.89228433 2.16450837
0.89216437 2.16707905
0.89208525 2.16828648
0.89196529 2.17221650
0.89188617 2.17394397
0.89176621 2.17470090
0.89168709 2.17750023
0.89160796 2.17819296
0.89152629 2.17916681
0.89140633 2.18082379
0.89132721 2.18476334
0.89120725 2.18508297
0.89112813 2.18956488
0.89100817 2.19178639
0.89088821 2.19524189
0.89076825 2.19840910
0.89065084 2.20229590
0.89053088 2.20314807
0.89041092 2.20796581
0.89033180 2.20929840
0.89021184 2.21121212
0.89009188 2.21678715
0.89001276 2.21638064
0.88989280 2.21949477
0.88977284 2.22275534
0.88965288 2.22538684
0.88957376 2.23098096
0.88945380 2.23185852
0.88933384 2.23461941
0.88921388 2.23609288
0.88913476 2.23719589
0.88901480 2.24357357
0.88889484 2.24640870
0.88877489 2.24785631
0.88869576 2.25069266
0.88857580 2.25345589
0.88845584 2.25573816
0.88833589 2.25862368
0.88821593 2.26029287
0.88813680 2.26579679
0.88801685 2.26676788
0.88789944 2.27037645
0.88781776 2.27478744
0.88769781 2.27573354
0.88758040 2.27715776
0.88749872 2.28001926
0.88737876 2.28220163
0.88729964 2.28502209
0.88717968 2.28687064
0.88705972 2.28862582
0.88698060 2.29082606
0.88690148 2.29379119
0.88678152 2.29470219
0.88666156 2.29555102
0.88658244 2.29809722
0.88650332 2.30137699
0.88638336 2.30190770
0.88630168 2.30413677
0.88618428 2.30621831
0.88610260 2.30926507
0.88598264 2.31231942
0.88590352 2.31436767
0.88578356 2.31580688
0.88566616 2.31913590
0.88558448 2.32234153
0.88546452 2.32351651
0.88534456 2.32691354
0.88522716 2.33021598
0.88510720 2.33272383
0.88498724 2.33727505
0.88490812 2.33866269
0.88478816 2.34283405
0.88466820 2.34560080
0.88458908 2.34744196
0.88446912 2.34891216
0.88434916 2.35377349
0.88427004 2.35417950
0.88415008 2.35573280
0.88403012 2.35810237
0.88395100 2.36081911
0.88383104 2.36235531
0.88371108 2.36654072
0.88359112 2.36986232
0.88351200 2.36995045
0.88339204 2.37473367
0.88327208 2.37705958
0.88315212 2.37886133
0.88303216 2.38265595
0.88291220 2.38701123
0.88279224 2.39074967
0.88267483 2.39140880
0.88259316 2.39324922
0.88247320 2.39530841
0.88235579 2.39992723
0.88223583 2.40079287
0.88215416 2.40305418
0.88203675 2.40760088
0.88191679 2.40768854
0.88179684 2.41005112
0.88171771 2.41210971
0.88159775 2.41389469
0.88151608 2.41580708
0.88139867 2.41906535
0.88131700 2.42138386
0.88119704 2.42090066
0.88107963 2.42646843
0.88099796 2.42977584
0.88088055 2.43154811
0.88076059 2.43664456
0.88064063 2.43678092
0.88055896 2.43861954
0.88044155 2.43940714
0.88035988 2.44386163
0.88023992 2.44438794
0.88016080 2.44840299
0.88004084 2.44949603
0.87996172 2.45015018
0.87984176 2.45533777
0.87976263 2.45579944
0.87964267 2.45831677
0.87952272 2.46175326
0.87940276 2.46462150
0.87932363 2.46764179
0.87920368 2.46888380
0.87908372 2.47260029
0.87900459 2.47572587
0.87892547 2.47743357
0.87884635 2.47812978
0.87876468 2.47834373
0.87864472 2.48227884
0.87856559 2.48315803
0.87844564 2.48391389
0.87832568 2.48952317
0.87820827 2.49160926
0.87808831 2.49237104
0.87796835 2.49919336
0.87784839 2.50065765
0.87776927 2.50447190
0.87764931 2.50732725
0.87752935 2.50974574
0.87745023 2.51051370
0.87733027 2.51282399
