--- DATOS FILTRADOS Y DESPLAZADOS ---
Origen: Specimen_RawData_1_procesado.txt
Eje X: Lambda (Stretch) | Eje Y: Stress (kPa)

Lambda Stress
1.00000000 0.00000000
0.99988004 0.00947672
0.99976008 0.01664234
0.99964012 0.02206486
0.99956100 0.02783828
0.99944104 0.03163206
0.99935936 0.03398023
0.99924196 0.03622754
0.99916028 0.03939387
0.99904287 0.04348720
0.99892291 0.04972783
0.99880296 0.05754561
0.99872383 0.06550286
0.99860387 0.07002345
0.99852220 0.07703434
0.99840224 0.08102454
0.99828483 0.08606918
0.99820316 0.09132236
0.99808320 0.09653422
0.99796579 0.10294695
0.99784583 0.10970904
0.99776416 0.11806225
0.99764675 0.12266315
0.99752679 0.12456600
0.99744512 0.13022026
0.99732771 0.13170453
0.99724604 0.13623969
0.99712608 0.13874677
0.99704696 0.14381460
0.99692700 0.14927055
0.99680959 0.15375933
0.99672792 0.15865847
0.99660796 0.16327538
0.99652884 0.16849738
0.99640888 0.17164919
0.99628892 0.17502178
0.99620980 0.18007435
0.99608984 0.18194304
0.99601071 0.18729596
0.99589076 0.18976815
0.99581163 0.19278955
0.99573251 0.19677187
0.99561255 0.19953273
0.99553088 0.20402772
0.99541347 0.20703882
0.99533180 0.21359482
0.99521184 0.21894071
0.99509443 0.22536148
0.99497447 0.23277787
0.99489280 0.24051001
0.99477539 0.24721765
0.99465543 0.25354643
0.99457631 0.26331350
0.99445635 0.27123631
0.99433639 0.28075803
0.99421643 0.29030817
0.99409647 0.30085979
0.99397651 0.31362286
0.99385655 0.32458293
0.99373660 0.33300740
0.99361919 0.33922980
0.99353751 0.34529854
0.99341756 0.34939791
0.99329760 0.35283284
0.99321847 0.36056341
0.99309851 0.36906825
0.99297856 0.37692682
0.99286115 0.38561736
0.99274119 0.39040137
0.99265952 0.39608061
0.99254211 0.40011052
0.99246043 0.40620810
0.99234303 0.40973652
0.99222307 0.41377497
0.99214139 0.42108773
0.99202143 0.42280705
0.99194231 0.43055000
0.99182235 0.43567319
0.99170239 0.44533141
0.99158499 0.45587295
0.99146503 0.46545176
0.99134507 0.47302137
0.99126595 0.47972536
0.99114599 0.48132476
0.99106687 0.48402284
0.99094691 0.48429844
0.99086523 0.48791818
0.99074527 0.49170521
0.99066615 0.49713306
0.99054619 0.50422065
0.99042623 0.51121969
0.99034711 0.51769144
0.99022715 0.52467726
0.99010719 0.52912636
0.99002807 0.53634765
0.98990811 0.54217214
0.98978815 0.54717879
0.98970903 0.55343932
0.98958907 0.55671922
0.98950995 0.56279611
0.98943083 0.55977215
0.98935171 0.55534644
0.98927003 0.55382576
0.98915262 0.55451865
0.98907095 0.55986358
0.98895099 0.56622762
0.98883358 0.57397309
0.98871362 0.58283219
0.98863195 0.59493681
0.98851199 0.60358464
0.98839458 0.61273633
0.98827462 0.61905739
0.98815467 0.62439615
0.98803471 0.63022732
0.98795558 0.63682238
0.98783563 0.64051858
0.98775650 0.64486855
0.98763654 0.64501457
0.98755487 0.64777162
0.98743746 0.65195146
0.98735579 0.65565810
0.98723583 0.66130808
0.98711842 0.66727269
0.98703675 0.67583459
0.98691934 0.68261448
0.98679938 0.68675159
0.98671771 0.69301952
0.98659775 0.69736912
0.98648034 0.66222526
0.98636038 0.64115247
0.98627871 0.65150571
0.98616130 0.65869547
0.98604134 0.66796884
0.98592138 0.67820905
0.98580142 0.68898559
0.98568147 0.70113021
0.98556151 0.70967952
0.98544155 0.71829325
0.98532159 0.72490261
0.98524247 0.73294101
0.98512251 0.73881863
0.98500255 0.74469248
0.98492343 0.75129205
0.98480347 0.75526334
0.98468351 0.75956740
0.98460439 0.76612248
0.98448443 0.77109883
0.98440530 0.77856673
0.98428534 0.78459890
0.98416539 0.78988109
0.98408626 0.79858594
0.98396630 0.80463075
0.98384635 0.80908464
0.98376722 0.81620208
0.98364726 0.82115091
0.98356814 0.82947996
0.98344818 0.83503516
0.98332822 0.83859495
0.98324910 0.84263684
0.98316998 0.84850111
0.98305002 0.85092852
0.98297090 0.85544217
0.98285094 0.86037500
0.98276927 0.86603214
0.98265186 0.87057812
0.98257018 0.87803563
0.98245022 0.88549608
0.98233282 0.89208556
0.98225114 0.89908705
0.98213118 0.90258070
0.98205206 0.90878621
0.98193210 0.91719725
0.98181214 0.92603444
0.98169474 0.93962860
0.98157478 0.95065926
0.98145482 0.95989831
0.98133486 0.96823934
0.98125574 0.97631446
0.98113578 0.98150189
0.98101582 0.98804389
0.98093670 0.99433306
0.98081674 1.00057900
0.98069678 1.00827954
0.98061766 1.01490441
0.98049770 1.02029499
0.98037774 1.02575738
0.98029862 1.03385028
0.98017866 1.04011656
0.98005870 1.04688041
0.97997958 1.05599862
0.97985962 1.06397400
0.97973966 1.07149830
0.97961970 1.07918458
0.97954058 1.09010449
0.97942062 1.09887178
0.97930066 1.10708976
0.97918070 1.11840769
0.97906074 1.12851747
0.97894078 1.13679563
0.97882337 1.14628676
0.97870342 1.15306634
0.97858346 1.16035092
0.97850433 1.16489876
0.97838437 1.16934505
0.97826442 1.17372284
0.97818529 1.18011796
0.97806533 1.18572704
0.97794538 1.18998510
0.97786625 1.19633562
0.97774629 1.19963008
0.97766717 1.20470661
0.97754721 1.20784072
0.97742725 1.21416115
0.97730729 1.22330992
0.97718734 1.23355588
0.97706738 1.24269826
0.97698825 1.25313681
0.97686830 1.26104559
0.97674834 1.26311944
0.97666921 1.26527223
0.97659009 1.26669454
0.97647013 1.26509187
0.97638846 1.26857690
0.97627105 1.27187624
0.97618938 1.27656464
0.97607197 1.28195019
0.97595201 1.28502988
0.97587034 1.28888083
0.97575293 1.29034102
0.97567126 1.29582817
0.97555130 1.30216739
0.97543134 1.31099340
0.97531393 1.31740304
0.97523226 1.32223389
0.97511230 1.32003682
0.97503318 1.31659765
0.97495405 1.31066693
0.97487493 1.30865456
0.97479326 1.30983392
0.97467585 1.31198138
0.97459418 1.32013399
0.97447422 1.32848176
0.97435681 1.33599034
0.97423685 1.34155271
0.97415518 1.34908903
0.97403777 1.35256944
0.97395610 1.35941417
0.97383869 1.36369950
0.97375701 1.36951793
0.97363705 1.37529643
0.97351710 1.37985877
0.97343797 1.38773479
0.97331801 1.39140176
0.97323889 1.39706081
0.97311893 1.40411961
0.97299897 1.41006610
0.97287901 1.41909694
0.97279989 1.42712109
0.97267993 1.43354978
0.97256253 1.44079230
0.97248085 1.44895043
0.97236089 1.45607929
0.97224349 1.45997733
0.97216181 1.46660799
0.97204185 1.46845011
0.97192189 1.47482173
0.97184277 1.48516098
0.97172281 1.49281958
0.97160285 1.49990826
0.97148545 1.50838925
0.97136549 1.51754989
0.97124553 1.52615938
0.97116641 1.53608927
0.97104645 1.54264230
0.97092649 1.54740775
0.97084737 1.55464588
0.97072741 1.55832045
0.97060745 1.56340853
0.97052833 1.57337638
0.97040837 1.58202024
0.97028841 1.59146289
0.97016845 1.60014493
0.97004849 1.60948790
0.96992853 1.61790164
0.96980857 1.62867030
0.96972945 1.63615453
0.96960949 1.64246263
0.96948953 1.65060214
0.96936957 1.65904473
0.96925216 1.66628583
0.96917049 1.67346829
0.96905053 1.67382342
0.96897141 1.67802857
0.96885145 1.67861418
0.96877233 1.68300897
0.96865237 1.68528776
0.96857325 1.68914017
0.96845329 1.69235967
0.96837417 1.69648382
0.96825421 1.69661393
0.96817508 1.70049871
0.96805513 1.70231340
0.96797600 1.70661909
0.96789433 1.71115852
0.96777437 1.70988125
0.96769525 1.71613637
0.96757529 1.72415923
0.96745533 1.73097133
0.96733792 1.73941159
0.96721796 1.74811359
0.96713884 1.75945731
0.96701888 1.77107659
0.96689892 1.77861356
0.96677896 1.78283802
0.96669984 1.79065189
0.96657988 1.79388618
0.96645992 1.79703846
0.96638080 1.80752208
0.96626084 1.81388447
0.96614088 1.81781588
0.96606176 1.82337423
0.96594180 1.82949728
0.96582184 1.83367448
0.96574272 1.84111690
0.96562276 1.84419937
0.96550280 1.84847083
0.96542368 1.85491911
0.96530372 1.86165186
0.96518376 1.86972763
0.96506380 1.87760502
0.96494384 1.88432715
0.96482388 1.89000845
0.96470393 1.89902636
0.96458652 1.90890675
0.96446656 1.91911176
0.96434660 1.93168840
0.96422664 1.94052610
0.96410668 1.94951716
0.96402756 1.95513050
0.96390760 1.95827215
0.96378764 1.95990754
0.96370852 1.96165980
0.96362685 1.96195476
0.96350944 1.96223212
0.96342776 1.96313036
0.96334864 1.96548639
0.96322868 1.96907801
0.96310872 1.97617446
0.96298876 1.98702899
0.96290964 1.99981060
0.96278968 2.00873223
0.96267228 2.01699650
0.96255232 2.02133219
0.96247064 2.02663225
0.96235068 2.02781085
0.96227156 2.03369934
0.96215160 2.03685177
0.96207248 2.04199647
0.96195252 2.04804741
0.96187340 2.05552965
0.96175344 2.06361909
0.96163348 2.07142131
0.96151352 2.07999686
0.96139356 2.08889915
0.96131444 2.09849838
0.96119448 2.10189904
0.96111536 2.10668533
0.96099540 2.10949833
0.96091628 2.11459322
0.96079632 2.11976961
0.96071720 2.12716040
0.96059724 2.13073017
0.96051812 2.13833370
0.96039816 2.14164203
0.96031904 2.13851787
0.96023736 2.13436177
0.96015824 2.13472562
0.96003828 2.13977071
0.95995916 2.15196742
0.95983920 2.16595452
0.95971924 2.17934464
0.95959928 2.19197398
0.95948187 2.20176983
0.95936191 2.21028012
0.95924196 2.21966661
0.95916283 2.23020121
0.95904287 2.23671022
0.95892291 2.24295671
0.95884124 2.24954279
0.95872383 2.25575133
0.95860387 2.26189398
0.95852220 2.26633140
0.95840479 2.27297517
0.95828483 2.28139114
0.95820316 2.29126540
0.95808575 2.29838101
0.95796579 2.30443214
0.95788412 2.31188596
0.95776671 2.31421578
0.95768504 2.31867503
0.95756508 2.32162944
0.95744767 2.32910976
0.95732771 2.34090141
0.95720775 2.35102936
0.95708779 2.36312337
0.95696784 2.37153180
0.95688871 2.38084952
0.95676875 2.38845532
0.95664880 2.39614080
0.95652884 2.40323551
0.95640888 2.41046244
0.95629147 2.41821042
0.95620980 2.42737720
0.95608984 2.43326021
0.95596988 2.43693663
0.95589076 2.44363871
0.95577080 2.44837309
0.95565084 2.45585122
0.95553343 2.46476374
0.95541347 2.47328311
0.95529351 2.48136939
0.95517355 2.48830317
0.95509443 2.49393027
0.95497447 2.49756665
0.95489535 2.49956278
0.95477539 2.49894402
0.95469372 2.50012875
0.95457631 2.50146046
0.95449464 2.50452523
0.95437468 2.50756114
0.95429555 2.51330441
0.95417559 2.51761720
0.95405819 2.52281848
0.95397651 2.52853180
0.95385655 2.53179517
0.95373915 2.53429992
0.95365747 2.54056456
0.95353751 2.54366260
0.95345839 2.54719924
0.95337927 2.54681321
0.95330015 2.54356444
0.95318019 2.54188132
0.95309851 2.54203287
0.95301939 2.54652578
0.95289943 2.55237084
0.95277947 2.55858464
0.95270035 2.56898077
0.95258039 2.57725150
0.95246043 2.58776431
0.95234303 2.59684653
0.95226135 2.61248652
0.95214139 2.62269530
0.95202399 2.63277780
0.95190403 2.64259952
0.95178407 2.65201252
0.95170495 2.65863288
0.95158499 2.66339167
0.95150587 2.67268935
0.95138591 2.67941471
0.95126595 2.68564319
0.95114599 2.69303162
0.95106687 2.70285380
0.95094691 2.70975539
0.95082695 2.71655081
0.95074783 2.72637174
0.95062787 2.73384531
0.95050791 2.74227934
0.95038795 2.75023762
0.95026799 2.75777804
0.95018887 2.76990290
0.95002807 2.78115990
0.94990811 2.79586712
0.94979070 2.81154957
0.94967075 2.82496665
0.94955079 2.83263988
0.94947166 2.84113033
0.94935171 2.84517392
0.94927003 2.85105696
0.94915262 2.85476936
0.94907095 2.85825757
0.94895099 2.85868230
0.94887187 2.86670650
0.94875191 2.87368197
0.94863450 2.88233957
0.94851454 2.89114970
0.94839458 2.90317238
0.94827462 2.91359638
0.94819550 2.92008867
0.94807554 2.91995242
0.94799387 2.92356872
0.94791475 2.92537232
0.94779479 2.92642284
0.94771567 2.93260588
0.94759571 2.93840184
0.94747575 2.94354786
0.94739663 2.95212720
0.94727667 2.96025792
0.94715671 2.97121285
0.94703675 2.98099140
0.94695763 2.98977903
0.94683767 2.99626292
0.94671771 3.00074056
0.94663859 3.00495522
0.94655946 3.00843975
0.94643951 3.00868970
0.94636038 3.01415800
0.94624042 3.01906090
0.94616130 3.02466166
0.94604134 3.02895934
0.94592138 3.03287341
0.94584226 3.04083685
0.94576314 3.04399488
0.94568147 3.03815748
0.94560234 3.03562506
0.94548238 3.03764655
0.94536242 3.04685283
0.94524247 3.05873569
0.94512251 3.07341133
0.94500510 3.08596964
0.94488514 3.09582268
0.94480347 3.10774104
0.94468606 3.11577288
0.94456610 3.12340987
0.94444614 3.12998833
0.94432618 3.13596951
0.94424706 3.14370200
0.94412710 3.14529359
0.94404798 3.14923811
0.94392802 3.15065563
0.94380806 3.15359970
0.94372894 3.15855536
0.94360898 3.15887696
0.94352730 3.16278982
0.94340990 3.16639943
0.94328994 3.17050503
0.94321082 3.17917232
0.94309086 3.18596633
0.94297090 3.19732774
0.94285094 3.20636183
0.94273098 3.21256877
0.94261102 3.21984741
0.94253190 3.22668389
0.94241194 3.23349932
0.94229198 3.23976497
0.94217202 3.24685896
0.94209290 3.25447344
0.94197294 3.25994311
0.94189382 3.26414624
0.94177386 3.26465111
0.94169474 3.26791439
0.94157478 3.27012608
0.94149566 3.27636292
0.94137570 3.28347372
0.94125574 3.28995375
0.94117662 3.30358007
0.94105666 3.31313090
0.94093670 3.32681988
0.94077590 3.33970512
0.94065849 3.35750581
0.94053854 3.37301028
0.94041858 3.38646503
0.94029862 3.39337515
0.94021949 3.39751833
