gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC	neg_log10_pval	neg_log10_fdr	significance	transcript_label
ENSG00000067057	ENST00000676796.1	0.240430586020011	1	0.623895295716862	1	0.128395814231336	0.116647146482939	-0.138447155258679	0.204888289016072	0	Not significant	ENSG00000067057:ENST00000676796.1
ENSG00000067057	ENST00000678089.1	0.00825324366815039	1	0.927613874059848	1	0.12844356922564	0.128054367094572	-0.00437820610477326	0.032632764365041	0	Not significant	ENSG00000067057:ENST00000678089.1
ENSG00000067057	ENST00000678206.1	0.0477016905060736	1	0.827111882033004	1	0.108692971854075	0.116336976853492	0.0980510617757937	0.0824357401897957	0	Not significant	ENSG00000067057:ENST00000678206.1
ENSG00000067057	ENST00000699222.1	0.199180060789331	1	0.655383492867791	1	0.126634089077825	0.122267455220475	-0.0506253784393681	0.18350450138317	0	Not significant	ENSG00000067057:ENST00000699222.1
ENSG00000067064	ENST00000429642.2	0.0016496281932632	1	0.967602335346627	1	0.5	0.501801801801802	0.00518955610256339	0.0143030921219297	0	Not significant	ENSG00000067064:ENST00000429642.2
ENSG00000067064	ENST00000695775.1	0.0016496281932632	1	0.967602335346627	1	0.5	0.498198198198198	-0.00520829100276123	0.0143030921219297	0	Not significant	ENSG00000067064:ENST00000695775.1
ENSG00000067082	ENST00000497571.6	0.0108934055574537	1	0.916874555774912	1	0.5	0.507359307359307	0.0210797181188279	0.0376900792279671	0	Not significant	ENSG00000067082:ENST00000497571.6
ENSG00000067082	ENST00000542957.1	0.0108934055574537	1	0.916874555774912	1	0.5	0.492640692640693	-0.0213922939968379	0.0376900792279671	0	Not significant	ENSG00000067082:ENST00000542957.1
ENSG00000067167	ENST00000262213.7	0.0250800594890279	1	0.874167733200501	1	0.5	0.50910249872514	0.0260280516209146	0.0584052279900328	0	Not significant	ENSG00000067167:ENST00000262213.7
ENSG00000067167	ENST00000521425.5	0.0250800594890279	1	0.874167733200501	1	0.5	0.49089750127486	-0.0265062716495714	0.0584052279900328	0	Not significant	ENSG00000067167:ENST00000521425.5
