transcript_id,q_value
ENST00000533861.5,0.107413348
ENST00000552292.5,0.108461213
ENST00000370913.5,0.108712257
ENST00000330899.5,0.108712257
ENST00000495015.5,0.108712257
ENST00000470040.5,0.108712257
ENST00000368638.5,0.108788357
ENST00000609375.1,0.108788357
ENST00000713549.1,0.108788357
ENST00000695801.1,0.109033962
ENST00000596073.6,0.109200326
ENST00000460088.5,0.109636065
ENST00000503040.5,0.109636065
ENST00000488338.2,0.109819632
ENST00000649435.1,0.110123381
ENST00000678416.1,0.110123381
ENST00000612838.4,0.110123381
ENST00000444761.6,0.11012493
ENST00000366615.10,0.110304987
ENST00000619305.1,0.110304987
ENST00000551094.5,0.110415408
ENST00000678842.1,0.110662093
ENST00000462980.2,0.110662093
ENST00000695862.1,0.11082336
ENST00000391839.6,0.110855652
ENST00000553677.1,0.110966479
ENST00000463841.1,0.110966479
ENST00000541679.7,0.110966479
ENST00000492375.1,0.110966479
ENST00000558558.6,0.110966479
ENST00000419179.5,0.11131104
ENST00000272067.11,0.11192442
ENST00000678187.1,0.11212441
ENST00000311521.8,0.11212441
ENST00000460675.5,0.11212441
ENST00000454682.6,0.11212441
ENST00000583684.5,0.112146392
ENST00000509708.2,0.112600943
ENST00000599232.1,0.112740675
ENST00000587481.1,0.112740675
ENST00000678189.1,0.112740675
ENST00000282999.7,0.112740675
ENST00000526222.5,0.112740675
ENST00000442341.5,0.112740675
ENST00000530398.1,0.113058426
ENST00000485439.5,0.113233699
ENST00000380953.6,0.113527625
ENST00000397581.7,0.113527625
ENST00000709238.1,0.113556241
ENST00000243045.10,0.113598288
ENST00000569481.1,0.114800382
ENST00000429243.7,0.114800382
ENST00000308987.6,0.115690103
ENST00000571570.5,0.117370815
ENST00000451378.2,0.117559583
ENST00000007516.8,0.118432244
ENST00000561139.2,0.118829275
ENST00000306384.5,0.118829275
ENST00000462451.1,0.118829275
ENST00000372645.3,0.119315202
ENST00000614486.4,0.119584919
ENST00000399054.6,0.119622007
ENST00000270586.8,0.120012302
ENST00000696978.1,0.120012302
ENST00000700297.1,0.120167947
ENST00000270792.10,0.120520189
ENST00000319041.6,0.120520189
ENST00000585480.1,0.121818362
ENST00000353598.6,0.122035898
ENST00000568319.5,0.122035898
ENST00000473242.5,0.12367125
ENST00000520498.1,0.124725198
ENST00000395458.6,0.124799949
ENST00000678573.1,0.124857197
ENST00000529163.5,0.125444361
ENST00000453937.2,0.126174688
ENST00000626715.2,0.126174688
ENST00000497648.1,0.127135474
ENST00000521734.1,0.127135474
ENST00000552870.1,0.127690019
ENST00000484321.5,0.127690019
ENST00000482954.5,0.129621962
ENST00000413140.5,0.130404262
ENST00000310144.11,0.130625809
ENST00000263856.9,0.130625809
ENST00000457131.1,0.130625809
ENST00000460901.1,0.130625809
ENST00000480528.1,0.130625809
ENST00000326912.8,0.130625809
ENST00000486204.5,0.130625809
ENST00000578379.5,0.131414933
ENST00000463371.1,0.131806685
ENST00000557290.1,0.132105451
ENST00000260102.9,0.132105451
ENST00000522521.2,0.132105451
ENST00000400094.5,0.132320515
ENST00000521260.2,0.132320515
ENST00000465692.2,0.132745638
ENST00000688802.1,0.132882567
ENST00000319248.13,0.132927743
ENST00000312175.7,0.134039828
ENST00000525722.1,0.134039828
ENST00000552742.6,0.134210802
ENST00000674547.1,0.134353592
ENST00000511107.1,0.134372609
ENST00000464920.2,0.134560685
ENST00000547130.6,0.134723557
ENST00000567057.5,0.134723557
ENST00000485390.5,0.134893337
ENST00000552130.6,0.135021067
ENST00000578892.5,0.135494826
ENST00000473809.5,0.135494826
ENST00000590331.1,0.136376296
ENST00000520040.5,0.136482625
ENST00000519103.1,0.136647475
ENST00000483581.1,0.136647475
ENST00000584514.5,0.13673693
ENST00000366815.10,0.137654511
ENST00000550645.5,0.13779186
ENST00000366813.1,0.138709036
ENST00000346169.7,0.139214976
ENST00000380044.6,0.139214976
ENST00000442386.5,0.139214976
ENST00000579649.5,0.139239003
ENST00000511075.5,0.139239003
ENST00000396828.8,0.139861925
ENST00000504016.1,0.140191419
ENST00000697734.1,0.140191419
ENST00000677356.1,0.140191419
ENST00000455959.7,0.140853738
ENST00000463406.5,0.140998307
ENST00000445517.1,0.141522101
ENST00000555536.1,0.141940732
ENST00000469941.5,0.142660495
ENST00000521291.5,0.142660495
ENST00000357865.6,0.143224772
ENST00000405021.7,0.144260695
ENST00000424576.6,0.144579071
ENST00000546847.5,0.144579071
ENST00000377619.9,0.144579071
ENST00000618612.5,0.144652507
ENST00000592643.5,0.144669916
ENST00000295899.10,0.144669916
ENST00000469584.5,0.144669916
ENST00000589960.5,0.144669916
ENST00000435242.5,0.144669916
ENST00000533193.5,0.145288044
ENST00000474582.1,0.145672002
ENST00000590618.1,0.145987305
ENST00000554909.1,0.146222736
ENST00000368010.4,0.146645612
ENST00000468311.1,0.146645612
ENST00000430783.5,0.146720119
ENST00000393818.3,0.147300964
ENST00000421097.6,0.147300964
ENST00000504696.1,0.147699047
ENST00000534482.6,0.148009262
ENST00000560274.1,0.148108799
ENST00000480194.5,0.14852542
ENST00000662562.2,0.149431859
ENST00000708922.1,0.149963981
ENST00000559720.5,0.151297118
ENST00000564544.1,0.151478383
ENST00000472515.1,0.152368817
ENST00000552314.1,0.153191099
ENST00000621781.4,0.153728729
ENST00000525587.1,0.153728729
ENST00000368003.6,0.153728729
ENST00000483191.5,0.153728729
ENST00000563744.1,0.155330832
ENST00000369842.9,0.15766774
ENST00000370886.9,0.157714217
ENST00000582193.5,0.157817595
ENST00000374214.3,0.157817595
ENST00000527806.1,0.158277299
ENST00000643707.1,0.158343793
ENST00000626345.1,0.158343793
ENST00000486421.1,0.158462281
ENST00000295702.9,0.158462281
ENST00000678047.1,0.158462281
ENST00000544254.1,0.158640912
ENST00000575669.1,0.159870199
ENST00000467467.5,0.160232446
ENST00000284971.8,0.160232446
ENST00000508595.6,0.160232446
ENST00000629845.1,0.161047323
ENST00000533567.5,0.161239449
ENST00000534032.5,0.161607247
ENST00000704356.1,0.161607247
ENST00000677760.1,0.161836547
ENST00000635877.1,0.161836547
ENST00000556195.2,0.161836547
ENST00000339995.11,0.16279218
ENST00000471259.1,0.16279218
ENST00000494232.5,0.164530863
ENST00000655450.1,0.166499633
ENST00000477206.5,0.166966289
ENST00000670382.1,0.166966289
ENST00000567391.5,0.166966289
ENST00000554961.5,0.168099526
ENST00000598956.5,0.168893598
ENST00000519744.5,0.169544462
