--- DATOS FILTRADOS Y DESPLAZADOS ---
Origen: Specimen_RawData_1_procesado.txt
Eje X: Lambda (Stretch) | Eje Y: Stress (kPa)

Lambda Stress
1.00000000 0.00000000
0.99989693 0.00432266
0.99982895 0.00863394
0.99972588 0.01128267
0.99962281 0.01622604
0.99955483 0.01840996
0.99945176 0.02072377
0.99934869 0.02479337
0.99928070 0.02674223
0.99917763 0.02944373
0.99910965 0.03463453
0.99900658 0.03698767
0.99890351 0.04051527
0.99883553 0.04415352
0.99873246 0.04920824
0.99862939 0.05063159
0.99852632 0.05431875
0.99842325 0.05804041
0.99832237 0.06112092
0.99821930 0.06517332
0.99811623 0.06628266
0.99801316 0.07230643
0.99791009 0.07337927
0.99784211 0.07845310
0.99773904 0.08061366
0.99763597 0.08302108
0.99756799 0.08493316
0.99746492 0.09032900
0.99736184 0.09419723
0.99725877 0.09452465
0.99715570 0.09933811
0.99708772 0.10314811
0.99698465 0.10456208
0.99688158 0.10882900
0.99681360 0.11090683
0.99674562 0.11340802
0.99664255 0.11417056
0.99657456 0.11919149
0.99647149 0.12029907
0.99636842 0.12528859
0.99626535 0.12831485
0.99616228 0.13247656
0.99609430 0.13510117
0.99599123 0.13629787
0.99592325 0.14091118
0.99582018 0.14408918
0.99575220 0.14554794
0.99564913 0.14686276
0.99554606 0.15001079
0.99547807 0.15447963
0.99537500 0.15881770
0.99530702 0.16140961
0.99520395 0.16396953
0.99510088 0.16709272
0.99503070 0.16917192
0.99492983 0.17189590
0.99482676 0.17440406
0.99472369 0.17946215
0.99465570 0.18207863
0.99458553 0.18403575
0.99451755 0.18396060
0.99444956 0.18716773
0.99438158 0.18775436
0.99427851 0.19097022
0.99420834 0.19412984
0.99410746 0.19827044
0.99400439 0.20110384
0.99390132 0.20457710
0.99379825 0.21059744
0.99369518 0.21107775
0.99359211 0.21631478
0.99348904 0.21943273
0.99342106 0.22207038
0.99331799 0.22627034
0.99321492 0.22884448
0.99314693 0.23052401
0.99304386 0.23396912
0.99294079 0.23658366
0.99287281 0.23850107
0.99276974 0.24282992
0.99270176 0.24291167
0.99259869 0.24652918
0.99249562 0.24895805
0.99242763 0.25497759
0.99232456 0.25592230
0.99222149 0.25786444
0.99211842 0.26214548
0.99201755 0.26420978
0.99194737 0.26831733
0.99184430 0.26996209
0.99174123 0.27325666
0.99164035 0.27829578
0.99157018 0.27900929
0.99143421 0.28370118
0.99133114 0.28713286
0.99122807 0.28999523
0.99112500 0.29543228
0.99102193 0.29777372
0.99091886 0.30120903
0.99085088 0.30150313
0.99074781 0.30443925
0.99067983 0.30781912
0.99057676 0.30870606
0.99050877 0.30841733
0.99040570 0.31203854
0.99033772 0.31412637
0.99023465 0.31637210
0.99013158 0.31966171
0.99006360 0.32316407
0.98996053 0.32589853
0.98985746 0.32755317
0.98978948 0.33211883
0.98968641 0.33216795
0.98958334 0.33426257
0.98951535 0.33701901
0.98941228 0.34021220
0.98930921 0.34169585
0.98924123 0.34447880
0.98913816 0.34625567
0.98907018 0.35012289
0.98896711 0.35241672
0.98889913 0.35222272
0.98879606 0.35601361
0.98869299 0.35583553
0.98862500 0.35951101
0.98852193 0.36305487
0.98845395 0.36461612
0.98835088 0.36741710
0.98828070 0.37126078
0.98817763 0.37162637
0.98810965 0.37240996
0.98800658 0.37297106
0.98793860 0.37396412
0.98787062 0.37809634
0.98776755 0.38146692
0.98766448 0.38379513
0.98759649 0.38518529
0.98749342 0.38690451
0.98739035 0.39104814
0.98732237 0.39195510
0.98721930 0.39353315
0.98711623 0.39614469
0.98704825 0.40014542
0.98694518 0.40183366
0.98684211 0.40377985
0.98677413 0.40672421
0.98667106 0.40904644
0.98660307 0.41141726
0.98650000 0.41378728
0.98639693 0.41654761
0.98629386 0.41759030
0.98622588 0.42084566
0.98612281 0.42434386
0.98601974 0.42930644
0.98591667 0.42837268
0.98581360 0.43140825
0.98574562 0.43461880
0.98564255 0.43711596
0.98553948 0.43998209
0.98543641 0.44291723
0.98536842 0.44583258
0.98526535 0.44789497
0.98516448 0.45139029
0.98506141 0.45272661
0.98495834 0.45797912
0.98485527 0.46198306
0.98475220 0.46124128
0.98464913 0.46743130
0.98458114 0.46795957
0.98447807 0.46855450
0.98437500 0.47208124
0.98430702 0.47449611
0.98423904 0.47728660
0.98413597 0.47919596
0.98406579 0.47921704
0.98396492 0.48340658
0.98386184 0.48562076
0.98375877 0.49081305
0.98365570 0.49429920
0.98355263 0.49713740
0.98348465 0.49753716
0.98338158 0.49938652
0.98331360 0.50332659
0.98321053 0.50526526
0.98314255 0.50727066
0.98303948 0.50961868
0.98293641 0.51248063
0.98286842 0.51677911
0.98276535 0.51727600
0.98266228 0.52097015
0.98259430 0.52340385
0.98249123 0.52492822
0.98242106 0.52733555
0.98232018 0.53027426
0.98221711 0.53579198
0.98214693 0.53733620
0.98204606 0.53946698
0.98197588 0.54187179
0.98190790 0.54136404
0.98183992 0.54075913
0.98177193 0.54350125
0.98166886 0.54478538
0.98156579 0.55018594
0.98149781 0.55365528
0.98139474 0.55785289
0.98129167 0.56137628
0.98118860 0.56605071
0.98108553 0.56907958
0.98098246 0.57470239
0.98087939 0.57610620
0.98081141 0.57858565
0.98070834 0.58144511
0.98064035 0.58483904
0.98053728 0.58798837
0.98046930 0.59080558
0.98036623 0.59306611
0.98029825 0.59626360
0.98019518 0.60095592
0.98009211 0.60170352
0.97998904 0.60703156
0.97988597 0.61091704
0.97981799 0.61359854
0.97971492 0.61556343
0.97961184 0.61955740
0.97954386 0.62352562
0.97944079 0.62575176
0.97933772 0.62806735
0.97926974 0.63032330
0.97916667 0.63495024
0.97906360 0.63927146
0.97896053 0.64059446
0.97885746 0.64708709
0.97875658 0.64877362
0.97865351 0.65484159
0.97855044 0.65573990
0.97848246 0.65749332
0.97837939 0.66253448
0.97831141 0.66281371
0.97820834 0.66499000
0.97810527 0.66773275
0.97803509 0.67116628
0.97793421 0.67374683
0.97783114 0.67541605
0.97772807 0.68006396
0.97766009 0.68260149
0.97755702 0.68514668
0.97745395 0.68815418
0.97738597 0.68984724
0.97728290 0.69277061
0.97717983 0.69567942
0.97711184 0.69775118
0.97700877 0.69962277
0.97693860 0.70278664
0.97683772 0.70709296
0.97676755 0.70928200
0.97666667 0.70860900
0.97659649 0.71226093
0.97649342 0.71531666
0.97642544 0.71806141
0.97632237 0.71826562
0.97625439 0.72272088
0.97615132 0.72315901
0.97608334 0.72595715
0.97598027 0.72918166
0.97591228 0.72976452
0.97580921 0.73380861
0.97574123 0.73557023
0.97563816 0.73714410
0.97556799 0.74217500
0.97546711 0.74444928
0.97536404 0.74858586
0.97526097 0.75015041
0.97515790 0.75549821
0.97505483 0.75721996
0.97495176 0.76166292
0.97488377 0.76554929
0.97478070 0.76821296
0.97467763 0.76924344
0.97460965 0.77146798
0.97450658 0.77777998
0.97440351 0.77880197
0.97433553 0.78131417
0.97423246 0.78185352
0.97416448 0.78615480
0.97406141 0.78950866
0.97395834 0.79238677
0.97389035 0.79524745
0.97378728 0.79705765
0.97368421 0.80285797
0.97358114 0.80349721
0.97347807 0.80795393
0.97341009 0.81134814
0.97330702 0.81571357
0.97320395 0.81899828
0.97310307 0.82117376
0.97303290 0.82507550
0.97292983 0.82733363
0.97282676 0.83212753
0.97272588 0.83474020
0.97258772 0.84098284
0.97248465 0.84361558
0.97238158 0.84784151
0.97231360 0.85150960
0.97221053 0.85311667
0.97210746 0.85692104
0.97203948 0.85993476
0.97193641 0.86030417
0.97186842 0.86327578
0.97176535 0.86706353
0.97169737 0.86958775
0.97159430 0.87090289
0.97149123 0.87556001
0.97138816 0.87720340
0.97132018 0.88100875
0.97121711 0.88409874
0.97111404 0.88866974
0.97104606 0.89179378
0.97094299 0.89208982
0.97087500 0.89430077
0.97077193 0.89655759
0.97070395 0.89861683
0.97060088 0.90242894
0.97053290 0.90610517
0.97042983 0.90938772
0.97032676 0.91054471
0.97025877 0.91419848
0.97015570 0.91723218
0.97005263 0.91989510
0.96994956 0.92194759
0.96988158 0.92622213
0.96977851 0.92848571
0.96971053 0.93068354
0.96960746 0.93296658
0.96953948 0.93580041
0.96946930 0.93610819
0.96940132 0.93811967
0.96933334 0.94037726
0.96923027 0.94317818
0.96916228 0.94431916
0.96905921 0.95026720
0.96895614 0.95406500
0.96885307 0.95669179
0.96878509 0.96007519
0.96868202 0.96239964
0.96857895 0.96646773
0.96847588 0.97072630
0.96840790 0.97261610
0.96830483 0.97819275
0.96820176 0.97931010
0.96809869 0.98384536
0.96803070 0.98696363
0.96792763 0.99015046
0.96785965 0.99169560
0.96775658 0.99464879
0.96765351 0.99744405
0.96755044 1.00308076
0.96748246 1.00429613
0.96737939 1.00788840
0.96727632 1.01156854
0.96720834 1.01610870
0.96710527 1.01795695
0.96700220 1.02144337
0.96689913 1.02530439
0.96683114 1.03008711
0.96672807 1.03360494
0.96662500 1.03742217
0.96652193 1.04041271
0.96642106 1.04384524
0.96631799 1.04841700
0.96621492 1.05115258
0.96611184 1.05492420
0.96600877 1.06117736
0.96594079 1.06522230
0.96583772 1.06672025
0.96576974 1.07085933
0.96566667 1.07390375
0.96556360 1.07493650
0.96549562 1.07858275
0.96539255 1.08352655
0.96528948 1.08739924
0.96518641 1.09249739
0.96511842 1.09426693
0.96501535 1.09627039
0.96494737 1.10109766
0.96484430 1.10408737
0.96474123 1.10834979
0.96463816 1.11019383
0.96457018 1.11381940
0.96446711 1.12034617
0.96439913 1.12138335
0.96429606 1.12312278
0.96422807 1.12547983
0.96412500 1.13128784
0.96405483 1.13258266
0.96395395 1.13473439
0.96388377 1.13655244
0.96378070 1.14207770
0.96367983 1.14511169
0.96360965 1.14982550
0.96350877 1.15125298
0.96343860 1.15517650
0.96337062 1.15680079
0.96330263 1.15724860
0.96319956 1.16203309
0.96313158 1.16471668
0.96302851 1.16992741
0.96292544 1.17346505
0.96282237 1.17819091
0.96271930 1.17949129
0.96261623 1.18721104
0.96254825 1.19009436
0.96244518 1.19357296
0.96234211 1.19852436
0.96227413 1.19985067
0.96217106 1.20543847
0.96206799 1.20961274
0.96200000 1.21250578
0.96189693 1.21627778
0.96182895 1.21982122
0.96172588 1.22232921
0.96162281 1.22261085
0.96155483 1.23013536
0.96145176 1.23334668
0.96134869 1.23780532
0.96124562 1.24088594
0.96117763 1.24533326
0.96107456 1.24942267
0.96097149 1.25361950
0.96086842 1.25762543
0.96080044 1.26219134
0.96069737 1.26488033
0.96059430 1.26927654
0.96049123 1.27335312
0.96039035 1.27640543
0.96028728 1.28190958
0.96018421 1.28640976
0.96008114 1.28997404
0.96001316 1.29393683
0.95991009 1.29705242
0.95984211 1.29913805
0.95973904 1.30121634
0.95966886 1.30585351
0.95956799 1.30861419
0.95949781 1.31188243
0.95939693 1.31334227
0.95929386 1.31776571
0.95919079 1.32067908
0.95908772 1.32606792
0.95901974 1.33138260
0.95891667 1.33406323
0.95881360 1.33960410
0.95871053 1.34142409
0.95864255 1.34428714
0.95853948 1.34621425
0.95847149 1.34911007
0.95836842 1.35599795
0.95826535 1.35823376
0.95819737 1.36210082
0.95809430 1.36504491
0.95799123 1.36838011
0.95788816 1.37368051
0.95782018 1.37745664
0.95771711 1.37844514
0.95764913 1.38296304
0.95757895 1.38521739
0.95747588 1.38899349
0.95737500 1.38985193
0.95730483 1.39577101
0.95720176 1.39818075
0.95710088 1.40241941
0.95703070 1.40638482
0.95696272 1.41005293
0.95689474 1.41143271
0.95679167 1.41406853
0.95672369 1.41810598
0.95662062 1.41992404
0.95651755 1.42410249
0.95641448 1.42901503
0.95634649 1.43431048
0.95624342 1.43764275
0.95614035 1.44079208
0.95603728 1.44568668
0.95593421 1.45098448
0.95586623 1.45312049
0.95576316 1.45866556
0.95566009 1.46200566
0.95555702 1.46337740
0.95545614 1.46975490
0.95538597 1.47301248
0.95528509 1.47757552
0.95518202 1.48030496
0.95507895 1.48497309
0.95501097 1.48843709
0.95490790 1.49255109
0.95483772 1.49513792
0.95473684 1.49816024
0.95466667 1.50214604
0.95456360 1.50332212
0.95449562 1.50555753
0.95439255 1.51027890
0.95428948 1.51637827
0.95418860 1.51945627
0.95408553 1.52286238
0.95401535 1.52584062
0.95387939 1.53138670
0.95381141 1.53769931
0.95370834 1.54342099
0.95360527 1.54531606
0.95350220 1.54877676
0.95339913 1.55315059
0.95333114 1.55365122
0.95322807 1.55817128
0.95316009 1.56236010
0.95305702 1.56584346
0.95295395 1.56926542
0.95285088 1.57325740
0.95274781 1.57682523
0.95267983 1.58271564
0.95257676 1.58606660
0.95247369 1.59040359
0.95237062 1.59337001
0.95230263 1.59798767
0.95219956 1.59868394
0.95213158 1.60313238
0.95206360 1.60714389
0.95196053 1.60820099
0.95189255 1.61187575
0.95178948 1.61593724
0.95168641 1.61779090
0.95161842 1.62258362
0.95151535 1.62509316
0.95141228 1.62869499
0.95134430 1.63298899
0.95124123 1.63629402
0.95117106 1.63957992
0.95110307 1.64217587
0.95103509 1.64453679
0.95096711 1.64497386
0.95086404 1.64601741
0.95079606 1.64960341
0.95072588 1.65337534
0.95062281 1.65944173
0.95052193 1.66140157
0.95041886 1.66422375
0.95031579 1.66979751
0.95021272 1.67486765
0.95010965 1.67855058
0.95004167 1.68507600
0.94993860 1.68891077
0.94983553 1.69149293
0.94973246 1.69610880
0.94966448 1.69937760
0.94956141 1.70358998
0.94949342 1.70464964
0.94939035 1.71102108
0.94928728 1.71357837
0.94921930 1.71642246
0.94911623 1.71963378
0.94901316 1.72384052
0.94894518 1.72939721
0.94884211 1.73449759
0.94873904 1.73760470
0.94863597 1.74135927
