CargaalMaximum Comp. load;"68,80713";N
Deformación por compresión (Extensión)alMaximum Comp. load;"0,05347";mm/mm
EnergíaalMaximum Comp. load;"0,04750";J
Esfuerzo de compresiónalMaximum Comp. load;"6,88071";MPa
ExtensiónalMaximum Comp. load;"2,67328";mm
Extensión por compresiónalMaximum Comp. load;"2,67328";mm
Número de estadoalMaximum Comp. load;1
Punto de datosalMaximum Comp. load;5831
TiempoalMaximum Comp. load;"291,50000";s
Delta;;s
Valor de inicio de detención;"10,00000";mm
Velocidad 1;"0,50000";mm/min
Deformación por compresión (Extensión) distancia inicial;"50,00000";mm

Extensión;Carga;Esfuerzo de compresión;Tiempo;PIP count;Extensión por compresión;Deformación por compresión (Extensión)
(mm);(N);(MPa);(s);;(mm);(mm/mm)
"0,24438";"0,50091";"0,05009";"0,00000";"0,00000";"0,24438";"0,00489"
"0,24500";"0,50111";"0,05011";"0,05000";"0,00000";"0,24500";"0,00490"
"0,24563";"0,50197";"0,05020";"0,10000";"0,00000";"0,24563";"0,00491"
"0,24609";"0,49993";"0,04999";"0,15000";"0,00000";"0,24609";"0,00492"
"0,24656";"0,50154";"0,05015";"0,20000";"0,00000";"0,24656";"0,00493"
"0,24688";"0,49969";"0,04997";"0,25000";"0,00000";"0,24688";"0,00494"
"0,24719";"0,50448";"0,05045";"0,30000";"0,00000";"0,24719";"0,00494"
"0,24750";"0,50053";"0,05005";"0,35000";"0,00000";"0,24750";"0,00495"
"0,24781";"0,50023";"0,05002";"0,40000";"0,00000";"0,24781";"0,00496"
"0,24813";"0,50348";"0,05035";"0,45000";"0,00000";"0,24813";"0,00496"
"0,24844";"0,50252";"0,05025";"0,50000";"0,00000";"0,24844";"0,00497"
"0,24891";"0,49793";"0,04979";"0,55000";"0,00000";"0,24891";"0,00498"
"0,24922";"0,50225";"0,05023";"0,60000";"0,00000";"0,24922";"0,00498"
"0,24969";"0,50140";"0,05014";"0,65000";"0,00000";"0,24969";"0,00499"
"0,25000";"0,50299";"0,05030";"0,70000";"0,00000";"0,25000";"0,00500"
"0,25047";"0,50257";"0,05026";"0,75000";"0,00000";"0,25047";"0,00501"
"0,25078";"0,50359";"0,05036";"0,80000";"0,00000";"0,25078";"0,00502"
"0,25125";"0,50260";"0,05026";"0,85000";"0,00000";"0,25125";"0,00503"
"0,25172";"0,50217";"0,05022";"0,90000";"0,00000";"0,25172";"0,00503"
"0,25219";"0,50156";"0,05016";"0,95000";"0,00000";"0,25219";"0,00504"
"0,25250";"0,50499";"0,05050";"1,00000";"0,00000";"0,25250";"0,00505"
"0,25297";"0,50466";"0,05047";"1,05000";"0,00000";"0,25297";"0,00506"
"0,25344";"0,50498";"0,05050";"1,10000";"0,00000";"0,25344";"0,00507"
"0,25391";"0,50645";"0,05065";"1,15000";"0,00000";"0,25391";"0,00508"
"0,25438";"0,50904";"0,05090";"1,20000";"0,00000";"0,25438";"0,00509"
"0,25469";"0,50983";"0,05098";"1,25000";"0,00000";"0,25469";"0,00509"
"0,25516";"0,50580";"0,05058";"1,30000";"0,00000";"0,25516";"0,00510"
"0,25563";"0,51025";"0,05103";"1,35000";"0,00000";"0,25563";"0,00511"
"0,25594";"0,50832";"0,05083";"1,40000";"0,00000";"0,25594";"0,00512"
"0,25641";"0,51023";"0,05102";"1,45000";"0,00000";"0,25641";"0,00513"
"0,25672";"0,51104";"0,05110";"1,50000";"0,00000";"0,25672";"0,00513"
"0,25719";"0,51157";"0,05116";"1,55000";"0,00000";"0,25719";"0,00514"
"0,25766";"0,51086";"0,05109";"1,60000";"0,00000";"0,25766";"0,00515"
"0,25797";"0,51207";"0,05121";"1,65000";"0,00000";"0,25797";"0,00516"
"0,25844";"0,51417";"0,05142";"1,70000";"0,00000";"0,25844";"0,00517"
"0,25891";"0,51669";"0,05167";"1,75000";"0,00000";"0,25891";"0,00518"
"0,25922";"0,51594";"0,05159";"1,80000";"0,00000";"0,25922";"0,00518"
"0,25969";"0,51522";"0,05152";"1,85000";"0,00000";"0,25969";"0,00519"
"0,26000";"0,51571";"0,05157";"1,90000";"0,00000";"0,26000";"0,00520"
"0,26047";"0,51719";"0,05172";"1,95000";"0,00000";"0,26047";"0,00521"
"0,26078";"0,51878";"0,05188";"2,00000";"0,00000";"0,26078";"0,00522"
"0,26125";"0,51936";"0,05194";"2,05000";"0,00000";"0,26125";"0,00523"
"0,26156";"0,51877";"0,05188";"2,10000";"0,00000";"0,26156";"0,00523"
"0,26203";"0,51966";"0,05197";"2,15000";"0,00000";"0,26203";"0,00524"
"0,26250";"0,52241";"0,05224";"2,20000";"0,00000";"0,26250";"0,00525"
"0,26281";"0,52052";"0,05205";"2,25000";"0,00000";"0,26281";"0,00526"
"0,26313";"0,52231";"0,05223";"2,30000";"0,00000";"0,26313";"0,00526"
"0,26344";"0,52049";"0,05205";"2,35000";"0,00000";"0,26344";"0,00527"
"0,26391";"0,52215";"0,05222";"2,40000";"0,00000";"0,26391";"0,00528"
"0,26438";"0,52472";"0,05247";"2,45000";"0,00000";"0,26438";"0,00529"
"0,26484";"0,52464";"0,05246";"2,50000";"0,00000";"0,26484";"0,00530"
"0,26516";"0,52547";"0,05255";"2,55000";"0,00000";"0,26516";"0,00530"
"0,26562";"0,52821";"0,05282";"2,60000";"0,00000";"0,26562";"0,00531"
"0,26609";"0,52952";"0,05295";"2,65000";"0,00000";"0,26609";"0,00532"
"0,26656";"0,52797";"0,05280";"2,70000";"0,00000";"0,26656";"0,00533"
"0,26703";"0,52999";"0,05300";"2,75000";"0,00000";"0,26703";"0,00534"
"0,26750";"0,52945";"0,05295";"2,80000";"0,00000";"0,26750";"0,00535"
"0,26781";"0,52772";"0,05277";"2,85000";"0,00000";"0,26781";"0,00536"
"0,26828";"0,52886";"0,05289";"2,90000";"0,00000";"0,26828";"0,00537"
"0,26875";"0,53426";"0,05343";"2,95000";"0,00000";"0,26875";"0,00538"
"0,26922";"0,53065";"0,05306";"3,00000";"0,00000";"0,26922";"0,00538"
"0,26953";"0,53538";"0,05354";"3,05000";"0,00000";"0,26953";"0,00539"
"0,27000";"0,53569";"0,05357";"3,10000";"0,00000";"0,27000";"0,00540"
"0,27047";"0,53899";"0,05390";"3,15000";"0,00000";"0,27047";"0,00541"
"0,27078";"0,53461";"0,05346";"3,20000";"0,00000";"0,27078";"0,00542"
"0,27125";"0,53533";"0,05353";"3,25000";"0,00000";"0,27125";"0,00543"
"0,27172";"0,53806";"0,05381";"3,30000";"0,00000";"0,27172";"0,00543"
"0,27219";"0,53729";"0,05373";"3,35000";"0,00000";"0,27219";"0,00544"
"0,27250";"0,53844";"0,05384";"3,40000";"0,00000";"0,27250";"0,00545"
"0,27297";"0,53963";"0,05396";"3,45000";"0,00000";"0,27297";"0,00546"
"0,27328";"0,53799";"0,05380";"3,50000";"0,00000";"0,27328";"0,00547"
"0,27375";"0,54096";"0,05410";"3,55000";"0,00000";"0,27375";"0,00548"
"0,27422";"0,54187";"0,05419";"3,60000";"0,00000";"0,27422";"0,00548"
"0,27469";"0,54237";"0,05424";"3,65000";"0,00000";"0,27469";"0,00549"
"0,27516";"0,54571";"0,05457";"3,70000";"0,00000";"0,27516";"0,00550"
"0,27562";"0,54535";"0,05453";"3,75000";"0,00000";"0,27562";"0,00551"
"0,27609";"0,54647";"0,05465";"3,80000";"0,00000";"0,27609";"0,00552"
"0,27656";"0,54450";"0,05445";"3,85000";"0,00000";"0,27656";"0,00553"
"0,27703";"0,54796";"0,05480";"3,90000";"0,00000";"0,27703";"0,00554"
"0,27750";"0,54980";"0,05498";"3,95000";"0,00000";"0,27750";"0,00555"
"0,27781";"0,55217";"0,05522";"4,00000";"0,00000";"0,27781";"0,00556"
"0,27828";"0,55053";"0,05505";"4,05000";"0,00000";"0,27828";"0,00557"
"0,27875";"0,55192";"0,05519";"4,10000";"0,00000";"0,27875";"0,00557"
"0,27922";"0,55387";"0,05539";"4,15000";"0,00000";"0,27922";"0,00558"
"0,27953";"0,55127";"0,05513";"4,20000";"0,00000";"0,27953";"0,00559"
"0,28000";"0,55393";"0,05539";"4,25000";"0,00000";"0,28000";"0,00560"
"0,28031";"0,55301";"0,05530";"4,30000";"0,00000";"0,28031";"0,00561"
"0,28078";"0,55329";"0,05533";"4,35000";"0,00000";"0,28078";"0,00562"
"0,28125";"0,55534";"0,05553";"4,40000";"0,00000";"0,28125";"0,00563"
"0,28172";"0,55487";"0,05549";"4,45000";"0,00000";"0,28172";"0,00563"
"0,28219";"0,55333";"0,05533";"4,50000";"0,00000";"0,28219";"0,00564"
"0,28266";"0,55588";"0,05559";"4,55000";"0,00000";"0,28266";"0,00565"
"0,28297";"0,55556";"0,05556";"4,60000";"0,00000";"0,28297";"0,00566"
"0,28344";"0,55684";"0,05568";"4,65000";"0,00000";"0,28344";"0,00567"
"0,28391";"0,55524";"0,05552";"4,70000";"0,00000";"0,28391";"0,00568"
"0,28422";"0,55716";"0,05572";"4,75000";"0,00000";"0,28422";"0,00568"
"0,28469";"0,55774";"0,05577";"4,80000";"0,00000";"0,28469";"0,00569"
"0,28500";"0,55578";"0,05558";"4,85000";"0,00000";"0,28500";"0,00570"
"0,28547";"0,55612";"0,05561";"4,90000";"0,00000";"0,28547";"0,00571"
"0,28578";"0,55663";"0,05566";"4,95000";"0,00000";"0,28578";"0,00572"
"0,28625";"0,55621";"0,05562";"5,00000";"0,00000";"0,28625";"0,00573"
"0,28656";"0,55725";"0,05572";"5,05000";"0,00000";"0,28656";"0,00573"
"0,28703";"0,55765";"0,05577";"5,10000";"0,00000";"0,28703";"0,00574"
"0,28734";"0,55993";"0,05599";"5,15000";"0,00000";"0,28734";"0,00575"
"0,28781";"0,56080";"0,05608";"5,20000";"0,00000";"0,28781";"0,00576"
"0,28828";"0,56149";"0,05615";"5,25000";"0,00000";"0,28828";"0,00577"
"0,28859";"0,56085";"0,05609";"5,30000";"0,00000";"0,28859";"0,00577"
"0,28906";"0,56114";"0,05611";"5,35000";"0,00000";"0,28906";"0,00578"
"0,28938";"0,56336";"0,05634";"5,40000";"0,00000";"0,28938";"0,00579"
"0,28969";"0,56334";"0,05633";"5,45000";"0,00000";"0,28969";"0,00579"
"0,29016";"0,56420";"0,05642";"5,50000";"0,00000";"0,29016";"0,00580"
"0,29031";"0,56396";"0,05640";"5,55000";"0,00000";"0,29031";"0,00581"
"0,29078";"0,56520";"0,05652";"5,60000";"0,00000";"0,29078";"0,00582"
"0,29109";"0,56376";"0,05638";"5,65000";"0,00000";"0,29109";"0,00582"
"0,29141";"0,56519";"0,05652";"5,70000";"0,00000";"0,29141";"0,00583"
"0,29188";"0,56415";"0,05641";"5,75000";"0,00000";"0,29188";"0,00584"
"0,29234";"0,56925";"0,05693";"5,80000";"0,00000";"0,29234";"0,00585"
"0,29281";"0,57034";"0,05703";"5,85000";"0,00000";"0,29281";"0,00586"
"0,29328";"0,56701";"0,05670";"5,90000";"0,00000";"0,29328";"0,00587"
"0,29359";"0,57052";"0,05705";"5,95000";"0,00000";"0,29359";"0,00587"
"0,29406";"0,57129";"0,05713";"6,00000";"0,00000";"0,29406";"0,00588"
"0,29453";"0,57065";"0,05706";"6,05000";"0,00000";"0,29453";"0,00589"
"0,29500";"0,57201";"0,05720";"6,10000";"0,00000";"0,29500";"0,00590"
"0,29547";"0,57318";"0,05732";"6,15000";"0,00000";"0,29547";"0,00591"
"0,29578";"0,57731";"0,05773";"6,20000";"0,00000";"0,29578";"0,00592"
"0,29625";"0,57721";"0,05772";"6,25000";"0,00000";"0,29625";"0,00593"
"0,29672";"0,57593";"0,05759";"6,30000";"0,00000";"0,29672";"0,00593"
"0,29703";"0,57775";"0,05777";"6,35000";"0,00000";"0,29703";"0,00594"
"0,29750";"0,57663";"0,05766";"6,40000";"0,00000";"0,29750";"0,00595"
"0,29781";"0,57884";"0,05788";"6,45000";"0,00000";"0,29781";"0,00596"
"0,29828";"0,57928";"0,05793";"6,50000";"0,00000";"0,29828";"0,00597"
"0,29875";"0,58290";"0,05829";"6,55000";"0,00000";"0,29875";"0,00598"
"0,29922";"0,58059";"0,05806";"6,60000";"0,00000";"0,29922";"0,00598"
"0,29953";"0,58274";"0,05827";"6,65000";"0,00000";"0,29953";"0,00599"
"0,30000";"0,58263";"0,05826";"6,70000";"0,00000";"0,30000";"0,00600"
"0,30047";"0,58252";"0,05825";"6,75000";"0,00000";"0,30047";"0,00601"
"0,30094";"0,58758";"0,05876";"6,80000";"0,00000";"0,30094";"0,00602"
"0,30125";"0,58600";"0,05860";"6,85000";"0,00000";"0,30125";"0,00602"
"0,30172";"0,58754";"0,05875";"6,90000";"0,00000";"0,30172";"0,00603"
"0,30219";"0,58822";"0,05882";"6,95000";"0,00000";"0,30219";"0,00604"
"0,30250";"0,58759";"0,05876";"7,00000";"0,00000";"0,30250";"0,00605"
"0,30297";"0,58737";"0,05874";"7,05000";"0,00000";"0,30297";"0,00606"
"0,30344";"0,58711";"0,05871";"7,10000";"0,00000";"0,30344";"0,00607"
"0,30391";"0,59087";"0,05909";"7,15000";"0,00000";"0,30391";"0,00608"
"0,30438";"0,59173";"0,05917";"7,20000";"0,00000";"0,30438";"0,00609"
"0,30469";"0,59375";"0,05937";"7,25000";"0,00000";"0,30469";"0,00609"
"0,30516";"0,59178";"0,05918";"7,30000";"0,00000";"0,30516";"0,00610"
"0,30562";"0,59687";"0,05969";"7,35000";"0,00000";"0,30562";"0,00611"
"0,30594";"0,59460";"0,05946";"7,40000";"0,00000";"0,30594";"0,00612"
"0,30641";"0,59589";"0,05959";"7,45000";"0,00000";"0,30641";"0,00613"
"0,30688";"0,59602";"0,05960";"7,50000";"0,00000";"0,30688";"0,00614"
"0,30734";"0,59830";"0,05983";"7,55000";"0,00000";"0,30734";"0,00615"
"0,30781";"0,59987";"0,05999";"7,60000";"0,00000";"0,30781";"0,00616"
"0,30813";"0,59911";"0,05991";"7,65000";"0,00000";"0,30813";"0,00616"
"0,30859";"0,59961";"0,05996";"7,70000";"0,00000";"0,30859";"0,00617"
"0,30906";"0,60188";"0,06019";"7,75000";"0,00000";"0,30906";"0,00618"
"0,30953";"0,60402";"0,06040";"7,80000";"0,00000";"0,30953";"0,00619"
"0,31000";"0,60503";"0,06050";"7,85000";"0,00000";"0,31000";"0,00620"
"0,31047";"0,60483";"0,06048";"7,90000";"0,00000";"0,31047";"0,00621"
"0,31078";"0,60660";"0,06066";"7,95000";"0,00000";"0,31078";"0,00622"
"0,31109";"0,60610";"0,06061";"8,00000";"0,00000";"0,31109";"0,00622"
"0,31156";"0,60534";"0,06053";"8,05000";"0,00000";"0,31156";"0,00623"
"0,31188";"0,60598";"0,06060";"8,10000";"0,00000";"0,31188";"0,00624"
"0,31219";"0,60616";"0,06062";"8,15000";"0,00000";"0,31219";"0,00624"
"0,31266";"0,60865";"0,06087";"8,20000";"0,00000";"0,31266";"0,00625"
"0,31297";"0,61066";"0,06107";"8,25000";"0,00000";"0,31297";"0,00626"
"0,31344";"0,60868";"0,06087";"8,30000";"0,00000";"0,31344";"0,00627"
"0,31375";"0,61390";"0,06139";"8,35000";"0,00000";"0,31375";"0,00628"
"0,31422";"0,61034";"0,06103";"8,40000";"0,00000";"0,31422";"0,00628"
"0,31469";"0,61295";"0,06129";"8,45000";"0,00000";"0,31469";"0,00629"
"0,31516";"0,61634";"0,06163";"8,50000";"0,00000";"0,31516";"0,00630"
"0,31547";"0,61367";"0,06137";"8,55000";"0,00000";"0,31547";"0,00631"
"0,31594";"0,61304";"0,06130";"8,60000";"0,00000";"0,31594";"0,00632"
"0,31641";"0,61579";"0,06158";"8,65000";"0,00000";"0,31641";"0,00633"
"0,31672";"0,61639";"0,06164";"8,70000";"0,00000";"0,31672";"0,00633"
