Ensayo de Compresion - Specimen_RawData_1
C10: 1.8382, C20: 0.3784, C30: 0.0000 (kPa)
Lambda Stress(kPa)
0.97631286 0.16954264
0.97620164 0.17021289
0.97612427 0.16941478
0.97601064 0.17148714
0.97593569 0.17312215
0.97582205 0.17295145
0.97570841 0.17262235
0.97559720 0.17518498
0.97548356 0.17446759
0.97540619 0.17336085
0.97533124 0.17819397
0.97525629 0.17860787
0.97518133 0.17729562
0.97510397 0.17704404
0.97499275 0.18074450
0.97491538 0.17972487
0.97480416 0.18014759
0.97469052 0.18163813
0.97457689 0.18360309
0.97446325 0.18439662
0.97434961 0.18365521
0.97423598 0.18607011
0.97412234 0.18396038
0.97400870 0.18606625
0.97389507 0.18727809
0.97382012 0.18758785
0.97370648 0.18856210
0.97359526 0.18797140
0.97348162 0.18837628
0.97340426 0.19032135
0.97329304 0.19109775
0.97321567 0.19178583
0.97310203 0.19203997
0.97302708 0.19382645
0.97291344 0.19264260
0.97283849 0.19558191
0.97276354 0.19510874
0.97268617 0.19427978
0.97261122 0.19507029
0.97249758 0.19758213
0.97238636 0.19613841
0.97230899 0.19913850
0.97219536 0.19806538
0.97208172 0.20031531
0.97197050 0.20091584
0.97185687 0.20026108
0.97174323 0.20439564
0.97162959 0.20061659
0.97151596 0.20238371
0.97140232 0.20766019
0.97132737 0.20414255
0.97121373 0.20683132
0.97110010 0.20746154
0.97102515 0.20787127
0.97091151 0.20581309
0.97079787 0.20902860
0.97068424 0.21043853
0.97057060 0.21042965
0.97049565 0.21012973
0.97038201 0.21037301
0.97027079 0.21496537
0.97015716 0.21393981
0.97007979 0.21501757
0.96996857 0.21594585
0.96989120 0.21503089
0.96977756 0.21806078
0.96970261 0.21639053
0.96958897 0.21739646
0.96951402 0.21920591
0.96940039 0.21963673
0.96928675 0.21913091
0.96921180 0.22134886
0.96909816 0.22059115
0.96902321 0.22141594
0.96890957 0.22038301
0.96883462 0.22404739
0.96872099 0.22372222
0.96864603 0.22571042
0.96856867 0.22463074
0.96845503 0.22726215
0.96838008 0.22605731
0.96826644 0.22856224
0.96815280 0.22872407
0.96804159 0.23096929
0.96792795 0.23098933
0.96785058 0.23275470
0.96773936 0.23235865
0.96762573 0.23167143
0.96751209 0.23434652
0.96743714 0.23363714
0.96732350 0.23553393
0.96724855 0.23502876
0.96713491 0.23669729
0.96702128 0.23628475
0.96694391 0.23825213
0.96683269 0.23824043
0.96671905 0.23720774
0.96660542 0.24097053
0.96653046 0.24172090
0.96641683 0.24059395
0.96630319 0.24211912
0.96622824 0.24232000
0.96611460 0.24470751
0.96600097 0.24404343
0.96592602 0.24422056
0.96581238 0.24453686
0.96573501 0.24491717
0.96562379 0.24613556
0.96551015 0.25059066
0.96539652 0.24897782
0.96532157 0.25036145
0.96520793 0.25179747
0.96509429 0.25116446
0.96498066 0.25277239
0.96486702 0.25269562
0.96475338 0.25335518
0.96463975 0.25381093
0.96452853 0.25600577
0.96441489 0.25552144
0.96430126 0.25687715
0.96422389 0.25756114
0.96411267 0.25856472
0.96399903 0.25861251
0.96388540 0.25849594
0.96377176 0.25954534
0.96369681 0.26274887
0.96358317 0.26295260
0.96350822 0.26365186
0.96339458 0.26527123
0.96331963 0.26365501
0.96324226 0.26501813
0.96312863 0.26622242
0.96305368 0.26569344
0.96294004 0.26617811
0.96286509 0.26582904
0.96275145 0.27012822
0.96267650 0.26952097
0.96256286 0.27095063
0.96248791 0.26913995
0.96237427 0.26977235
0.96229932 0.26941537
0.96218569 0.27415687
0.96211074 0.27287002
0.96199710 0.27193174
0.96188346 0.27572644
0.96180609 0.27507172
0.96169487 0.27650007
0.96161750 0.27627482
0.96154255 0.28017244
0.96142892 0.27734473
0.96135397 0.27790071
0.96124033 0.28053704
0.96112669 0.27970010
0.96101306 0.28314707
0.96089942 0.28231780
0.96078820 0.28253475
0.96067456 0.28239213
0.96056093 0.28608670
0.96048598 0.28588501
0.96037234 0.28773040
0.96025870 0.28526380
0.96018375 0.28857045
0.96007012 0.29007193
0.95999275 0.28805317
0.95988153 0.28941485
0.95980416 0.28896291
0.95969052 0.29073645
0.95957930 0.28914453
0.95946567 0.29114353
0.95939072 0.29417431
0.95927708 0.29478593
0.95916344 0.29538182
0.95904981 0.29544026
0.95893617 0.29485246
0.95886122 0.29718057
0.95874758 0.29748787
0.95863395 0.29851894
0.95855899 0.30084602
0.95844536 0.29882596
0.95833172 0.29953751
0.95825677 0.30075895
0.95814313 0.30328273
0.95802950 0.30425797
0.95791586 0.30192748
0.95780222 0.30539118
0.95768859 0.30566598
0.95757495 0.30689701
0.95746373 0.30787198
0.95735010 0.30712032
0.95727273 0.30891424
0.95716151 0.30987311
0.95708414 0.30927301
0.95697050 0.30943054
0.95689555 0.31157395
0.95678191 0.31310617
0.95666828 0.31574100
0.95655706 0.31383255
0.95644342 0.31527851
0.95636605 0.31620034
0.95625484 0.31714185
0.95617747 0.31656498
0.95606625 0.31713364
0.95598888 0.31780656
0.95587524 0.31960039
0.95576402 0.32002881
0.95565039 0.32018474
0.95557302 0.32074072
0.95546180 0.32323240
0.95538443 0.32250033
0.95527079 0.32116669
0.95519584 0.32282445
0.95508221 0.32329009
0.95500725 0.32443558
0.95489362 0.32572275
0.95481867 0.32727869
0.95474371 0.32878787
0.95463008 0.32686526
0.95455513 0.32814940
0.95444149 0.32836607
0.95436412 0.32946302
0.95425048 0.33240672
0.95413926 0.33067139
0.95402563 0.33255303
0.95391199 0.33427931
0.95379836 0.33344958
0.95372340 0.33608717
0.95360977 0.33478507
0.95349613 0.33671158
0.95342118 0.33649932
0.95330754 0.33680752
0.95319391 0.33990179
0.95311896 0.34007627
0.95300532 0.33905302
0.95289168 0.34038975
0.95281673 0.34163946
0.95273936 0.34184378
0.95262814 0.34275524
0.95251451 0.34364241
0.95243714 0.34431048
0.95232592 0.34481153
0.95221228 0.34800208
0.95209865 0.34510030
0.95198501 0.34723109
0.95191006 0.34787617
0.95179642 0.34972798
0.95168279 0.35053620
0.95160783 0.35179118
0.95149420 0.34881348
0.95138056 0.34968332
0.95126692 0.35127124
0.95115329 0.35577796
0.95103965 0.35314866
0.95092602 0.35535323
0.95081480 0.35557415
0.95073743 0.35577680
0.95062379 0.35497015
0.95051257 0.35732105
0.95043520 0.35695242
0.95032157 0.35795140
0.95021035 0.35850357
0.95013298 0.36125929
0.95001934 0.36211856
0.94990812 0.36362640
0.94979449 0.36213311
0.94968085 0.36407145
0.94956721 0.36478345
0.94949226 0.36736038
0.94941489 0.36750003
0.94933994 0.36787954
0.94922631 0.36386636
0.94915135 0.36482406
0.94903772 0.36720763
0.94892408 0.36906670
0.94881044 0.36942310
0.94873549 0.36992543
0.94862186 0.37155249
0.94850822 0.37144637
0.94843327 0.37214088
0.94831963 0.37508378
0.94820841 0.37529385
0.94813104 0.37586368
0.94801741 0.37708099
0.94790619 0.37373501
0.94782882 0.37653653
0.94775387 0.37811504
0.94767892 0.37734646
0.94760155 0.37809274
0.94752660 0.37825516
0.94741296 0.38058674
0.94730174 0.38039592
0.94718810 0.37945050
0.94707447 0.38204251
0.94699710 0.38389510
0.94688588 0.38517236
0.94677224 0.38345802
0.94665861 0.38658641
0.94658366 0.38549519
0.94647002 0.38667077
0.94635638 0.38907547
0.94628143 0.38923674
0.94616779 0.39015027
0.94609043 0.39014910
0.94597921 0.38935052
0.94586557 0.39014853
0.94578820 0.39224374
0.94567698 0.39186745
0.94556335 0.39304106
0.94548839 0.39264142
0.94537476 0.39354603
0.94526112 0.39574747
0.94514749 0.39767210
0.94507253 0.39708041
0.94495890 0.39768482
0.94484526 0.39558103
0.94473162 0.39892385
0.94465667 0.39971289
0.94454304 0.40015562
0.94442940 0.40046022
0.94431576 0.40227516
0.94420213 0.40274039
0.94408849 0.40382640
0.94397485 0.40281207
0.94386364 0.40476479
0.94375000 0.40649379
0.94363636 0.40583191
0.94356141 0.40409125
0.94344778 0.40609551
0.94333414 0.40769333
0.94325919 0.40881739
0.94314555 0.40799471
0.94306818 0.41168258
0.94299323 0.41009560
0.94287959 0.41119451
0.94280464 0.41024323
0.94269101 0.41448003
0.94261605 0.41616144
0.94254110 0.41287591
0.94242747 0.41344593
0.94231383 0.41465849
0.94223888 0.41451840
0.94212524 0.41739814
0.94201161 0.41620052
0.94193665 0.41836999
0.94182302 0.41916069
0.94170938 0.41953064
0.94163443 0.42043000
0.94152079 0.41927080
0.94144584 0.41939795
0.94133221 0.42075363
0.94125484 0.42083369
0.94114362 0.42204480
0.94102998 0.42325453
0.94095503 0.42539055
0.94084139 0.42249747
0.94076402 0.42560974
0.94065280 0.42396319
0.94057544 0.42690669
0.94046180 0.42777142
0.94034816 0.42644469
0.94027321 0.42979273
0.94012331 0.42864030
0.94004836 0.43135384
0.93993472 0.43095828
0.93982108 0.43034913
0.93974613 0.43243598
0.93963250 0.43310846
0.93951886 0.43387993
0.93944149 0.43369928
0.93933027 0.43734690
0.93921663 0.43637127
0.93910300 0.43840006
0.93898936 0.43910178
0.93891441 0.43915821
0.93880077 0.43712323
0.93872582 0.44021328
0.93861219 0.44041910
0.93849855 0.44083822
0.93842360 0.44156495
0.93830996 0.44261615
0.93819632 0.44298913
0.93808269 0.44376568
0.93800774 0.44547428
0.93789410 0.44460550
0.93778046 0.44855667
0.93766683 0.44785520
0.93755319 0.44886664
0.93743956 0.44735846
0.93732834 0.44933739
0.93721470 0.45074394
0.93710106 0.45259145
0.93698743 0.45166929
0.93691248 0.45462274
0.93679884 0.45307679
0.93672147 0.45418781
0.93664652 0.45576372
0.93653288 0.45496323
0.93645793 0.45756520
0.93634429 0.45780617
0.93623066 0.45715009
0.93608075 0.45977501
0.93596712 0.46119349
0.93585348 0.45942783
0.93573985 0.46247945
0.93566489 0.46393901
0.93555126 0.46329777
0.93547631 0.46564562
0.93540135 0.46620830
0.93532398 0.46548626
0.93521035 0.46700151
0.93513540 0.46843706
0.93506044 0.46943204
0.93494681 0.46797822
0.93487186 0.46783444
0.93475822 0.46825572
0.93464458 0.47206143
0.93456963 0.46914011
0.93445600 0.47192066
0.93434236 0.47267499
0.93426741 0.47134752
0.93419246 0.47329698
0.93411509 0.47334121
0.93400145 0.47401164
0.93392650 0.47541434
0.93385155 0.47694571
0.93373791 0.47739562
0.93362427 0.47647336
0.93351064 0.47881048
0.93339700 0.47867641
0.93324710 0.48099397
0.93313346 0.48109450
0.93305851 0.48275284
0.93294487 0.48255770
0.93283124 0.48202176
0.93275629 0.48363402
0.93268133 0.48395865
0.93256770 0.48628481
0.93249275 0.48832781
0.93237911 0.48638330
0.93230174 0.48880308
0.93219052 0.48728400
0.93207689 0.48854897
0.93199952 0.49038508
0.93188588 0.49013613
0.93177466 0.49156801
0.93166103 0.49288479
0.93158607 0.49211901
0.93147244 0.49125731
0.93135880 0.49449441
0.93124516 0.49630923
0.93117021 0.49669267
0.93105658 0.49718390
0.93094294 0.49757674
0.93082930 0.49917114
0.93075435 0.49953903
0.93064072 0.50121596
0.93052708 0.50058056
0.93041344 0.50154681
0.93029981 0.50185567
0.93018617 0.50335773
0.93007253 0.50417977
0.92996132 0.50587879
0.92988395 0.50564040
0.92977273 0.50716524
0.92965909 0.50843928
0.92958172 0.50835923
0.92946809 0.51016866
0.92935687 0.51033398
0.92927950 0.51044240
0.92916586 0.51164741
0.92909091 0.51124404
0.92897727 0.51202629
0.92886364 0.51427143
0.92875242 0.51420231
0.92867505 0.51584848
0.92856141 0.51658453
0.92848646 0.51692730
0.92837282 0.51632132
0.92825919 0.51896384
0.92818424 0.51868078
0.92807060 0.51995103
0.92799565 0.52035358
0.92788201 0.52035767
0.92776838 0.52328448
0.92769342 0.52541149
0.92757979 0.52286933
0.92750484 0.52452149
0.92739120 0.52423133
0.92731625 0.52522799
0.92720261 0.52680479
0.92712766 0.52722139
0.92705029 0.52888602
0.92693907 0.52913115
0.92686170 0.52989221
0.92674807 0.52954131
0.92667311 0.53179329
0.92655948 0.53269855
0.92644584 0.53361109
0.92629594 0.53535232
0.92622099 0.53457202
0.92610735 0.53533356
0.92599371 0.53828277
0.92588008 0.53615691
0.92580513 0.53758682
0.92569149 0.53744568
0.92557785 0.54100196
0.92550290 0.54148417
0.92538926 0.54005773
0.92527563 0.54299646
0.92520068 0.54329802
0.92508704 0.54340405
0.92497340 0.54350252
0.92485977 0.54562845
0.92474613 0.54775383
0.92463250 0.54629766
0.92452128 0.54788337
0.92444391 0.54958639
0.92433269 0.54969288
0.92421905 0.55061583
0.92410542 0.55064567
0.92403046 0.55450982
0.92391683 0.55456915
0.92380319 0.55528851
0.92372582 0.55234699
0.92361460 0.55438024
0.92350097 0.55599163
0.92338733 0.55689787
0.92331238 0.55994129
0.92319874 0.56012723
0.92308511 0.56142234
0.92297147 0.56411099
0.92285783 0.56146395
0.92278288 0.56177798
0.92266925 0.56164887
0.92259429 0.56581310
0.92248066 0.56488206
0.92240571 0.56658118
0.92229207 0.56843589
0.92217843 0.56704806
0.92210348 0.57013896
0.92198985 0.56880358
0.92191248 0.56979631
0.92180126 0.56956291
0.92168762 0.57073495
0.92161267 0.57256674
0.92149903 0.57515972
0.92142166 0.57381716
0.92130803 0.57396332
0.92119681 0.57675120
0.92111944 0.57635125
0.92100580 0.57808233
0.92089458 0.57833404
0.92081721 0.57828545
0.92070600 0.57885850
0.92059236 0.58079024
0.92051499 0.58282666
0.92044004 0.58239807
0.92036509 0.58244032
0.92029014 0.58335679
0.92021277 0.58247094
0.92009913 0.58623889
0.91998791 0.58539865
0.91987427 0.58739518
0.91976064 0.58707618
0.91964700 0.58752633
0.91957205 0.58829974
0.91945841 0.58959321
0.91934478 0.59192389
0.91923114 0.59170146
0.91915619 0.59270548
0.91904255 0.59333364
0.91896760 0.59443430
0.91885397 0.59416682
0.91877901 0.59801240
0.91866538 0.59698370
0.91855174 0.59711868
0.91847679 0.59793501
0.91836315 0.59997868
0.91824952 0.60120916
0.91817456 0.60121973
0.91806093 0.60464126
0.91794729 0.60340373
0.91787234 0.60468846
0.91775870 0.60409199
0.91768375 0.60498147
0.91757012 0.60663497
0.91745648 0.60642576
0.91738153 0.60789571
0.91726789 0.60859496
0.91715426 0.60934615
0.91704062 0.61206280
0.91692698 0.61223264
0.91681335 0.61393586
0.91666344 0.61279350
0.91654981 0.61535936
0.91643617 0.61607179
0.91636122 0.61669847
0.91624758 0.61705347
0.91613395 0.62040604
0.91605899 0.61937349
0.91594536 0.62131205
0.91587041 0.62262204
0.91575677 0.62294630
0.91564313 0.62316637
0.91556576 0.62370098
0.91545455 0.62599630
0.91534091 0.62504906
0.91526596 0.62529513
0.91515232 0.62748378
0.91503868 0.62745787
0.91492505 0.62879880
0.91485010 0.63013632
0.91473646 0.63305114
0.91465909 0.63136379
0.91454787 0.63040338
0.91447050 0.63282996
0.91435928 0.63273815
0.91428191 0.63316713
0.91416828 0.63426117
0.91409333 0.63540408
0.91397969 0.63692058
0.91386605 0.63747209
0.91379110 0.63800594
0.91367747 0.63946963
0.91356383 0.63893022
0.91348888 0.64089520
0.91337524 0.64041501
0.91330029 0.64319513
0.91322534 0.64422490
0.91311170 0.64209851
0.91303675 0.64605637
0.91292311 0.64495306
0.91284574 0.64610651
0.91273453 0.64485689
0.91265716 0.64832205
0.91254352 0.64758190
0.91243230 0.64848088
0.91235493 0.65114452
0.91224130 0.64934504
0.91213008 0.65093960
0.91201644 0.65484237
0.91193907 0.65551985
0.91182785 0.65423314
0.91171422 0.65457355
0.91160058 0.65459559
0.91152563 0.65695448
0.91141199 0.65844139
0.91129836 0.65820392
0.91122340 0.65746172
0.91110977 0.65951024
0.91099613 0.66193545
0.91092118 0.66434388
0.91080754 0.66246398
0.91069391 0.66513198
0.91061896 0.66359112
0.91050532 0.66430672
0.91039168 0.66571695
0.91027805 0.66493912
0.91020309 0.66801782
0.91008946 0.66725461
0.90997582 0.66915877
0.90986219 0.67017594
0.90974855 0.67268491
0.90963491 0.67082095
0.90952369 0.67728179
0.90941006 0.67340190
0.90929642 0.67477218
0.90918279 0.67589111
0.90910783 0.67683187
0.90899420 0.67671037
0.90891683 0.67717673
0.90880561 0.67915996
0.90872824 0.68083603
0.90861702 0.68167487
0.90850338 0.68360339
0.90838975 0.68115034
0.90827611 0.68451644
0.90820116 0.68555130
0.90808752 0.68525908
0.90801015 0.68415381
0.90789894 0.68742405
0.90782157 0.68853007
0.90771035 0.68672851
0.90759671 0.68949437
0.90748308 0.68791968
0.90740571 0.69048386
0.90729449 0.69153369
0.90721712 0.69376554
0.90710348 0.69405426
0.90699226 0.69541990
0.90691489 0.69536058
0.90680368 0.69563608
0.90672631 0.69703440
0.90661267 0.69787454
0.90653772 0.69922269
0.90646277 0.69881897
0.90638781 0.70077026
0.90631044 0.70038667
0.90619681 0.70214563
0.90608559 0.70268479
0.90597195 0.70366326
0.90585832 0.70340584
0.90574468 0.70682547
0.90563104 0.70589118
0.90551741 0.70803032
0.90544246 0.70636172
0.90532882 0.70945590
0.90521518 0.71171142
0.90510155 0.71088719
0.90502660 0.71159254
0.90491296 0.71239956
0.90483801 0.71189975
0.90472437 0.71416833
0.90464942 0.71661386
0.90453578 0.71859491
0.90446083 0.71642775
0.90434720 0.71741711
0.90427224 0.71932533
0.90415861 0.71826590
0.90404497 0.71982718
0.90397002 0.72130882
0.90385638 0.72126218
0.90374275 0.72222080
0.90366779 0.72403922
0.90355416 0.72353735
0.90344052 0.72525084
0.90332689 0.72490291
0.90321325 0.72549373
0.90306335 0.72692043
0.90294971 0.73004009
0.90287476 0.72994284
0.90276112 0.73151483
0.90268375 0.72967848
0.90257253 0.72980109
0.90249516 0.73273554
0.90238153 0.73376427
0.90230658 0.73325643
0.90219294 0.73591103
0.90207930 0.73770068
0.90196567 0.73921889
0.90185445 0.73872500
0.90177708 0.73929862
0.90166344 0.74059643
0.90155222 0.74158844
0.90147485 0.74230797
0.90136364 0.74182851
0.90128627 0.74449439
0.90117263 0.74456881
0.90109768 0.74372404
0.90098404 0.74764639
0.90087041 0.74601606
0.90079545 0.74663418
0.90072050 0.74886841
0.90060687 0.74703360
0.90053191 0.74953053
0.90041828 0.75123440
0.90034333 0.75309444
0.90022969 0.75213690
0.90015232 0.75341704
0.90004110 0.75519473
0.89996373 0.75642317
0.89985010 0.75545822
0.89977515 0.75692216
0.89966151 0.75696536
0.89958656 0.75681464
0.89947292 0.75793866
0.89939797 0.75939442
0.89928433 0.76092673
0.89917070 0.76177966
0.89905706 0.76305574
0.89894584 0.76329709
0.89883221 0.76490101
0.89871857 0.76567995
0.89864120 0.76562133
0.89852998 0.76729937
0.89841634 0.76897490
0.89833897 0.76836893
0.89822776 0.77114724
0.89811412 0.77032777
0.89803675 0.77154470
0.89792553 0.77072738
0.89784816 0.77169614
0.89773694 0.77431935
0.89762331 0.77249406
0.89750967 0.77714750
0.89743230 0.77843580
0.89732108 0.77882747
0.89720745 0.77849573
0.89713008 0.77973973
0.89701886 0.77890747
0.89690522 0.78211494
0.89682785 0.78205475
0.89671663 0.78219075
0.89660300 0.78443573
0.89648936 0.78403059
0.89637573 0.78626744
0.89626209 0.78677903
0.89614845 0.78753786
0.89603482 0.78745982
0.89592360 0.78881694
0.89580996 0.79001154
0.89569632 0.79143127
0.89562137 0.79412834
0.89550774 0.79355497
0.89539410 0.79232016
0.89531673 0.79468693
0.89520551 0.79527872
0.89512814 0.79547162
0.89501692 0.79710232
0.89490329 0.79747340
0.89478965 0.79897046
0.89471228 0.79929365
0.89460106 0.80291324
0.89448743 0.80388612
0.89441006 0.80323562
0.89429884 0.80293243
0.89422147 0.80412629
0.89410783 0.80359579
0.89403288 0.80585854
0.89391925 0.80669966
0.89380803 0.80906671
0.89373066 0.80881526
0.89361702 0.80763134
0.89350338 0.80851527
0.89342843 0.81165373
0.89331480 0.81170281
0.89320358 0.81510457
0.89308994 0.81454404
0.89301257 0.81418345
0.89293762 0.81354961
0.89286267 0.81386554
0.89278772 0.81668951
0.89271035 0.81977170
0.89259671 0.81786277
0.89252176 0.81743176
0.89240812 0.81703786
0.89229449 0.81942604
0.89218327 0.81980200
0.89210590 0.81951361
0.89199468 0.82395242
0.89188104 0.82321020
0.89176741 0.82518335
0.89169004 0.82338142
0.89157882 0.82684756
0.89146518 0.82803779
0.89135155 0.82867043
0.89127660 0.82841260
0.89116296 0.82911013
0.89108559 0.83153423
0.89097437 0.83128576
0.89086074 0.83109294
0.89074710 0.83487788
0.89067215 0.83203068
0.89055851 0.83493251
0.89044487 0.83688647
0.89036992 0.83528343
0.89025629 0.83686101
0.89014265 0.83752029
0.89006770 0.83939377
0.88995406 0.83927937
0.88984043 0.84087729
0.88972679 0.84198353
0.88965184 0.84230266
0.88953820 0.84489627
0.88942456 0.84189973
0.88931093 0.84467318
0.88919729 0.84552547
0.88908366 0.84730873
0.88897002 0.85023914
0.88885880 0.84993791
0.88878143 0.85105461
0.88866779 0.85039022
0.88855658 0.85195033
0.88847921 0.85285723
0.88836799 0.85394061
0.88825435 0.85574256
0.88814072 0.85599364
0.88806335 0.85777217
0.88795213 0.85786661
0.88783849 0.85790099
0.88776112 0.85786948
0.88764990 0.86153133
0.88757253 0.86000773
0.88746132 0.86014496
0.88734768 0.86303916
0.88727031 0.86177525
0.88715667 0.86072847
0.88704545 0.86404162
0.88696809 0.86542817
0.88685445 0.86531010
0.88674323 0.86695112
0.88666586 0.86812812
0.88655464 0.86996995
0.88647727 0.86879280
0.88636364 0.87099875
0.88628868 0.87114818
0.88617505 0.87366991
0.88610010 0.87288375
0.88602515 0.87309768
0.88594778 0.87563980
0.88583656 0.87404824
0.88575919 0.87515135
0.88564797 0.87591156
0.88553433 0.87540372
0.88545696 0.87783631
0.88534333 0.87842092
0.88523211 0.88019369
0.88511847 0.88142459
0.88500484 0.88123239
0.88489120 0.88446013
0.88481625 0.88337225
0.88470261 0.88295711
0.88462766 0.88542494
0.88451402 0.88628790
0.88440039 0.88677722
0.88432544 0.88794423
0.88421180 0.88864856
0.88413443 0.88937480
0.88402321 0.89038264
0.88390957 0.89087103
0.88379594 0.89522704
0.88368230 0.89077829
